ID	Year	Areal_a	Q_a	Makva_a	Mjordbr_a	Mbefolkn_a	Mind_a	Mnatur_a	Msum_a	Mantropog_a	C_a	Status_a	Mfjell_a	Mskog_a	Minnsjo_a	Mbebygd_a	Komnr	Mspredt_a	Mtett_a
212.G4BZ	2015	15.31	0.168	0	0	0	0	0.028	0.029	0	5.388	1	0.021	0.005	0.002	0	2011	0	0
212.G4C0	2015	89.92	1.023	0	0	0.001	0	0.151	0.153	0.001	4.736	1	0.119	0.004	0.028	0	2011	0.001	0
212.G4CZ	2015	27.36	0.301	0	0	0.001	0	0.052	0.053	0.001	5.57	1	0.043	0.004	0.006	0	2011	0.001	0
212.G4D	2015	43.37	0.511	0	0	0	0	0.062	0.062	0	3.873	1	0.044	0	0.018	0	2011	0	0
212.G4E	2015	30.31	0.367	0	0	0.001	0	0.085	0.086	0.001	7.395	2	0.051	0	0.034	0	2011	0.001	0
212.G4F	2015	12.2	0.148	0	0	0	0	0.029	0.029	0	6.326	1	0.022	0	0.007	0	2011	0	0
212.G50	2015	3601.27	52.403	0	0	1.238	0	5.067	6.305	1.238	3.815	1	1.49	2.458	1.119	0	2011	0.037	1.201
212.G5Z	2015	53.46	0.647	0	0	0.001	0	0.119	0.12	0.001	5.892	1	0.04	0.058	0.021	0	2011	0.001	0
212.G60	2015	3546.67	51.743	0	0	1.237	0	4.945	6.182	1.237	3.788	1	1.449	2.399	1.097	0	2011	0.036	1.201
212.G6Z	2015	36.02	0.396	0	0	0.001	0	0.081	0.081	0.001	6.501	1	0.016	0.043	0.022	0	2011	0.001	0
212.G71	2015	3510.13	51.341	0	0	1.236	0	4.862	6.098	1.236	3.766	1	1.433	2.355	1.074	0	2011	0.035	1.201
212.G72	2015	3503.47	51.268	0	0	1.236	0	4.841	6.076	1.236	3.758	1	1.433	2.344	1.064	0	2011	0.035	1.201
212.G7Z	2015	41.28	0.5	0	0	0.001	0	0.087	0.088	0.001	5.582	1	0.019	0.058	0.01	0	2011	0.001	0
212.G8	2015	3454.18	50.68	0	0	1.235	0	4.724	5.959	1.235	3.728	1	1.414	2.272	1.038	0	2011	0.034	1.201
212.GA1	2015	1367.66	26.448	0	0	0.013	0	2.04	2.053	0.013	2.461	1	0.961	0.673	0.406	0	2011	0.013	0
212.GA2	2015	1356.05	26.32	0	0	0.012	0	2.018	2.03	0.012	2.446	1	0.961	0.653	0.404	0	2011	0.012	0
212.GA3	2015	1355.17	26.31	0	0	0.012	0	2.016	2.028	0.012	2.445	1	0.961	0.651	0.404	0	2011	0.012	0
212.GA4	2015	1351.98	26.275	0	0	0.012	0	2.01	2.023	0.012	2.441	1	0.961	0.646	0.404	0	2011	0.012	0
212.GAZ	2015	77.05	1.017	0	0	0.001	0	0.184	0.185	0.001	5.779	1	0.043	0.112	0.03	0	2011	0.001	0
212.GB0	2015	1273.43	25.241	0	0	0.011	0	1.824	1.835	0.011	2.305	1	0.918	0.532	0.374	0	2011	0.011	0
212.GBA	2015	38.98	0.517	0	0	0	0	0.054	0.054	0	3.331	1	0.004	0.036	0.014	0	2011	0	0
212.GBB	2015	30.59	0.425	0	0	0	0	0.05	0.05	0	3.731	1	0.005	0.028	0.016	0	2011	0	0
212.GBC	2015	26.71	0.382	0	0	0.001	0	0.07	0.07	0.001	5.831	1	0.012	0.046	0.012	0	2011	0.001	0
212.GC11	2015	1204.12	24.39	0	0	0.01	0	1.708	1.718	0.01	2.233	1	0.914	0.443	0.351	0	2011	0.01	0
212.GC12	2015	1204.06	24.39	0	0	0.01	0	1.708	1.717	0.01	2.233	1	0.914	0.443	0.351	0	2011	0.01	0
212.GC1Z	2015	19.72	0.217	0	0	0	0	0.046	0.047	0	6.846	1	0	0.034	0.012	0	2011	0	0
212.GC2	2015	1180.69	24.133	0	0	0.009	0	1.652	1.661	0.009	2.183	1	0.914	0.402	0.336	0	2011	0.009	0
212.GC3	2015	1143.25	23.721	0	0	0.01	0	1.755	1.765	0.01	2.359	1	1.027	0.379	0.349	0	2011	0.01	0
212.GC41	2015	1134.4	23.623	0	0	0.015	0	2.703	2.717	0.015	3.648	1	1.605	0.568	0.53	0	2011	0.015	0
212.GC42	2015	1132.32	23.6	0	0	0.015	0	2.692	2.706	0.015	3.636	1	1.605	0.564	0.522	0	2011	0.015	0
212.GC4Z	2015	46.13	0.66	0	0	0.001	0	0.11	0.111	0.001	5.312	1	0.08	0.022	0.007	0	2011	0.001	0
212.GD1	2015	1085.43	22.932	0	0	0.014	0	2.578	2.592	0.014	3.584	1	1.525	0.541	0.512	0	2011	0.014	0
212.GD20	2015	1060.7	22.633	0	0	0.013	0	2.47	2.484	0.013	3.48	1	1.525	0.496	0.449	0	2011	0.013	0
212.GD2Z	2015	55.11	0.849	0	0	0.001	0	0.147	0.148	0.001	5.535	1	0.111	0.018	0.018	0	2011	0.001	0
212.GD3	2015	983.91	21.521	0	0	0.012	0	2.242	2.255	0.012	3.322	1	1.413	0.443	0.386	0	2011	0.012	0
212.GD411	2015	967.02	21.335	0	0	0.012	0	2.186	2.197	0.012	3.266	1	1.413	0.419	0.353	0	2011	0.012	0
212.GD412	2015	954.7	21.2	0	0	0.011	0	2.126	2.138	0.011	3.198	1	1.413	0.398	0.315	0	2011	0.011	0
212.GD41Z	2015	46.75	0.617	0	0	0.001	0	0.107	0.108	0.001	5.522	1	0.057	0.038	0.012	0	2011	0.001	0
212.GD4A0	2015	90.85	1.339	0	0	0.002	0	0.226	0.228	0.002	5.404	1	0.127	0.079	0.02	0	2011	0.002	0
212.GD4AZ	2015	20.25	0.312	0	0	0	0	0.052	0.052	0	5.287	1	0.039	0.009	0.003	0	2011	0	0
212.GD4B	2015	43.02	0.663	0	0	0.001	0	0.113	0.114	0.001	5.445	1	0.081	0.02	0.011	0	2011	0.001	0
212.GD5	2015	806.49	19.127	0	0	0.009	0	1.749	1.758	0.009	2.914	1	1.229	0.263	0.257	0	2011	0.009	0
212.GD6	2015	803.24	19.091	0	0	0.009	0	1.734	1.742	0.009	2.894	1	1.229	0.257	0.247	0	2011	0.009	0
212.GDA0	2015	139.09	2.602	0	0	0.002	0	0.38	0.382	0.002	4.654	1	0.217	0.118	0.044	0	2011	0.002	0
212.GDAA0	2015	97.04	1.797	0	0	0.001	0	0.246	0.247	0.001	4.359	1	0.126	0.086	0.034	0	2011	0.001	0
212.GDAAZ	2015	41.8	0.92	0	0	0.001	0	0.146	0.146	0.001	5.048	1	0.111	0.034	0.001	0	2011	0.001	0
212.GDAB	2015	53.4	0.853	0	0	0.001	0	0.096	0.097	0.001	3.597	1	0.015	0.048	0.033	0	2011	0.001	0
212.GDAC	2015	37.12	0.62	0	0	0.001	0	0.104	0.105	0.001	5.358	1	0.03	0.033	0.041	0	2011	0.001	0
212.GDAD	2015	23.37	0.378	0	0	0	0	0.049	0.049	0	4.119	1	0.009	0.023	0.017	0	2011	0	0
212.GDAE	2015	22.93	0.372	0	0	0	0	0.048	0.048	0	4.104	1	0.009	0.022	0.017	0	2011	0	0
212.GDAF	2015	16.8	0.277	0	0	0	0	0.055	0.055	0	6.329	1	0.017	0.023	0.015	0	2011	0	0
212.GDB	2015	33.61	0.703	0	0	0.001	0	0.118	0.118	0.001	5.333	1	0.091	0.016	0.01	0	2011	0.001	0
212.GE1	2015	658.27	16.425	0	0	0.006	0	1.324	1.331	0.006	2.569	1	1.012	0.129	0.184	0	2011	0.006	0
212.GE211	2015	653.88	16.371	0	0	0.007	0	1.524	1.531	0.007	2.965	1	1.176	0.14	0.207	0	2011	0.007	0
212.GE212	2015	652.39	16.355	0	0	0.007	0	1.516	1.523	0.007	2.954	1	1.176	0.138	0.202	0	2011	0.007	0
212.GE21A	2015	16.17	0.212	0	0	0	0	0.054	0.054	0	8.084	2	0	0.031	0.023	0	2011	0	0
212.GE21B	2015	15.57	0.206	0	0	0	0	0.053	0.053	0	8.181	2	0	0.03	0.023	0	2011	0	0
212.GE2Z	2015	41.36	0.728	0	0	0.001	0	0.127	0.127	0.001	5.546	1	0.065	0.045	0.016	0	2011	0.001	0
212.GE3	2015	593.05	15.393	0	0	0.006	0	1.329	1.335	0.006	2.75	1	1.111	0.059	0.159	0	2011	0.006	0
212.GE4	2015	582.9	15.236	0	0	0.007	0	1.583	1.59	0.007	3.31	1	1.347	0.052	0.185	0	2011	0.007	0
212.GE5	2015	574.26	15.103	0	0	0.007	0	1.559	1.566	0.007	3.288	1	1.339	0.04	0.181	0	2011	0.007	0
212.GE6	2015	560.57	14.817	0	0	0.008	0	1.856	1.864	0.008	3.989	1	1.608	0.045	0.203	0	2011	0.008	0
212.GEZ	2015	114.79	3.031	0	0	0.002	0	0.389	0.391	0.002	4.094	1	0.368	0.016	0.005	0	2011	0.002	0
212.GF0	2015	434.18	11.543	0	0	0.006	0	1.423	1.429	0.006	3.925	1	1.227	0.006	0.189	0	2011	0.006	0
212.GFA0	2015	183.36	5.146	0	0	0.002	0	0.638	0.64	0.002	3.943	1	0.59	0	0.048	0	2011	0.002	0
212.GFAA	2015	45.24	1.256	0	0	0.001	0	0.164	0.164	0.001	4.151	1	0.142	0	0.021	0	2011	0.001	0
212.GFAB	2015	10.13	0.29	0	0	0	0	0.048	0.048	0	5.225	1	0.03	0	0.017	0	2011	0	0
212.GFB0	2015	113.27	3.343	0	0	0.001	0	0.402	0.403	0.001	3.822	1	0.38	0	0.022	0	2011	0.001	0
212.GFBA	2015	26.67	0.833	0	0	0	0	0.076	0.076	0	2.896	1	0.069	0	0.006	0	2011	0	0
212.GFBB	2015	17.13	0.571	0	0	0	0	0.079	0.079	0	4.396	1	0.067	0	0.012	0	2011	0	0
212.GFBC	2015	4.89	0.167	0	0	0	0	0.021	0.021	0	4.081	1	0.021	0	0.001	0	2011	0	0
212.GFC	2015	53.67	1.713	0	0	0	0	0.224	0.224	0	4.156	1	0.21	0	0.014	0	1943	0	0
212.GG11	2015	238.62	6.143	0	0	0.004	0	0.749	0.752	0.004	3.884	1	0.607	0.006	0.136	0	2011	0.004	0
212.GG12	2015	228.26	5.926	0	0	0.003	0	0.719	0.722	0.003	3.863	1	0.58	0.006	0.132	0	2011	0.003	0
212.GG1Z	2015	27.39	0.693	0	0	0.001	0	0.111	0.111	0.001	5.097	1	0.108	0	0.003	0	2011	0.001	0
212.GG2	2015	200.58	5.227	0	0	0.003	0	0.607	0.61	0.003	3.699	1	0.471	0.006	0.129	0	2011	0.003	0
212.GGA	2015	57.97	1.467	0	0	0.001	0	0.26	0.261	0.001	5.644	1	0.185	0	0.075	0	2011	0.001	0
212.GGB	2015	37.41	0.947	0	0	0.001	0	0.193	0.194	0.001	6.49	1	0.12	0	0.073	0	2011	0.001	0
212.GH1	2015	139.58	3.7	0	0	0.002	0	0.338	0.34	0.002	2.911	1	0.279	0.006	0.053	0	2011	0.002	0
212.GH21	2015	121.21	3.215	0	0	0.001	0	0.276	0.278	0.001	2.739	1	0.218	0.006	0.052	0	2011	0.001	0
212.GH22	2015	120.11	3.192	0	0	0.001	0	0.273	0.275	0.001	2.729	1	0.215	0.006	0.052	0	2011	0.001	0
212.GH2A	2015	25.28	0.689	0	0	0	0	0.075	0.075	0	3.462	1	0.052	0	0.023	0	2011	0	0
212.GH2B	2015	21.49	0.597	0	0	0	0	0.063	0.064	0	3.376	1	0.04	0	0.023	0	2011	0	0
212.GH2C	2015	15.86	0.436	0	0	0	0	0.071	0.071	0	5.172	1	0.047	0	0.024	0	2011	0	0
212.GH2D	2015	13.48	0.371	0	0	0	0	0.063	0.063	0	5.376	1	0.038	0	0.024	0	2011	0	0
212.GH3	2015	76.07	2.028	0	0	0.001	0	0.13	0.131	0.001	2.044	1	0.111	0	0.019	0	2011	0.001	0
212.GH4	2015	63.61	1.699	0	0	0.001	0	0.187	0.188	0.001	3.502	1	0.148	0	0.039	0	2011	0.001	0
212.GJ1	2015	60.02	1.616	0	0	0.001	0	0.175	0.176	0.001	3.454	1	0.138	0	0.037	0	2011	0.001	0
212.GJ21	2015	49.45	1.36	0	0	0.001	0	0.137	0.138	0.001	3.213	1	0.108	0	0.029	0	2011	0.001	0
212.GJ22	2015	38.94	1.071	0	0	0	0	0.096	0.097	0	2.861	1	0.074	0	0.022	0	2011	0	0
212.GJ2A	2015	21.69	0.597	0	0	0	0	0.029	0.029	0	1.547	1	0.018	0	0.011	0	2011	0	0
212.GJ2B	2015	19.67	0.541	0	0	0	0	0.093	0.093	0	5.476	1	0.055	0	0.038	0	2011	0	0
212.H1	2015	2071	24.062	0	0	1.222	0	2.634	3.856	1.222	5.081	1	0.453	1.572	0.608	0	2011	0.021	1.201
212.H21	2015	2046.9	23.797	0	0	1.221	0	2.565	3.786	1.221	5.046	1	0.453	1.53	0.582	0	2011	0.021	1.2
212.H22	2015	2046.84	23.796	0	0	1.221	0	2.565	3.786	1.221	5.045	1	0.453	1.53	0.582	0	2011	0.021	1.2
212.H2A0	2015	275.56	3.032	0	0	0.003	0	0.317	0.319	0.003	3.34	1	0.074	0.15	0.092	0	2011	0.003	0
212.H2AA	2015	46.51	0.512	0	0	0.001	0	0.096	0.097	0.001	5.993	1	0.009	0.04	0.047	0	2011	0.001	0
212.H2AB	2015	46.09	0.507	0	0	0.001	0	0.095	0.096	0.001	6.002	1	0.009	0.039	0.047	0	2011	0.001	0
212.H2AC	2015	19.92	0.219	0	0	0	0	0.051	0.051	0	7.399	2	0.004	0.027	0.02	0	2011	0	0
212.H2B	2015	213.39	2.348	0	0	0.002	0	0.277	0.28	0.002	3.78	1	0.083	0.134	0.061	0	2011	0.002	0
212.H2C0	2015	172.46	1.898	0	0	0.002	0	0.206	0.208	0.002	3.471	1	0.043	0.103	0.06	0	2011	0.002	0
212.H2CA	2015	34.58	0.381	0	0	0	0	0.058	0.058	0	4.84	1	0	0.038	0.019	0	2011	0	0
212.H2CB	2015	21.79	0.24	0	0	0	0	0.054	0.054	0	7.196	2	0	0.036	0.018	0	2011	0	0
212.H2D	2015	105.95	1.166	0	0	0.001	0	0.17	0.172	0.001	4.666	1	0.05	0.074	0.046	0	2011	0.001	0
212.H2E	2015	46.59	0.513	0	0	0.001	0	0.111	0.112	0.001	6.909	1	0.074	0.001	0.036	0	2011	0.001	0
212.H2F	2015	22.42	0.247	0	0	0	0	0.05	0.051	0	6.507	1	0.037	0	0.014	0	2011	0	0
212.HA	2015	614.89	6.766	0	0	0.003	0	0.428	0.431	0.003	2.02	1	0.013	0.288	0.127	0	2011	0.003	0
212.HB	2015	601.28	6.616	0	0	0.003	0	0.402	0.406	0.003	1.944	1	0.013	0.264	0.125	0	2011	0.003	0
212.HC0	2015	572.2	6.296	0	0	0.004	0	0.455	0.459	0.004	2.311	1	0.018	0.306	0.131	0	2011	0.004	0
212.HCZ	2015	46.71	0.514	0	0	0.001	0	0.094	0.094	0.001	5.83	1	0	0.08	0.013	0	2011	0.001	0
212.HD1	2015	521	5.733	0	0	0.003	0	0.439	0.442	0.003	2.446	1	0.022	0.278	0.138	0	2011	0.003	0
212.HD21	2015	507.51	5.584	0	0	0.004	0	0.539	0.543	0.004	3.082	1	0.029	0.336	0.174	0	2011	0.004	0
212.HD22	2015	498.71	5.487	0	0	0.004	0	0.521	0.525	0.004	3.032	1	0.029	0.32	0.172	0	2011	0.004	0
212.HD2A	2015	25.19	0.277	0	0	0	0	0.02	0.02	0	2.333	1	0	0.012	0.008	0	2011	0	0
212.HD2B	2015	22.52	0.248	0	0	0	0	0.071	0.072	0	9.182	2	0	0.039	0.032	0	2011	0	0
212.HD2C	2015	11.92	0.131	0	0	0	0	0.033	0.033	0	8.048	2	0	0.021	0.012	0	2011	0	0
212.HDA	2015	122.69	1.35	0	0	0.001	0	0.146	0.147	0.001	3.46	1	0.006	0.09	0.05	0	2011	0.001	0
212.HDB11	2015	91.8	1.01	0	0	0.002	0	0.193	0.194	0.002	6.097	1	0.017	0.116	0.06	0	2011	0.002	0
212.HDB12	2015	77	0.847	0	0	0.001	0	0.155	0.157	0.001	5.861	1	0.015	0.094	0.046	0	2011	0.001	0
212.HDB1Z	2015	28.27	0.311	0	0	0.001	0	0.055	0.056	0.001	5.695	1	0.006	0.042	0.008	0	2011	0.001	0
212.HDB2	2015	45.59	0.502	0	0	0.001	0	0.092	0.092	0.001	5.831	1	0.009	0.047	0.036	0	2011	0.001	0
212.HDC	2015	42.12	0.463	0	0	0.001	0	0.075	0.076	0.001	5.167	1	0.009	0.041	0.025	0	2011	0.001	0
212.HDD	2015	17.79	0.196	0	0	0	0	0.042	0.043	0	6.896	1	0.008	0.021	0.014	0	2011	0	0
212.HE	2015	350.22	3.853	0	0	0.003	0	0.353	0.356	0.003	2.929	1	0.023	0.217	0.114	0	2011	0.003	0
212.HF10	2015	294.62	3.242	0	0	0.002	0	0.283	0.285	0.002	2.789	1	0.028	0.146	0.108	0	2011	0.002	0
212.HF1A	2015	31.16	0.343	0	0	0	0	0.071	0.071	0	6.602	1	0.004	0.029	0.038	0	2011	0	0
212.HF1B	2015	26.59	0.293	0	0	0	0	0.08	0.081	0	8.758	2	0.005	0.027	0.048	0	2011	0	0
212.HF1C	2015	4.18	0.046	0	0	0	0	0.009	0.009	0	6.022	1	0	0.007	0.001	0	2011	0	0
212.HF2	2015	261.71	2.88	0	0	0.002	0	0.205	0.207	0.002	2.278	1	0.025	0.114	0.066	0	2011	0.002	0
212.HF3	2015	261.68	2.879	0	0	0.002	0	0.205	0.207	0.002	2.276	1	0.025	0.114	0.066	0	2011	0.002	0
212.HF4	2015	253.65	2.791	0	0	0.001	0	0.19	0.191	0.001	2.175	1	0.016	0.109	0.065	0	2011	0.001	0
212.HF5	2015	253.45	2.789	0	0	0.001	0	0.19	0.191	0.001	2.173	1	0.016	0.108	0.065	0	2011	0.001	0
212.HF6	2015	250.02	2.751	0	0	0.002	0	0.217	0.218	0.002	2.517	1	0.018	0.126	0.073	0	2011	0.002	0
212.HFA	2015	19.9	0.219	0	0	0	0	0.016	0.016	0	2.288	1	0	0.007	0.009	0	2011	0	0
212.HFB	2015	17.46	0.192	0	0	0	0	0.094	0.094	0	15.563	3	0	0.03	0.064	0	2011	0	0
212.HG0	2015	229.19	2.522	0	0	0.002	0	0.199	0.2	0.002	2.517	1	0.018	0.117	0.063	0	2011	0.002	0
212.HGA	2015	66.97	0.737	0	0	0	0	0.058	0.058	0	2.495	1	0.001	0.029	0.028	0	2011	0	0
212.HGB	2015	65.31	0.718	0	0	0.001	0	0.219	0.22	0.001	9.718	2	0.002	0.105	0.112	0	2011	0.001	0
212.HGC0	2015	43.63	0.48	0	0	0.001	0	0.104	0.105	0.001	6.926	1	0.002	0.069	0.033	0	2011	0.001	0
212.HGCZ	2015	22.41	0.247	0	0	0	0	0.055	0.055	0	7.111	2	0.002	0.033	0.019	0	2011	0	0
212.HGD	2015	21.05	0.232	0	0	0	0	0.049	0.049	0	6.739	1	0	0.035	0.014	0	2011	0	0
212.HH	2015	156.89	1.726	0	0	0.002	0	0.257	0.259	0.002	4.754	1	0.032	0.164	0.061	0	2011	0.002	0
212.HJ	2015	49.91	0.549	0	0	0.001	0	0.145	0.145	0.001	8.4	2	0.042	0.032	0.07	0	2011	0.001	0
212.HK	2015	18.36	0.202	0	0	0	0	0.033	0.034	0	5.259	1	0.023	0.009	0.002	0	2011	0	0
212.J11	2015	1117.3	13.568	0	0	0.014	0	1.725	1.739	0.014	4.064	1	0.359	1.037	0.329	0	2011	0.014	0
212.J121	2015	1107.64	13.461	0	0	0.014	0	1.704	1.718	0.014	4.047	1	0.359	1.02	0.324	0	2011	0.014	0
212.J122	2015	1103.87	13.42	0	0	0.014	0	1.697	1.711	0.014	4.044	1	0.359	1.014	0.324	0	2011	0.014	0
212.J12Z	2015	65.08	0.859	0	0	0.001	0	0.153	0.155	0.001	5.704	1	0.053	0.077	0.023	0	2011	0.001	0
212.J1A	2015	45.99	0.557	0	0	0.001	0	0.073	0.074	0.001	4.218	1	0.001	0.061	0.011	0	2011	0.001	0
212.J1B	2015	18.98	0.23	0	0	0	0	0.049	0.049	0	6.755	1	0	0.035	0.014	0	2011	0	0
212.J21	2015	991.97	11.995	0	0	0.012	0	1.469	1.481	0.012	3.916	1	0.305	0.874	0.291	0	2011	0.012	0
212.J22	2015	980.7	11.871	0	0	0.012	0	1.448	1.46	0.012	3.901	1	0.305	0.854	0.29	0	2011	0.012	0
212.J2A	2015	16.22	0.178	0	0	0	0	0.037	0.038	0	6.706	1	0	0.024	0.014	0	2011	0	0
212.J2B	2015	13.26	0.146	0	0	0	0	0.032	0.033	0	7.075	2	0	0.018	0.014	0	2011	0	0
212.J2C	2015	4.03	0.044	0	0	0	0	0.013	0.013	0	9.22	2	0	0.007	0.006	0	2011	0	0
212.JA0	2015	190.3	2.127	0	0	0.002	0	0.245	0.247	0.002	3.683	1	0.028	0.151	0.067	0	2011	0.002	0
212.JB10	2015	162.17	1.818	0	0	0.002	0	0.224	0.226	0.002	3.944	1	0.034	0.126	0.064	0	2011	0.002	0
212.JB1Z	2015	19.05	0.21	0	0	0	0	0.047	0.048	0	7.204	2	0	0.033	0.014	0	2011	0	0
212.JB2	2015	139.23	1.565	0	0	0.002	0	0.252	0.254	0.002	5.15	1	0.048	0.135	0.069	0	2011	0.002	0
212.JB3	2015	106.53	1.206	0	0	0.001	0	0.166	0.167	0.001	4.394	1	0.048	0.078	0.04	0	2011	0.001	0
212.JB4	2015	98.16	1.113	0	0	0.001	0	0.148	0.15	0.001	4.26	1	0.048	0.063	0.037	0	2011	0.001	0
212.JB5	2015	94.35	1.072	0	0	0.001	0	0.141	0.143	0.001	4.22	1	0.048	0.057	0.036	0	2011	0.001	0
212.JB6	2015	93.17	1.059	0	0	0.001	0	0.139	0.141	0.001	4.21	1	0.048	0.055	0.036	0	2011	0.001	0
212.JC1	2015	80.22	0.916	0	0	0.001	0	0.111	0.112	0.001	3.873	1	0.046	0.036	0.029	0	2011	0.001	0
212.JC20	2015	64.81	0.73	0	0	0.001	0	0.127	0.128	0.001	5.584	1	0.051	0.045	0.032	0	2011	0.001	0
212.JC2Z	2015	36.43	0.401	0	0	0.001	0	0.084	0.085	0.001	6.736	1	0.021	0.038	0.026	0	2011	0.001	0
212.JC3	2015	27.27	0.316	0	0	0	0	0.038	0.039	0	3.893	1	0.03	0.005	0.004	0	2011	0	0
212.JC4	2015	12.35	0.136	0	0	0	0	0.024	0.025	0	5.761	1	0.018	0.003	0.004	0	2011	0	0
212.K1	2015	772.74	9.549	0	0	0.01	0	1.163	1.173	0.01	3.895	1	0.277	0.677	0.209	0	2011	0.01	0
212.K211	2015	758.93	9.397	0	0	0.01	0	1.136	1.145	0.01	3.864	1	0.277	0.653	0.205	0	2011	0.01	0
212.K212	2015	755.29	9.357	0	0	0.009	0	1.129	1.138	0.009	3.857	1	0.277	0.647	0.205	0	2011	0.009	0
212.K21Z	2015	27.66	0.304	0	0	0.001	0	0.069	0.069	0.001	7.235	2	0	0.048	0.021	0	2011	0.001	0
212.K2A0	2015	89.18	1.026	0	0	0.001	0	0.16	0.162	0.001	4.996	1	0.029	0.106	0.025	0	2011	0.001	0
212.K2AZ	2015	14.5	0.191	0	0	0	0	0.037	0.038	0	6.223	1	0.017	0.011	0.009	0	2011	0	0
212.K2B	2015	11.57	0.14	0	0	0	0	0.023	0.023	0	5.245	1	0.01	0.012	0.001	0	2011	0	0
212.K3	2015	637.87	8.021	0	0	0.007	0	0.899	0.906	0.007	3.583	1	0.248	0.492	0.159	0	2011	0.007	0
212.K41	2015	609.42	7.676	0	0	0.008	0	0.925	0.933	0.008	3.854	1	0.262	0.492	0.172	0	2011	0.008	0
212.K42	2015	596.95	7.539	0	0	0.007	0	0.903	0.91	0.007	3.829	1	0.258	0.474	0.171	0	2011	0.007	0
212.K4Z	2015	86.86	1.051	0	0	0.002	0	0.189	0.191	0.002	5.754	1	0.04	0.12	0.029	0	2011	0.002	0
212.KA0	2015	83.49	1.108	0	0	0.001	0	0.174	0.176	0.001	5.034	1	0.067	0.084	0.024	0	2011	0.001	0
212.KAA	2015	16.36	0.252	0	0	0	0	0.051	0.051	0	6.427	1	0.036	0	0.015	0	2011	0	0
212.KAB	2015	11.32	0.174	0	0	0	0	0.039	0.039	0	7.045	2	0.024	0	0.015	0	2011	0	0
212.KB	2015	13.09	0.202	0	0	0	0	0.035	0.035	0	5.554	1	0.023	0.007	0.004	0	2011	0	0
212.L1	2015	426.09	5.374	0	0	0.004	0	0.538	0.543	0.004	3.202	1	0.151	0.269	0.118	0	2011	0.004	0
212.L20	2015	424.03	5.352	0	0	0.004	0	0.534	0.538	0.004	3.19	1	0.151	0.266	0.117	0	2011	0.004	0
212.L2Z	2015	59.41	0.719	0	0	0.001	0	0.132	0.133	0.001	5.849	1	0.034	0.075	0.022	0	2011	0.001	0
212.L3	2015	362.71	4.611	0	0	0.003	0	0.397	0.4	0.003	2.751	1	0.117	0.187	0.093	0	2011	0.003	0
212.L40	2015	355.81	4.536	0	0	0.003	0	0.435	0.438	0.003	3.064	1	0.134	0.199	0.103	0	2011	0.003	0
212.L4A	2015	17.13	0.21	0	0	0	0	0.036	0.036	0	5.417	1	0.005	0.014	0.017	0	2011	0	0
212.L4B	2015	15.67	0.194	0	0	0	0	0.033	0.033	0	5.447	1	0.005	0.012	0.017	0	2011	0	0
212.L4C	2015	9.99	0.132	0	0	0	0	0.021	0.021	0	5.095	1	0.015	0.005	0	0	2011	0	0
212.L5	2015	316.44	4.08	0	0	0.003	0	0.354	0.356	0.003	2.77	1	0.129	0.146	0.079	0	2011	0.003	0
212.L61	2015	289.84	3.729	0	0	0.005	0	0.597	0.601	0.005	5.114	1	0.246	0.205	0.146	0	2011	0.005	0
212.L62	2015	282.66	3.65	0	0	0.004	0	0.584	0.588	0.004	5.109	1	0.243	0.195	0.145	0	2011	0.004	0
212.L6Z	2015	52.05	0.344	0	0	0.001	0	0.061	0.062	0.001	5.685	1	0.043	0.01	0.007	0	2011	0.001	0
212.L711	2015	191.32	2.874	0	0	0.003	0	0.428	0.43	0.003	4.746	1	0.2	0.121	0.107	0	2011	0.003	0
212.L712	2015	188.93	2.845	0	0	0.003	0	0.419	0.421	0.003	4.695	1	0.2	0.116	0.102	0	2011	0.003	0
212.L71A	2015	61.81	0.963	0	0	0.001	0	0.154	0.155	0.001	5.091	1	0.107	0.022	0.025	0	2011	0.001	0
212.L71B	2015	9.99	0.165	0	0	0	0	0.035	0.036	0	6.855	1	0.023	0	0.013	0	2011	0	0
212.L72	2015	125.47	1.862	0	0	0.002	0	0.255	0.256	0.002	4.362	1	0.093	0.091	0.07	0	2011	0.002	0
212.L73	2015	125.36	1.861	0	0	0.002	0	0.254	0.256	0.002	4.361	1	0.093	0.091	0.07	0	2011	0.002	0
212.L74	2015	124.49	1.85	0	0	0.002	0	0.248	0.25	0.002	4.283	1	0.093	0.089	0.066	0	2011	0.002	0
212.L81	2015	122.77	1.829	0	0	0.002	0	0.243	0.244	0.002	4.238	1	0.093	0.086	0.064	0	2011	0.002	0
212.L82	2015	121.65	1.816	0	0	0.001	0	0.237	0.238	0.001	4.16	1	0.093	0.084	0.06	0	2011	0.001	0
212.L83	2015	121.19	1.811	0	0	0.001	0	0.236	0.237	0.001	4.157	1	0.093	0.083	0.06	0	2011	0.001	0
212.L84	2015	110.26	1.678	0	0	0.001	0	0.202	0.203	0.001	3.836	1	0.093	0.064	0.045	0	2011	0.001	0
212.LA	2015	50.15	0.783	0	0	0.001	0	0.102	0.103	0.001	4.152	1	0.029	0.047	0.026	0	2011	0.001	0
212.LB	2015	24.65	0.419	0	0	0	0	0.055	0.055	0	4.161	1	0.026	0	0.029	0	2011	0	0
212.LC	2015	17.67	0.311	0	0	0	0	0.05	0.05	0	5.146	1	0.049	0	0.002	0	1942	0	0
