station_id;year;Cd_tonnes;Cd_Est;Cu_tonnes;Cu_Est;Hg_kg;Hg_Est;Pb_tonnes;Pb_Est;Zn_tonnes;Zn_Est;Ag_tonnes;Ag_Est;As_tonnes;As_Est;Cr_tonnes;Cr_Est;Ni_tonnes;Ni_Est
30019;2013;0.006111825;1;0.227944065;1;0.391213524;1;0.140565507;1;0;1;0;1;0.108951836;1;0;1;0.197551523;1
30019;2014;0.008905241;1;0.370360427;1;0.635638432;1;0.22838893;1;0;1;0;1;0.178934056;1;0;1;0.320979037;1
30019;2015;0.005837545;1;0.274362486;1;0.470880061;1;0.1691902;1;0;1;0;1;0.13396946;1;0;1;0.237780821;1
30019;2016;0.003736284;1;0.201866047;1;0.346456609;1;0.124484062;1;0;1;0;1;0.099611282;1;0;1;0.174950574;1
30019;2017;0.020718769;0;0.484940135;0;1.156909538;0;0.390957478;0;3.627689272;0;0;0;0.158057653;0;0.17351214;0;0.321611749;0
30019;2018;0.012459171;0;0.213449086;0;0.274298944;0;0.127147791;0;2.328075972;0;0;0;0.082205767;0;0.061096319;0;0.165291242;0
30019;2019;0.021842234;0;0.412278456;0;0.784540448;0;0.238371575;0;3.723882216;0;0.002175204;0;0.157120114;0;0.119583475;0;0.300808443;0
29612;1990;1.166017036;0;12.34298933;0;17.19005562;0;4.616597915;0;41.27475331;0;0.012035457;1;1.4699963;1;3.462168708;1;5.840000738;1
29612;1991;0.144235325;0;8.286101486;0;8.091273905;0;2.084902853;0;34.78429317;0;0.008959639;1;1.715655083;0;0;0;4.347512579;1
29612;1992;0.327690248;0;6.644074103;0;9.313233803;0;1.264920878;0;26.05204539;0;0.010352526;1;1.2751465;0;5.158113175;0;4.685295273;0
29612;1993;0.301564349;0;7.881519396;0;9.582275797;0;1.588111158;0;25.78324757;0;0.013088224;1;2.005989967;0;3.109132145;0;6.506740947;0
29612;1994;0.250259707;0;8.590653812;0;7.847239323;0;2.637257281;0;33.55135044;0;0.012729853;1;1.554809001;1;3.378963378;1;6.037840486;1
29612;1995;0.17991959;0;10.38144233;0;19.95597128;0;2.495764464;0;40.0857262;0;0.013333691;1;1.256356795;0;0;0;5.384308876;0
29612;1996;0.117847303;0;6.789577166;0;6.003458372;0;1.252128421;0;21.87323697;0;0.009366332;1;1.765070889;0;0;0;4.737948975;0
29612;1997;0.111881874;0;7.603823243;0;1.19545783;0;1.00725795;0;23.9252296;0;0.010172931;1;0.684406469;0;0;0;4.530983876;0
29612;1998;0.168858841;0;9.241219347;0;8.980280577;0;1.535674256;0;32.80071938;0;0.013842173;1;0;0;5.434450803;0;5.578974932;0
29612;1999;0.20293945;0;10.73752835;0;7.768708964;1;1.685710959;0;44.35202692;0;0.013398392;1;1.832757873;0;4.697048604;0;6.355512297;0
29612;2000;0.308181882;0;17.03363096;0;10.12850614;1;5.411141832;0;61.58906368;0;0.017468243;1;2.227456574;0;2.271743616;0;9.469320773;0
29612;2001;0.164139864;0;11.11203905;0;8.825139628;1;0.784609873;0;37.2808839;0;0.015220377;1;1.753694214;0;2.57653728;0;5.423229718;0
29612;2002;0.073060546;0;10.27311824;0;6.878993788;1;0.741005835;0;27.89859028;0;0.011863934;1;1.313078555;0;1.140693799;0;5.047083907;0
29612;2003;0.09013428;0;7.633308551;0;6.425622367;1;0.969942829;0;25.98842412;0;0.011082022;1;1.141631925;0;1.06794617;0;4.693565252;0
29612;2004;0.110551677;0;9.75036306;0;9.119431619;0;3.880249654;0;31.86327235;0;0.012607119;1;1.907141863;0;2.018842448;0;4.703104961;0
29612;2005;0.086914003;0;7.797464994;0;4.458501154;0;1.835772069;0;30.1394817;0;0.010865104;1;1.348436693;0;1.104163731;0;9.410501189;0
29612;2006;0.102330902;0;11.37250694;0;4.624553547;0;1.20489054;0;54.69155876;0;0.012594717;1;1.664105282;0;1.632078584;0;7.895766202;0
29612;2007;0.161843278;0;16.67657971;0;1.781733927;0;4.544453889;0;67.94580714;0;0.01543595;1;2.304595399;0;3.655186573;0;9.339057374;0
29612;2008;0.132283191;0;13.7098129;0;4.330039238;0;1.848572336;0;44.52331543;0;0.015959642;1;1.434070789;0;2.038187333;0;5.580894026;0
29612;2009;0.089428941;0;9.034558764;0;13.71919192;0;1.614435816;0;29.13918984;0;0.013179484;1;1.401615126;0;2.561255384;0;4.37800286;0
29612;2010;0.086369534;0;9.466059366;0;0;0;1.174100322;0;30.93933334;0;0.013324447;1;1.425405955;0;2.157130459;0;4.797076451;0
29612;2011;0.159215873;0;13.11257418;0;15.47544015;0;1.936801593;0;41.47159802;0;0.016535985;1;2.050234836;0;3.450705993;0;6.678337556;0
29612;2012;0.174675009;0;13.99453744;0;14.64556472;0;6.796274703;0;39.2222964;0;0.01438482;1;2.274189665;0;9.539225596;0;6.381981247;0
29612;2013;0.112025407;0;10.73545796;0;10.69714935;0;2.182435278;0;32.78088644;0;0;0;2.036768565;0;2.730886855;0;6.290115906;0
29612;2014;0.116844523;0;9.256795741;0;6.231134893;0;10.36846364;0;34.04294019;0;0.088841711;0;1.841897476;0;2.597002745;0;5.671340235;0
29612;2015;0.139057536;0;12.63033496;0;9.738460324;0;6.098500062;0;47.19448158;0;0.011731116;0;2.265409461;0;2.563323046;0;7.045769631;0
29612;2016;0.098159909;0;8.903986688;0;6.06036453;0;10.44812069;0;38.48997857;0;0.014437418;0;1.500584897;0;1.853679555;0;4.988924776;0
29612;2017;0.091353936;0;8.229109262;0;12.55977664;0;1.444167609;0;24.32564913;0;0;0;1.885933673;0;1.704438287;0;5.265423065;0
29612;2018;0.075694743;0;6.560357698;0;0;0;1.180816402;0;20.25438359;0;0.024423147;0;1.550437599;0;1.096638915;0;4.284334121;0
29612;2019;0.085462892;0;6.952612588;0;31.96164572;0;0.719531878;0;19.58121157;0;0.011305461;0;1.434508044;0;1.106697284;0;4.744528469;0
29779;1990;0.091409407;0;3.647254405;0;0;0;0;0;6.752621874;0;0.003129103;1;0.630120825;1;1.044699891;1;1.066822829;1
29779;1991;0.076306481;0;3.825683719;0;6.031188974;0;0;0;5.913326439;0;0.003899579;1;0.785274908;1;1.301935404;1;1.329505653;1
29779;1992;0.078528815;0;7.608693118;0;7.714332106;0;0.733562862;0;6.837579806;0;0.005501382;1;1.107836682;1;9.296916961;0;5.779529427;0
29779;1993;0.120279341;0;7.830289069;0;4.512995866;0;0.489325644;0;3.44231606;0;0.004578265;1;0.607400221;0;3.267207585;0;1.486079845;0
29779;1994;0.035966848;0;4.732986366;0;4.981563239;0;0.165451477;0;1.240026462;0;0.003124305;1;0.607229747;1;0.985649083;1;0.999412282;1
29779;1995;0.035458889;0;4.932734944;0;2.633116696;0;0.816324271;0;6.57269859;0;0.004550524;1;0.926071639;0;0;0;4.203695077;0
29779;1996;0.019934836;0;5.995189106;0;4.689591764;0;2.212420675;0;3.787651751;0;0.003840366;1;1.805645552;0;0;0;3.777202368;0
29779;1997;0.008637403;0;2.561425331;0;0;0;0.107659433;0;1.178118085;0;0.003829143;1;1.504785921;0;0;0;0.828237853;0
29779;1998;0;0;2.663927318;0;5.472519673;0;0.1206054;0;1.324541278;0;0.004243749;1;1.489034809;0;0;0;0.937178407;0
29779;1999;0.034587494;0;2.896997563;0;2.713248013;1;0.194574154;0;2.781746679;0;0.004630813;1;0.693940581;0;1.057264195;0;1.800746748;0
29779;2000;0.022224023;0;2.593441164;0;3.029524796;1;0.839069431;0;4.678307963;0;0.005298807;1;0.817629947;0;9.615269441;0;6.28787314;0
29779;2001;0.037621939;0;1.481883444;0;2.215349471;1;0.061184098;0;1.773164225;0;0.003973276;1;0.71310564;0;1.362461199;0;1.028362922;0
29779;2002;0.003227262;0;3.248770882;0;1.934433163;1;0.347998149;0;3.385065249;0;0.003559949;1;0.803931139;0;2.042213475;0;4.05561999;0
29779;2003;0;0;1.179691074;0;1.572072896;1;0.114770599;0;8.189426477;0;0.002970585;1;0.340805122;0;0.434227575;0;0.708396925;0
29779;2004;0.007413604;0;2.140228852;0;3.403848322;0;0.04164555;0;0.864684248;0;0.004155932;1;0.296982802;0;0.689864263;0;0.679036066;0
29779;2005;0;0;3.265859955;0;5.457395707;0;0.252694571;0;2.560930564;0;0.005951747;1;0.638526634;0;1.357006394;0;1.2214537;0
29779;2006;0;0;1.6532855;0;2.261849315;0;0.048870818;0;0.788218781;0;0.004040738;1;0.276966744;0;0.552146906;0;0.681445874;0
29779;2007;0;0;2.044211756;0;0;0;0.030589792;0;0.872024536;0;0.005068088;1;0.268780136;0;0.705044169;0;0.498658807;0
29779;2008;0.003482592;0;2.366525432;0;0;0;0.234884837;0;24.59894962;0;0.004406438;1;0.475060137;0;2.024417682;0;1.42672807;0
29779;2009;0.012559155;0;1.735370822;0;0.95228926;0;0.261703006;0;7.380707146;0;0.003494385;1;0.48081181;0;0.686722672;0;0.476183536;0
29779;2010;0.007673498;0;1.817014481;0;0.608401331;0;0.135970574;0;2.513757513;0;0.004063705;1;0.335557814;0;0.626696236;0;0.840297492;0
29779;2011;0.01598538;0;1.935493749;0;2.812282624;0;0.095814492;0;2.594602806;0;0.004172028;1;0.287755198;0;0.524346625;0;0.774720858;0
29779;2012;0.011395381;0;2.200828826;0;2.094712998;0;0.183740695;0;6.139504816;0;0.005243249;1;0.399488;0;0.874525575;0;0.925917128;0
29779;2013;0.00155922;0;1.78646275;0;0.462394143;0;0.065190896;0;0.978555702;0;0;0;0.525157925;0;0.981931723;0;0.691737042;0
29779;2014;0.009912799;0;3.893397603;0;1.324962369;0;0.356103724;0;3.829088972;0;0;0;0.455658537;0;4.144716977;0;2.414092394;0
29779;2015;0.004356885;0;1.495189161;0;1.278137995;0;0.060604262;0;0.538233265;0;0.002459332;0;0.4207038;0;0.860332354;0;0.91824465;0
29779;2016;0.001813578;0;2.140651897;0;0.887932542;0;0.096915668;0;1.105415646;0;0.001327073;0;0.501266057;0;0.987578054;0;1.147317514;0
29779;2017;0;0;1.719991164;0;3.128970225;0;0.044949048;0;0.576849915;0;0;0;0.413012168;0;0.682191279;0;0.870595952;0
29779;2018;0;0;1.352784907;0;1.137012043;0;0.02966239;0;0.459972426;0;0;0;0.252602938;0;0.505210055;0;0.699359979;0
29779;2019;0;0;1.20584156;0;1.539104134;0;0.034360719;0;0.376809855;0;0.009225714;0;0.29013135;0;0.490113818;0;0.639668853;0
29819;1990;0;0;9.950194451;0;0;0;0;0;0;0;0.017161124;1;0.787723727;1;1.742435672;1;26.07780129;1
29819;1991;0.086046296;0;15.05810172;0;0;0;1.720925911;0;29.25574049;0;0.01780851;1;0.817439808;1;1.808167294;1;27.06155995;1
29819;1992;0.063570272;0;10.80694622;0;12.71405438;0;0.444991903;0;5.72132447;0;0.026313552;1;1.207835166;1;4.195637945;0;39.98570102;0
29819;1993;0.050618481;0;8.605141788;0;10.12369622;0;0.354329368;0;4.5556633;0;0.020952436;1;0.961751141;1;3.340819753;0;31.83902462;0
29819;1994;0;0;9.306756008;0;8.86357715;0;0.930675601;0;8.420398293;0;0.018344439;1;1.196582915;0;10.54765681;0;38.8667858;0
29819;1995;0;0;4.9511276;0;0;0;0.180041004;0;3.150717563;0;0.018631029;1;1.755399785;0;26.10594552;0;26.10594552;0
29819;1996;0;0;6.510202645;0;0;0;0.236734642;0;4.142856228;0;0.024497808;1;2.308162756;0;0;0;34.32652304;0
29819;1997;0.055053501;1;7.248083531;1;3.014414433;1;0.348201628;1;6.701873036;1;0.019477108;1;0.894031207;1;1.611608887;1;29.59713839;1
29819;1998;0.164235494;0;7.116871393;0;5.474516456;0;0.273725823;0;14.23374279;0;0.022660588;1;1.587609772;0;0;0;24.63532405;0
29819;1999;0;0;6.556614043;0;3.27720544;1;0.105751839;0;0;0;0.021886854;1;0.898890635;0;1.110394314;0;28.1828652;0
29819;2000;0.013055466;0;5.744404904;0;3.977837203;1;0.130554657;0;2.611093138;0;0.027020151;1;0.391663971;0;0;0;25.58871275;0
29819;2001;0;0;6.946529319;0;2.773787749;1;0.20839588;0;4.631019546;0;0.019169113;1;0.879893714;0;2.408130164;0;30.56472901;0
29819;2002;0;0;7.076569671;0;2.776570739;1;0.21229709;0;4.717713114;0;0.019527962;1;0.896365492;0;2.453210819;0;31.13690655;0
29819;2003;0;0;2.497678311;0;2.946878109;1;0;0;0;0;0.021099192;1;0.387395003;0;0.351713885;0;1.427244749;0
29819;2004;0.150230655;0;34.35067735;0;9.537135616;0;1.026065241;0;14.06715569;0;0.021767549;1;2.477458468;0;3.088448744;0;63.61835128;0
29819;2005;0.04475012;0;13.7238987;0;2.570257609;0;0.392886475;0;7.291264264;0;0.016739451;1;0.769347844;0;0.579445689;0;25.79078165;0
29819;2006;0.097451896;0;23.09210217;0;4.348811581;0;0.375153409;0;8.494708646;0;0.020992974;1;1.282298935;0;0.975728161;0;120.8680061;0
29819;2007;0.079433533;0;43.39559486;0;0;0;1.454227996;0;9.614099039;0;0.024746986;1;1.775087571;0;1.240016879;0;58.78547568;0
29819;2008;0.081325435;0;14.3374356;0;0;0;0.719685351;0;16.31214568;0;0.019505347;1;1.163197682;0;0.681957739;0;23.2522153;0
29819;2009;0.036299085;0;7.46345863;0;7.658347957;0;0.435701848;0;5.097244385;0;0.01490348;1;0.664602394;0;0.419312874;0;14.47529598;0
29819;2010;0.092696707;0;27.35416928;0;4.063478852;0;1.629478265;0;18.36110453;0;0.021449429;1;2.556055571;0;1.039228006;0;48.19942239;0
29819;2011;0.124404912;0;13.28499894;0;4.594739063;0;0.667149433;0;13.02945107;0;0.021745402;1;0.801846966;0;0.657340182;0;28.08024463;0
29819;2012;0.06096532;0;11.51014648;0;0;0;0.579826286;0;15.82284005;0;0.020164769;1;1.086176468;0;0.875277744;0;22.27212679;0
29819;2013;0.158220822;0;62.86211914;0;0;0;2.454108318;0;21.8853594;0;0;0;3.737577396;0;0.546735257;0;32.12040878;0
29819;2014;0.044166704;0;13.504703;0;0;0;0.261188318;0;8.235928945;0;0;0;1.282633127;0;0.884394696;0;24.3248722;0
29819;2015;0.111759514;0;51.14215411;0;6.024914233;0;3.347191375;0;20.40728128;0;0.03836554;0;3.709154331;0;1.970691459;0;95.50472613;0
29819;2016;0.08410853;0;25.96684979;0;0;0;0.344927774;0;8.519455553;0;0;0;1.279378019;0;0.812056202;0;151.7513659;0
29819;2017;0.068575984;0;20.1914472;0;4.742595584;0;0.446489365;0;12.75454761;0;0;0;1.094908868;0;0.948890741;0;50.00701148;0
29819;2018;0.2192725;0;110.4820189;0;0;0;1.113216733;0;16.68748668;0;0.006069647;0;2.549321759;0;0.904572686;0;108.6653089;0
29819;2019;0.140344023;0;52.28333483;0;4.989821671;0;0.820018159;0;23.15863952;0;0.065086584;0;1.393655642;0;1.846100096;0;89.30160417;0
29820;1990;0;0;4.619626703;0;0;0;6.929440054;0;11.54906676;0;0.004710369;1;0.295656109;1;1.599545746;1;1.865174281;1
29820;1991;0.197135192;0;4.928379796;0;0;0;5.174798786;0;7.885407674;0;0.005025187;1;0.315416307;1;1.706451504;1;1.989833343;1
29820;1992;0.216773695;0;5.78063188;0;18.06447462;0;0.289031594;0;7.948368834;0;0.007367725;1;0.46245055;1;7.298047748;0;3.974184417;0
29820;1993;0.169384739;0;4.51692637;0;14.11539491;0;0.225846319;0;6.210773759;0;0.005757065;1;0.36135411;1;5.702619543;0;3.10538688;0
29820;1994;0.043130377;0;3.019126378;0;10.78259421;0;1.380172058;0;2.156518841;0;0.004397758;1;0.646955652;0;10.17876893;0;3.5366909;0
29820;1995;0.111275391;0;7.232900446;0;0;0;1.335304698;0;14.46580089;0;0.005673058;1;0.278188479;0;2.058594742;0;2.781884787;0
29820;1996;0.176089112;0;23.36115547;0;0;0;4.754406013;0;56.34851571;0;0.005984933;1;0.645660076;0;6.163118906;0;4.695709642;0
29820;1997;0.159612909;0;21.28172121;0;0;0;4.309548546;0;51.07613092;0;0.005424939;1;0.585247333;0;5.586451819;0;4.256344243;0
29820;1998;0.160247983;0;11.2173588;0;5.341599429;0;3.098127669;0;75.85071189;0;0.005446524;1;0.534159943;0;5.875759372;0;4.807439486;0
29820;1999;0;0;3.594385521;0;2.889232124;1;0.165894716;0;0;0;0.005638445;1;0.276491194;0;2.7096137;0;2.26722779;0
29820;2000;0.011870628;0;0;0;3.030315953;1;0;0;0;0;0.006051901;1;0.356118851;0;1.483828544;0;0.652884559;0
29820;2001;0;0;3.375906962;0;2.589747328;1;0;0;44.14647566;0;0.005295722;1;0.332396993;0;1.610047936;0;2.181355268;0
29820;2002;0;0;3.218328011;0;2.409821387;1;0;0;42.08582784;0;0.005048531;1;0.316881527;0;1.534894898;0;2.079535023;0
29820;2003;0;0;1.630776943;0;2.277248329;1;0;0;0;0;0.004890618;1;0.340544597;0;0.863352499;0;1.151136666;0
29820;2004;0.147369043;0;3.218548397;0;4.470122383;0;0.162258905;0;4.683997692;0;0.005086951;1;0.557953191;0;1.367698314;0;1.930854761;0
29820;2005;0.065959804;0;3.723956284;0;2.447778034;0;0.573597532;0;4.678450683;0;0.006388146;1;0.44650632;0;1.082115294;0;2.048643546;0
29820;2006;0.029489316;0;4.067742387;0;1.469142286;0;0.256871829;0;7.158987892;0;0.005468769;1;0.316014824;0;1.639814037;0;2.91399622;0
29820;2007;0;0;2.895261842;0;0;0;0.091602157;0;3.515924621;0;0.006054607;1;0.221736946;0;1.59873723;0;2.018584843;0
29820;2008;0.009972759;0;2.121114717;0;0;0;0.127452856;0;3.115813694;0;0.005171066;1;0.309040187;0;1.37692273;0;1.473059715;0
29820;2009;0.02352227;0;3.422919519;0;8.828067252;0;0.430019975;0;6.297773065;0;0.004827802;1;0.30428402;0;1.72260264;0;2.182990408;0
29820;2010;0.075720314;0;4.551351225;0;2.276793007;0;0.88803108;0;15.96175613;0;0.005398718;1;0.45004532;0;1.860413371;0;2.328775772;0
29820;2011;0.034460398;0;3.348450514;0;11.37507322;0;0.176269213;0;4.085373457;0;0.006256848;1;0.273750565;0;2.644471138;0;2.585104822;0
29820;2012;0.022816168;0;3.265654035;0;3.491168213;0;0.277533413;0;10.51185257;0;0.006104835;1;0.475066161;0;1.754468162;0;2.047255957;0
29820;2013;0;0;2.657999449;0;0;0;0.183288332;0;6.849833352;0;0;0;0;0;1.62379607;0;1.587310567;0
29820;2014;0.035500435;0;4.208620287;0;5.322166854;0;0.254778993;0;10.22665774;0;0;0;0.275822123;0;2.044979853;0;1.811297928;0
29820;2015;0;0;3.099921107;0;0;0;0.18166795;0;3.734007015;0;0.004092034;0;0.451214915;0;2.143596954;0;2.832846437;0
29820;2016;0.026816961;0;4.519822538;0;0;0;0.398791865;0;5.289614489;0;0;0;0.348749813;0;2.954151873;0;4.0099179;0
29820;2017;0.011520243;0;3.676972693;0;3.948112262;0;0.188812066;0;11.76200054;0;0;0;0.451043833;0;2.71737983;0;3.623307009;0
29820;2018;0.026186404;0;4.580351698;0;0;0;0.243390959;0;13.22792613;0;0;0;0.376446624;0;2.102501051;0;3.627694729;0
29820;2019;0.025469321;0;4.921810273;0;0;0;0.318863215;0;31.97032202;0;0;0;0.400713226;0;3.103092594;0;6.212343953;0
29821;1990;0;0;5.426026296;0;0;0;0;0;47.84768643;0;0.013756895;1;0.3730964;1;0.923472094;1;1.068949602;1
29821;1991;0.074612641;0;1.989670439;0;0;0;0.746126414;0;9.948352193;0;0.006936212;1;0.188114819;1;0.465613676;1;0.538963285;1
29821;1992;0.069608503;0;1.044127542;0;8.701062851;0;0.069608503;0;7.308892795;0;0.009706519;1;0.263247434;1;0.651578678;1;0.754223948;1
29821;1993;0.053030947;0;0.530309466;0;6.628868327;0;0.212123786;0;3.44701153;0;0.007394871;1;0.212123786;0;2.200784285;0;0;0
29821;1994;0.039574031;1;1.151314041;1;2.845089469;1;0.198931743;1;5.592840307;1;0.008394476;1;0.227663921;1;0.542308279;1;0.671124799;1
29821;1995;0.068969627;0;0.689696268;0;8.621203344;0;0.275878507;0;4.483025739;0;0.009617431;1;0.344848134;0;2.931209137;0;0;0
29821;1996;0.016259549;0;0.812977439;0;1.625954877;0;0.178855036;0;5.040460119;0;0.004534607;1;0;0;0;0;0.487786463;0
29821;1997;0.028774909;0;2.01424363;0;2.8774909;0;0.028774909;0;26.18516719;0;0.008025002;1;1.553845086;0;0;0;0.57549818;0
29821;1998;0.053188693;0;1.063773865;0;2.659434662;0;0.15956608;0;3.723208526;0;0.007416868;1;1.436094717;0;0;0;1.063773865;0
29821;1999;0.10631407;0;1.508973902;0;3.241623848;1;0.274358891;0;4.801280599;0;0.009564456;1;0.24006403;0;0.274358891;0;2.640704329;0
29821;2000;0.040557794;0;0.5161901;0;3.485099662;1;0.368707215;0;7.005437076;0;0.010282835;1;0.294965772;0;0.995509479;0;0.663672986;0
29821;2001;0.004618176;0;0.346363187;0;2.182599417;1;0;0;1.062180441;0;0.00643979;1;0.138545275;0;0.115454396;0;0;0
29821;2002;0.036382104;0;0.568470375;0;2.149321556;1;0.432037485;0;3.638210398;0;0.006341603;1;0;0;0;0;0;0
29821;2003;0;0;0.517642748;0;2.446435132;1;0.077646412;0;2.044688855;0;0.007218241;1;0;0;0;0;0;0
29821;2004;0.017579757;0;0.836893244;0;3.025811552;0;0.136523405;0;3.311185131;0;0.007647527;1;0.13143744;0;0.271901788;0;0.693078619;0
29821;2005;0.023328817;0;2.494697526;0;0;0;0.246088115;0;4.271485966;0;0.010631786;1;0.243328975;0;0;0;1.140899231;0
29821;2006;0.015686142;0;1.335468106;0;3.615147565;0;0.179260907;0;3.393947149;0;0.006737226;1;0.398270334;0;0.15746293;0;0.705153747;0
29821;2007;0.012192346;0;1.147504786;0;1.142515376;0;0.2590928;0;5.69419331;0;0.010592064;1;0.225630957;0;0.106530435;0;1.430666398;0
29821;2008;0.018763989;0;1.095806621;0;2.169767399;0;0.205932848;0;5.577497432;0;0.008632942;1;0.218286331;0;0.088167572;0;0.869573581;0
29821;2009;0.020135397;0;1.18970539;0;2.032295922;0;0.171770613;0;4.777892054;0;0.008209556;1;0.170089247;0;0.405570058;0;0.856387644;0
29821;2010;0.012247703;0;1.032260364;0;0.519414808;0;0.116784709;0;5.229174235;0;0.005425308;1;0.147282145;0;0.299361715;0;0.631569605;0
29821;2011;0.035908671;0;1.5513244;0;6.216273279;0;0.36662983;0;5.027265881;0;0.010639591;1;0.327308105;0;0.345443099;0;1.138377649;0
29821;2012;0.02082955;0;1.496926505;0;2.127831893;0;0.26038043;0;4.32579196;0;0.009463811;1;0.204675924;0;0.232686134;0;0.91930096;0
29821;2013;0.015293126;0;1.088652323;0;3.377631032;0;0.166538401;0;3.033114655;0;0;0;0.229350837;0;0.370107253;0;0.833408598;0
29821;2014;0.022583594;0;1.157338422;0;2.077840644;0;0.28766485;0;3.251956126;0;0;0;0.26736454;0;0.39905394;0;0.981722474;0
29821;2015;0.023317944;0;1.329617996;0;4.520546475;0;0.312506041;0;4.630855207;0;0.002313578;0;0.306379236;0;0.226910511;0;1.375331883;0
29821;2016;0.017967832;0;1.212047255;0;1.500653475;0;0.191949448;0;5.824032736;0;0.001523634;0;0.188088022;0;0.171685767;0;0.796591894;0
29821;2017;0.01384058;0;1.044844637;0;0;0;0.158681052;0;2.829575456;0;0;0;0.207549227;0;0.162546135;0;0.815020873;0
29821;2018;0.021574929;0;1.255239138;0;1.030698664;0;0.216556518;0;3.312904639;0;0;0;0.271210543;0;0.184911002;0;1.033373599;0
29821;2019;0.012017575;0;0.903470758;0;3.849371558;0;0.167387913;0;1.946169707;0;0.005187219;0;0.211409556;0;0.121395613;0;0.712928321;0
29822;1990;0;0;4.460908624;0;0;0;0;0;5.947878166;0;0.003271333;1;0.127818272;1;1.231332997;1;0.545901147;1
29822;1991;1.389344587;0;2.464966203;0;0;0;0.67226351;0;4.481756732;0;0.002464966;1;0.096311724;1;0.927815734;1;0.411339317;1
29822;1992;0.031412287;0;1.570614338;0;0;0;0.157061434;0;1.570614338;0;0.003455352;1;0.135008287;1;1.300597763;1;0.576609099;1
29822;1993;0.082719049;0;1.378650818;0;0;0;0.165438098;0;1.930111145;0;0.003033032;1;0.027573016;0;1.847392096;0;0.441168262;0
29822;1994;0.009752939;1;1.718618797;1;0.883047801;1;0.191861521;1;1.562141242;1;0.002318186;1;0.090576694;1;0.841100235;1;0.386845483;1
