regine,type,year,name,unit,value
123.2A,INDUSTRI,2010,Pb,tonn,0.004
123.2A,INDUSTRI,2010,Zn,tonn,0.029
123.2A,INDUSTRI,2011,As,tonn,0.002
123.2A,INDUSTRI,2011,Cd,tonn,0.0002
123.2A,INDUSTRI,2011,Cr,tonn,0.014
123.2A,INDUSTRI,2011,Cu,tonn,0.022
123.2A,INDUSTRI,2011,Hg,tonn,0.0001
123.2A,INDUSTRI,2011,Ni,tonn,0.004
123.2A,INDUSTRI,2011,Pb,tonn,0.006
123.2A,INDUSTRI,2011,Zn,tonn,0.037
123.2A,INDUSTRI,2012,As,tonn,0.0013
123.2A,INDUSTRI,2012,Cd,tonn,0.0001
123.2A,INDUSTRI,2012,Cu,tonn,0.015
123.2A,INDUSTRI,2012,Hg,tonn,0.0001
123.2A,INDUSTRI,2012,Ni,tonn,0.002
123.2A,INDUSTRI,2012,Pb,tonn,0.006
123.2A,INDUSTRI,2012,Zn,tonn,0.03
123.2A,INDUSTRI,2013,As,tonn,0.002
123.2A,INDUSTRI,2013,Cd,tonn,0.0002
123.2A,INDUSTRI,2013,Cr,tonn,0.004
123.2A,INDUSTRI,2013,Cu,tonn,0.02
123.2A,INDUSTRI,2013,Hg,tonn,0.0001
123.2A,INDUSTRI,2013,Ni,tonn,0.003
123.2A,INDUSTRI,2013,Pb,tonn,0.007
123.2A,INDUSTRI,2013,Zn,tonn,0.043
123.2A,INDUSTRI,2014,As,tonn,0.002
123.2A,INDUSTRI,2014,Cd,tonn,0.0005
123.2A,INDUSTRI,2014,Cr,tonn,0.004
123.2A,INDUSTRI,2014,Cu,tonn,0.033
123.2A,INDUSTRI,2014,Hg,tonn,0.0001
123.2A,INDUSTRI,2014,Ni,tonn,0.005
123.2A,INDUSTRI,2014,Pb,tonn,0.006
123.2A,INDUSTRI,2014,Zn,tonn,0.041
123.2A,INDUSTRI,2015,As,tonn,0.002
123.2A,INDUSTRI,2015,Cd,tonn,0.0001
123.2A,INDUSTRI,2015,Cr,tonn,0.003
123.2A,INDUSTRI,2015,Cu,tonn,0.02
123.2A,INDUSTRI,2015,Hg,tonn,0.0001
123.2A,INDUSTRI,2015,Ni,tonn,0.004
123.2A,INDUSTRI,2015,Pb,tonn,0.006
123.2A,INDUSTRI,2015,Zn,tonn,0.038
123.2A,INDUSTRI,2016,As,tonn,0.001
123.2A,INDUSTRI,2016,Cd,tonn,0.0001
123.2A,INDUSTRI,2016,Cr,tonn,0.003
123.2A,INDUSTRI,2016,Cu,tonn,0.02
123.2A,INDUSTRI,2016,Hg,tonn,0.0001
123.2A,INDUSTRI,2016,Ni,tonn,0.003
123.2A,INDUSTRI,2016,Pb,tonn,0.007
123.2A,INDUSTRI,2016,Zn,tonn,0.038
123.2A,INDUSTRI,2017,As,tonn,0.001
123.2A,INDUSTRI,2017,Cd,tonn,0.0001
123.2A,INDUSTRI,2017,Cr,tonn,0.003
123.2A,INDUSTRI,2017,Cu,tonn,0.019
123.2A,INDUSTRI,2017,Hg,tonn,0.0001
123.2A,INDUSTRI,2017,Ni,tonn,0.002
123.2A,INDUSTRI,2017,Pb,tonn,0.006
123.2A,INDUSTRI,2017,Zn,tonn,0.036
123.2A,INDUSTRI,2018,As,tonn,0.002
123.2A,INDUSTRI,2018,Cd,tonn,0.0001
123.2A,INDUSTRI,2018,Cr,tonn,0.006
123.2A,INDUSTRI,2018,Cu,tonn,0.019
123.2A,INDUSTRI,2018,Hg,tonn,0.0001
123.2A,INDUSTRI,2018,Ni,tonn,0.004
123.2A,INDUSTRI,2018,Pb,tonn,0.004
123.2A,INDUSTRI,2018,Zn,tonn,0.035
123.2A,INDUSTRI,2019,As,tonn,0.002
123.2A,INDUSTRI,2019,Cd,tonn,0.0002
123.2A,INDUSTRI,2019,Cr,tonn,0.005
123.2A,INDUSTRI,2019,Cu,tonn,0.027
123.2A,INDUSTRI,2019,Hg,tonn,0.0001
123.2A,INDUSTRI,2019,Ni,tonn,0.003
123.2A,INDUSTRI,2019,Pb,tonn,0.006
123.2A,INDUSTRI,2019,Zn,tonn,0.049
123.A2,INDUSTRI,1992,Cu,tonn,4.4999999999999996e-05
123.A2,INDUSTRI,1992,Ni,tonn,1.2e-05
123.A2,INDUSTRI,1992,Zn,tonn,1.8e-05
123.A2,INDUSTRI,1993,Cu,tonn,0.00063
123.A2,INDUSTRI,1993,Ni,tonn,0.00033
123.A2,INDUSTRI,1993,Zn,tonn,0.00054
123.A2,INDUSTRI,1994,Cu,tonn,5.9e-05
123.A2,INDUSTRI,1994,Ni,tonn,0.000153
123.A2,INDUSTRI,1994,Zn,tonn,6.2e-05
123.A2,INDUSTRI,1995,Cu,tonn,3.3999999999999996e-06
123.A2,INDUSTRI,1995,Ni,tonn,1.84e-05
123.A2,INDUSTRI,1995,Zn,tonn,1.4e-05
123.A2,INDUSTRI,1996,Cu,tonn,4e-06
123.A2,INDUSTRI,1996,Ni,tonn,7e-06
123.A2,INDUSTRI,1996,Zn,tonn,1.1e-05
123.A2,INDUSTRI,1997,Cr,tonn,1.04e-05
123.A2,INDUSTRI,1997,Cu,tonn,1.0500000000000001e-05
123.A2,INDUSTRI,1997,Ni,tonn,3.5e-06
123.A2,INDUSTRI,1997,Zn,tonn,1.8200000000000002e-05
123.A2,INDUSTRI,1998,Cd,tonn,4e-06
123.A2,INDUSTRI,1998,Cr,tonn,2.8e-06
123.A2,INDUSTRI,1998,Cu,tonn,3.56e-05
123.A2,INDUSTRI,1998,Ni,tonn,0.0001832
123.A2,INDUSTRI,1998,Pb,tonn,4.4e-05
123.A2,INDUSTRI,1998,Zn,tonn,0.0027792
123.A2,INDUSTRI,1999,Cr,tonn,1.1e-06
123.A2,INDUSTRI,1999,Cu,tonn,2.8e-06
123.A2,INDUSTRI,1999,Ni,tonn,1.8e-05
123.A2,INDUSTRI,1999,Zn,tonn,1.4999999999999999e-05
123.A2,INDUSTRI,2000,Cr,tonn,1.2e-06
123.A2,INDUSTRI,2000,Cu,tonn,1.7e-05
123.A2,INDUSTRI,2000,Ni,tonn,7.000000000000001e-05
123.A2,INDUSTRI,2000,Zn,tonn,1.7e-05
123.A2,INDUSTRI,2001,Cr,tonn,6e-06
123.A2,INDUSTRI,2001,Cu,tonn,1.4999999999999999e-05
123.A2,INDUSTRI,2001,Ni,tonn,3.4e-05
123.A2,INDUSTRI,2001,Zn,tonn,4.8e-05
123.A2,INDUSTRI,2002,Cr,tonn,1.4e-06
123.A2,INDUSTRI,2002,Cu,tonn,5e-06
123.A2,INDUSTRI,2002,Ni,tonn,8e-06
123.A2,INDUSTRI,2002,Zn,tonn,8.999999999999999e-06
123.A2,INDUSTRI,2003,Cr,tonn,2.3e-06
123.A2,INDUSTRI,2003,Cu,tonn,7e-06
123.A2,INDUSTRI,2003,Ni,tonn,1.7e-05
123.A2,INDUSTRI,2003,Zn,tonn,1.1e-05
123.A2,INDUSTRI,2004,Cr,tonn,4e-06
123.A2,INDUSTRI,2004,Cu,tonn,8e-06
123.A2,INDUSTRI,2004,Ni,tonn,1.2e-05
123.A2,INDUSTRI,2004,Zn,tonn,1e-05
123.A2,INDUSTRI,2005,Cu,tonn,5e-06
123.A2,INDUSTRI,2005,Ni,tonn,3e-06
123.A2,INDUSTRI,2005,Zn,tonn,1.4e-05
123.A2,INDUSTRI,2012,Hg,tonn,0.0
123.A5,INDUSTRI,1994,Cd,tonn,2e-05
123.A5,INDUSTRI,1994,Hg,tonn,7.3e-05
123.A5,INDUSTRI,1994,Pb,tonn,0.000187
123.A5,INDUSTRI,1995,Cd,tonn,1.9e-05
123.A5,INDUSTRI,1995,Hg,tonn,4.9000000000000005e-05
123.A5,INDUSTRI,1995,Pb,tonn,0.000424
123.A5,INDUSTRI,1996,Cd,tonn,5.9999999999999995e-05
123.A5,INDUSTRI,1996,Hg,tonn,0.000233
123.A5,INDUSTRI,1996,Pb,tonn,0.000777
123.A5,INDUSTRI,1997,Cd,tonn,1.9e-05
123.A5,INDUSTRI,1997,Hg,tonn,0.00013700000000000002
123.A5,INDUSTRI,1997,Pb,tonn,0.00027100000000000003
123.A5,INDUSTRI,1998,Cd,tonn,1.47e-05
123.A5,INDUSTRI,1998,Hg,tonn,1.85e-05
123.A5,INDUSTRI,1998,Pb,tonn,0.0001618
123.A5,INDUSTRI,1999,Cd,tonn,5.32e-05
123.A5,INDUSTRI,1999,Hg,tonn,2.07e-05
123.A5,INDUSTRI,1999,Pb,tonn,0.0003821
123.A5,INDUSTRI,2000,Cd,tonn,4e-05
123.A5,INDUSTRI,2000,Hg,tonn,4.1e-05
123.A5,INDUSTRI,2000,Pb,tonn,0.00033200000000000005
123.A5,INDUSTRI,2001,Cd,tonn,6.1e-05
123.A5,INDUSTRI,2001,Hg,tonn,3.5999999999999994e-05
123.A5,INDUSTRI,2001,Pb,tonn,0.000292
123.A5,INDUSTRI,2002,Cd,tonn,6.7e-05
123.A5,INDUSTRI,2002,Hg,tonn,4.4999999999999996e-05
123.A5,INDUSTRI,2002,Pb,tonn,0.000212
123.A5,INDUSTRI,2003,Cd,tonn,0.000199
123.A5,INDUSTRI,2003,Hg,tonn,5e-06
123.A5,INDUSTRI,2003,Pb,tonn,0.00017
123.A5,INDUSTRI,2004,Cd,tonn,0.00035
123.A5,INDUSTRI,2004,Hg,tonn,8e-06
123.A5,INDUSTRI,2004,Pb,tonn,0.00014000000000000001
123.A5,INDUSTRI,2005,Cd,tonn,0.00028000000000000003
123.A5,INDUSTRI,2005,Hg,tonn,1.7e-05
123.A5,INDUSTRI,2005,Pb,tonn,0.00017
123.A5,INDUSTRI,2006,Cd,tonn,0.00016900000000000002
123.A5,INDUSTRI,2006,Hg,tonn,3.1e-06
123.A5,INDUSTRI,2006,Pb,tonn,0.00017199999999999998
123.A5,INDUSTRI,2007,Cd,tonn,0.0001115
123.A5,INDUSTRI,2007,Hg,tonn,2.45e-06
123.A5,INDUSTRI,2007,Pb,tonn,0.00011149999999999999
123.A5,INDUSTRI,2008,Cd,tonn,0.000834
123.A5,INDUSTRI,2008,Hg,tonn,7.2e-06
123.A5,INDUSTRI,2008,Pb,tonn,0.00136
123.A5,INDUSTRI,2009,Cd,tonn,0.0005
123.A5,INDUSTRI,2009,Hg,tonn,1.9e-06
123.A5,INDUSTRI,2009,Pb,tonn,0.00257
123.A5,INDUSTRI,2010,Cd,tonn,7.7e-05
123.A5,INDUSTRI,2010,Hg,tonn,1.6000000000000001e-06
123.A5,INDUSTRI,2010,Pb,tonn,0.00075
123.A5,INDUSTRI,2011,Cd,tonn,0.000374
123.A5,INDUSTRI,2011,Hg,tonn,2e-06
123.A5,INDUSTRI,2011,Pb,tonn,0.00038500000000000003
123.A5,INDUSTRI,2012,Cd,tonn,0.000123
123.A5,INDUSTRI,2012,Hg,tonn,1e-06
123.A5,INDUSTRI,2012,Pb,tonn,0.000203
123.A5,INDUSTRI,2013,Cd,tonn,0.0009040000000000001
123.A5,INDUSTRI,2013,Hg,tonn,0.000194
123.A5,INDUSTRI,2013,Pb,tonn,0.00161
123.A5,INDUSTRI,2014,Cd,tonn,0.000104
123.A5,INDUSTRI,2014,Hg,tonn,4.0000000000000003e-07
123.A5,INDUSTRI,2014,Pb,tonn,0.00030199999999999997
123.A5,INDUSTRI,2016,Cd,tonn,0.000632
123.A5,INDUSTRI,2016,Hg,tonn,1.3e-06
123.A5,INDUSTRI,2016,Pb,tonn,0.000386
123.A5,INDUSTRI,2017,Cd,tonn,9.7e-05
123.A5,INDUSTRI,2017,Hg,tonn,8e-07
123.A5,INDUSTRI,2017,Pb,tonn,0.000106
123.A5,INDUSTRI,2018,Cd,tonn,6.3e-05
123.A5,INDUSTRI,2018,Hg,tonn,2e-07
123.A5,INDUSTRI,2018,Pb,tonn,0.00028
123.A5,INDUSTRI,2019,As,tonn,8.5e-05
123.A5,INDUSTRI,2019,Cd,tonn,3.58e-05
123.A5,INDUSTRI,2019,Cr,tonn,2.4e-05
123.A5,INDUSTRI,2019,Cu,tonn,0.00095
123.A5,INDUSTRI,2019,Hg,tonn,3e-07
123.A5,INDUSTRI,2019,Ni,tonn,0.00041
123.A5,INDUSTRI,2019,Pb,tonn,0.0001474
123.A5,INDUSTRI,2019,Zn,tonn,0.0038
123.A6,INDUSTRI,1992,Ni,tonn,2.2e-05
123.A6,INDUSTRI,1992,Pb,tonn,3.7e-07
123.A6,INDUSTRI,1994,Ni,tonn,3.0847e-05
123.A6,INDUSTRI,1994,Pb,tonn,2.0000000000000002e-07
123.A81,RENSEANLEGG,2018,Cd,tonn,7e-06
123.A81,RENSEANLEGG,2018,Cr,tonn,6.5e-05
123.A81,RENSEANLEGG,2018,Cu,tonn,0.002271
123.A81,RENSEANLEGG,2018,Hg,tonn,2e-06
123.A81,RENSEANLEGG,2018,Pb,tonn,4.7e-05
123.A81,RENSEANLEGG,2018,Zn,tonn,0.006555
124.21,INDUSTRI,1992,Cu,tonn,0.00078
124.21,INDUSTRI,1992,Ni,tonn,0.001446
124.21,INDUSTRI,1992,Zn,tonn,0.004615
124.21,INDUSTRI,1993,Cu,tonn,0.0011699999999999998
124.21,INDUSTRI,1993,Ni,tonn,0.00126
124.21,INDUSTRI,1993,Zn,tonn,0.00375
124.21,INDUSTRI,1994,Cu,tonn,0.0002
124.21,INDUSTRI,1994,Ni,tonn,0.0011699999999999998
124.21,INDUSTRI,1994,Zn,tonn,0.0003
124.21,INDUSTRI,1995,Cu,tonn,0.00025
124.21,INDUSTRI,1995,Ni,tonn,0.000642
124.21,INDUSTRI,1995,Zn,tonn,0.0004
124.21,INDUSTRI,1996,Cu,tonn,0.00051
124.21,INDUSTRI,1996,Ni,tonn,0.00058
124.21,INDUSTRI,1996,Zn,tonn,0.0005899999999999999
124.21,INDUSTRI,1997,Cu,tonn,9.5e-05
124.21,INDUSTRI,1997,Ni,tonn,0.000155
124.21,INDUSTRI,1997,Zn,tonn,0.000107
124.21,INDUSTRI,1998,Cu,tonn,7.7e-05
124.21,INDUSTRI,1998,Ni,tonn,0.000273
124.21,INDUSTRI,1998,Zn,tonn,0.00034300000000000004
124.21,INDUSTRI,1999,Cu,tonn,0.000183
124.21,INDUSTRI,1999,Ni,tonn,0.00035999999999999997
124.21,INDUSTRI,1999,Zn,tonn,0.00028000000000000003
124.21,INDUSTRI,2002,Cu,tonn,5e-05
124.21,INDUSTRI,2002,Ni,tonn,0.00023999999999999998
124.21,INDUSTRI,2002,Zn,tonn,0.0001
124.21,RENSEANLEGG,2019,As,tonn,0.001472
124.21,RENSEANLEGG,2019,Cd,tonn,6.7e-05
124.21,RENSEANLEGG,2019,Cr,tonn,0.001016
124.21,RENSEANLEGG,2019,Cu,tonn,0.006361
124.21,RENSEANLEGG,2019,Hg,tonn,1e-05
124.21,RENSEANLEGG,2019,Ni,tonn,0.004409
124.21,RENSEANLEGG,2019,Pb,tonn,0.000456
124.21,RENSEANLEGG,2019,Zn,tonn,0.028834
124.2A,INDUSTRI,2002,Zn,tonn,5e-06
124.2A,INDUSTRI,2005,Zn,tonn,1.1e-05
124.2A,INDUSTRI,2006,Zn,tonn,4e-06
124.2A,INDUSTRI,2007,Zn,tonn,4e-06
124.2A,INDUSTRI,2008,Zn,tonn,1.92e-05
124.2A,INDUSTRI,2009,Zn,tonn,1e-05
124.2A,INDUSTRI,2010,Zn,tonn,6e-06
124.2A,INDUSTRI,2011,Zn,tonn,1.6999999999999998e-06
124.2A,INDUSTRI,2012,Zn,tonn,7.159999999999999e-05
126.5,INDUSTRI,1994,Cd,tonn,1e-06
126.5,INDUSTRI,1994,Hg,tonn,0.00049
126.5,INDUSTRI,1994,Pb,tonn,0.00019600000000000002
126.5,INDUSTRI,1995,Cd,tonn,6.799999999999999e-06
126.5,INDUSTRI,1995,Hg,tonn,3.12e-07
126.5,INDUSTRI,1995,Pb,tonn,8.7e-05
126.5,INDUSTRI,1996,Cd,tonn,7e-06
126.5,INDUSTRI,1996,Hg,tonn,3.2e-07
126.5,INDUSTRI,1996,Pb,tonn,8.8e-06
126.5,INDUSTRI,1997,Cd,tonn,0.0039900000000000005
126.5,INDUSTRI,1997,Hg,tonn,0.00361
126.5,INDUSTRI,1997,Pb,tonn,0.0207
126.5,INDUSTRI,1998,Cd,tonn,2.9999999999999997e-05
126.5,INDUSTRI,1998,Hg,tonn,5.8e-07
126.5,INDUSTRI,1998,Pb,tonn,5.8500000000000006e-05
126.5,INDUSTRI,1999,Cd,tonn,1.776e-05
126.5,INDUSTRI,1999,Hg,tonn,2.0500000000000003e-06
126.5,INDUSTRI,1999,Pb,tonn,1.9800000000000004e-05
126.72,RENSEANLEGG,2017,As,tonn,0.00677
126.72,RENSEANLEGG,2017,Cd,tonn,2.4e-05
126.72,RENSEANLEGG,2017,Cr,tonn,0.009188
126.72,RENSEANLEGG,2017,Cu,tonn,0.008704
126.72,RENSEANLEGG,2017,Hg,tonn,0.002418
126.72,RENSEANLEGG,2017,Ni,tonn,0.013782
126.72,RENSEANLEGG,2017,Pb,tonn,0.000943
126.72,RENSEANLEGG,2017,Zn,tonn,0.067701
126.72,RENSEANLEGG,2018,As,tonn,0.003813
126.72,RENSEANLEGG,2018,Cd,tonn,2e-05
126.72,RENSEANLEGG,2018,Cr,tonn,0.006528
126.72,RENSEANLEGG,2018,Cu,tonn,0.009555
126.72,RENSEANLEGG,2018,Hg,tonn,0.005871
126.72,RENSEANLEGG,2018,Ni,tonn,0.00847
126.72,RENSEANLEGG,2018,Pb,tonn,0.001154
126.72,RENSEANLEGG,2018,Zn,tonn,0.07106
126.72,RENSEANLEGG,2019,As,tonn,0.002063
126.72,RENSEANLEGG,2019,Cd,tonn,6.6e-05
126.72,RENSEANLEGG,2019,Cr,tonn,0.002304
126.72,RENSEANLEGG,2019,Cu,tonn,0.00603
126.72,RENSEANLEGG,2019,Hg,tonn,1e-05
126.72,RENSEANLEGG,2019,Ni,tonn,0.007521
126.72,RENSEANLEGG,2019,Pb,tonn,0.000298
126.72,RENSEANLEGG,2019,Zn,tonn,0.040596
128.3A11,RENSEANLEGG,2017,As,tonn,0.0056
128.3A11,RENSEANLEGG,2017,Cd,tonn,0.000298
128.3A11,RENSEANLEGG,2017,Cr,tonn,0.005261
128.3A11,RENSEANLEGG,2017,Cu,tonn,0.014205
128.3A11,RENSEANLEGG,2017,Hg,tonn,6e-05
128.3A11,RENSEANLEGG,2017,Ni,tonn,0.029218
128.3A11,RENSEANLEGG,2017,Pb,tonn,0.002008
128.3A11,RENSEANLEGG,2017,Zn,tonn,0.102819
128.3A11,RENSEANLEGG,2018,As,tonn,0.011592
128.3A11,RENSEANLEGG,2018,Cr,tonn,0.005651
128.3A11,RENSEANLEGG,2018,Cu,tonn,0.019825
128.3A11,RENSEANLEGG,2018,Hg,tonn,3.4e-05
128.3A11,RENSEANLEGG,2018,Ni,tonn,0.030822
128.3A11,RENSEANLEGG,2018,Pb,tonn,0.000825
128.3A11,RENSEANLEGG,2018,Zn,tonn,0.104863
128.3A11,RENSEANLEGG,2019,As,tonn,0.001256
128.3A11,RENSEANLEGG,2019,Cd,tonn,0.000122
128.3A11,RENSEANLEGG,2019,Cr,tonn,0.006428
128.3A11,RENSEANLEGG,2019,Cu,tonn,0.01889
128.3A11,RENSEANLEGG,2019,Ni,tonn,0.018935
128.3A11,RENSEANLEGG,2019,Pb,tonn,0.00094
128.3A11,RENSEANLEGG,2019,Zn,tonn,0.092477
129.A,INDUSTRI,2015,Cd,tonn,0.0073
129.A,INDUSTRI,2015,Cr,tonn,0.0351
129.A,INDUSTRI,2015,Cu,tonn,0.1137
129.A,INDUSTRI,2015,Pb,tonn,0.0125
129.A,INDUSTRI,2016,As,tonn,0.00102
129.A,INDUSTRI,2016,Cd,tonn,0.00424
129.A,INDUSTRI,2016,Cr,tonn,0.026
129.A,INDUSTRI,2016,Cu,tonn,0.06117
129.A,INDUSTRI,2016,Hg,tonn,0.0001
129.A,INDUSTRI,2016,Ni,tonn,0.0207
129.A,INDUSTRI,2016,Pb,tonn,0.0116
129.A,INDUSTRI,2017,As,tonn,0.0019
129.A,INDUSTRI,2017,Cd,tonn,0.0064
129.A,INDUSTRI,2017,Cr,tonn,0.035
129.A,INDUSTRI,2017,Hg,tonn,0.0001
129.A,INDUSTRI,2017,Ni,tonn,0.0261
129.A,INDUSTRI,2017,Pb,tonn,0.0112
129.A,INDUSTRI,2018,As,tonn,0.002037
129.A,INDUSTRI,2018,Cd,tonn,0.006207
129.A,INDUSTRI,2018,Cr,tonn,0.03055
129.A,INDUSTRI,2018,Cu,tonn,0.1081
129.A,INDUSTRI,2018,Hg,tonn,0.000155
129.A,INDUSTRI,2018,Ni,tonn,0.02368
129.A,INDUSTRI,2018,Pb,tonn,0.01023
129.A,INDUSTRI,2019,As,tonn,0.001141
129.A,INDUSTRI,2019,Cd,tonn,0.009121
129.A,INDUSTRI,2019,Cr,tonn,0.017838
129.A,INDUSTRI,2019,Cu,tonn,0.115
129.A,INDUSTRI,2019,Hg,tonn,0.000148
129.A,INDUSTRI,2019,Ni,tonn,0.025611
129.A,INDUSTRI,2019,Pb,tonn,0.014558
131.5Z,INDUSTRI,1992,Cu,tonn,0.00049
131.5Z,INDUSTRI,1992,Ni,tonn,0.018
131.5Z,INDUSTRI,1992,Zn,tonn,0.000945
131.5Z,INDUSTRI,1993,Cu,tonn,0.0015
131.5Z,INDUSTRI,1993,Ni,tonn,0.011300000000000001
131.5Z,INDUSTRI,1993,Zn,tonn,0.00088
131.5Z,INDUSTRI,1994,Cu,tonn,0.0007099999999999999
131.5Z,INDUSTRI,1994,Ni,tonn,0.016800000000000002
131.5Z,INDUSTRI,1994,Zn,tonn,0.0007099999999999999
131.5Z,INDUSTRI,1995,Cu,tonn,0.00044
131.5Z,INDUSTRI,1995,Ni,tonn,0.00866
131.5Z,INDUSTRI,1995,Zn,tonn,0.00044
131.5Z,INDUSTRI,1996,Cu,tonn,0.00049
131.5Z,INDUSTRI,1996,Ni,tonn,0.00098
131.5Z,INDUSTRI,1996,Zn,tonn,0.00041
131.5Z,INDUSTRI,1997,Cu,tonn,0.00037
131.5Z,INDUSTRI,1997,Ni,tonn,0.0013100000000000002
131.5Z,INDUSTRI,1997,Zn,tonn,0.00035999999999999997
131.5Z,INDUSTRI,1998,Cu,tonn,0.00094
131.5Z,INDUSTRI,1998,Ni,tonn,0.00314
131.5Z,INDUSTRI,1998,Zn,tonn,0.00165
131.5Z,INDUSTRI,1999,Cu,tonn,0.00045
131.5Z,INDUSTRI,1999,Ni,tonn,0.00373
131.5Z,INDUSTRI,1999,Zn,tonn,0.00045
131.5Z,INDUSTRI,2000,Cu,tonn,0.00049
131.5Z,INDUSTRI,2000,Ni,tonn,0.0016
131.5Z,INDUSTRI,2000,Zn,tonn,0.00037
131.5Z,INDUSTRI,2001,Cu,tonn,0.0009599999999999999
131.5Z,INDUSTRI,2001,Ni,tonn,0.00047999999999999996
131.5Z,INDUSTRI,2001,Zn,tonn,0.00047999999999999996
131.5Z,INDUSTRI,2002,Cu,tonn,0.00032
131.5Z,INDUSTRI,2002,Ni,tonn,0.00104
131.5Z,INDUSTRI,2002,Zn,tonn,0.00038
131.5Z,INDUSTRI,2003,Cu,tonn,0.00043
131.5Z,INDUSTRI,2003,Ni,tonn,0.00304
131.5Z,INDUSTRI,2003,Zn,tonn,0.0014299999999999998
131.5Z,INDUSTRI,2004,Cu,tonn,0.00037
131.5Z,INDUSTRI,2004,Ni,tonn,0.00744
131.5Z,INDUSTRI,2004,Zn,tonn,0.00037
131.5Z,INDUSTRI,2005,Cu,tonn,0.000145
131.5Z,INDUSTRI,2005,Ni,tonn,0.003925
131.5Z,INDUSTRI,2005,Zn,tonn,0.00013
131.5Z,INDUSTRI,2006,Cu,tonn,0.000109
131.5Z,INDUSTRI,2006,Ni,tonn,0.000358
131.5Z,INDUSTRI,2006,Zn,tonn,0.00013900000000000002
131.5Z,INDUSTRI,2007,Cu,tonn,0.000214
131.5Z,INDUSTRI,2007,Ni,tonn,0.000615
131.5Z,INDUSTRI,2007,Zn,tonn,0.000109
131.5Z,INDUSTRI,2008,Cu,tonn,0.000204
131.5Z,INDUSTRI,2008,Ni,tonn,0.001105
131.5Z,INDUSTRI,2008,Zn,tonn,0.000184
131.5Z,INDUSTRI,2009,Cu,tonn,0.000205
131.5Z,INDUSTRI,2009,Ni,tonn,0.000545
131.5Z,INDUSTRI,2009,Zn,tonn,0.00047099999999999996
131.5Z,INDUSTRI,2010,Cr,tonn,0.00045400000000000003
131.5Z,INDUSTRI,2010,Cu,tonn,0.000195
131.5Z,INDUSTRI,2010,Ni,tonn,0.0005769999999999999
131.5Z,INDUSTRI,2010,Zn,tonn,0.000187
138.A21,INDUSTRI,2003,Cr,tonn,0.00037
138.A21,INDUSTRI,2004,Cr,tonn,0.00348
139.D5AZ,INDUSTRI,1990,Cd,tonn,0.095
139.D5AZ,INDUSTRI,1990,Cu,tonn,12.7
139.D5AZ,INDUSTRI,1990,Zn,tonn,36.0
139.D5AZ,INDUSTRI,1991,Cd,tonn,0.033
139.D5AZ,INDUSTRI,1991,Cu,tonn,2.3
139.D5AZ,INDUSTRI,1991,Zn,tonn,13.0
139.D5AZ,INDUSTRI,1992,Cd,tonn,0.033
139.D5AZ,INDUSTRI,1992,Cu,tonn,2.3
139.D5AZ,INDUSTRI,1992,Zn,tonn,13.0
139.D5AZ,INDUSTRI,1993,Cu,tonn,5.0
139.D5AZ,INDUSTRI,1993,Zn,tonn,26.0
139.D5AZ,INDUSTRI,1994,Cu,tonn,1.5
139.D5AZ,INDUSTRI,1994,Zn,tonn,10.5
139.D5AZ,INDUSTRI,1995,Cu,tonn,0.9
139.D5AZ,INDUSTRI,1995,Zn,tonn,10.5
139.D5AZ,INDUSTRI,1996,Cu,tonn,0.9
139.D5AZ,INDUSTRI,1996,Zn,tonn,10.5
139.D5AZ,INDUSTRI,1997,Cu,tonn,0.9
139.D5AZ,INDUSTRI,1997,Zn,tonn,10.5
139.D5AZ,INDUSTRI,1998,Cu,tonn,0.9
139.D5AZ,INDUSTRI,1998,Zn,tonn,10.5
139.D5AZ,INDUSTRI,1999,Cu,tonn,0.9
139.D5AZ,INDUSTRI,1999,Zn,tonn,10.5
139.D5AZ,INDUSTRI,2000,Cu,tonn,0.9
139.D5AZ,INDUSTRI,2000,Zn,tonn,10.5
139.D5AZ,INDUSTRI,2001,Cu,tonn,0.9
139.D5AZ,INDUSTRI,2001,Zn,tonn,10.5
139.D5AZ,INDUSTRI,2002,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2002,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2003,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2003,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2004,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2004,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2005,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2005,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2006,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2006,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2007,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2007,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2008,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2008,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2009,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2009,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2010,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2010,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2011,Cu,tonn,0.59
139.D5AZ,INDUSTRI,2011,Zn,tonn,3.39
139.D5AZ,INDUSTRI,2012,Cu,tonn,0.59
