regine;ret_as;ret_cd;ret_cr;ret_cu;ret_hg;ret_ni;ret_pb;ret_zn
019.F2BA6;0;0;0;0;0;0;0;0
019.F2BA5;0;0;0;0;0;0;0;0
019.F2BA3;0;0;0;0;0;0;0;0
019.F2BA4;0;0;0;0;0;0;0;0
234.CD;0;0;0;0;0;0;0;0
200.3Z;0;0;0;0;0;0;0;0
073.BBD;0;0;0;0;0;0;0;0
139.A5AAZ;0;0;0;0;0;0;0;0
172.1Z;0;0;0;0;0;0;0;0
109.5B1;0;0;0;0;0;0;0;0
109.5B2;0;0;0;0;0;0;0;0
022.2C0;0;0;0;0;0;0;0;0
195.6AB;0;0;0;0;0;0;0;0
240.30;0;0;0;0;0;0;0;0
171.8E;0;0;0;0;0;0;0;0
016.BEBC;0;0;0;0;0;0;0;0
209.8AD;0;0;0;0;0;0;0;0
243.2Z;0;0;0;0;0;0;0;0
012.LC42;0;0;0;0;0;0;0;0
017.F4A;0;0;0;0;0;0;0;0
020.F3;0;0;0;0;0;0;0;0
020.F4;0;0;0;0;0;0;0;0
104.C5C;0;0;0;0;0;0;0;0
171.42Z;0;0;0;0;0;0;0;0
180.1Z;0;0;0;0;0;0;0;0
144.C;0;0;0;0;0;0;0;0
220.2;0;0;0;0;0;0;0;0
247.5C;0;0;0;0;0;0;0;0
012.P1CB;0;0;0;0;0;0;0;0
079.BB2C;0;0;0;0;0;0;0;0
079.BB2B;0;0;0;0;0;0;0;0
076.F1AC;0;0;0;0;0;0;0;0
064.CC;0;0;0;0;0;0;0;0
120.2A3;0;0;0;0;0;0;0;0
112.C1B;0;0;0;0;0;0;0;0
037.2D;0;0;0;0;0;0;0;0
037.2C;0;0;0;0;0;0;0;0
067.6A;0;0;0;0;0;0;0;0
241.1;0;0;0;0;0;0;0;0
027.3B;0;0;0;0;0;0;0;0
027.3A;0;0;0;0;0;0;0;0
027.3C0;0;0;0;0;0;0;0;0
220.1Z;0;0;0;0;0;0;0;0
021.122Z;0;0;0;0;0;0;0;0
151.1E;0;0;0;0;0;0;0;0
012.DBA9;0;0;0;0;0;0;0;0
012.DBA3;0;0;0;0;0;0;0;0
012.DBA4;0;0;0;0;0;0;0;0
012.DBA2;0;0;0;0;0;0;0;0
012.DBA1;0;0;0;0;0;0;0;0
178.62Z;0;0;0;0;0;0;0;0
001.GAB;0;0;0;0;0;0;0;0
097.2E;0;0;0;0;0;0;0;0
097.2D;0;0;0;0;0;0;0;0
002.CAD3;0;0;0;0;0;0;0;0
002.CAD4;0;0;0;0;0;0;0;0
039.80;0;0;0;0;0;0;0;0
084.7F1B;0;0;0;0;0;0;0;0
094.4D;0;0;0;0;0;0;0;0
098.71;0;0;0;0;0;0;0;0
223.G0;0;0;0;0;0;0;0;0
209.AZ;0;0;0;0;0;0;0;0
002.CCZ;0;0;0;0;0;0;0;0
212.GDB;0;0;0;0;0;0;0;0
074.CB11C;0;0;0;0;0;0;0;0
234.AAA0;0;0;0;0;0;0;0;0
171.61Z;0;0;0;0;0;0;0;0
073.CD2A;0;0;0;0;0;0;0;0
016.G52C;0;0;0;0;0;0;0;0
016.G52B;0;0;0;0;0;0;0;0
139.BACZ;0;0;0;0;0;0;0;0
021.M5;0;0;0;0;0;0;0;0
021.M6;0;0;0;0;0;0;0;0
212.B1AZ;0;0;0;0;0;0;0;0
307.82;0;0;0;0;0;0;0;0
210.AA;0;0;0;0;0;0;0;0
156.EAA;0;0;0;0;0;0;0;0
020.BAB1D;0;0;0;0;0;0;0;0
020.BAB1E;0;0;0;0;0;0;0;0
056.3B;0;0;0;0;0;0;0;0
084.5B;0;0;0;0;0;0;0;0
026.D3AB;0;0;0;0;0;0;0;0
212.HE;0;0;0;0;0;0;0;0
002.DHH0;0;0;0;0;0;0;0;0
002.DHHA;0;0;0;0;0;0;0;0
002.DHJ20;0;0;0;0;0;0;0;0
002.DHJ1;0;0;0;0;0;0;0;0
110.21Z;0;0;0;0;0;0;0;0
035.2A2;0;0;0;0;0;0;0;0
035.2A1;0;0;0;0;0;0;0;0
212.ABB1;0;0;0;0;0;0;0;0
198.A0;0;0;0;0;0;0;0;0
015.JB60;0;0;0;0;0;0;0;0
302.77;0;0;0;0;0;0;0;0
021.GB11D;0;0;0;0;0;0;0;0
151.3AZ;0;0;0;0;0;0;0;0
093.1AE;0;0;0;0;0;0;0;0
093.1AD;0;0;0;0;0;0;0;0
037.B3;0;0;0;0;0;0;0;0
037.B4;0;0;0;0;0;0;0;0
037.B9;0;0;0;0;0;0;0;0
037.C11;0;0;0;0;0;0;0;0
244.AG;0;0;0;0;0;0;0;0
310.2A0;0;0;0;0;0;0;0;0
310.2B;0;0;0;0;0;0;0;0
084.1C;0;0;0;0;0;0;0;0
084.1B;0;0;0;0;0;0;0;0
084.1A;0;0;0;0;0;0;0;0
084.1D;0;0;0;0;0;0;0;0
220.8B2;0;0;0;0;0;0;0;0
220.8B1;0;0;0;0;0;0;0;0
220.8A;0;0;0;0;0;0;0;0
104.C1B;0;0;0;0;0;0;0;0
037.4Z;0;0;0;0;0;0;0;0
012.DCZ;0;0;0;0;0;0;0;0
018.5Z;0;0;0;0;0;0;0;0
025.K1A;0;0;0;0;0;0;0;0
212.JB2;0;0;0;0;0;0;0;0
032.E;0;0;0;0;0;0;0;0
032.F;0;0;0;0;0;0;0;0
017.F2B;0;0;0;0;0;0;0;0
114.32Z;0;0;0;0;0;0;0;0
012.CED3;0;0;0;0;0;0;0;0
012.CED4;0;0;0;0;0;0;0;0
234.HCC;0;0;0;0;0;0;0;0
055.2D;0;0;0;0;0;0;0;0
023.A1C;0;0;0;0;0;0;0;0
029.2E3;0;0;0;0;0;0;0;0
029.2E4;0;0;0;0;0;0;0;0
002.DHED;0;0;0;0;0;0;0;0
019.E5AB;0;0;0;0;0;0;0;0
142.6Z;0;0;0;0;0;0;0;0
124.BA10;0;0;0;0;0;0;0;0
026.4B1Z;0;0;0;0;0;0;0;0
048.B2Z;0;0;0;0;0;0;0;0
072.G;0;0;0;0;0;0;0;0
072.F;0;0;0;0;0;0;0;0
012.LHAB;0;0;0;0;0;0;0;0
027.CC;0;0;0;0;0;0;0;0
135.AB0;0;0;0;0;0;0;0;0
139.E2C;0;0;0;0;0;0;0;0
024.AFB;0;0;0;0;0;0;0;0
133.2B4;0;0;0;0;0;0;0;0
133.2B3;0;0;0;0;0;0;0;0
133.2B2;0;0;0;0;0;0;0;0
133.2B1;0;0;0;0;0;0;0;0
310.5A;0;0;0;0;0;0;0;0
234.GBCBAZ;0;0;0;0;0;0;0;0
234.L2Z;0;0;0;0;0;0;0;0
127.AD4B;0;0;0;0;0;0;0;0
127.AD4A;0;0;0;0;0;0;0;0
185.42Z;0;0;0;0;0;0;0;0
002.DFBF3;0;0;0;0;0;0;0;0
002.DFBF4;0;0;0;0;0;0;0;0
002.DFBF5;0;0;0;0;0;0;0;0
002.DFBF6;0;0;0;0;0;0;0;0
039.2;0;0;0;0;0;0;0;0
087.1AZ;0;0;0;0;0;0;0;0
245.1;0;0;0;0;0;0;0;0
109.5D4;0;0;0;0;0;0;0;0
109.5D1;0;0;0;0;0;0;0;0
144.721Z;0;0;0;0;0;0;0;0
015.J1BZ;0;0;0;0;0;0;0;0
139.F1Z;0;0;0;0;0;0;0;0
222.4A0;0;0;0;0;0;0;0;0
177.34Z;0;0;0;0;0;0;0;0
021.J3C1;0;0;0;0;0;0;0;0
021.J3C2;0;0;0;0;0;0;0;0
228.4C;0;0;0;0;0;0;0;0
220.5Z;0;0;0;0;0;0;0;0
213.6AZ;0;0;0;0;0;0;0;0
164.B4D5;0;0;0;0;0;0;0;0
164.B4D6;0;0;0;0;0;0;0;0
164.B4D4;0;0;0;0;0;0;0;0
164.B4D3;0;0;0;0;0;0;0;0
086.7D;0;0;0;0;0;0;0;0
086.7C;0;0;0;0;0;0;0;0
007.B3;0;0;0;0;0;0;0;0
007.B4;0;0;0;0;0;0;0;0
007.B1;0;0;0;0;0;0;0;0
007.C1;0;0;0;0;0;0;0;0
007.C2;0;0;0;0;0;0;0;0
007.B2;0;0;0;0;0;0;0;0
099.2B;0;0;0;0;0;0;0;0
117.42Z;0;0;0;0;0;0;0;0
230.1;0;0;0;0;0;0;0;0
002.DF1AC;0;0;0;0;0;0;0;0
009.1Z;0;0;0;0;0;0;0;0
019.A1Z;0;0;0;0;0;0;0;0
078.5E;0;0;0;0;0;0;0;0
078.5D;0;0;0;0;0;0;0;0
196.G62;0;0;0;0;0;0;0;0
036.CC;0;0;0;0;0;0;0;0
036.CB;0;0;0;0;0;0;0;0
026.FAB;0;0;0;0;0;0;0;0
117.423;0;0;0;0;0;0;0;0
016.BG1B1B;0;0;0;0;0;0;0;0
132.A6;0;0;0;0;0;0;0;0
212.GC12;0;0;0;0;0;0;0;0
164.3C0;0;0;0;0;0;0;0;0
139.1Z;0;0;0;0;0;0;0;0
208.DB;0;0;0;0;0;0;0;0
101.1B;0;0;0;0;0;0;0;0
002.JBB1BZ;0;0;0;0;0;0;0;0
047.3C;0;0;0;0;0;0;0;0
159.7120;0;0;0;0;0;0;0;0
073.2B;0;0;0;0;0;0;0;0
002.SAZ;0;0;0;0;0;0;0;0
025.G52Z;0;0;0;0;0;0;0;0
155.AA;0;0;0;0;0;0;0;0
186.112Z;0;0;0;0;0;0;0;0
015.JB3;0;0;0;0;0;0;0;0
015.JB4;0;0;0;0;0;0;0;0
016.G511Z;0;0;0;0;0;0;0;0
118.130;0;0;0;0;0;0;0;0
047.3B;0;0;0;0;0;0;0;0
028.4E;0;0;0;0;0;0;0;0
151.E2;0;0;0;0;0;0;0;0
050.CDB;0;0;0;0;0;0;0;0
189.2D;0;0;0;0;0;0;0;0
234.GBCAZ;0;0;0;0;0;0;0;0
198.52Z;0;0;0;0;0;0;0;0
311.CC;0;0;0;0;0;0;0;0
074.B1AC;0;0;0;0;0;0;0;0
074.B1AB;0;0;0;0;0;0;0;0
022.CA1B;0;0;0;0;0;0;0;0
022.CA1A;0;0;0;0;0;0;0;0
213.B5A;0;0;0;0;0;0;0;0
244.AC;0;0;0;0;0;0;0;0
212.EB50;0;0;0;0;0;0;0;0
072.K;0;0;0;0;0;0;0;0
232.6B;0;0;0;0;0;0;0;0
232.6A;0;0;0;0;0;0;0;0
206.2Z;0;0;0;0;0;0;0;0
173.E2D;0;0;0;0;0;0;0;0
016.F22;0;0;0;0;0;0;0;0
062.J;0;0;0;0;0;0;0;0
075.3Z;0;0;0;0;0;0;0;0
017.G42C;0;0;0;0;0;0;0;0
119.5Z;0;0;0;0;0;0;0;0
031.62Z;0;0;0;0;0;0;0;0
122.E5Z;0;0;0;0;0;0;0;0
002.DGDC3;0;0;0;0;0;0;0;0
030.BB2;0;0;0;0;0;0;0;0
030.BB1;0;0;0;0;0;0;0;0
030.BA;0;0;0;0;0;0;0;0
016.CA1AZ;0;0;0;0;0;0;0;0
026.EA7;0;0;0;0;0;0;0;0
026.EA8;0;0;0;0;0;0;0;0
026.EA5;0;0;0;0;0;0;0;0
026.EA6;0;0;0;0;0;0;0;0
196.AD2Z;0;0;0;0;0;0;0;0
002.MB2Z;0;0;0;0;0;0;0;0
212.FAAB;0;0;0;0;0;0;0;0
185.6Z;0;0;0;0;0;0;0;0
002.ABD;0;0;0;0;0;0;0;0
117.21Z;0;0;0;0;0;0;0;0
133.2C2B;0;0;0;0;0;0;0;0
133.2C2A;0;0;0;0;0;0;0;0
211.8B;0;0;0;0;0;0;0;0
053.10;0;0;0;0;0;0;0;0
002.DHF4;0;0;0;0;0;0;0;0
002.DHF32;0;0;0;0;0;0;0;0
234.GAA;0;0;0;0;0;0;0;0
027.1D1;0;0;0;0;0;0;0;0
027.1D2;0;0;0;0;0;0;0;0
027.1C4;0;0;0;0;0;0;0;0
027.1C3;0;0;0;0;0;0;0;0
002.H3B;0;0;0;0;0;0;0;0
027.AC0;0;0;0;0;0;0;0;0
023.A12Z;0;0;0;0;0;0;0;0
234.GEB;0;0;0;0;0;0;0;0
178.44B;0;0;0;0;0;0;0;0
178.44C1;0;0;0;0;0;0;0;0
178.44C2;0;0;0;0;0;0;0;0
178.44A;0;0;0;0;0;0;0;0
242.A;0;0;0;0;0;0;0;0
116.B;0;0;0;0;0;0;0;0
149.5C;0;0;0;0;0;0;0;0
146.6Z;0;0;0;0;0;0;0;0
025.L5B;0;0;0;0;0;0;0;0
121.DD;0;0;0;0;0;0;0;0
177.3Z;0;0;0;0;0;0;0;0
234.GCDZ;0;0;0;0;0;0;0;0
196.BAAZ;0;0;0;0;0;0;0;0
234.GBE10;0;0;0;0;0;0;0;0
234.GBE2;0;0;0;0;0;0;0;0
018.A3Z;0;0;0;0;0;0;0;0
174.3BB;0;0;0;0;0;0;0;0
246.A11;0;0;0;0;0;0;0;0
022.EF0;0;0;0;0;0;0;0;0
022.EEA;0;0;0;0;0;0;0;0
164.D2B;0;0;0;0;0;0;0;0
164.D2A5;0;0;0;0;0;0;0;0
073.F;0;0;0;0;0;0;0;0
049.4C;0;0;0;0;0;0;0;0
002.HBZ;0;0;0;0;0;0;0;0
016.K3E;0;0;0;0;0;0;0;0
240.4;0;0;0;0;0;0;0;0
055.D2C;0;0;0;0;0;0;0;0
021.M2A;0;0;0;0;0;0;0;0
185.41;0;0;0;0;0;0;0;0
046.4AB;0;0;0;0;0;0;0;0
046.4AA;0;0;0;0;0;0;0;0
231.3Z;0;0;0;0;0;0;0;0
161.4Z;0;0;0;0;0;0;0;0
012.H1AZ;0;0;0;0;0;0;0;0
021.JAC;0;0;0;0;0;0;0;0
081.1Z;0;0;0;0;0;0;0;0
139.D4B;0;0;0;0;0;0;0;0
022.E2E;0;0;0;0;0;0;0;0
002.LBZ;0;0;0;0;0;0;0;0
212.AB0;0;0;0;0;0;0;0;0
212.AAAB;0;0;0;0;0;0;0;0
002.DJBA;0;0;0;0;0;0;0;0
234.A2C;0;0;0;0;0;0;0;0
247.A0;0;0;0;0;0;0;0;0
002.DF6AB;0;0;0;0;0;0;0;0
247.BZ;0;0;0;0;0;0;0;0
301.3;0;0;0;0;0;0;0;0
020.D1Z;0;0;0;0;0;0;0;0
017.B5;0;0;0;0;0;0;0;0
017.B6;0;0;0;0;0;0;0;0
148.53Z;0;0;0;0;0;0;0;0
021.JAB;0;0;0;0;0;0;0;0
037.BJ;0;0;0;0;0;0;0;0
311.DC11C;0;0;0;0;0;0;0;0
311.DC11B;0;0;0;0;0;0;0;0
042.3Z;0;0;0;0;0;0;0;0
050.CD3;0;0;0;0;0;0;0;0
050.CD9;0;0;0;0;0;0;0;0
050.CD1;0;0;0;0;0;0;0;0
050.CE;0;0;0;0;0;0;0;0
050.CD4;0;0;0;0;0;0;0;0
050.CDA;0;0;0;0;0;0;0;0
015.JD1C;0;0;0;0;0;0;0;0
162.12Z;0;0;0;0;0;0;0;0
190.22;0;0;0;0;0;0;0;0
025.Q;0;0;0;0;0;0;0;0
137.2C;0;0;0;0;0;0;0;0
145.3Z;0;0;0;0;0;0;0;0
132.2AAB;0;0;0;0;0;0;0;0
111.5C;0;0;0;0;0;0;0;0
119.610;0;0;0;0;0;0;0;0
133.1Z;0;0;0;0;0;0;0;0
080.1C21;0;0;0;0;0;0;0;0
080.1C2A;0;0;0;0;0;0;0;0
080.1B42;0;0;0;0;0;0;0;0
080.1B32;0;0;0;0;0;0;0;0
114.221;0;0;0;0;0;0;0;0
009.3Z;0;0;0;0;0;0;0;0
012.CCB3Z;0;0;0;0;0;0;0;0
246.62;0;0;0;0;0;0;0;0
213.B5C;0;0;0;0;0;0;0;0
169.51Z;0;0;0;0;0;0;0;0
167.D12;0;0;0;0;0;0;0;0
167.D11;0;0;0;0;0;0;0;0
167.D2;0;0;0;0;0;0;0;0
167.C3;0;0;0;0;0;0;0;0
167.C4;0;0;0;0;0;0;0;0
012.CF4C;0;0;0;0;0;0;0;0
002.DE3F;0;0;0;0;0;0;0;0
156.D2A;0;0;0;0;0;0;0;0
099.D2B;0;0;0;0;0;0;0;0
173.5Z;0;0;0;0;0;0;0;0
002.E2AB;0;0;0;0;0;0;0;0
002.DHJ7;0;0;0;0;0;0;0;0
002.DHJ8;0;0;0;0;0;0;0;0
135.1A0;0;0;0;0;0;0;0;0
067.1Z;0;0;0;0;0;0;0;0
020.BB5Z;0;0;0;0;0;0;0;0
019.DCC;0;0;0;0;0;0;0;0
019.DCB52;0;0;0;0;0;0;0;0
019.DCD;0;0;0;0;0;0;0;0
019.DCB6;0;0;0;0;0;0;0;0
096.12Z;0;0;0;0;0;0;0;0
137.1F3;0;0;0;0;0;0;0;0
137.1F4;0;0;0;0;0;0;0;0
137.1F2;0;0;0;0;0;0;0;0
137.1F1;0;0;0;0;0;0;0;0
241.5C;0;0;0;0;0;0;0;0
016.CC5;0;0;0;0;0;0;0;0
016.CC6;0;0;0;0;0;0;0;0
135.D3;0;0;0;0;0;0;0;0
015.4L;0;0;0;0;0;0;0;0
223.EZ;0;0;0;0;0;0;0;0
123.B7AD;0;0;0;0;0;0;0;0
247.4D21;0;0;0;0;0;0;0;0
247.4D22;0;0;0;0;0;0;0;0
247.4D1;0;0;0;0;0;0;0;0
015.F2B;0;0;0;0;0;0;0;0
015.F2A;0;0;0;0;0;0;0;0
122.E4AB;0;0;0;0;0;0;0;0
021.FC6;0;0;0;0;0;0;0;0
086.1B1;0;0;0;0;0;0;0;0
086.1B22;0;0;0;0;0;0;0;0
086.1B21;0;0;0;0;0;0;0;0
086.1A;0;0;0;0;0;0;0;0
086.1C;0;0;0;0;0;0;0;0
234.GC3Z;0;0;0;0;0;0;0;0
033.D1;0;0;0;0;0;0;0;0
033.D2;0;0;0;0;0;0;0;0
033.D4;0;0;0;0;0;0;0;0
033.D3;0;0;0;0;0;0;0;0
033.C7;0;0;0;0;0;0;0;0
033.C8;0;0;0;0;0;0;0;0
080.4H;0;0;0;0;0;0;0;0
019.DCAF;0;0;0;0;0;0;0;0
167.63Z;0;0;0;0;0;0;0;0
212.B2;0;0;0;0;0;0;0;0
123.A1Z;0;0;0;0;0;0;0;0
228.E;0;0;0;0;0;0;0;0
162.7AZ;0;0;0;0;0;0;0;0
086.D;0;0;0;0;0;0;0;0
002.CDB;0;0;0;0;0;0;0;0
098.6BZ;0;0;0;0;0;0;0;0
131.3BB;0;0;0;0;0;0;0;0
171.7C;0;0;0;0;0;0;0;0
017.1Z;0;0;0;0;0;0;0;0
033.C3;0;0;0;0;0;0;0;0
033.C40;0;0;0;0;0;0;0;0
085.5221Z;0;0;0;0;0;0;0;0
229.2;0;0;0;0;0;0;0;0
246.CBB;0;0;0;0;0;0;0;0
213.B10;0;0;0;0;0;0;0;0
234.F3C;0;0;0;0;0;0;0;0
036.H1C;0;0;0;0;0;0;0;0
037.1Z;0;0;0;0;0;0;0;0
313.6Z;0;0;0;0;0;0;0;0
146.31Z;0;0;0;0;0;0;0;0
086.61B2C;0;0;0;0;0;0;0;0
012.A2;0;0;0;0;0;0;0;0
018.321Z;0;0;0;0;0;0;0;0
113.1;0;0;0;0;0;0;0;0
072.2EZ;0;0;0;0;0;0;0;0
093.2B1;0;0;0;0;0;0;0;0
093.2B9;0;0;0;0;0;0;0;0
093.2BZ;0;0;0;0;0;0;0;0
093.2B2;0;0;0;0;0;0;0;0
079.BB2F;0;0;0;0;0;0;0;0
079.BB2E;0;0;0;0;0;0;0;0
212.HG0;0;0;0;0;0;0;0;0
103.CB;0;0;0;0;0;0;0;0
167.42;0;0;0;0;0;0;0;0
132.A2;0;0;0;0;0;0;0;0
149.8Z;0;0;0;0;0;0;0;0
200.5D;0;0;0;0;0;0;0;0
180.54Z;0;0;0;0;0;0;0;0
134.32Z;0;0;0;0;0;0;0;0
012.EDA2Z;0;0;0;0;0;0;0;0
002.DHBD;0;0;0;0;0;0;0;0
002.CEA1;0;0;0;0;0;0;0;0
002.CEA22;0;0;0;0;0;0;0;0
002.CEA21;0;0;0;0;0;0;0;0
002.CEA2A;0;0;0;0;0;0;0;0
027.3CE;0;0;0;0;0;0;0;0
027.3CD;0;0;0;0;0;0;0;0
027.3CF;0;0;0;0;0;0;0;0
144.7AZ;0;0;0;0;0;0;0;0
312.2A1C;0;0;0;0;0;0;0;0
085.52B210;0;0;0;0;0;0;0;0
085.52B1;0;0;0;0;0;0;0;0
085.52B22;0;0;0;0;0;0;0;0
085.52A;0;0;0;0;0;0;0;0
085.52B21A;0;0;0;0;0;0;0;0
067.2B2;0;0;0;0;0;0;0;0
067.2B10;0;0;0;0;0;0;0;0
012.CC6B;0;0;0;0;0;0;0;0
213.5E;0;0;0;0;0;0;0;0
013.1Z;0;0;0;0;0;0;0;0
047.1Z;0;0;0;0;0;0;0;0
092.3B;0;0;0;0;0;0;0;0
092.3A;0;0;0;0;0;0;0;0
020.A7;0;0;0;0;0;0;0;0
020.A8;0;0;0;0;0;0;0;0
020.B21;0;0;0;0;0;0;0;0
247.7A;0;0;0;0;0;0;0;0
059.2A;0;0;0;0;0;0;0;0
128.AB0;0;0;0;0;0;0;0;0
247.4G;0;0;0;0;0;0;0;0
186.12Z;0;0;0;0;0;0;0;0
103.A2C5;0;0;0;0;0;0;0;0
103.A2C6;0;0;0;0;0;0;0;0
107.6C;0;0;0;0;0;0;0;0
170.51A;0;0;0;0;0;0;0;0
012.F3Z;0;0;0;0;0;0;0;0
019.H22Z;0;0;0;0;0;0;0;0
149.3Z;0;0;0;0;0;0;0;0
035.4AAD;0;0;0;0;0;0;0;0
148.CZ;0;0;0;0;0;0;0;0
310.53;0;0;0;0;0;0;0;0
002.FF;0;0;0;0;0;0;0;0
019.H81;0;0;0;0;0;0;0;0
019.H71;0;0;0;0;0;0;0;0
139.E2A0;0;0;0;0;0;0;0;0
103.BAZ;0;0;0;0;0;0;0;0
177.2B;0;0;0;0;0;0;0;0
005.4C;0;0;0;0;0;0;0;0
076.F1C;0;0;0;0;0;0;0;0
237.8Z;0;0;0;0;0;0;0;0
016.BC1C1B;0;0;0;0;0;0;0;0
016.BC1C1A;0;0;0;0;0;0;0;0
023.A2A;0;0;0;0;0;0;0;0
022.CA4;0;0;0;0;0;0;0;0
022.CA3;0;0;0;0;0;0;0;0
016.ED0;0;0;0;0;0;0;0;0
109.AB;0;0;0;0;0;0;0;0
036.H1B;0;0;0;0;0;0;0;0
045.32Z;0;0;0;0;0;0;0;0
064.5B;0;0;0;0;0;0;0;0
019.CC;0;0;0;0;0;0;0;0
113.AC;0;0;0;0;0;0;0;0
194.3A4;0;0;0;0;0;0;0;0
194.3A3;0;0;0;0;0;0;0;0
194.3A2;0;0;0;0;0;0;0;0
194.3A1;0;0;0;0;0;0;0;0
171.7D2;0;0;0;0;0;0;0;0
171.7D1;0;0;0;0;0;0;0;0
171.7D4;0;0;0;0;0;0;0;0
171.7D3;0;0;0;0;0;0;0;0
236.4;0;0;0;0;0;0;0;0
122.EC;0;0;0;0;0;0;0;0
122.EB;0;0;0;0;0;0;0;0
160.710;0;0;0;0;0;0;0;0
212.EB5Z;0;0;0;0;0;0;0;0
104.C4C;0;0;0;0;0;0;0;0
099.B1;0;0;0;0;0;0;0;0
099.B21;0;0;0;0;0;0;0;0
099.B22;0;0;0;0;0;0;0;0
099.C;0;0;0;0;0;0;0;0
072.DB;0;0;0;0;0;0;0;0
234.BC;0;0;0;0;0;0;0;0
086.6E5;0;0;0;0;0;0;0;0
086.6E6;0;0;0;0;0;0;0;0
142.3AA;0;0;0;0;0;0;0;0
094.4E;0;0;0;0;0;0;0;0
012.EC4B;0;0;0;0;0;0;0;0
236.AA40;0;0;0;0;0;0;0;0
236.AA3;0;0;0;0;0;0;0;0
236.AB;0;0;0;0;0;0;0;0
236.AA4Z;0;0;0;0;0;0;0;0
069.7BC;0;0;0;0;0;0;0;0
197.532;0;0;0;0;0;0;0;0
143.53Z;0;0;0;0;0;0;0;0
143.41Z;0;0;0;0;0;0;0;0
220.6C;0;0;0;0;0;0;0;0
177.1Z;0;0;0;0;0;0;0;0
002.MAAC;0;0;0;0;0;0;0;0
025.L2A;0;0;0;0;0;0;0;0
109.FB41;0;0;0;0;0;0;0;0
176.4;0;0;0;0;0;0;0;0
144.4Z;0;0;0;0;0;0;0;0
012.HB;0;0;0;0;0;0;0;0
012.HC;0;0;0;0;0;0;0;0
159.920;0;0;0;0;0;0;0;0
086.5E;0;0;0;0;0;0;0;0
086.5D;0;0;0;0;0;0;0;0
050.1B9;0;0;0;0;0;0;0;0
050.1B7;0;0;0;0;0;0;0;0
050.1B80;0;0;0;0;0;0;0;0
307.5C;0;0;0;0;0;0;0;0
194.6C;0;0;0;0;0;0;0;0
134.31A;0;0;0;0;0;0;0;0
012.EC4A0;0;0;0;0;0;0;0;0
086.6BE;0;0;0;0;0;0;0;0
050.CCZ;0;0;0;0;0;0;0;0
016.BECF5;0;0;0;0;0;0;0;0
085.32Z;0;0;0;0;0;0;0;0
085.320;0;0;0;0;0;0;0;0
151.D3Z;0;0;0;0;0;0;0;0
159.7AAB;0;0;0;0;0;0;0;0
011.B;0;0;0;0;0;0;0;0
104.3Z;0;0;0;0;0;0;0;0
062.FC1Z;0;0;0;0;0;0;0;0
221.4;0;0;0;0;0;0;0;0
208.DD;0;0;0;0;0;0;0;0
205.E1Z;0;0;0;0;0;0;0;0
311.E8Z;0;0;0;0;0;0;0;0
002.DGCA0;0;0;0;0;0;0;0;0
138.5B30;0;0;0;0;0;0;0;0
138.5B4;0;0;0;0;0;0;0;0
138.5C;0;0;0;0;0;0;0;0
015.FD;0;0;0;0;0;0;0;0
043.2Z;0;0;0;0;0;0;0;0
087.1C;0;0;0;0;0;0;0;0
212.E2Z;0;0;0;0;0;0;0;0
098.6C;0;0;0;0;0;0;0;0
128.CB;0;0;0;0;0;0;0;0
217.1Z;0;0;0;0;0;0;0;0
234.GBEC;0;0;0;0;0;0;0;0
084.61Z;0;0;0;0;0;0;0;0
016.BD3B;0;0;0;0;0;0;0;0
016.H2C;0;0;0;0;0;0;0;0
166.C2;0;0;0;0;0;0;0;0
166.C10;0;0;0;0;0;0;0;0
157.4E3;0;0;0;0;0;0;0;0
157.4E4;0;0;0;0;0;0;0;0
020.1C;0;0;0;0;0;0;0;0
083.3Z;0;0;0;0;0;0;0;0
050.ACA;0;0;0;0;0;0;0;0
021.K51;0;0;0;0;0;0;0;0
050.1AZ;0;0;0;0;0;0;0;0
084.AD;0;0;0;0;0;0;0;0
012.B3;0;0;0;0;0;0;0;0
023.A2B3;0;0;0;0;0;0;0;0
023.A2B1;0;0;0;0;0;0;0;0
023.A2B40;0;0;0;0;0;0;0;0
023.A2B20;0;0;0;0;0;0;0;0
023.A2B2Z;0;0;0;0;0;0;0;0
023.A2B4Z;0;0;0;0;0;0;0;0
212.1A;0;0;0;0;0;0;0;0
200.4;0;0;0;0;0;0;0;0
163.AAA;0;0;0;0;0;0;0;0
031.5Z;0;0;0;0;0;0;0;0
233.B0;0;0;0;0;0;0;0;0
308.72Z;0;0;0;0;0;0;0;0
191.21Z;0;0;0;0;0;0;0;0
212.ECB;0;0;0;0;0;0;0;0
100.E21;0;0;0;0;0;0;0;0
100.E1;0;0;0;0;0;0;0;0
100.E22;0;0;0;0;0;0;0;0
100.D;0;0;0;0;0;0;0;0
215.2;0;0;0;0;0;0;0;0
012.LA52;0;0;0;0;0;0;0;0
164.G1A;0;0;0;0;0;0;0;0
016.BE4B;0;0;0;0;0;0;0;0
212.JB10;0;0;0;0;0;0;0;0
062.CC;0;0;0;0;0;0;0;0
163.CA1;0;0;0;0;0;0;0;0
169.52;0;0;0;0;0;0;0;0
015.DZ;0;0;0;0;0;0;0;0
223.C3Z;0;0;0;0;0;0;0;0
204.3B;0;0;0;0;0;0;0;0
204.3A4;0;0;0;0;0;0;0;0
084.5F;0;0;0;0;0;0;0;0
196.DBB;0;0;0;0;0;0;0;0
