regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
016.G5B2A2A;016.G5B2A22;0.07;0.023;725.328;0.00161;16;834;8;Skagerrak
016.G5B2A2B;016.G5B2A2A;33.44;0.026;819.936;0.86944;16;834;8;Skagerrak
016.G5B2A2C;016.G5B2A2B;32.39;0.028;883.008;0.90692;16;834;8;Skagerrak
016.G5B2B;016.G5B2A22;17.35;0.025;788.4;0.43375;16;834;8;Skagerrak
016.G5B2C;016.G5B2B;35.77;0.027;851.472;0.96579;16;834;8;Skagerrak
016.G5B2D;016.G5B2C;40.15;0.026;819.936;1.0439;16;834;8;Skagerrak
016.G5B3;016.G5B222;0.42;0.024;756.864;0.01008;16;826;8;Skagerrak
016.G5B4;016.G5B3;0.93;0.027;851.472;0.02511;16;826;8;Skagerrak
016.G5C11;016.G5B4;7.51;0.025;788.4;0.18775;16;826;8;Skagerrak
016.G5C12;016.G5C11;51.75;0.021;662.256;1.08675;16;826;8;Skagerrak
016.G5C1A;016.G5C12;5.57;0.023;725.328;0.12811;16;826;8;Skagerrak
016.G5C1B;016.G5C1A;12.36;0.023;725.328;0.28428;16;826;8;Skagerrak
016.G5C21;016.G5C12;72.38;0.023;725.328;1.66474;16;826;8;Skagerrak
016.G5C22;016.G5C21;25.7;0.021;662.256;0.5397;16;633;6;Skagerrak
016.G5C2A;016.G5C22;7.72;0.021;662.256;0.16212;16;826;8;Skagerrak
016.G5C2B1;016.G5C2A;4.97;0.022;693.792;0.10934;16;633;6;Skagerrak
016.G5C2B21;016.G5C2B1;6.3;0.022;693.792;0.1386;16;633;6;Skagerrak
016.G5C2B22;016.G5C2B21;1.35;0.022;693.792;0.0297;16;633;6;Skagerrak
016.G5C2B2A;016.G5C2B22;4.52;0.024;756.864;0.10848;16;633;6;Skagerrak
016.G5C2B2B;016.G5C2B2A;7.41;0.024;756.864;0.17784;16;633;6;Skagerrak
016.G5C2B2C;016.G5C2B2B;14.7;0.024;756.864;0.3528;16;826;8;Skagerrak
016.G5C2C;016.G5C2B22;13.84;0.022;693.792;0.30448;16;633;6;Skagerrak
016.G5D;016.G5C22;36.19;0.02;630.72;0.7238;16;633;6;Skagerrak
016.G6;016.G522;24.78;0.025;788.4;0.6195;16;826;8;Skagerrak
016.H11;016.G6;4.19;0.015;473.04;0.06285;16;826;8;Skagerrak
016.H12;016.H11;12.93;0.024;756.864;0.31032;16;826;8;Skagerrak
016.H1A;016.H12;9.25;0.023;725.328;0.21275;16;826;8;Skagerrak
016.H1B;016.H1A;25.47;0.031;977.616;0.78957;16;826;8;Skagerrak
016.H1C;016.H1B;2.16;0.037;1166.832;0.07992;16;826;8;Skagerrak
016.H21;016.H12;5.38;0.022;693.792;0.11836;16;826;8;Skagerrak
016.H22;016.H21;6.38;0.02;630.72;0.1276;16;826;8;Skagerrak
016.H2A;016.H22;0.43;0.022;693.792;0.00946;16;826;8;Skagerrak
016.H2B;016.H2A;0.36;0.026;819.936;0.00936;16;826;8;Skagerrak
016.H2C;016.H2B;14.47;0.034;1072.224;0.49198;16;826;8;Skagerrak
016.H311;016.H22;2.52;0.025;788.4;0.063;16;826;8;Skagerrak
016.H312;016.H311;8.33;0.025;788.4;0.20825;16;826;8;Skagerrak
016.H313;016.H312;2.44;0.028;883.008;0.06832;16;826;8;Skagerrak
016.H314;016.H313;0.89;0.027;851.472;0.02403;16;826;8;Skagerrak
016.H315;016.H314;6.61;0.031;977.616;0.20491;16;826;8;Skagerrak
016.H316;016.H315;0.17;0.015;473.04;0.00255;16;826;8;Skagerrak
016.H317;016.H316;5.51;0.028;883.008;0.15428;16;826;8;Skagerrak
016.H3181;016.H317;0.18;0.016;504.576;0.00288;16;826;8;Skagerrak
016.H3182;016.H3181;4.93;0.033;1040.688;0.16269;16;826;8;Skagerrak
016.H3183;016.H3182;0.01;0.032;1009.152;0.00032;16;826;8;Skagerrak
016.H3191;016.H3183;0.56;0.025;788.4;0.014;16;826;8;Skagerrak
016.H3192;016.H3191;0.03;0.021;662.256;0.00063;16;826;8;Skagerrak
016.H31A;016.H3192;20.06;0.037;1166.832;0.74222;16;826;8;Skagerrak
016.H31B;016.H31A;16.65;0.038;1198.368;0.6327;16;826;8;Skagerrak
016.H321;016.H3192;2.01;0.027;851.472;0.05427;16;826;8;Skagerrak
016.H322;016.H321;0.17;0.028;883.008;0.00476;16;826;8;Skagerrak
016.H3A;016.H322;0.66;0.027;851.472;0.01782;16;826;8;Skagerrak
016.H3B;016.H3A;12.67;0.035;1103.76;0.44345;16;826;8;Skagerrak
016.H3C;016.H3B;16.12;0.032;1009.152;0.51584;16;826;8;Skagerrak
016.H411;016.H322;1.5;0.018;567.648;0.027;16;826;8;Skagerrak
016.H412;016.H411;20.98;0.033;1040.688;0.69234;16;826;8;Skagerrak
016.H4130;016.H412;0.54;0.021;662.256;0.01134;16;826;8;Skagerrak
016.H413A;016.H4130;0.07;0.023;725.328;0.00161;16;826;8;Skagerrak
016.H413B;016.H413A;1.5;0.032;1009.152;0.048;16;826;8;Skagerrak
016.H4140;016.H4130;0.34;0.021;662.256;0.00714;16;826;8;Skagerrak
016.H414A;016.H4140;0.14;0.025;788.4;0.0035;16;826;8;Skagerrak
016.H414B;016.H414A;2.74;0.036;1135.296;0.09864;16;826;8;Skagerrak
016.H4150;016.H4140;1.75;0.024;756.864;0.042;16;826;8;Skagerrak
016.H415A;016.H4150;0.25;0.024;756.864;0.006;16;826;8;Skagerrak
016.H415B;016.H415A;1.44;0.037;1166.832;0.05328;16;826;8;Skagerrak
016.H416;016.H4150;0.25;0.018;567.648;0.0045;16;826;8;Skagerrak
016.H417;016.H416;3.1;0.022;693.792;0.0682;16;826;8;Skagerrak
016.H41810;016.H417;0.44;0.019;599.184;0.00836;16;826;8;Skagerrak
016.H4181A;016.H41810;0.41;0.025;788.4;0.01025;16;826;8;Skagerrak
016.H4181B;016.H4181A;0.67;0.032;1009.152;0.02144;16;826;8;Skagerrak
016.H4182;016.H41810;0.42;0.022;693.792;0.00924;16;826;8;Skagerrak
016.H4183;016.H4182;0.13;0.022;693.792;0.00286;16;826;8;Skagerrak
016.H418A;016.H4183;0.17;0.022;693.792;0.00374;16;826;8;Skagerrak
016.H418B;016.H418A;0.99;0.03;946.08;0.0297;16;826;8;Skagerrak
016.H4191;016.H4183;0.6;0.026;819.936;0.0156;16;826;8;Skagerrak
016.H4192;016.H4191;0.08;0.024;756.864;0.00192;16;826;8;Skagerrak
016.H419A;016.H4192;0.12;0.026;819.936;0.00312;16;826;8;Skagerrak
016.H419B;016.H419A;2.39;0.032;1009.152;0.07648;16;826;8;Skagerrak
016.H41A;016.H4192;0.17;0.024;756.864;0.00408;16;826;8;Skagerrak
016.H41B;016.H41A;3.89;0.034;1072.224;0.13226;16;826;8;Skagerrak
016.H421;016.H4192;0.84;0.025;788.4;0.021;16;826;8;Skagerrak
016.H422;016.H421;0.22;0.027;851.472;0.00594;16;826;8;Skagerrak
016.H42A;016.H422;0.03;0.021;662.256;0.00063;16;826;8;Skagerrak
016.H42B;016.H42A;0.46;0.03;946.08;0.0138;16;826;8;Skagerrak
016.H5;016.H422;15.41;0.029;914.544;0.44689;16;826;8;Skagerrak
016.H6;016.H5;23.78;0.031;977.616;0.73718;16;826;8;Skagerrak
016.J11;016.H6;3.59;0.024;756.864;0.08616;16;834;8;Skagerrak
016.J12;016.J11;11.7;0.023;725.328;0.2691;16;826;8;Skagerrak
016.J1A0;016.J12;12.75;0.025;788.4;0.31875;16;826;8;Skagerrak
016.J1AA;016.J1A0;12.12;0.03;946.08;0.3636;16;826;8;Skagerrak
016.J1AB;016.J1AA;7.35;0.034;1072.224;0.2499;16;826;8;Skagerrak
016.J1B;016.J1A0;38.8;0.029;914.544;1.1252;16;826;8;Skagerrak
016.J1C;016.J1B;23.07;0.031;977.616;0.71517;16;826;8;Skagerrak
016.J1D;016.J1C;14.62;0.034;1072.224;0.49708;16;826;8;Skagerrak
016.J2;016.J12;73.89;0.024;756.864;1.77336;16;834;8;Skagerrak
016.J31;016.J2;4.69;0.022;693.792;0.10318;16;826;8;Skagerrak
016.J32;016.J31;18.76;0.025;788.4;0.469;16;834;8;Skagerrak
016.J3Z;016.J32;36.13;0.031;977.616;1.12003;16;834;8;Skagerrak
016.J4;016.J32;77.37;0.028;883.008;2.16636;16;834;8;Skagerrak
016.J5;016.J4;29.72;0.028;883.008;0.83216;16;834;8;Skagerrak
016.J611;016.J5;14.41;0.024;756.864;0.34584;16;834;8;Skagerrak
016.J612;016.J611;0.04;0.024;756.864;0.00096;16;834;8;Skagerrak
016.J61Z;016.J612;20.96;0.037;1166.832;0.77552;16;834;8;Skagerrak
016.J62;016.J612;34.6;0.03;946.08;1.038;16;834;8;Skagerrak
016.J6A;016.J62;0.62;0.024;756.864;0.01488;16;834;8;Skagerrak
016.J6B0;016.J6A;9.85;0.031;977.616;0.30535;16;834;8;Skagerrak
016.J6BZ;016.J6B0;29.32;0.035;1103.76;1.0262;16;834;8;Skagerrak
016.J6C;016.J6B0;64.64;0.037;1166.832;2.39168;16;834;8;Skagerrak
016.J7;016.J62;68.67;0.029;914.544;1.99143;16;834;8;Skagerrak
016.J81;016.J7;27.04;0.031;977.616;0.83824;16;834;8;Skagerrak
016.J82;016.J81;10.08;0.025;788.4;0.252;16;834;8;Skagerrak
016.J8Z;016.J82;36.75;0.031;977.616;1.13925;16;834;8;Skagerrak
016.K1;016.J82;8.51;0.027;851.472;0.22977;16;834;8;Skagerrak
016.K2;016.K1;37.63;0.03;946.08;1.1289;16;834;8;Skagerrak
016.K31;016.K2;3.85;0.03;946.08;0.1155;16;834;8;Skagerrak
016.K32;016.K31;3.19;0.029;914.544;0.09251;16;834;8;Skagerrak
016.K3A;016.K32;10.92;0.032;1009.152;0.34944;16;834;8;Skagerrak
016.K3B10;016.K3A;3.31;0.032;1009.152;0.10592;16;834;8;Skagerrak
016.K3B1A10;016.K3B10;1.75;0.03;946.08;0.0525;16;834;8;Skagerrak
016.K3B1A1Z;016.K3B1A10;11.92;0.032;1009.152;0.38144;16;834;8;Skagerrak
016.K3B1A2;016.K3B1A10;1.39;0.031;977.616;0.04309;16;834;8;Skagerrak
016.K3B1AZ;016.K3B1A2;26.59;0.031;977.616;0.82429;16;834;8;Skagerrak
016.K3B1B;016.K3B1A2;3.84;0.031;977.616;0.11904;16;834;8;Skagerrak
016.K3B1C;016.K3B1B;40.99;0.031;977.616;1.27069;16;834;8;Skagerrak
016.K3B2;016.K3B10;16.61;0.033;1040.688;0.54813;16;834;8;Skagerrak
016.K3C;016.K3B2;2.52;0.033;1040.688;0.08316;16;834;8;Skagerrak
016.K3D;016.K3C;20.77;0.032;1009.152;0.66464;16;834;8;Skagerrak
016.K3E;016.K3D;16.31;0.033;1040.688;0.53823;16;834;8;Skagerrak
016.K4;016.K32;12.41;0.031;977.616;0.38471;16;834;8;Skagerrak
016.K5;016.K4;8.92;0.032;1009.152;0.28544;16;834;8;Skagerrak
016.K6;016.K5;2.77;0.028;883.008;0.07756;16;834;8;Skagerrak
016.L1;016.K6;7.58;0.03;946.08;0.2274;16;834;8;Skagerrak
016.L20;016.L1;13.85;0.032;1009.152;0.4432;16;834;8;Skagerrak
016.L2A0;016.L20;3.41;0.032;1009.152;0.10912;16;834;8;Skagerrak
016.L2AA;016.L2A0;8.62;0.034;1072.224;0.29308;16;834;8;Skagerrak
016.L2AB;016.L2AA;16.42;0.035;1103.76;0.5747;16;834;8;Skagerrak
016.L2AC;016.L2AB;1.71;0.036;1135.296;0.06156;16;834;8;Skagerrak
016.L2AD;016.L2AC;6.74;0.036;1135.296;0.24264;16;834;8;Skagerrak
016.L2B;016.L2A0;26.63;0.034;1072.224;0.90542;16;834;8;Skagerrak
016.L2C;016.L2B;64.76;0.036;1135.296;2.33136;16;834;8;Skagerrak
016.L3;016.L20;5.58;0.031;977.616;0.17298;16;834;8;Skagerrak
016.L4;016.L3;0.95;0.028;883.008;0.0266;16;834;8;Skagerrak
016.L5;016.L4;4.75;0.031;977.616;0.14725;16;834;8;Skagerrak
016.L6;016.L5;24.54;0.033;1040.688;0.80982;16;834;8;Skagerrak
016.LA;016.L6;62;0.032;1009.152;1.984;16;834;8;Skagerrak
016.LB;016.LA;17.1;0.031;977.616;0.5301;16;1231;12;Skagerrak
016.LC;016.LB;22.82;0.033;1040.688;0.75306;16;1231;12;Skagerrak
016.LD;016.LC;13.34;0.038;1198.368;0.50692;16;1231;12;Skagerrak
016.M1;016.L6;2.73;0.031;977.616;0.08463;16;834;8;Skagerrak
016.M2;016.M1;1.68;0.032;1009.152;0.05376;16;834;8;Skagerrak
016.M3;016.M2;11.06;0.032;1009.152;0.35392;16;834;8;Skagerrak
016.M4;016.M3;4.62;0.03;946.08;0.1386;16;834;8;Skagerrak
016.M5;016.M4;39.01;0.033;1040.688;1.28733;16;1231;12;Skagerrak
016.M6;016.M5;3.16;0.031;977.616;0.09796;16;1231;12;Skagerrak
016.M71;016.M6;11.07;0.032;1009.152;0.35424;16;1231;12;Skagerrak
016.M72;016.M71;3.35;0.032;1009.152;0.1072;16;1231;12;Skagerrak
016.M7A;016.M72;2.96;0.033;1040.688;0.09768;16;1231;12;Skagerrak
016.M7B;016.M7A;11.9;0.034;1072.224;0.4046;16;1231;12;Skagerrak
016.M8;016.M72;22.32;0.031;977.616;0.69192;16;1231;12;Skagerrak
016.MZ;016.M8;38.64;0.042;1324.512;1.62288;16;1231;12;Skagerrak
016.N1;016.M8;0.76;0.033;1040.688;0.02508;16;1231;12;Skagerrak
016.N2;016.N1;7.63;0.033;1040.688;0.25179;16;1231;12;Skagerrak
016.N31;016.N2;8.46;0.039;1229.904;0.32994;16;1231;12;Skagerrak
016.N32;016.N31;1.43;0.044;1387.584;0.06292;16;1231;12;Skagerrak
016.N3A;016.N32;23.54;0.052;1639.872;1.22408;16;1231;12;Skagerrak
016.N3B;016.N3A;38.03;0.055;1734.48;2.09165;16;1231;12;Skagerrak
016.N4;016.N32;17.63;0.037;1166.832;0.65231;16;1231;12;Skagerrak
016.N5;016.N4;13.38;0.058;1829.088;0.77604;16;1228;12;Skagerrak
016.N6;016.N5;29.88;0.051;1608.336;1.52388;16;1228;12;Skagerrak
017.;1_23;0;0;0;0;0;0;0;0
017.110;017.;7.81;0.01;315.36;0.0781;17;814;8;Skagerrak
017.11A;017.110;4.54;0.015;473.04;0.0681;17;814;8;Skagerrak
017.11B;017.11A;3.63;0.016;504.576;0.05808;17;814;8;Skagerrak
017.12;017.110;11.67;0.011;346.896;0.12837;17;814;8;Skagerrak
017.13;017.12;64.34;0.007;220.752;0.45038;17;814;8;Skagerrak
017.1Z;017.13;49.66;0.017;536.112;0.84422;17;814;8;Skagerrak
017.21;017.13;14.01;0.011;346.896;0.15411;17;814;8;Skagerrak
017.221;017.21;169.99;0.005;157.68;0.84995;17;815;8;Skagerrak
017.222;017.221;22.56;0.01;315.36;0.2256;17;815;8;Skagerrak
017.22A;017.222;2.93;0.019;599.184;0.05567;17;815;8;Skagerrak
017.22B;017.22A;24.37;0.021;662.256;0.51177;17;815;8;Skagerrak
017.2Z;017.222;62.7;0.02;630.72;1.254;17;814;8;Skagerrak
017.31;017.222;23.83;0.012;378.432;0.28596;17;815;8;Skagerrak
017.32;017.31;20.64;0.013;409.968;0.26832;17;815;8;Skagerrak
017.3Z;017.32;48.26;0.019;599.184;0.91694;17;815;8;Skagerrak
017.A1;017.32;1.51;0.017;536.112;0.02567;17;815;8;Skagerrak
017.A2;017.A1;1.24;0.018;567.648;0.02232;17;815;8;Skagerrak
017.A3;017.A2;1.07;0.019;599.184;0.02033;17;815;8;Skagerrak
017.A4;017.A3;2.31;0.02;630.72;0.0462;17;815;8;Skagerrak
017.A5;017.A4;1.75;0.02;630.72;0.035;17;815;8;Skagerrak
017.A6;017.A5;0.11;0.02;630.72;0.0022;17;815;8;Skagerrak
017.A7;017.A6;2.13;0.02;630.72;0.0426;17;815;8;Skagerrak
017.A8;017.A7;1.04;0.019;599.184;0.01976;17;815;8;Skagerrak
017.A9;017.A8;1.4;0.021;662.256;0.0294;17;815;8;Skagerrak
017.AZ;017.A9;50;0.023;725.328;1.15;17;815;8;Skagerrak
017.B1;017.A9;0.05;0.019;599.184;0.00095;17;815;8;Skagerrak
017.B2;017.B1;0.04;0.024;756.864;0.00096;17;815;8;Skagerrak
017.B3;017.B2;1.39;0.021;662.256;0.02919;17;815;8;Skagerrak
017.B4;017.B3;0.64;0.021;662.256;0.01344;17;815;8;Skagerrak
017.B5;017.B4;7.49;0.023;725.328;0.17227;17;815;8;Skagerrak
017.B6;017.B5;11.8;0.022;693.792;0.2596;17;815;8;Skagerrak
017.C;017.B6;19.22;0.023;725.328;0.44206;17;815;8;Skagerrak
017.D11;017.C;14.82;0.02;630.72;0.2964;17;817;8;Skagerrak
017.D12;017.D11;30.04;0.02;630.72;0.6008;17;817;8;Skagerrak
017.D1A;017.D12;7.76;0.021;662.256;0.16296;17;817;8;Skagerrak
017.D1B;017.D1A;68.45;0.021;662.256;1.43745;17;817;8;Skagerrak
017.D21;017.D12;7.38;0.019;599.184;0.14022;17;817;8;Skagerrak
017.D22;017.D21;21.29;0.018;567.648;0.38322;17;817;8;Skagerrak
017.D2Z;017.D22;185.75;0.023;725.328;4.27225;17;817;8;Skagerrak
017.D3;017.D22;6.62;0.017;536.112;0.11254;17;817;8;Skagerrak
017.D4;017.D3;53.34;0.021;662.256;1.12014;17;817;8;Skagerrak
017.D9;017.D4;1.38;0.017;536.112;0.02346;17;817;8;Skagerrak
017.DA0;017.D9;16.68;0.02;630.72;0.3336;17;817;8;Skagerrak
017.DAZ;017.DA0;96.42;0.023;725.328;2.21766;17;817;8;Skagerrak
017.DB0;017.DA0;34.13;0.023;725.328;0.78499;17;817;8;Skagerrak
017.DBZ;017.DB0;21.49;0.034;1072.224;0.73066;17;817;8;Skagerrak
017.DC;017.DB0;60.52;0.033;1040.688;1.99716;17;817;8;Skagerrak
017.E1;017.D9;23.13;0.02;630.72;0.4626;17;817;8;Skagerrak
017.E2;017.E1;3.87;0.018;567.648;0.06966;17;817;8;Skagerrak
017.E3;017.E2;4.34;0.018;567.648;0.07812;17;817;8;Skagerrak
017.E4;017.E3;23.62;0.022;693.792;0.51964;17;817;8;Skagerrak
017.F1;017.E4;29.31;0.022;693.792;0.64482;17;817;8;Skagerrak
017.F21;017.F1;8.43;0.022;693.792;0.18546;17;817;8;Skagerrak
017.F22;017.F21;10.32;0.023;725.328;0.23736;17;817;8;Skagerrak
017.F2A0;017.F22;33.23;0.027;851.472;0.89721;17;817;8;Skagerrak
017.F2AA;017.F2A0;34.72;0.03;946.08;1.0416;17;817;8;Skagerrak
017.F2AB;017.F2AA;7.88;0.029;914.544;0.22852;17;830;8;Skagerrak
017.F2AC;017.F2AB;15.75;0.032;1009.152;0.504;17;830;8;Skagerrak
017.F2B;017.F2A0;68.93;0.035;1103.76;2.41255;17;817;8;Skagerrak
017.F3;017.F22;3.23;0.021;662.256;0.06783;17;817;8;Skagerrak
017.F41;017.F3;0.25;0.02;630.72;0.005;17;817;8;Skagerrak
017.F42;017.F41;0.08;0.02;630.72;0.0016;17;817;8;Skagerrak
017.F4A;017.F42;26.17;0.036;1135.296;0.94212;17;817;8;Skagerrak
017.F4B;017.F4A;7.1;0.042;1324.512;0.2982;17;830;8;Skagerrak
017.F4C;017.F4B;7.6;0.042;1324.512;0.3192;17;830;8;Skagerrak
017.FA0;017.F42;7.71;0.032;1009.152;0.24672;17;817;8;Skagerrak
017.FAA;017.FA0;4.75;0.039;1229.904;0.18525;17;817;8;Skagerrak
017.FAB;017.FAA;2.96;0.043;1356.048;0.12728;17;817;8;Skagerrak
017.FAC;017.FAB;5.35;0.044;1387.584;0.2354;17;830;8;Skagerrak
017.FB111;017.FA0;0.32;0.03;946.08;0.0096;17;817;8;Skagerrak
017.FB112;017.FB111;0.49;0.034;1072.224;0.01666;17;817;8;Skagerrak
017.FB12;017.FB112;3.2;0.04;1261.44;0.128;17;817;8;Skagerrak
017.FB211;017.FB12;0.23;0.03;946.08;0.0069;17;817;8;Skagerrak
017.FB212;017.FB211;1.18;0.036;1135.296;0.04248;17;817;8;Skagerrak
017.FB22;017.FB212;0.59;0.037;1166.832;0.02183;17;817;8;Skagerrak
017.FB2A;017.FB22;2.94;0.042;1324.512;0.12348;17;830;8;Skagerrak
017.FB2B;017.FB2A;0.5;0.043;1356.048;0.0215;17;830;8;Skagerrak
017.FC1;017.FB22;2.78;0.038;1198.368;0.10564;17;817;8;Skagerrak
017.FC21;017.FC1;1.21;0.036;1135.296;0.04356;17;817;8;Skagerrak
017.FC22;017.FC21;1.86;0.038;1198.368;0.07068;17;830;8;Skagerrak
017.FC2A;017.FC22;2;0.041;1292.976;0.082;17;830;8;Skagerrak
017.FC2B;017.FC2A;0.75;0.041;1292.976;0.03075;17;830;8;Skagerrak
017.FC2C;017.FC2B;2.13;0.043;1356.048;0.09159;17;830;8;Skagerrak
017.FC2D;017.FC2C;0.59;0.044;1387.584;0.02596;17;830;8;Skagerrak
017.FC3;017.FC22;1.07;0.037;1166.832;0.03959;17;817;8;Skagerrak
017.FC4;017.FC3;0.27;0.036;1135.296;0.00972;17;830;8;Skagerrak
017.FD;017.FC4;4.69;0.04;1261.44;0.1876;17;830;8;Skagerrak
017.FE;017.FD;3.32;0.041;1292.976;0.13612;17;830;8;Skagerrak
017.G1;017.F42;56.13;0.031;977.616;1.74003;17;817;8;Skagerrak
017.G2;017.G1;15.79;0.03;946.08;0.4737;17;817;8;Skagerrak
017.G3;017.G2;30.07;0.031;977.616;0.93217;17;817;8;Skagerrak
017.G41;017.G3;6.69;0.026;819.936;0.17394;17;817;8;Skagerrak
017.G421;017.G41;2.65;0.026;819.936;0.0689;17;817;8;Skagerrak
017.G422;017.G421;25;0.035;1103.76;0.875;17;817;8;Skagerrak
017.G42A;017.G422;1.93;0.037;1166.832;0.07141;17;817;8;Skagerrak
017.G42B;017.G42A;1.12;0.04;1261.44;0.0448;17;830;8;Skagerrak
017.G42C;017.G42B;3.21;0.041;1292.976;0.13161;17;830;8;Skagerrak
017.G4A;017.G422;6.3;0.034;1072.224;0.2142;17;817;8;Skagerrak
017.G4B;017.G4A;1.37;0.039;1229.904;0.05343;17;817;8;Skagerrak
018.;1_23;0;0;0;0;0;0;0;0
018.11;018.;67.97;0.016;504.576;1.08752;18;815;8;Skagerrak
018.12;018.11;8.97;0.015;473.04;0.13455;18;901;9;Skagerrak
018.1A;018.12;0.23;0.014;441.504;0.00322;18;901;9;Skagerrak
018.1B;018.1A;16.05;0.016;504.576;0.2568;18;815;8;Skagerrak
018.1C;018.1B;14.28;0.017;536.112;0.24276;18;901;9;Skagerrak
018.1D;018.1C;17.56;0.015;473.04;0.2634;18;901;9;Skagerrak
018.2;018.12;14.94;0.016;504.576;0.23904;18;901;9;Skagerrak
018.31;018.2;23.05;0.016;504.576;0.3688;18;901;9;Skagerrak
018.3210;018.31;7.26;0.017;536.112;0.12342;18;901;9;Skagerrak
018.321Z;018.3210;17.2;0.019;599.184;0.3268;18;901;9;Skagerrak
018.3220;018.3210;3.4;0.016;504.576;0.0544;18;901;9;Skagerrak
018.322Z;018.3220;8.43;0.016;504.576;0.13488;18;901;9;Skagerrak
018.323;018.3220;28.84;0.016;504.576;0.46144;18;901;9;Skagerrak
018.3A1;018.323;1.2;0.017;536.112;0.0204;18;901;9;Skagerrak
018.3A21;018.3A1;2.44;0.019;599.184;0.04636;18;901;9;Skagerrak
018.3A22;018.3A21;0.16;0.018;567.648;0.00288;18;911;9;Skagerrak
018.3A2Z;018.3A22;63.5;0.022;693.792;1.397;18;912;9;Skagerrak
018.3B10;018.3A22;4.43;0.016;504.576;0.07088;18;911;9;Skagerrak
018.3B1A;018.3B10;0.51;0.017;536.112;0.00867;18;911;9;Skagerrak
018.3B1B;018.3B1A;13.46;0.018;567.648;0.24228;18;911;9;Skagerrak
018.3B2;018.3B10;0.9;0.014;441.504;0.0126;18;911;9;Skagerrak
018.3C;018.3B2;27.8;0.019;599.184;0.5282;18;911;9;Skagerrak
018.3D;018.3C;67.5;0.022;693.792;1.485;18;911;9;Skagerrak
018.3E10;018.3D;0.81;0.02;630.72;0.0162;18;911;9;Skagerrak
018.3E1Z;018.3E10;35.66;0.022;693.792;0.78452;18;817;8;Skagerrak
018.3E2;018.3E10;2.9;0.02;630.72;0.058;18;911;9;Skagerrak
018.3E3;018.3E2;14.26;0.023;725.328;0.32798;18;911;9;Skagerrak
018.3E4;018.3E3;18.91;0.024;756.864;0.45384;18;911;9;Skagerrak
018.3E5;018.3E4;2.9;0.021;662.256;0.0609;18;911;9;Skagerrak
018.3E6;018.3E5;1.45;0.02;630.72;0.029;18;911;9;Skagerrak
018.3E7;018.3E6;0.22;0.017;536.112;0.00374;18;911;9;Skagerrak
018.3E8;018.3E7;0.68;0.024;756.864;0.01632;18;911;9;Skagerrak
018.3E9;018.3E8;1.25;0.021;662.256;0.02625;18;911;9;Skagerrak
018.3EZ;018.3E9;84.48;0.027;851.472;2.28096;18;911;9;Skagerrak
018.3F;018.3E9;74.13;0.026;819.936;1.92738;18;911;9;Skagerrak
018.4;018.323;31.16;0.015;473.04;0.4674;18;901;9;Skagerrak
018.5111;018.4;13.08;0.015;473.04;0.1962;18;901;9;Skagerrak
018.5112;018.5111;7.74;0.014;441.504;0.10836;18;901;9;Skagerrak
018.51210;018.5112;1.05;0.014;441.504;0.0147;18;901;9;Skagerrak
018.5121Z;018.51210;2.77;0.015;473.04;0.04155;18;901;9;Skagerrak
018.51220;018.51210;0.9;0.014;441.504;0.0126;18;914;9;Skagerrak
018.5122Z;018.51220;2.85;0.015;473.04;0.04275;18;914;9;Skagerrak
018.512Z;018.51220;1.86;0.014;441.504;0.02604;18;901;9;Skagerrak
018.51Z;018.51220;4.05;0.013;409.968;0.05265;18;901;9;Skagerrak
018.52;018.51220;29.25;0.014;441.504;0.4095;18;914;9;Skagerrak
018.5Z;018.52;22.17;0.015;473.04;0.33255;18;914;9;Skagerrak
018.610;018.52;1.89;0.016;504.576;0.03024;18;914;9;Skagerrak
018.61Z;018.610;6.77;0.017;536.112;0.11509;18;914;9;Skagerrak
018.620;018.610;14.59;0.017;536.112;0.24803;18;914;9;Skagerrak
018.62A0;018.620;0.08;0.016;504.576;0.00128;18;914;9;Skagerrak
018.62AZ;018.62A0;3.17;0.019;599.184;0.06023;18;914;9;Skagerrak
018.62B;018.62A0;4.47;0.018;567.648;0.08046;18;914;9;Skagerrak
018.630;018.620;16.28;0.02;630.72;0.3256;18;914;9;Skagerrak
018.63Z;018.630;6.57;0.021;662.256;0.13797;18;914;9;Skagerrak
018.64;018.630;27.08;0.014;441.504;0.37912;18;914;9;Skagerrak
018.711;018.64;35.76;0.017;536.112;0.60792;18;906;9;Skagerrak
018.712;018.711;7.89;0.018;567.648;0.14202;18;906;9;Skagerrak
018.71Z;018.712;7.19;0.017;536.112;0.12223;18;906;9;Skagerrak
018.72;018.712;13.99;0.021;662.256;0.29379;18;906;9;Skagerrak
018.7A0;018.72;9.22;0.019;599.184;0.17518;18;906;9;Skagerrak
018.7AZ;018.7A0;13.83;0.021;662.256;0.29043;18;914;9;Skagerrak
018.7B;018.7A0;20.76;0.022;693.792;0.45672;18;906;9;Skagerrak
018.7C;018.7B;16.88;0.024;756.864;0.40512;18;906;9;Skagerrak
018.A1;018.72;0.24;0.016;504.576;0.00384;18;914;9;Skagerrak
018.A2;018.A1;1.21;0.017;536.112;0.02057;18;914;9;Skagerrak
018.A31;018.A2;4.33;0.017;536.112;0.07361;18;914;9;Skagerrak
