regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
112.BD40;112.BD3;0.1;0.029;914.544;0.0029;112;1566;15;Norwegian Sea (2)
112.BD4Z;112.BD40;28.71;0.046;1450.656;1.32066;112;1566;15;Norwegian Sea (2)
112.BD5;112.BD40;52.37;0.056;1766.016;2.93272;112;1566;15;Norwegian Sea (2)
112.BD61;112.BD5;0.87;0.031;977.616;0.02697;112;1566;15;Norwegian Sea (2)
112.BD62;112.BD61;27.64;0.054;1702.944;1.49256;112;1566;15;Norwegian Sea (2)
112.BD6Z;112.BD62;29.94;0.055;1734.48;1.6467;112;1634;16;Norwegian Sea (2)
112.C11;112.B0;2.73;0.028;883.008;0.07644;112;1567;15;Norwegian Sea (2)
112.C12;112.C11;2;0.025;788.4;0.05;112;1567;15;Norwegian Sea (2)
112.C1A1;112.C12;5.45;0.029;914.544;0.15805;112;1567;15;Norwegian Sea (2)
112.C1A20;112.C1A1;1.09;0.024;756.864;0.02616;112;1567;15;Norwegian Sea (2)
112.C1A2Z;112.C1A20;6.67;0.038;1198.368;0.25346;112;1567;15;Norwegian Sea (2)
112.C1A3;112.C1A20;2.45;0.032;1009.152;0.0784;112;1567;15;Norwegian Sea (2)
112.C1A40;112.C1A3;2.36;0.034;1072.224;0.08024;112;1567;15;Norwegian Sea (2)
112.C1A4A;112.C1A40;2.2;0.041;1292.976;0.0902;112;1567;15;Norwegian Sea (2)
112.C1A4B;112.C1A4A;3.85;0.055;1734.48;0.21175;112;1567;15;Norwegian Sea (2)
112.C1A5;112.C1A40;1.13;0.044;1387.584;0.04972;112;1567;15;Norwegian Sea (2)
112.C1A6;112.C1A5;0.41;0.036;1135.296;0.01476;112;1567;15;Norwegian Sea (2)
112.C1A7;112.C1A6;1;0.048;1513.728;0.048;112;1567;15;Norwegian Sea (2)
112.C1A8;112.C1A7;1.12;0.045;1419.12;0.0504;112;1567;15;Norwegian Sea (2)
112.C1B;112.C1A8;39.9;0.06;1892.16;2.394;112;1567;15;Norwegian Sea (2)
112.C2;112.C12;23.93;0.04;1261.44;0.9572;112;1567;15;Norwegian Sea (2)
112.CA111;112.C2;8.02;0.032;1009.152;0.25664;112;1567;15;Norwegian Sea (2)
112.CA112;112.CA111;1.13;0.03;946.08;0.0339;112;1567;15;Norwegian Sea (2)
112.CA11A0;112.CA112;1.66;0.032;1009.152;0.05312;112;1567;15;Norwegian Sea (2)
112.CA11AA;112.CA11A0;0.03;0.032;1009.152;0.00096;112;1567;15;Norwegian Sea (2)
112.CA11AB;112.CA11AA;0.71;0.042;1324.512;0.02982;112;1567;15;Norwegian Sea (2)
112.CA11B;112.CA11A0;6.4;0.049;1545.264;0.3136;112;1567;15;Norwegian Sea (2)
112.CA12;112.CA112;1.4;0.033;1040.688;0.0462;112;1567;15;Norwegian Sea (2)
112.CA211;112.CA12;9.08;0.029;914.544;0.26332;112;1567;15;Norwegian Sea (2)
112.CA212;112.CA211;1.67;0.033;1040.688;0.05511;112;1567;15;Norwegian Sea (2)
112.CA22;112.CA212;0.79;0.031;977.616;0.02449;112;1567;15;Norwegian Sea (2)
112.CA2Z;112.CA22;23.04;0.04;1261.44;0.9216;112;1567;15;Norwegian Sea (2)
112.CAZ;112.CA22;29.26;0.039;1229.904;1.14114;112;1567;15;Norwegian Sea (2)
112.CB1;112.CA22;6.16;0.04;1261.44;0.2464;112;1567;15;Norwegian Sea (2)
112.CB20;112.CB1;3.64;0.037;1166.832;0.13468;112;1567;15;Norwegian Sea (2)
112.CB2A;112.CB20;1.97;0.038;1198.368;0.07486;112;1567;15;Norwegian Sea (2)
112.CB2B;112.CB2A;10.24;0.034;1072.224;0.34816;112;1636;16;Norwegian Sea (2)
112.CB2C;112.CB2B;2.01;0.034;1072.224;0.06834;112;1636;16;Norwegian Sea (2)
112.CB3;112.CB20;45.11;0.043;1356.048;1.93973;112;1567;15;Norwegian Sea (2)
112.CB4;112.CB3;9.74;0.034;1072.224;0.33116;112;1567;15;Norwegian Sea (2)
112.CC1;112.CB4;4.29;0.037;1166.832;0.15873;112;1567;15;Norwegian Sea (2)
112.CC2;112.CC1;4.66;0.032;1009.152;0.14912;112;1567;15;Norwegian Sea (2)
112.CC3;112.CC2;2.19;0.039;1229.904;0.08541;112;1567;15;Norwegian Sea (2)
112.CC4;112.CC3;13.74;0.038;1198.368;0.52212;112;1567;15;Norwegian Sea (2)
112.CC5;112.CC4;5.75;0.047;1482.192;0.27025;112;1567;15;Norwegian Sea (2)
112.CC6;112.CC5;11.49;0.05;1576.8;0.5745;112;1567;15;Norwegian Sea (2)
112.D111;112.C2;3.22;0.027;851.472;0.08694;112;1567;15;Norwegian Sea (2)
112.D112;112.D111;5.3;0.03;946.08;0.159;112;1567;15;Norwegian Sea (2)
112.D113;112.D112;4.07;0.031;977.616;0.12617;112;1567;15;Norwegian Sea (2)
112.D11A0;112.D113;0.35;0.024;756.864;0.0084;112;1567;15;Norwegian Sea (2)
112.D11AZ;112.D11A0;7.86;0.035;1103.76;0.2751;112;1567;15;Norwegian Sea (2)
112.D11B;112.D11A0;9.89;0.036;1135.296;0.35604;112;1567;15;Norwegian Sea (2)
112.D11C;112.D11B;4.9;0.037;1166.832;0.1813;112;1567;15;Norwegian Sea (2)
112.D12;112.D113;18.74;0.034;1072.224;0.63716;112;1567;15;Norwegian Sea (2)
112.D1Z;112.D12;42.28;0.036;1135.296;1.52208;112;1567;15;Norwegian Sea (2)
112.D211;112.D12;0.16;0.026;819.936;0.00416;112;1567;15;Norwegian Sea (2)
112.D212;112.D211;9.78;0.036;1135.296;0.35208;112;1567;15;Norwegian Sea (2)
112.D213;112.D212;18.72;0.05;1576.8;0.936;112;1567;15;Norwegian Sea (2)
112.D21A;112.D213;5.95;0.048;1513.728;0.2856;112;1567;15;Norwegian Sea (2)
112.D21B;112.D21A;7.03;0.055;1734.48;0.38665;112;1567;15;Norwegian Sea (2)
112.D22;112.D213;4.92;0.03;946.08;0.1476;112;1567;15;Norwegian Sea (2)
112.D2Z;112.D22;32.77;0.047;1482.192;1.54019;112;1567;15;Norwegian Sea (2)
112.D31;112.D22;6.83;0.031;977.616;0.21173;112;1567;15;Norwegian Sea (2)
112.D32;112.D31;13.13;0.034;1072.224;0.44642;112;1638;16;Norwegian Sea (2)
112.D3Z;112.D32;7.62;0.033;1040.688;0.25146;112;1636;16;Norwegian Sea (2)
112.D41;112.D32;23.84;0.044;1387.584;1.04896;112;1567;15;Norwegian Sea (2)
112.D42;112.D41;6.13;0.036;1135.296;0.22068;112;1567;15;Norwegian Sea (2)
113.;91_135;0;0;0;0;0;0;0;0
113.1;113.;20.55;0.036;1135.296;0.7398;113;1571;15;Norwegian Sea (2)
113.210;113.1;26.85;0.038;1198.368;1.0203;113;1571;15;Norwegian Sea (2)
113.21Z;113.210;8.84;0.053;1671.408;0.46852;113;1571;15;Norwegian Sea (2)
113.220;113.210;22.28;0.037;1166.832;0.82436;113;1571;15;Norwegian Sea (2)
113.22Z;113.220;15.34;0.052;1639.872;0.79768;113;1571;15;Norwegian Sea (2)
113.2Z;113.220;7.25;0.051;1608.336;0.36975;113;1571;15;Norwegian Sea (2)
113.3;113.220;56.11;0.047;1482.192;2.63717;113;1571;15;Norwegian Sea (2)
113.410;113.3;9.04;0.047;1482.192;0.42488;113;1571;15;Norwegian Sea (2)
113.41A;113.410;1.48;0.052;1639.872;0.07696;113;1571;15;Norwegian Sea (2)
113.41B;113.41A;2.42;0.055;1734.48;0.1331;113;1571;15;Norwegian Sea (2)
113.41C;113.41B;10.85;0.063;1986.768;0.68355;113;1571;15;Norwegian Sea (2)
113.41D;113.41C;9.67;0.065;2049.84;0.62855;113;1571;15;Norwegian Sea (2)
113.421;113.410;8.02;0.05;1576.8;0.401;113;1571;15;Norwegian Sea (2)
113.4220;113.421;0.83;0.049;1545.264;0.04067;113;1571;15;Norwegian Sea (2)
113.422Z;113.4220;2.6;0.057;1797.552;0.1482;113;1571;15;Norwegian Sea (2)
113.42Z;113.4220;9.51;0.066;2081.376;0.62766;113;1571;15;Norwegian Sea (2)
113.43;113.4220;27.51;0.047;1482.192;1.29297;113;1571;15;Norwegian Sea (2)
113.4A;113.43;15.72;0.055;1734.48;0.8646;113;1571;15;Norwegian Sea (2)
113.4B;113.4A;12.39;0.056;1766.016;0.69384;113;1571;15;Norwegian Sea (2)
113.4C;113.4B;2.63;0.057;1797.552;0.14991;113;1566;15;Norwegian Sea (2)
113.5110;113.43;9.44;0.04;1261.44;0.3776;113;1571;15;Norwegian Sea (2)
113.511Z;113.5110;3.33;0.057;1797.552;0.18981;113;1571;15;Norwegian Sea (2)
113.5120;113.5110;19.02;0.041;1292.976;0.77982;113;1612;16;Norwegian Sea (2)
113.512Z;113.5120;20.33;0.051;1608.336;1.03683;113;1571;15;Norwegian Sea (2)
113.51Z;113.5120;23.71;0.05;1576.8;1.1855;113;1571;15;Norwegian Sea (2)
113.52;113.5120;12.58;0.042;1324.512;0.52836;113;1612;16;Norwegian Sea (2)
113.5Z;113.52;32.78;0.052;1639.872;1.70456;113;1612;16;Norwegian Sea (2)
113.61;113.52;27.6;0.049;1545.264;1.3524;113;1569;15;Norwegian Sea (2)
113.62;113.61;9.94;0.046;1450.656;0.45724;113;1569;15;Norwegian Sea (2)
113.6Z;113.62;46.6;0.056;1766.016;2.6096;113;1569;15;Norwegian Sea (2)
113.710;113.62;10.9;0.047;1482.192;0.5123;113;1569;15;Norwegian Sea (2)
113.71Z;113.710;14.41;0.056;1766.016;0.80696;113;1569;15;Norwegian Sea (2)
113.721;113.710;1.89;0.037;1166.832;0.06993;113;1569;15;Norwegian Sea (2)
113.722;113.721;1.77;0.037;1166.832;0.06549;113;1569;15;Norwegian Sea (2)
113.72Z;113.722;9.97;0.052;1639.872;0.51844;113;1569;15;Norwegian Sea (2)
113.81;113.722;6;0.037;1166.832;0.222;113;1569;15;Norwegian Sea (2)
113.82;113.81;8.28;0.034;1072.224;0.28152;113;1569;15;Norwegian Sea (2)
113.8Z;113.82;35.17;0.048;1513.728;1.68816;113;1569;15;Norwegian Sea (2)
113.A0;113.82;7.27;0.038;1198.368;0.27626;113;1612;16;Norwegian Sea (2)
113.AA0;113.A0;1.8;0.044;1387.584;0.0792;113;1612;16;Norwegian Sea (2)
113.AAA;113.AA0;2.47;0.05;1576.8;0.1235;113;1612;16;Norwegian Sea (2)
113.AAB;113.AAA;4.74;0.053;1671.408;0.25122;113;1612;16;Norwegian Sea (2)
113.AB;113.AA0;0.31;0.044;1387.584;0.01364;113;1612;16;Norwegian Sea (2)
113.AC;113.AB;4.5;0.051;1608.336;0.2295;113;1612;16;Norwegian Sea (2)
113.B;113.A0;19.93;0.052;1639.872;1.03636;113;1612;16;Norwegian Sea (2)
113.C0;113.B;17.59;0.05;1576.8;0.8795;113;1612;16;Norwegian Sea (2)
113.CZ;113.C0;14.01;0.062;1955.232;0.86862;113;1612;16;Norwegian Sea (2)
113.D0;113.C0;0.44;0.041;1292.976;0.01804;113;1567;15;Norwegian Sea (2)
113.DZ;113.D0;13.3;0.052;1639.872;0.6916;113;1567;15;Norwegian Sea (2)
113.E;113.D0;9.79;0.052;1639.872;0.50908;113;1567;15;Norwegian Sea (2)
113.F;113.E;4.8;0.052;1639.872;0.2496;113;1567;15;Norwegian Sea (2)
114.;91_135;0;0;0;0;0;0;0;0
114.11;114.;47.57;0.042;1324.512;1.99794;114;1569;15;Norwegian Sea (2)
114.120;114.11;26.41;0.049;1545.264;1.29409;114;1569;15;Norwegian Sea (2)
114.12Z;114.120;24.32;0.05;1576.8;1.216;114;1569;15;Norwegian Sea (2)
114.13;114.120;55.45;0.034;1072.224;1.8853;114;1569;15;Norwegian Sea (2)
114.14;114.13;45.82;0.04;1261.44;1.8328;114;1569;15;Norwegian Sea (2)
114.1A;114.14;0.12;0.032;1009.152;0.00384;114;1569;15;Norwegian Sea (2)
114.1B;114.1A;10.56;0.036;1135.296;0.38016;114;1569;15;Norwegian Sea (2)
114.1C;114.1B;4.47;0.037;1166.832;0.16539;114;1569;15;Norwegian Sea (2)
114.211;114.14;10.93;0.032;1009.152;0.34976;114;1569;15;Norwegian Sea (2)
114.2120;114.211;3.96;0.033;1040.688;0.13068;114;1572;15;Norwegian Sea (2)
114.212Z;114.2120;1.25;0.033;1040.688;0.04125;114;1572;15;Norwegian Sea (2)
114.213;114.2120;10.35;0.032;1009.152;0.3312;114;1572;15;Norwegian Sea (2)
114.221;114.213;18.17;0.041;1292.976;0.74497;114;1572;15;Norwegian Sea (2)
114.222;114.221;33.89;0.045;1419.12;1.52505;114;1572;15;Norwegian Sea (2)
114.310;114.222;17.68;0.041;1292.976;0.72488;114;1572;15;Norwegian Sea (2)
114.31Z;114.310;16.81;0.046;1450.656;0.77326;114;1572;15;Norwegian Sea (2)
114.320;114.310;37.2;0.04;1261.44;1.488;114;1572;15;Norwegian Sea (2)
114.32Z;114.320;7.53;0.043;1356.048;0.32379;114;1572;15;Norwegian Sea (2)
114.330;114.320;46.65;0.04;1261.44;1.866;114;1572;15;Norwegian Sea (2)
114.33Z;114.330;17.15;0.046;1450.656;0.7889;114;1572;15;Norwegian Sea (2)
114.34;114.330;60.89;0.036;1135.296;2.19204;114;1572;15;Norwegian Sea (2)
115.;91_135;0;0;0;0;0;0;0;0
115.10;115.;246.04;0.023;725.328;5.65892;115;1573;15;Norwegian Sea (2)
115.1Z;115.10;3.23;0.029;914.544;0.09367;115;1573;15;Norwegian Sea (2)
115.2110;115.10;123.76;0.024;756.864;2.97024;115;1573;15;Norwegian Sea (2)
115.211Z;115.2110;3.85;0.03;946.08;0.1155;115;1573;15;Norwegian Sea (2)
115.212;115.2110;129.16;0.022;693.792;2.84152;115;1573;15;Norwegian Sea (2)
115.21Z;115.212;10.86;0.03;946.08;0.3258;115;1573;15;Norwegian Sea (2)
115.22;115.212;115.19;0.01;315.36;1.1519;115;1573;15;Norwegian Sea (2)
115.2Z;115.22;25.17;0.03;946.08;0.7551;115;1573;15;Norwegian Sea (2)
115.31;115.22;273.04;0.015;473.04;4.0956;115;1573;15;Norwegian Sea (2)
115.32;115.31;71.62;0.009;283.824;0.64458;115;1573;15;Norwegian Sea (2)
115.3Z;115.32;27.85;0.03;946.08;0.8355;115;1573;15;Norwegian Sea (2)
116.;91_135;0;0;0;0;0;0;0;0
116.1;116.;29.38;0.039;1229.904;1.14582;116;1569;15;Norwegian Sea (2)
116.21;116.1;12.44;0.044;1387.584;0.54736;116;1569;15;Norwegian Sea (2)
116.22;116.21;25.82;0.04;1261.44;1.0328;116;1569;15;Norwegian Sea (2)
116.2Z;116.22;41.08;0.051;1608.336;2.09508;116;1569;15;Norwegian Sea (2)
116.3;116.22;15.53;0.032;1009.152;0.49696;116;1569;15;Norwegian Sea (2)
116.4;116.3;118.92;0.029;914.544;3.44868;116;1569;15;Norwegian Sea (2)
116.5;116.4;56.89;0.027;851.472;1.53603;116;1569;15;Norwegian Sea (2)
116.61;116.5;19.76;0.025;788.4;0.494;116;1569;15;Norwegian Sea (2)
116.62;116.61;37.16;0.028;883.008;1.04048;116;1612;16;Norwegian Sea (2)
116.6A;116.62;18.43;0.036;1135.296;0.66348;116;1569;15;Norwegian Sea (2)
116.6B;116.6A;19.03;0.039;1229.904;0.74217;116;1612;16;Norwegian Sea (2)
116.7;116.62;49.32;0.031;977.616;1.52892;116;1612;16;Norwegian Sea (2)
116.81;116.7;1.46;0.031;977.616;0.04526;116;1612;16;Norwegian Sea (2)
116.82;116.81;19.36;0.03;946.08;0.5808;116;1612;16;Norwegian Sea (2)
116.8A;116.82;1.41;0.031;977.616;0.04371;116;1612;16;Norwegian Sea (2)
116.8B;116.8A;6.28;0.033;1040.688;0.20724;116;1612;16;Norwegian Sea (2)
116.8C;116.8B;4.23;0.048;1513.728;0.20304;116;1612;16;Norwegian Sea (2)
116.A0;116.82;4.91;0.035;1103.76;0.17185;116;1612;16;Norwegian Sea (2)
116.AA;116.A0;4.08;0.033;1040.688;0.13464;116;1612;16;Norwegian Sea (2)
116.AB;116.AA;16.56;0.036;1135.296;0.59616;116;1612;16;Norwegian Sea (2)
116.AC;116.AB;17.53;0.043;1356.048;0.75379;116;1612;16;Norwegian Sea (2)
116.B;116.A0;73.86;0.045;1419.12;3.3237;116;1612;16;Norwegian Sea (2)
117.;91_135;0;0;0;0;0;0;0;0
117.11;117.;24.2;0.027;851.472;0.6534;117;1617;16;Norwegian Sea (2)
117.121;117.11;4.07;0.027;851.472;0.10989;117;1617;16;Norwegian Sea (2)
117.122;117.121;17.5;0.027;851.472;0.4725;117;1617;16;Norwegian Sea (2)
117.123;117.122;40.63;0.026;819.936;1.05638;117;1617;16;Norwegian Sea (2)
117.12A;117.123;7.89;0.027;851.472;0.21303;117;1617;16;Norwegian Sea (2)
117.12B;117.12A;6.66;0.028;883.008;0.18648;117;1617;16;Norwegian Sea (2)
117.12C;117.12B;6.97;0.029;914.544;0.20213;117;1617;16;Norwegian Sea (2)
117.12D;117.12C;2.65;0.03;946.08;0.0795;117;1617;16;Norwegian Sea (2)
117.13;117.123;154.35;0.017;536.112;2.62395;117;1617;16;Norwegian Sea (2)
117.1A;117.13;1.36;0.027;851.472;0.03672;117;1617;16;Norwegian Sea (2)
117.1B;117.1A;21.29;0.029;914.544;0.61741;117;1617;16;Norwegian Sea (2)
117.1C;117.1B;16.7;0.03;946.08;0.501;117;1617;16;Norwegian Sea (2)
117.210;117.13;97;0.026;819.936;2.522;117;1617;16;Norwegian Sea (2)
117.21Z;117.210;9.3;0.029;914.544;0.2697;117;1617;16;Norwegian Sea (2)
117.22;117.210;55.38;0.026;819.936;1.43988;117;1617;16;Norwegian Sea (2)
117.230;117.22;80.94;0.024;756.864;1.94256;117;1617;16;Norwegian Sea (2)
117.23Z;117.230;16.04;0.03;946.08;0.4812;117;1617;16;Norwegian Sea (2)
117.2Z;117.230;27.13;0.03;946.08;0.8139;117;1617;16;Norwegian Sea (2)
117.310;117.230;86.8;0.021;662.256;1.8228;117;1617;16;Norwegian Sea (2)
117.31Z;117.310;7.51;0.029;914.544;0.21779;117;1617;16;Norwegian Sea (2)
117.32;117.310;119.02;0.016;504.576;1.90432;117;1617;16;Norwegian Sea (2)
117.3A;117.32;18.4;0.028;883.008;0.5152;117;1617;16;Norwegian Sea (2)
117.3B;117.3A;10.41;0.027;851.472;0.28107;117;1617;16;Norwegian Sea (2)
117.3C;117.3B;15.99;0.03;946.08;0.4797;117;1617;16;Norwegian Sea (2)
117.41;117.32;100.44;0.02;630.72;2.0088;117;1617;16;Norwegian Sea (2)
117.421;117.41;17.98;0.026;819.936;0.46748;117;1617;16;Norwegian Sea (2)
117.422;117.421;28.02;0.03;946.08;0.8406;117;1617;16;Norwegian Sea (2)
117.423;117.422;21.89;0.031;977.616;0.67859;117;1617;16;Norwegian Sea (2)
117.424;117.423;21.14;0.027;851.472;0.57078;117;1617;16;Norwegian Sea (2)
117.4250;117.424;122.85;0.025;788.4;3.07125;117;1617;16;Norwegian Sea (2)
117.425Z;117.4250;22.51;0.026;819.936;0.58526;117;1617;16;Norwegian Sea (2)
117.426;117.4250;33.27;0.026;819.936;0.86502;117;1617;16;Norwegian Sea (2)
117.427;117.426;23.71;0.02;630.72;0.4742;117;1617;16;Norwegian Sea (2)
117.42Z;117.427;34.43;0.029;914.544;0.99847;117;1617;16;Norwegian Sea (2)
117.4Z;117.427;44.94;0.03;946.08;1.3482;117;1617;16;Norwegian Sea (2)
118.;91_135;0;0;0;0;0;0;0;0
118.110;118.;116.79;0.006;189.216;0.70074;118;1620;16;Norwegian Sea (2)
118.11Z;118.110;2.44;0.024;756.864;0.05856;118;1620;16;Norwegian Sea (2)
118.12;118.110;144.65;0.008;252.288;1.1572;118;1620;16;Norwegian Sea (2)
118.130;118.12;46.46;0.023;725.328;1.06858;118;1620;16;Norwegian Sea (2)
118.13Z;118.130;3.06;0.025;788.4;0.0765;118;1620;16;Norwegian Sea (2)
118.140;118.130;33.22;0.025;788.4;0.8305;118;1620;16;Norwegian Sea (2)
118.14Z;118.140;2.18;0.025;788.4;0.0545;118;1620;16;Norwegian Sea (2)
118.1Z;118.140;8.42;0.025;788.4;0.2105;118;1620;16;Norwegian Sea (2)
118.210;118.140;75.5;0.02;630.72;1.51;118;1620;16;Norwegian Sea (2)
118.21Z;118.210;3.8;0.024;756.864;0.0912;118;1620;16;Norwegian Sea (2)
118.220;118.210;96.84;0.019;599.184;1.83996;118;1620;16;Norwegian Sea (2)
118.22Z;118.220;8.15;0.025;788.4;0.20375;118;1620;16;Norwegian Sea (2)
118.230;118.220;212.97;0.019;599.184;4.04643;118;1620;16;Norwegian Sea (2)
118.23Z;118.230;2.25;0.024;756.864;0.054;118;1620;16;Norwegian Sea (2)
118.2Z;118.230;15.71;0.024;756.864;0.37704;118;1620;16;Norwegian Sea (2)
118.3;118.230;1475.67;0.005;157.68;7.37835;118;1627;16;Norwegian Sea (2)
119.;91_135;0;0;0;0;0;0;0;0
119.110;119.;92.27;0.037;1166.832;3.41399;119;1612;16;Norwegian Sea (2)
119.11Z;119.110;34.73;0.049;1545.264;1.70177;119;1612;16;Norwegian Sea (2)
119.12;119.110;0.29;0.036;1135.296;0.01044;119;1612;16;Norwegian Sea (2)
119.1A;119.12;0.94;0.032;1009.152;0.03008;119;1612;16;Norwegian Sea (2)
119.1B11;119.1A;9.72;0.037;1166.832;0.35964;119;1612;16;Norwegian Sea (2)
119.1B12;119.1B11;5.47;0.037;1166.832;0.20239;119;1612;16;Norwegian Sea (2)
119.1B1Z;119.1B12;20.82;0.051;1608.336;1.06182;119;1612;16;Norwegian Sea (2)
119.1B21;119.1B12;2.87;0.036;1135.296;0.10332;119;1612;16;Norwegian Sea (2)
119.1B220;119.1B21;5.7;0.033;1040.688;0.1881;119;1612;16;Norwegian Sea (2)
119.1B22A;119.1B220;10.66;0.044;1387.584;0.46904;119;1612;16;Norwegian Sea (2)
119.1B22B;119.1B22A;1.69;0.047;1482.192;0.07943;119;1612;16;Norwegian Sea (2)
119.1B23;119.1B220;1.31;0.033;1040.688;0.04323;119;1612;16;Norwegian Sea (2)
119.1B2A;119.1B23;5.23;0.039;1229.904;0.20397;119;1612;16;Norwegian Sea (2)
119.1B2B;119.1B2A;1.01;0.047;1482.192;0.04747;119;1612;16;Norwegian Sea (2)
119.1C;119.1B23;55.09;0.049;1545.264;2.69941;119;1612;16;Norwegian Sea (2)
119.1D1;119.1C;9.93;0.043;1356.048;0.42699;119;1612;16;Norwegian Sea (2)
119.1D2;119.1D1;3.44;0.052;1639.872;0.17888;119;1612;16;Norwegian Sea (2)
119.1D3;119.1D2;1.23;0.042;1324.512;0.05166;119;1612;16;Norwegian Sea (2)
119.1D4;119.1D3;1.77;0.053;1671.408;0.09381;119;1612;16;Norwegian Sea (2)
119.1E11;119.1D4;4.54;0.041;1292.976;0.18614;119;1612;16;Norwegian Sea (2)
119.1E12;119.1E11;23.6;0.044;1387.584;1.0384;119;1638;16;Norwegian Sea (2)
119.1E1Z;119.1E12;36.67;0.054;1702.944;1.98018;119;1567;15;Norwegian Sea (2)
119.1E2;119.1E12;12.43;0.046;1450.656;0.57178;119;1638;16;Norwegian Sea (2)
119.1F;119.1E2;23.49;0.049;1545.264;1.15101;119;1638;16;Norwegian Sea (2)
119.210;119.12;1.84;0.038;1198.368;0.06992;119;1612;16;Norwegian Sea (2)
119.21A;119.210;2.91;0.043;1356.048;0.12513;119;1612;16;Norwegian Sea (2)
119.21B;119.21A;2.77;0.043;1356.048;0.11911;119;1612;16;Norwegian Sea (2)
119.22;119.210;3.9;0.039;1229.904;0.1521;119;1612;16;Norwegian Sea (2)
119.2A;119.22;13.68;0.043;1356.048;0.58824;119;1612;16;Norwegian Sea (2)
119.2B;119.2A;10.09;0.054;1702.944;0.54486;119;1612;16;Norwegian Sea (2)
119.31;119.22;2.72;0.033;1040.688;0.08976;119;1612;16;Norwegian Sea (2)
119.32;119.31;10.33;0.036;1135.296;0.37188;119;1612;16;Norwegian Sea (2)
119.330;119.32;7.28;0.038;1198.368;0.27664;119;1613;16;Norwegian Sea (2)
119.33Z;119.330;8.76;0.046;1450.656;0.40296;119;1613;16;Norwegian Sea (2)
119.3A0;119.330;26.43;0.042;1324.512;1.11006;119;1612;16;Norwegian Sea (2)
119.3AA;119.3A0;0.4;0.051;1608.336;0.0204;119;1612;16;Norwegian Sea (2)
119.3AB;119.3AA;14.78;0.056;1766.016;0.82768;119;1612;16;Norwegian Sea (2)
119.3B;119.3A0;0.46;0.048;1513.728;0.02208;119;1612;16;Norwegian Sea (2)
119.3C;119.3B;38.61;0.052;1639.872;2.00772;119;1638;16;Norwegian Sea (2)
119.4110;119.330;7.85;0.036;1135.296;0.2826;119;1613;16;Norwegian Sea (2)
119.411Z;119.4110;20.49;0.053;1671.408;1.08597;119;1613;16;Norwegian Sea (2)
119.412;119.4110;9.8;0.036;1135.296;0.3528;119;1613;16;Norwegian Sea (2)
119.41Z;119.412;54.58;0.044;1387.584;2.40152;119;1613;16;Norwegian Sea (2)
119.420;119.412;19.52;0.036;1135.296;0.70272;119;1613;16;Norwegian Sea (2)
119.42A;119.420;2.62;0.032;1009.152;0.08384;119;1613;16;Norwegian Sea (2)
119.42B;119.42A;3.57;0.027;851.472;0.09639;119;1613;16;Norwegian Sea (2)
119.42C;119.42B;8.81;0.031;977.616;0.27311;119;1613;16;Norwegian Sea (2)
119.42D;119.42C;17.12;0.038;1198.368;0.65056;119;1613;16;Norwegian Sea (2)
119.42E;119.42D;3.68;0.035;1103.76;0.1288;119;1613;16;Norwegian Sea (2)
119.42F;119.42E;4.15;0.041;1292.976;0.17015;119;1613;16;Norwegian Sea (2)
119.43;119.420;32.76;0.041;1292.976;1.34316;119;1613;16;Norwegian Sea (2)
119.4Z;119.43;68.85;0.03;946.08;2.0655;119;1638;16;Norwegian Sea (2)
119.50;119.43;20.93;0.035;1103.76;0.73255;119;1613;16;Norwegian Sea (2)
119.5Z;119.50;18.12;0.035;1103.76;0.6342;119;1613;16;Norwegian Sea (2)
119.610;119.50;47.01;0.04;1261.44;1.8804;119;1613;16;Norwegian Sea (2)
119.61A;119.610;6.97;0.034;1072.224;0.23698;119;1613;16;Norwegian Sea (2)
119.61B;119.61A;17.32;0.041;1292.976;0.71012;119;1613;16;Norwegian Sea (2)
119.61C;119.61B;10.46;0.046;1450.656;0.48116;119;1613;16;Norwegian Sea (2)
119.621;119.610;2.25;0.031;977.616;0.06975;119;1613;16;Norwegian Sea (2)
119.622;119.621;1.95;0.028;883.008;0.0546;119;1613;16;Norwegian Sea (2)
119.62A;119.622;4.52;0.031;977.616;0.14012;119;1613;16;Norwegian Sea (2)
119.62B;119.62A;13.17;0.036;1135.296;0.47412;119;1613;16;Norwegian Sea (2)
119.63;119.622;45.01;0.032;1009.152;1.44032;119;1613;16;Norwegian Sea (2)
119.6A;119.63;24.57;0.033;1040.688;0.81081;119;1622;16;Norwegian Sea (2)
119.6B;119.6A;32.64;0.024;756.864;0.78336;119;1622;16;Norwegian Sea (2)
119.6C;119.6B;3.25;0.023;725.328;0.07475;119;1622;16;Norwegian Sea (2)
119.71;119.63;32.16;0.032;1009.152;1.02912;119;1613;16;Norwegian Sea (2)
119.72;119.71;17.99;0.03;946.08;0.5397;119;1613;16;Norwegian Sea (2)
119.73;119.72;33.2;0.031;977.616;1.0292;119;1613;16;Norwegian Sea (2)
119.74;119.73;85.42;0.026;819.936;2.22092;119;1613;16;Norwegian Sea (2)
119.81;119.74;58.29;0.028;883.008;1.63212;119;1613;16;Norwegian Sea (2)
119.820;119.81;34.53;0.037;1166.832;1.27761;119;1622;16;Norwegian Sea (2)
