regine;a_wood_km2;a_agri_km2;a_upland_km2;a_glacier_km2;a_urban_km2;a_sea_km2
135.22;1.330;0.000;0.000;0.000;0.000;1.440
135.2A;2.990;0.000;10.090;0.000;0.000;0.000
135.2B;5.300;0.000;0.240;0.000;0.000;0.000
135.2C;4.450;0.000;3.380;0.000;0.000;0.000
135.2D;3.660;0.000;0.000;0.000;0.000;0.000
135.310;2.460;0.000;0.550;0.000;0.000;0.560
135.31Z;9.920;0.000;11.150;0.000;0.000;0.000
135.32;2.110;0.000;0.340;0.000;0.000;0.370
135.33;2.820;0.000;0.000;0.000;0.000;1.490
135.3A;6.070;0.000;4.460;0.000;0.000;0.000
135.3B;11.820;0.030;7.220;0.000;0.000;0.000
135.3C0;25.970;3.070;59.770;0.000;0.000;0.000
135.3CA;2.200;0.000;9.790;0.000;0.000;0.000
135.3CB;0.000;0.000;9.420;0.000;0.000;0.000
135.3CC;0.000;0.000;6.230;0.000;0.000;0.000
135.3D;6.090;0.000;16.130;0.000;0.000;0.000
135.41;9.460;1.380;1.500;0.000;0.000;17.770
135.420;11.490;0.000;7.480;0.000;0.000;6.330
135.42Z;6.470;0.000;0.440;0.000;0.000;0.000
135.431;0.480;0.000;0.000;0.000;0.000;0.000
135.432;2.970;0.000;0.210;0.000;0.000;10.790
135.43Z;9.150;0.000;19.980;0.000;0.000;0.000
135.5;10.480;0.000;7.470;0.000;0.000;19.540
135.A0;0.000;0.000;0.000;0.000;0.000;0.000
135.AA0;5.510;0.990;0.000;0.000;0.000;0.000
135.AAA;0.150;0.000;0.000;0.000;0.000;0.000
135.AAB;6.200;0.000;0.000;0.000;0.000;0.000
135.AAC;2.790;0.000;3.160;0.000;0.000;0.000
135.AB0;33.130;0.000;18.920;0.000;0.000;0.000
135.ABZ;7.820;0.000;22.190;0.000;0.000;0.000
135.AC;26.980;0.000;18.390;0.000;0.000;0.000
135.B;2.720;0.000;0.000;0.000;0.000;0.000
135.C;19.260;0.280;6.370;0.000;0.000;0.000
135.D1;14.110;0.990;42.730;0.000;0.000;0.000
135.D21;5.980;3.470;0.000;0.000;0.000;0.000
135.D22;3.300;0.000;0.000;0.000;0.000;0.000
135.D23;6.650;0.000;1.730;0.000;0.000;0.000
135.D3;5.770;0.000;12.420;0.000;0.000;0.000
135.D41;1.950;0.000;0.890;0.000;0.000;0.000
135.D42;1.520;0.000;0.030;0.000;0.000;0.000
135.D4Z;0.430;0.000;15.290;0.000;0.000;0.000
135.DZ;1.570;0.000;20.030;0.000;0.000;0.000
135.E;14.720;0.000;36.810;0.000;0.000;0.000
136.110;4.390;0.000;25.260;0.000;0.000;303.310
136.11Z;0.540;0.000;1.200;0.000;0.000;0.000
136.12;1.710;0.000;2.080;0.000;0.000;0.710
136.130;0.000;0.000;16.650;0.000;0.000;74.450
136.13Z;0.160;0.000;2.470;0.000;0.000;0.000
136.140;0.000;0.000;15.540;0.000;0.000;32.200
136.14Z;0.000;0.000;1.910;0.000;0.000;0.000
136.1Z;7.880;0.000;3.850;0.000;0.000;0.000
136.21;0.000;0.000;6.970;0.000;0.000;5.350
136.22;0.430;0.000;8.570;0.000;0.000;3.170
136.2A;0.000;0.000;0.390;0.000;0.000;0.000
136.2B;2.650;0.000;0.570;0.000;0.000;0.000
136.2C;2.440;0.000;0.990;0.000;0.000;0.000
136.2D;1.650;0.000;0.920;0.000;0.000;0.000
136.2E;0.490;0.000;2.560;0.000;0.000;0.000
136.310;5.410;0.000;7.990;0.000;0.000;1.970
136.31Z;0.000;0.000;15.010;0.000;0.000;0.000
136.32;0.030;0.000;7.290;0.000;0.000;9.810
136.3Z;5.030;0.000;12.020;0.000;0.000;0.000
136.4;5.880;0.000;43.660;0.000;0.000;274.490
136.511;5.820;0.000;0.000;0.000;0.000;2.570
136.512;0.200;0.000;0.000;0.000;0.000;0.050
136.51Z;3.160;0.000;8.060;0.000;0.000;0.000
136.521;0.380;0.000;0.000;0.000;0.000;0.080
136.522;2.210;0.000;0.760;0.000;0.000;0.870
136.52Z;9.910;0.000;12.740;0.000;0.000;0.000
136.6;0.780;0.000;5.180;0.000;0.000;6.310
136.A0;8.180;0.000;13.310;0.000;0.000;0.000
136.AZ;6.990;0.000;11.090;0.000;0.000;0.000
136.B;42.420;0.000;71.430;0.000;0.000;0.000
137.110;0.000;0.000;6.920;0.000;0.000;57.050
137.11Z;0.000;0.000;6.330;0.000;0.000;0.000
137.12;0.000;0.000;21.100;0.000;0.000;104.900
137.1A;0.000;0.000;0.220;0.000;0.000;0.000
137.1B;0.000;0.000;4.830;0.000;0.000;0.000
137.1C;0.000;0.000;0.180;0.000;0.000;0.000
137.1D1;0.000;0.000;0.030;0.000;0.000;0.000
137.1D2;0.000;0.000;1.310;0.000;0.000;0.000
137.1D30;0.000;0.000;3.290;0.000;0.000;0.000
137.1D3A;0.000;0.000;0.360;0.000;0.000;0.000
137.1D3B;0.000;0.000;1.130;0.000;0.000;0.000
137.1D4;0.000;0.000;0.030;0.000;0.000;0.000
137.1E;0.000;0.000;0.650;0.000;0.000;0.000
137.1F1;0.180;0.000;1.390;0.000;0.000;0.000
137.1F2;0.000;0.000;0.350;0.000;0.000;0.000
137.1F3;3.120;0.000;1.320;0.000;0.000;0.000
137.1F4;0.000;0.000;1.660;0.000;0.000;0.000
137.1G;0.000;0.000;4.520;0.000;0.000;0.000
137.210;0.000;0.000;5.970;0.000;0.000;2.010
137.21Z;0.000;0.000;7.120;0.000;0.000;0.000
137.2210;0.790;0.210;7.070;0.000;0.000;24.120
137.221Z;4.960;1.920;0.820;0.000;0.000;0.000
137.2220;2.500;0.000;15.730;0.000;0.000;49.510
137.222Z;0.000;0.000;1.790;0.000;0.000;0.000
137.22Z;0.000;0.000;2.880;0.000;0.000;0.000
137.2A1;0.190;0.000;12.230;0.000;0.000;0.000
137.2A20;0.980;0.580;0.820;0.000;0.000;0.000
137.2A2Z;7.800;0.220;4.040;0.000;0.000;0.000
137.2A3;0.570;0.000;10.550;0.000;0.000;0.000
137.2A4;2.070;0.000;1.250;0.000;0.000;0.000
137.2AZ;30.170;0.000;18.470;0.000;0.000;0.000
137.2B0;8.010;0.000;22.970;0.000;0.000;0.000
137.2BZ;2.650;0.000;48.740;0.000;0.000;0.000
137.2C;43.310;0.000;37.250;0.000;0.000;0.000
137.31;4.390;0.000;15.750;0.000;0.000;5.770
137.32;3.000;0.000;4.290;0.000;0.000;1.960
137.33;0.000;0.000;8.240;0.000;0.000;16.340
137.34;0.000;0.000;6.160;0.000;0.000;23.720
137.35;0.000;0.000;28.610;0.000;0.000;55.740
137.3A;0.000;0.000;1.280;0.000;0.000;0.000
137.3B;4.290;0.000;2.890;0.000;0.000;0.000
137.41;1.620;0.000;19.980;0.000;0.000;7.840
137.42;0.010;0.000;0.240;0.000;0.000;1.820
137.4Z;6.730;0.000;19.460;0.000;0.000;0.000
137.51;1.370;0.000;0.240;0.000;0.000;0.820
137.5210;0.930;0.000;0.000;0.000;0.000;0.160
137.521Z;17.740;0.000;6.320;0.000;0.000;0.000
137.522;3.320;0.000;5.750;0.000;0.000;5.560
137.52A;0.770;0.000;3.970;0.000;0.000;0.000
137.52B;0.460;0.000;5.450;0.000;0.000;0.000
137.52C;0.000;0.000;3.870;0.000;0.000;0.000
137.530;1.480;0.000;9.810;0.000;0.000;12.720
137.53Z;0.060;0.000;1.200;0.000;0.000;0.000
137.5Z;39.220;0.000;38.910;0.000;0.000;0.000
137.60;8.980;0.000;34.750;0.000;0.000;85.520
137.6Z;0.450;0.000;1.410;0.000;0.000;0.000
137.71;6.150;0.000;19.360;0.000;0.000;27.470
137.720;7.990;0.000;25.030;0.000;0.000;112.140
137.72Z;3.040;0.000;9.770;0.000;0.000;0.000
137.7A;0.250;0.000;0.810;0.000;0.000;0.000
137.7B;17.100;0.000;1.610;0.000;0.000;0.000
137.7C1;0.200;0.000;0.000;0.000;0.000;0.000
137.7C2;0.060;0.000;0.000;0.000;0.000;0.000
137.7C3;0.900;0.000;0.750;0.000;0.000;0.000
137.7C4;0.800;0.000;0.740;0.000;0.000;0.000
137.7D;18.670;0.000;2.460;0.000;0.000;0.000
137.7E;12.710;0.000;19.430;0.000;0.000;0.000
137.7F;7.970;0.000;12.360;0.000;0.000;0.000
138.1110;0.000;0.000;2.870;0.000;0.000;5.760
138.111Z;2.650;0.020;7.200;0.000;0.000;0.000
138.112;0.240;0.160;1.070;0.000;0.000;2.930
138.11Z;0.270;0.000;3.660;0.000;0.000;0.000
138.120;4.110;0.000;2.040;0.000;0.000;7.350
138.12Z;2.300;0.000;3.830;0.000;0.000;0.000
138.130;3.580;0.000;2.600;0.000;0.000;3.390
138.13Z;3.640;0.000;2.100;0.000;0.000;0.000
138.21;4.010;0.000;0.450;0.000;0.000;5.300
138.220;8.410;0.000;0.000;0.000;0.000;3.400
138.22Z;7.650;0.000;0.000;0.000;0.000;0.000
138.23;1.250;0.000;0.000;0.000;0.000;0.140
138.2A;6.380;0.000;0.460;0.000;0.000;0.000
138.2B;5.470;0.000;0.000;0.000;0.000;0.000
138.2C;5.330;0.000;0.000;0.000;0.000;0.000
138.2D;1.990;0.000;1.410;0.000;0.000;0.000
138.31;1.940;0.000;0.000;0.000;0.000;0.170
138.32;10.550;0.000;3.100;0.000;0.000;4.860
138.33;0.000;0.000;8.380;0.000;0.000;12.900
138.3Z;34.270;0.000;47.270;0.000;0.000;0.000
138.4;14.430;0.000;28.840;0.000;0.000;14.120
138.5110;5.000;1.200;0.000;0.000;0.000;3.160
138.511Z;15.520;0.220;0.550;0.000;0.000;0.000
138.512;1.460;0.000;0.000;0.000;0.000;1.060
138.51Z;13.640;0.000;2.500;0.000;0.000;0.000
138.52;9.410;0.000;0.420;0.000;0.000;5.050
138.5A;29.960;0.000;14.880;0.000;0.000;0.000
138.5B1;4.740;0.000;0.000;0.000;0.000;0.000
138.5B2;18.290;0.000;0.000;0.000;0.000;0.000
138.5B30;6.000;0.000;0.000;0.000;0.000;0.000
138.5B3A;6.840;0.000;0.000;0.000;0.000;0.000
138.5B3B;5.060;0.000;0.000;0.000;0.000;0.000
138.5B3C;0.360;0.000;0.000;0.000;0.000;0.000
138.5B3D;8.400;0.000;3.310;0.000;0.000;0.000
138.5B3E;6.570;0.000;0.130;0.000;0.000;0.000
138.5B4;3.360;0.000;0.000;0.000;0.000;0.000
138.5C;4.290;0.000;0.000;0.000;0.000;0.000
138.5D;35.530;0.000;1.500;0.000;0.000;0.000
138.61;4.630;0.000;0.000;0.000;0.000;0.000
138.62;7.930;0.000;0.000;0.000;0.000;10.840
138.6A0;27.900;0.000;3.070;0.000;0.000;0.000
138.6AZ;77.780;0.000;13.490;0.000;0.000;0.000
138.6B0;50.170;0.000;7.480;0.000;0.000;0.000
138.6BZ;60.300;0.000;15.410;0.000;0.000;0.000
138.6C;41.810;0.000;20.220;0.000;0.000;0.000
138.6D1;16.090;0.000;29.420;0.000;0.000;0.000
138.6D2;0.940;0.000;0.000;0.000;0.000;0.000
138.6D3;6.210;0.000;2.650;0.000;0.000;0.000
138.6D4;3.450;0.000;4.790;0.000;0.000;0.000
138.6D5;12.490;0.000;16.700;0.000;0.000;0.000
138.6D6;0.180;0.000;0.000;0.000;0.000;0.000
138.6E1;0.310;0.000;4.690;0.000;0.000;0.000
138.6E2;0.100;0.000;4.610;0.000;0.000;0.000
138.6E3;0.000;0.000;0.110;0.000;0.000;0.000
138.6E4;0.000;0.000;10.440;0.000;0.000;0.000
138.6E5;0.000;0.000;5.120;0.000;0.000;0.000
138.6E6;0.000;0.000;4.460;0.000;0.000;0.000
138.A1;5.040;0.000;24.370;0.000;0.000;0.000
138.A21;5.300;2.530;0.190;0.000;0.000;0.000
138.A22;0.680;0.000;0.000;0.000;0.000;0.000
138.A2A0;5.820;1.280;0.000;0.000;0.000;0.000
138.A2AZ;18.330;4.120;0.000;0.000;0.000;0.000
138.A2B;84.480;2.930;0.440;0.000;0.000;0.000
138.AZ;83.570;4.320;35.200;0.000;0.000;0.000
138.B0;15.890;0.000;2.700;0.000;0.000;0.000
138.BA11;0.410;0.000;0.000;0.000;0.000;0.000
138.BA12;1.930;0.000;0.000;0.000;0.000;0.000
138.BA1Z;17.640;0.000;8.480;0.000;0.000;0.000
138.BA2;3.960;0.000;0.000;0.000;0.000;0.000
138.BB;23.290;0.000;13.780;0.000;0.000;0.000
138.C;17.910;0.000;0.320;0.000;0.000;0.000
138.D1;3.400;0.000;0.000;0.000;0.000;0.000
138.D20;8.330;0.000;0.850;0.000;0.000;0.000
138.D2A;4.500;0.000;0.000;0.000;0.000;0.000
138.D2B;13.810;0.000;2.440;0.000;0.000;0.000
138.D2C;10.540;0.000;17.430;0.000;0.000;0.000
138.D3;4.980;0.000;0.830;0.000;0.000;0.000
138.D4;5.030;0.000;3.650;0.000;0.000;0.000
138.E;19.870;0.000;48.750;0.000;0.000;0.000
139.1110;0.540;0.000;0.000;0.000;0.000;0.540
139.111Z;8.420;0.000;0.000;0.000;0.000;0.000
139.112;0.490;0.000;0.000;0.000;0.000;0.570
139.11Z;11.170;0.000;0.000;0.000;0.000;0.000
139.12;2.890;0.000;0.000;0.000;0.000;3.050
139.13;8.590;0.000;0.000;0.000;0.000;3.200
139.1Z;30.600;0.000;7.140;0.000;0.000;0.000
139.2;3.960;0.000;0.410;0.000;0.000;5.390
139.A1;9.170;0.000;12.650;0.000;0.000;0.000
139.A20;9.890;0.000;4.030;0.000;0.000;0.000
139.A2A0;11.600;0.000;0.310;0.000;0.000;0.000
139.A2AZ;11.660;0.000;10.920;0.000;0.000;0.000
139.A2B;22.230;0.200;8.840;0.000;0.000;0.000
139.A2C;18.010;0.000;9.030;0.000;0.000;0.000
139.A30;13.920;0.000;14.820;0.000;0.000;0.000
139.A3Z;13.760;0.000;6.970;0.000;0.000;0.000
139.A4;13.430;12.230;0.540;0.000;0.000;0.000
139.A50;11.110;0.500;0.000;0.000;0.000;0.000
139.A5A0;0.110;0.000;0.000;0.000;0.000;0.000
139.A5AA0;0.440;0.000;0.000;0.000;0.000;0.000
139.A5AAZ;48.150;0.000;12.320;0.000;0.000;0.000
139.A5AB;70.120;0.000;0.740;0.000;0.000;0.000
139.A5B;29.660;0.000;31.510;0.000;0.000;0.000
139.A6;4.560;6.380;0.000;0.000;0.000;0.000
139.A7;7.620;6.770;0.000;0.000;0.000;0.000
139.A81;3.990;2.140;0.000;0.000;0.000;0.000
139.A82;0.180;0.880;0.000;0.000;0.000;0.000
139.A8Z;32.720;3.880;9.770;0.000;0.000;0.000
139.AA;4.650;10.560;4.570;0.000;0.000;0.000
139.AB1;26.030;4.150;2.300;0.000;0.000;0.000
139.AB2;19.090;0.100;5.700;0.000;0.000;0.000
139.AB3;1.930;0.000;0.080;0.000;0.000;0.000
139.AB4;0.250;0.000;0.000;0.000;0.000;0.000
139.AC1;26.300;0.000;6.080;0.000;0.000;0.000
139.AC2;10.320;0.000;0.000;0.000;0.000;0.000
139.AC3;2.100;0.250;0.000;0.000;0.000;0.000
139.AC4;2.510;0.000;0.000;0.000;0.000;0.000
139.ACA;38.940;0.350;3.260;0.000;0.000;0.000
139.ACB;26.740;0.000;29.980;0.000;0.000;0.000
139.ACC;7.830;0.000;9.970;0.000;0.000;0.000
139.ACD;9.840;0.000;0.000;0.000;0.000;0.000
139.AD;96.470;8.960;21.080;0.000;0.000;0.000
139.AE;58.340;0.000;23.150;0.000;0.000;0.000
139.AF;4.160;0.000;49.060;0.000;0.000;0.000
139.B10;14.160;0.000;0.000;0.000;0.000;0.000
139.B1Z;16.840;0.000;14.060;0.000;0.000;0.000
139.B2;4.400;5.100;0.000;0.000;0.000;0.000
139.B3;1.930;1.750;0.000;0.000;0.000;0.000
139.B40;8.480;3.910;0.000;0.000;0.000;0.000
139.B4Z;18.790;2.160;4.730;0.000;0.000;0.000
139.B5;9.610;1.800;15.380;0.000;0.000;0.000
139.B6;9.000;4.660;0.000;0.000;0.000;0.000
139.BA0;32.620;1.280;21.840;0.000;0.000;0.000
139.BAA0;0.470;0.000;0.000;0.000;0.000;0.000
139.BAAZ;21.080;0.000;30.890;0.000;0.000;0.000
139.BAB0;2.190;0.000;0.000;0.000;0.000;0.000
139.BABZ;59.300;0.000;32.920;0.000;0.000;0.000
139.BAC0;65.050;0.000;15.420;0.000;0.000;0.000
139.BACZ;17.810;0.000;138.520;0.000;0.000;0.000
139.BAD1;9.160;0.000;16.640;0.000;0.000;0.000
139.BAD2;25.670;0.000;34.560;0.000;0.000;0.000
139.BAD3;16.250;0.000;5.600;0.000;0.000;0.000
139.BAD40;10.050;0.000;6.910;0.000;0.000;0.000
139.BAD4Z;2.840;0.000;32.200;0.000;0.000;0.000
139.BAE;15.840;0.000;65.950;0.000;0.000;0.000
139.BAF;0.000;0.000;13.290;0.000;0.000;0.000
139.BB1;24.670;0.000;17.010;0.000;0.000;0.000
139.BB2;50.240;0.000;19.210;0.000;0.000;0.000
139.BB30;20.230;0.000;49.610;0.000;0.000;0.000
139.BB3A;0.100;0.000;7.990;0.000;0.000;0.000
139.BB3B;0.000;0.000;5.850;0.000;0.000;0.000
139.BB3C;0.000;0.000;6.400;0.000;0.000;0.000
139.BB4;12.960;0.000;20.790;0.000;0.000;0.000
139.BB5;8.960;0.000;35.280;0.000;0.000;0.000
139.BB6;10.690;0.000;13.700;0.000;0.000;0.000
139.BC1;8.900;0.000;14.190;0.000;0.000;0.000
139.BC2;1.710;0.000;0.000;0.000;0.000;0.000
139.BC3;2.510;0.000;0.000;0.000;0.000;0.000
139.BC41;1.330;0.000;0.000;0.000;0.000;0.000
139.BC42;3.010;0.780;0.000;0.000;0.000;0.000
139.BC4A;55.250;0.000;14.160;0.000;0.000;0.000
139.BC4B;15.030;0.000;22.330;0.000;0.000;0.000
139.BC5;7.650;0.000;0.000;0.000;0.000;0.000
139.BC6;8.770;1.920;0.000;0.000;0.000;0.000
139.BC7;1.940;0.000;0.000;0.000;0.000;0.000
139.BC8;14.140;0.000;0.010;0.000;0.000;0.000
139.BD0;42.850;2.420;23.140;0.000;0.000;0.000
139.BDA;10.340;0.000;0.000;0.000;0.000;0.000
139.BDB1;5.560;0.000;0.000;0.000;0.000;0.000
139.BDB2;2.130;0.000;0.000;0.000;0.000;0.000
139.BDB3;0.900;0.000;0.000;0.000;0.000;0.000
139.BDB4;3.760;0.000;0.000;0.000;0.000;0.000
139.BDC;10.170;0.000;0.000;0.000;0.000;0.000
139.BDD;12.860;0.000;5.180;0.000;0.000;0.000
139.BDE;0.110;0.000;9.920;0.000;0.000;0.000
139.BE;76.960;3.620;13.910;0.000;0.000;0.000
139.BF0;12.050;0.000;0.000;0.000;0.000;0.000
139.BFA;4.980;0.000;0.000;0.000;0.000;0.000
139.BFB;23.030;0.000;0.000;0.000;0.000;0.000
139.BFC;25.140;0.000;0.000;0.000;0.000;0.000
139.BG;27.170;0.000;25.360;0.000;0.000;0.000
139.C11;18.980;1.670;7.360;0.000;0.000;0.000
139.C12;1.810;2.260;0.000;0.000;0.000;0.000
139.C1A;57.970;0.550;4.530;0.000;0.000;0.000
139.C1B;20.070;0.000;2.300;0.000;0.000;0.000
139.C1C;25.650;0.000;2.330;0.000;0.000;0.000
139.C2;53.690;1.070;3.010;0.000;0.000;0.000
139.C3;21.580;0.000;0.000;0.000;0.000;0.000
139.C4;3.040;0.000;0.000;0.000;0.000;0.000
139.C5;4.720;0.550;0.000;0.000;0.000;0.000
139.C61;0.470;0.000;0.000;0.000;0.000;0.000
139.C62;1.760;0.340;0.000;0.000;0.000;0.000
139.C6Z;22.510;0.000;5.450;0.000;0.000;0.000
139.CA;56.480;1.840;7.390;0.000;0.000;0.000
139.CB;40.240;0.000;47.350;0.000;0.000;0.000
139.CC;0.080;0.000;52.360;0.000;0.000;0.000
139.CD;0.000;0.000;43.450;0.000;0.000;0.000
139.CE;0.000;0.000;10.420;0.000;0.000;0.000
139.CF;0.000;0.000;4.120;0.000;0.000;0.000
139.D1;5.140;0.380;0.000;0.000;0.000;0.000
139.D2;12.480;0.010;0.000;0.000;0.000;0.000
139.D31;13.480;0.000;1.650;0.000;0.000;0.000
139.D32;11.850;0.000;0.000;0.000;0.000;0.000
139.D3Z;50.560;0.000;28.080;0.000;0.000;0.000
139.D41;3.550;0.000;0.000;0.000;0.000;0.000
139.D42;5.110;0.000;0.080;0.000;0.000;0.000
139.D4A0;0.080;0.000;0.000;0.000;0.000;0.000
139.D4AZ;13.920;0.000;4.830;0.000;0.000;0.000
139.D4B;9.220;0.000;15.580;0.000;0.000;0.000
139.D51;6.100;0.000;0.000;0.000;0.000;0.000
139.D52;2.100;0.000;0.000;0.000;0.000;0.000
139.D5A0;33.740;0.000;4.930;0.000;0.000;0.000
139.D5AZ;13.640;0.000;34.530;0.000;0.000;0.000
139.D5B;7.030;0.000;38.770;0.000;0.000;0.000
139.D6;3.940;0.000;6.620;0.000;0.000;0.000
139.DA;47.960;0.000;37.180;0.000;0.000;0.000
139.DB1;0.000;0.000;9.380;0.000;0.000;0.000
139.DB2;9.170;0.000;1.940;0.000;0.000;0.000
139.DB3;2.180;0.000;1.020;0.000;0.000;0.000
139.DB4;3.830;0.000;0.010;0.000;0.000;0.000
139.DC10;21.860;0.000;35.430;0.000;0.000;0.000
139.DC1A;1.970;0.000;5.320;0.000;0.000;0.000
139.DC1B;12.110;0.000;22.970;0.000;0.000;0.000
139.DC2;2.600;0.000;1.530;0.000;0.000;0.000
139.DC3;19.070;0.000;5.390;0.000;0.000;0.000
139.DC4;79.950;0.000;59.210;0.000;0.000;0.000
139.E10;2.200;0.000;0.000;0.000;0.000;0.000
139.E1Z;61.670;0.000;54.420;0.000;0.000;0.000
139.E21;0.750;0.000;0.030;0.000;0.000;0.000
139.E22;1.410;0.000;0.000;0.000;0.000;0.000
139.E2A0;22.640;0.000;7.450;0.000;0.000;0.000
139.E2AZ;17.800;0.000;38.940;0.000;0.000;0.000
139.E2B0;7.860;0.000;7.850;0.000;0.000;0.000
139.E2BZ;14.880;0.000;21.240;0.000;0.000;0.000
139.E2C;7.350;0.000;72.820;0.000;0.000;0.000
139.E3;5.720;0.000;0.000;0.000;0.000;0.000
139.E40;7.870;0.000;0.770;0.000;0.000;0.000
139.E4A0;10.070;0.000;35.410;0.000;0.000;0.000
139.E4AZ;0.000;0.000;22.320;0.000;0.000;0.000
139.E4B;13.910;0.000;75.900;0.000;0.000;0.000
139.E51;15.000;0.000;0.010;0.000;0.000;0.000
139.E52;11.280;0.000;0.080;0.000;0.000;0.000
139.E5Z;48.740;0.000;4.770;0.000;0.000;0.000
139.E60;14.100;0.000;19.450;0.000;0.000;0.000
139.E6Z;9.900;0.000;42.940;0.000;0.000;0.000
139.E7;4.530;0.000;0.000;0.000;0.000;0.000
139.E81;0.540;0.000;0.000;0.000;0.000;0.000
139.E82;2.340;0.000;0.000;0.000;0.000;0.000
139.E8Z;22.910;0.000;41.440;0.000;0.000;0.000
139.EA;9.570;0.000;9.010;0.000;0.000;0.000
139.EB0;5.380;0.000;6.860;0.000;0.000;0.000
139.EBA;5.590;0.000;7.720;0.000;0.000;0.000
139.EBB;0.000;0.000;4.890;0.000;0.000;0.000
139.EC0;1.310;0.000;40.140;0.000;0.000;0.000
139.ECA;0.000;0.000;0.490;0.000;0.000;0.000
139.ECB;0.000;0.000;7.200;0.000;0.000;0.000
139.ED0;0.000;0.000;5.840;0.000;0.000;0.000
139.EDA;0.000;0.000;3.970;0.000;0.000;0.000
139.EDB;0.000;0.000;7.740;0.000;0.000;0.000
139.EDC;0.000;0.000;5.440;0.000;0.000;0.000
139.EE1;0.000;0.000;2.880;0.000;0.000;0.000
139.EE2;0.000;0.000;5.800;0.000;0.000;0.000
139.EE3;0.000;0.000;2.010;0.000;0.000;0.000
139.EE4;0.000;0.000;3.470;0.000;0.000;0.000
139.EE5;0.000;0.000;7.650;0.000;0.000;0.000
139.EE6;0.000;0.000;3.930;0.000;0.000;0.000
139.EE7;0.000;0.000;3.120;0.000;0.000;0.000
139.EE8;0.000;0.000;1.100;0.000;0.000;0.000
139.F10;2.940;0.000;0.000;0.000;0.000;0.000
139.F1Z;63.050;0.000;24.880;0.000;0.000;0.000
139.F2;1.590;0.000;0.000;0.000;0.000;0.000
139.F3;35.270;0.000;24.840;0.000;0.000;0.000
139.F4;10.720;0.000;0.000;0.000;0.000;0.000
139.F5;11.990;0.000;0.300;0.000;0.000;0.000
139.F6;7.550;0.000;2.180;0.000;0.000;0.000
139.FA0;4.250;0.000;0.000;0.000;0.000;0.000
139.FAZ;22.480;0.000;5.770;0.000;0.000;0.000
139.FB;1.540;0.000;0.040;0.000;0.000;0.000
139.FC;11.560;0.000;34.160;0.000;0.000;0.000
139.FD;5.620;0.000;21.180;0.000;0.000;0.000
139.G1;8.490;0.000;8.320;0.000;0.000;0.000
139.G20;5.060;0.000;0.140;0.000;0.000;0.000
139.G2Z;1.260;0.000;106.790;0.270;0.000;0.000
139.G3;1.670;0.000;25.690;0.000;0.000;0.000
139.G4;6.560;0.000;44.560;0.000;0.000;0.000
139.H11;17.310;0.000;20.160;0.000;0.000;0.000
139.H12;0.160;0.000;0.000;0.000;0.000;0.000
139.H1A;1.580;0.000;0.000;0.000;0.000;0.000
139.H1B;24.250;0.000;9.570;0.000;0.000;0.000
139.H1C;4.710;0.000;9.150;0.000;0.000;0.000
139.H2;8.800;0.000;2.350;0.000;0.000;0.000
139.H30;15.270;0.000;2.970;0.000;0.000;0.000
139.H3A;23.650;0.000;55.050;0.000;0.000;0.000
139.H3B;8.440;0.000;10.210;0.000;0.000;0.000
139.H3C;1.190;0.000;27.190;0.000;0.000;0.000
139.H41;0.180;0.000;0.000;0.000;0.000;0.000
139.H42;4.000;0.000;3.540;0.000;0.000;0.000
139.H4A;1.960;0.000;12.630;0.000;0.000;0.000
139.H4B;0.000;0.000;11.440;0.000;0.000;0.000
139.H5;7.070;0.000;3.900;0.000;0.000;0.000
139.H6;0.050;0.000;2.510;0.000;0.000;0.000
139.H9;0.000;0.000;0.330;0.000;0.000;0.000
139.HA0;0.240;0.000;14.200;0.000;0.000;0.000
139.HAZ;0.000;0.000;40.370;0.000;0.000;0.000
139.HB;0.000;0.000;82.890;0.000;0.000;0.000
139.J1;0.000;0.000;17.480;0.000;0.000;0.000
139.J2;0.000;0.000;6.660;0.000;0.000;0.000
139.J3;0.000;0.000;5.520;0.000;0.000;0.000
139.J4;0.000;0.000;5.890;0.000;0.000;0.000
139.J5;0.000;0.000;1.670;0.000;0.000;0.000
139.J6;0.000;0.000;29.660;0.000;0.000;0.000
139.J7;0.000;0.000;6.520;0.000;0.000;0.000
139.J8;0.000;0.000;18.880;0.000;0.000;0.000
139.K1;0.000;0.000;8.810;0.000;0.000;0.000
139.K20;0.000;0.000;6.250;0.000;0.000;0.000
139.K2Z;0.000;0.000;49.980;0.020;0.000;0.000
139.K3;0.000;0.000;7.780;0.000;0.000;0.000
139.K4;0.000;0.000;19.330;0.000;0.000;0.000
139.K5;0.000;0.000;7.060;0.000;0.000;0.000
139.K6;0.000;0.000;15.510;0.000;0.000;0.000
140.1;26.630;0.000;0.000;0.000;0.000;12.820
140.21;7.750;0.000;0.370;0.000;0.000;1.830
140.220;8.940;0.000;0.170;0.000;0.000;5.740
140.22Z;5.450;0.000;2.250;0.000;0.000;0.000
140.2Z;6.930;0.000;4.030;0.000;0.000;0.000
140.31;7.720;0.000;0.290;0.000;0.000;1.840
140.320;1.390;0.000;0.000;0.000;0.000;1.070
140.32Z;3.680;0.050;15.150;0.000;0.000;0.000
140.3Z;7.570;0.000;12.060;0.000;0.000;0.000
140.41;0.100;0.000;0.000;0.000;0.000;0.120
140.420;12.030;0.000;1.270;0.000;0.000;5.290
