As_µgpl,Cd_µgpl,Cr_µgpl,Cu_µgpl,Hg_ngpl,Ni_µgpl,Pb_µgpl,Zn_µgpl,regine
0.10985703641392561,0.013920665831679247,0.1305992212402955,0.20234756565213352,2.211361155790441,0.12636529877129127,0.3041747168396531,2.420740005817819,067.62
0.18987742616189687,0.01952374331096263,0.0980833156444943,0.3176185514076543,1.8979418275484863,0.1964538920681321,0.473339589677448,3.0674340889605016,019.F211
0.025905061651159217,0.004636708233091567,0.05009050280959518,0.16337687880904586,0.43414847056070965,0.10273880428738064,0.023320635159810383,0.36631209762008105,077.1E
0.04623432417173643,0.004100831779273781,0.0709653158445616,0.27491188049316406,0.44153594970703125,0.26065140801507075,0.015019993524293642,0.33596659995414113,196.2A2A
0.05410051345825195,0.0041288983076810835,0.06306148767471313,0.12713065147399902,0.6723030090332032,0.1977534770965576,0.04635120034217834,0.31613960266113283,152.2D2B3
0.026929702828912175,0.008334963637239793,0.06254490684060489,0.09199683105244356,0.7895872452679802,0.10754728317260742,0.04807684351416195,0.5963752970975988,093.2B1
0.02205093577504158,0.004000000189989805,0.08134625107049942,0.13498151302337646,0.39458924531936646,0.08948346972465515,0.016771283000707626,0.31661757826805115,109.5D5
0.09535992530084425,0.005654420583478866,0.05740639086692564,0.2581665285172001,0.669694592875819,0.18952898825368575,0.024099361511968797,0.5073466147145917,012.L2E
0.09793253298158999,0.005863725035278885,0.09161678949991862,1.1202473817048249,0.5013305875990126,2.461762887460214,0.012762669059965346,0.59815427992079,247.1A
0.08543754205471132,0.005453480453026004,0.1954287707321043,0.3093382052289761,2.4391380248030994,0.27276747788840194,0.11997035266907234,0.7054960049264799,143.75
0.17330926397572394,0.022567966709966244,0.10396517877993376,0.18579920478489087,2.156938304071841,0.14242483221966287,0.5781830912050994,2.6042258221170176,026.BA22
0.02325259413674613,0.004533120404894107,0.052782742033866334,0.0887033575420439,0.5469450193030811,0.05305280715134285,0.025486524231337314,0.5477297773985105,087.B12B
0.04652481419699533,0.0059900045394897464,0.051787587574550084,0.08126414162772043,0.9646918160574777,0.06326919283185686,0.13633309773036412,1.0256463187081473,033.AC112
0.07732254868253656,0.006499415143914179,0.07425134991287091,0.2374456213154924,1.0678857925835006,0.4036457166759246,0.05367232681414403,0.9676807648545012,002.DE3AB
0.03883157805962996,0.0046709498221224,0.05576391653581099,0.10462177883494984,1.0118432478471235,0.06088175556876443,0.09321597489443692,0.6536394466053356,080.1C2B
0.07241633155129172,0.005421697009693492,0.13606245734474876,0.20791192488236862,3.293777188387784,0.153224008733576,0.11293360103260387,1.091678133877841,138.2D
0.05863067134734123,0.004419044679211032,0.08944456038936492,0.20390026461693547,1.2742935672883065,0.19147216796875,0.04909485355500252,0.5338602570564516,139.D5AZ
0.045181671778361,0.007920827095707258,0.06392604609330495,0.13301986455917358,0.5097246170043945,0.087557852268219,0.11800841490427653,0.8019729455312093,036.BBB1A0
0.03971027386225877,0.004681129814315365,0.0558327223439949,0.14222484815830722,0.557510423809757,0.1378731180507935,0.0467859632916585,0.6181228876861286,071.C
0.16145519415537515,0.004745202139019966,0.08376183112462361,0.3954947392145793,0.32046985626220703,0.3329641819000244,0.01858910173177719,0.45393327871958417,205.A51
0.07536541819572448,0.006679469347000122,0.08812595009803773,0.28838343620300294,1.143768310546875,0.14207421541213988,0.37691750526428225,1.1160155296325684,055.C1
0.03224805707901993,0.004000000171248019,0.08760692017735343,0.22060184065402477,0.7907387937185565,0.1718948293396563,0.020580600289737478,0.2973104659986939,111.711Z
0.05166648825009664,0.004884019080135558,0.06172197394900852,0.10755362775590685,0.8280902968512641,0.09030086464352077,0.09213129017088148,0.7631319893731011,052.52AD6
0.045583218794602615,0.006601571578245896,0.051427595431988056,0.09559394396268404,0.8724580618051382,0.07268738379845252,0.10858710362361028,0.9953903198242188,035.4C
0.055646079579038485,0.004256318630784323,0.1016551387367066,0.21400137723347787,1.0848987342067882,0.23260693344773287,0.034059262161619926,0.6460663279848236,139.BDC
0.11577170533560664,0.004140217447541451,0.08912808777856045,0.2542762130987449,0.5153189904051401,0.1991483761313183,0.017528952145185628,0.3073919744439464,121.DABB
0.046919761165495844,0.004250029210121401,0.09327203689082976,0.1622713642735635,0.4899441626764113,0.2592039046748992,0.02117150060592159,0.3239320078203755,002.MF4
0.024143640050348247,0.004000000233920115,0.05012598217658277,0.1935734586895637,0.40877783433446346,0.08960615913822965,0.021628318642670254,0.2814877779978626,075.BA0
0.2985667158917683,0.020202848387927543,0.21975224192549542,0.6921714224466463,3.032463855278201,0.42947629602943976,0.3482597537157012,6.619303782393293,012.AE4
0.2340406399328732,0.022228951593047205,0.09796467568110494,0.22322689908222088,3.050058901888653,0.13238441133962095,0.8771055647470418,3.077774788569478,024.CA0
0.04643623696433173,0.006762968997160594,0.05168976717525058,0.10433793067932129,1.0046727922227647,0.08151248428556654,0.12303425206078424,1.0378390418158636,035.4AB1A
0.08782269469404642,0.004465802580909391,0.13249265620138792,0.3508413534248825,1.8146074683265347,0.3190066582333725,0.07089268844739526,0.6982845880288994,124.C2
0.0775384775797526,0.00441204031308492,0.1658314005533854,0.28702977498372395,2.7415885416666668,0.24632652282714843,0.09906566619873047,0.7956779988606771,134.A
0.021211248068582444,0.004944006601969401,0.05000122388203939,0.423224857875279,0.35209537687755765,0.07422760554722377,0.023320283208574568,0.3236568087623233,074.2A1B
0.0207473115528121,0.004496076133813751,0.056898209932591585,0.12459349900149227,0.3225635714298777,0.05720251419124532,0.016983691226230578,0.34710599063487535,098.6AA
0.024522376301599216,0.004298401900092312,0.08194547037082651,0.1612491641705551,0.9006636674598454,0.10179558458390653,0.0229287904901635,0.5174603391303539,101.74
0.042228179191475486,0.01568554230590365,0.06426234031791117,0.1035892714315386,1.1470704719201843,0.088388400291329,0.16136472616622696,0.8361013611750816,086.121
0.06194192667802175,0.0076610613614320755,0.08048633734385173,0.19661972920099893,0.40009645620981854,0.2681867678960164,0.058685908714930214,1.06122883160909,173.D5
0.10168611607845361,0.01273768886005709,0.0676418006137649,0.13798011309727673,1.46401934149141,0.10925767546016459,0.258816850128897,2.411902838973637,030.1C
0.05015507129707722,0.004765611706358014,0.09217876858181423,0.211008476488518,0.5551040726478653,0.20392169374408145,0.022501008679168395,0.49610507849491003,178.630
0.12947317972137598,0.010047636534038343,0.08812556654642643,0.15420461043216396,1.8729843796725478,0.13942114360024485,0.2709665982917165,2.331631747159091,034.6
0.07861359020895209,0.004131446397008975,0.06668960949606147,0.1630754202850594,0.6553096046132489,0.25093514938985023,0.044761228955481666,0.38352386222397983,155.B2Z
0.24302783644342996,0.004363165203347264,0.12500160860728068,0.2970445012471762,0.4706975178546216,0.151526841772608,0.019541141498519713,0.4316574464361352,211.1A
0.1134840723979904,0.00414560214582696,0.1636387353920075,0.35382305283144294,2.0401973494564194,0.37590440497340927,0.08126865524843514,0.5969255746129047,123.4B3
