regine;fylke_sone
174.5CB;18_1
174.5D0;18_1
174.5DA;18_1
174.5DB;18_1
174.5E;18_1
174.60;18_1
174.6Z;18_1
175.11;18_1
175.12;18_1
175.1A;18_1
175.1B;18_1
175.1C;18_1
175.1D;18_1
175.21;18_1
175.22;18_1
175.2A;18_1
175.2B;18_1
175.2C;18_1
175.2D;18_1
175.2E;18_1
175.31;18_1
175.32;18_1
175.3Z;18_1
175.41;18_1
175.42;18_1
175.4A;18_1
175.4B;18_1
175.4C;18_1
175.4D;18_1
175.5;18_1
176.11;18_1
176.120;18_1
176.12A;18_1
176.12B;18_1
176.12C;18_1
176.130;18_1
176.13A;18_1
176.13B;18_1
176.14;18_1
176.15;18_1
176.20;18_1
176.2A;18_1
176.2B;18_1
176.2C;18_1
176.2D;18_1
176.2E;18_1
176.30;18_1
176.3Z;18_1
176.4;18_1
177.11;19_1
177.120;19_1
177.12Z;19_1
177.1Z;19_1
177.21;19_1
177.22;19_1
177.2A;19_1
177.2B;19_1
177.31;19_1
177.32;19_1
177.33;19_1
177.340;19_1
177.34Z;19_1
177.3Z;19_1
177.41;19_1
177.420;19_1
177.42Z;19_1
177.43;19_1
177.4Z;19_1
177.51;19_1
177.52;19_1
177.53;19_1
177.5A11;19_1
177.5A12;19_1
177.5A21;19_1
177.5A22;19_1
177.5A3;19_1
177.5A4;19_1
177.5A5;19_1
177.5A6;19_1
177.5B;19_1
177.5C;19_1
177.61;19_1
177.62;19_1
177.631;19_1
177.6320;19_1
177.632Z;19_1
177.63Z;19_1
177.6Z;19_1
177.71;18_1
177.72;18_1
177.730;18_1
177.73Z;18_1
177.74;18_1
177.7Z;18_1
177.810;18_1
177.81Z;18_1
177.820;18_1
177.82Z;18_1
177.8A;18_1
177.8B;18_1
177.8C;18_1
177.91;18_1
177.92;18_1
177.93;18_1
178.111;18_1
178.1120;18_1
178.112Z;18_1
178.11Z;18_1
178.1210;18_1
178.121Z;18_1
178.122;18_1
178.12Z;18_1
178.13;18_1
178.20;18_1
178.2Z;18_1
178.310;18_1
178.31Z;18_1
178.32;18_1
178.33;18_1
178.3Z;18_1
178.41;18_1
178.421;18_1
178.422;18_1
178.42A;18_1
178.42B;18_1
178.42C;18_1
178.431;18_1
178.432;18_1
178.43A;18_1
178.43B;18_1
178.43C;18_1
178.43D;18_1
178.43E;18_1
178.43F;18_1
178.441;18_1
178.4421;18_1
178.4422;18_1
178.442A;18_1
178.442B;18_1
178.44A;18_1
178.44B;18_1
178.44C1;18_1
178.44C2;18_1
178.44C3;18_1
178.44C4;18_1
178.44D;18_1
178.45;18_1
178.461;18_1
178.4620;18_1
178.462Z;18_1
178.463;18_1
178.46A;18_1
178.46B;18_1
178.46C;18_1
178.510;18_1
178.51Z;18_1
178.520;18_1
178.52Z;18_1
178.53;18_1
178.540;18_1
178.54Z;18_1
178.550;18_1
178.55Z;18_1
178.610;18_1
178.61Z;18_1
178.6210;18_1
178.621Z;18_1
178.622;18_1
178.62Z;18_1
178.630;18_1
178.63Z;18_1
178.64;18_1
178.6Z;18_1
178.71;18_1
178.72;18_1
178.730;18_1
178.73Z;18_1
178.741;18_1
178.742;18_1
178.74A1;18_1
178.74A2;18_1
178.74A3;18_1
178.74A4;18_1
178.74B;18_1
178.7A;18_1
178.7B10;18_1
178.7B1Z;18_1
178.7B2;18_1
178.80;19_1
178.8Z;19_1
178.90;19_1
178.9Z;19_1
179.10;18_1
179.1Z;18_1
179.2110;18_1
179.211A;18_1
179.211B;18_1
179.21210;18_1
179.2121A;18_1
179.2121B;18_1
179.2122;18_1
179.212A;18_1
179.212B;18_1
179.213;18_1
179.220;18_1
179.22Z;18_1
179.23;18_1
179.24;18_1
179.25;18_1
179.31;18_1
179.320;18_1
179.32Z;18_1
179.331;18_1
179.3320;18_1
179.332Z;18_1
179.33A10;18_1
179.33A1A;18_1
179.33A1B;18_1
179.33A2;18_1
179.33A3;18_1
179.33A4;18_1
179.33B;18_1
179.33C;18_1
179.340;18_1
179.34Z;18_1
179.411;18_1
179.412;18_1
179.41A;18_1
179.41B1;18_1
179.41B20;18_1
179.41B2A;18_1
179.41B2B;18_1
179.41B30;18_1
179.41B3A;18_1
179.41B3B;18_1
179.41B40;18_1
179.41B4A;18_1
179.41B4B;18_1
179.41C1;18_1
179.41C2;18_1
179.41C3;18_1
179.41C4;18_1
179.41C5;18_1
179.41C6;18_1
179.42;18_1
179.430;18_1
179.43Z;18_1
179.440;18_1
179.44Z;18_1
179.4A;18_1
179.4B;18_1
179.4C;18_1
179.50;18_1
179.5Z;18_1
179.61;18_1
179.620;18_1
179.62Z;18_1
179.7110;18_1
179.711Z;18_1
179.7120;18_1
179.712Z;18_1
179.71Z;18_1
179.72;18_1
179.730;18_1
179.73Z;18_1
179.7Z;18_1
179.81;18_1
179.82;18_1
179.83;18_1
179.840;18_1
179.84Z;18_1
179.85;18_1
179.8Z;18_1
179.90;18_1
179.9Z;18_1
180.110;18_1
180.11Z;18_1
180.12;18_1
180.1Z;18_1
180.2;18_1
180.31;18_1
180.320;18_1
180.32Z;18_1
180.33;18_1
180.340;18_1
180.34Z;18_1
180.41;18_1
180.42;18_1
180.4Z;18_1
180.51;18_1
180.520;18_1
180.52Z;18_1
180.53;18_1
180.540;18_1
180.54Z;18_1
180.611;18_1
180.612;18_1
180.6211;18_1
180.6212;18_1
180.621Z;18_1
180.622;18_1
180.62A;18_1
180.62B;18_1
180.630;18_1
180.63Z;18_1
180.64;18_1
180.6Z;18_1
181.1;18_1
181.20;18_1
181.2Z;18_1
181.3110;18_1
181.311Z;18_1
181.312;18_1
181.31A;18_1
181.31B;18_1
181.32;18_1
181.3A;18_1
181.3B;18_1
181.4110;18_1
181.411Z;18_1
181.412;18_1
181.41Z;18_1
181.42;18_1
181.431;18_1
181.4320;18_1
181.432Z;18_1
181.433;18_1
181.434;18_1
181.43Z;18_1
181.4A;18_1
181.4B;18_1
181.4C;18_1
181.4D;18_1
181.5;18_1
181.6;18_1
182.1;18_1
182.2;18_1
183.0;18_1
184.11;18_1
184.120;18_1
184.12Z;18_1
184.1Z;18_1
184.2;18_1
184.31;18_1
184.32;18_1
184.3Z;18_1
184.4;18_1
185.1110;18_1
185.111Z;18_1
185.1120;18_1
185.112Z;18_1
185.1130;18_1
185.113Z;18_1
185.1140;18_1
185.114Z;18_1
185.115;18_1
185.11Z;18_1
185.120;18_1
185.12Z;18_1
185.1A;18_1
185.1B;18_1
185.210;18_1
185.21Z;18_1
185.220;18_1
185.22Z;18_1
185.230;18_1
185.23Z;18_1
185.24;18_1
185.25;18_1
185.2Z;18_1
185.31;18_1
185.320;18_1
185.32Z;18_1
185.330;18_1
185.33Z;18_1
185.340;18_1
185.34Z;18_1
185.3Z;18_1
185.41;18_1
185.420;18_1
185.42Z;18_1
185.430;18_1
185.43Z;18_1
185.4410;18_1
185.441Z;18_1
185.442;18_1
185.44Z;18_1
185.45;18_1
185.4Z;18_1
185.510;18_1
185.51Z;18_1
185.520;18_1
185.52Z;18_1
185.530;18_1
185.53Z;18_1
185.540;18_1
185.54Z;18_1
185.5Z;18_1
185.6110;18_1
185.611Z;18_1
185.6120;18_1
185.612Z;18_1
185.61Z;18_1
185.62;18_1
185.63;18_1
185.640;18_1
185.64Z;18_1
185.6Z;18_1
185.710;18_1
185.71Z;18_1
185.720;18_1
185.72Z;18_1
185.73;18_1
185.74;18_1
185.750;18_1
185.75Z;18_1
185.7Z;18_1
185.811;18_1
185.812;18_1
185.81Z;18_1
185.82;18_1
185.910;18_1
185.91Z;18_1
185.920;18_1
185.92Z;18_1
185.93;18_1
185.940;18_1
185.94Z;18_1
185.950;18_1
185.95Z;18_1
185.96;18_1
185.97;18_1
185.9Z;18_1
186.1110;18_1
186.111Z;18_1
186.1120;18_1
186.112Z;18_1
186.11Z;18_1
186.120;18_1
186.12Z;18_1
186.1Z;18_1
186.210;18_1
186.21Z;18_1
186.220;18_1
186.22Z;18_1
186.23;18_1
186.2A;18_1
186.2B;18_1
186.2C;18_1
186.31;18_1
186.320;18_1
186.32Z;18_1
186.331;18_1
186.3320;18_1
186.332Z;18_1
186.33Z;18_1
186.3Z;18_1
186.41;18_1
186.420;18_1
186.42Z;18_1
186.510;18_1
186.51A;18_1
186.51B;18_1
186.51C;18_1
186.520;18_1
186.52A;18_1
186.52B;18_1
186.52C;18_1
186.530;18_1
186.53A;18_1
186.53B;18_1
186.53C;18_1
186.54;18_1
186.610;18_1
186.61Z;18_1
186.621;18_1
186.622;18_1
186.62A;18_1
186.62B;18_1
186.630;18_1
186.63Z;18_1
187.1;19_1
187.2;19_1
187.31;19_1
187.32;19_1
187.41;19_1
187.42;19_1
187.4Z;19_1
187.5;19_1
187.6;19_1
188.1;19_1
188.21;19_1
188.220;19_1
188.22A;19_1
188.22B;19_1
188.231;19_1
188.232;19_1
188.23A1;19_1
188.23A2;19_1
188.23A3;19_1
188.23A4;19_1
188.23B;19_1
188.3;19_1
189.1;18_1
189.21;18_1
189.22;18_1
189.2A;18_1
189.2B;18_1
189.2C;18_1
189.2D;18_1
189.31;18_1
189.32;18_1
189.3Z;18_1
189.4;19_1
189.51;19_1
189.52;19_1
189.6;19_1
189.A;19_1
189.B;19_1
189.C1;19_1
189.C2;19_1
189.C3;19_1
189.C4;19_1
189.D;19_1
189.E;19_1
189.F;19_1
189.G;19_1
190.11;19_1
190.12;19_1
190.1Z;19_1
190.210;19_1
190.21Z;19_1
190.22;19_1
190.230;19_1
190.23Z;19_1
190.24;19_1
190.2A;19_1
190.2B;19_1
190.31;19_1
190.32;19_1
190.3A;19_1
190.3B;19_1
190.3C;19_1
190.4;19_1
190.50;19_1
190.5Z;19_1
190.610;19_1
190.61Z;19_1
190.62;19_1
190.63;19_1
190.6Z;19_1
190.70;19_1
190.7Z;19_1
190.81;19_1
190.82;19_1
190.83;19_1
190.8Z;19_1
191.10;19_1
191.1Z;19_1
191.210;19_1
191.21Z;19_1
191.22;19_1
191.23;19_1
191.2A;19_1
191.2B;19_1
191.2C;19_1
191.3;19_1
191.41;19_1
191.42;19_1
191.4A;19_1
191.4B;19_1
191.4C;19_1
191.A1;19_1
191.A2;19_1
191.A3;19_1
191.A4;19_1
191.A5;19_1
191.A6;19_1
191.A7;19_1
191.A8;19_1
191.AA;19_1
191.AB;19_1
191.B0;19_1
191.BZ;19_1
191.C;19_1
191.D0;19_1
191.DZ;19_1
191.E0;19_1
191.EA;19_1
191.EB;19_1
191.EC;19_1
191.F;19_1
191.G;19_1
192.11;19_1
192.12;19_1
192.13;19_1
192.2;19_1
192.3;19_1
192.4;19_1
193.11;19_1
193.120;19_1
193.12Z;19_1
193.130;19_1
193.13Z;19_1
193.14;19_1
193.2;19_1
193.31;19_1
193.32;19_1
193.33;19_1
193.3Z;19_1
193.4;19_1
193.51;19_1
193.52;19_1
193.53;19_1
193.54;19_1
193.5A;19_1
193.5B;19_1
193.5C;19_1
193.61;19_1
193.62;19_1
193.6Z;19_1
193.7;19_1
193.A0;19_1
193.AZ;19_1
193.B;19_1
193.C;19_1
193.D;19_1
194.1;19_1
194.2;19_1
194.31;19_1
194.32;19_1
194.33;19_1
194.3A1;19_1
194.3A2;19_1
194.3A3;19_1
194.3A4;19_1
194.3B;19_1
194.3C0;19_1
194.3CZ;19_1
194.3D1;19_1
194.3D2;19_1
194.3D3;19_1
194.3D4;19_1
194.3D5;19_1
194.3D6;19_1
194.3E;19_1
194.3F;19_1
194.3G;19_1
194.41;19_1
194.42;19_1
194.43;19_1
194.4A;19_1
194.4B;19_1
194.4C;19_1
194.51;19_1
194.52;19_1
194.53;19_1
194.5A;19_1
194.5B;19_1
194.610;19_1
194.61Z;19_1
194.62;19_1
194.6A;19_1
194.6B;19_1
194.6C;19_1
194.7;19_1
194.810;19_1
194.81A;19_1
194.81B;19_1
194.820;19_1
194.82A;19_1
194.82B;19_1
194.83;19_1
194.A;19_1
194.B;19_1
194.C;19_1
194.D;19_1
194.E0;19_1
194.EA;19_1
194.EB;19_1
194.EC;19_1
194.F;19_1
194.G;19_1
195.11;19_1
195.12;19_1
195.13;19_1
195.1A;19_1
195.1B;19_1
195.20;19_1
195.2Z;19_1
195.3;19_1
195.41;19_1
195.42;19_1
195.4A1;19_1
195.4A2;19_1
195.4A3;19_1
195.4A4;19_1
195.4B;19_1
195.4C;19_1
195.510;19_1
195.51Z;19_1
195.521;19_1
195.522;19_1
195.52A;19_1
195.52B;19_1
195.52C;19_1
195.531;19_1
195.532;19_1
195.53Z;19_1
195.54;19_1
195.61;19_1
195.62;19_1
195.63;19_1
195.6A0;19_1
195.6AA;19_1
195.6AB;19_1
195.6B;19_1
195.6C;19_1
195.6D;19_1
195.7;19_1
196.1;19_1
196.21;19_1
196.22;19_1
196.2A1;19_1
196.2A21;19_1
196.2A22;19_1
196.2A2A;19_1
196.2A2B;19_1
196.2A2C;19_1
196.2B;19_1
196.2C;19_1
196.2D;19_1
196.31;19_1
196.32;19_1
196.41;19_1
196.42;19_1
196.4Z;19_1
196.51;19_1
196.52;19_1
196.5A;19_1
196.5B;19_1
196.5C;19_1
196.5D;19_1
196.61;19_1
196.62;19_1
196.630;19_1
196.63Z;19_1
196.64;19_1
196.71;19_1
196.72;19_1
196.7Z;19_1
196.A10;19_1
196.A1Z;19_1
196.A2;19_1
196.A31;19_1
196.A32;19_1
196.A3Z;19_1
196.A40;19_1
196.A4A;19_1
196.A4B;19_1
196.A510;19_1
196.A51Z;19_1
196.A52;19_1
196.A53;19_1
196.A5A;19_1
196.A5B1;19_1
196.A5B21;19_1
196.A5B22;19_1
196.A5B2Z;19_1
196.A5C;19_1
196.A6;19_1
196.AA1;19_1
196.AA21;19_1
196.AA22;19_1
196.AA2Z;19_1
196.AA3;19_1
196.AA4;19_1
196.AA5;19_1
196.AA6;19_1
196.AAZ;19_1
196.AB10;19_1
196.AB1A;19_1
196.AB1B;19_1
196.AB1C;19_1
196.AB21;19_1
196.AB22;19_1
196.AB2Z;19_1
196.AB30;19_1
196.AB3Z;19_1
196.AB4;19_1
196.AB5;19_1
196.AB61;19_1
196.AB62;19_1
196.AB6Z;19_1
196.ABA0;19_1
196.ABAZ;19_1
196.ABB0;19_1
196.ABBZ;19_1
196.ABC;19_1
196.AC1;19_1
196.AC20;19_1
196.AC2A1;19_1
196.AC2A2;19_1
196.AC2A3;19_1
196.AC2A4;19_1
196.AC2AZ;19_1
196.AC2B;19_1
196.AC3;19_1
196.AC4;19_1
196.AC51;19_1
196.AC52;19_1
196.AC5Z;19_1
196.AC6;19_1
196.AC71;19_1
196.AC72;19_1
196.AC7A;19_1
196.AC7B10;19_1
196.AC7B1Z;19_1
196.AC7B2;19_1
196.AC7B3;19_1
196.AC7B4;19_1
196.AC7B5;19_1
196.AC7B6;19_1
196.AC8;19_1
196.AD11;19_1
196.AD12;19_1
196.AD21;19_1
196.AD22;19_1
196.AD230;19_1
196.AD23Z;19_1
196.AD240;19_1
196.AD24A;19_1
196.AD24B;19_1
196.AD2Z;19_1
196.AD310;19_1
196.AD31Z;19_1
196.AD320;19_1
196.AD32Z;19_1
196.AD33;19_1
196.AD4;19_1
196.AD5;19_1
196.AD61;19_1
196.AD620;19_1
196.AD62Z;19_1
196.AD6Z;19_1
196.AD7;19_1
196.AD8;19_1
196.AD9;19_1
196.ADA;19_1
196.ADB;19_1
196.AE1;19_1
196.AE2;19_1
196.AE3;19_1
196.AE41;19_1
196.AE42;19_1
196.AE4Z;19_1
196.AE5;19_1
196.AE6;19_1
196.AE7;19_1
196.AE8;19_1
196.AF1;19_1
196.AF2;19_1
196.AF9;19_1
196.AFZ;19_1
196.AG;19_1
196.B11;19_1
196.B12;19_1
196.B1Z;19_1
196.B2;19_1
196.BA0;19_1
196.BAA0;19_1
196.BAAZ;19_1
196.BAB;19_1
196.BB0;19_1
196.BBZ;19_1
196.BC;19_1
196.C11;19_1
196.C12;19_1
196.C1Z;19_1
196.C2;19_1
196.CA0;19_1
196.CAA;19_1
196.CAB;19_1
196.CB;19_1
196.CC1;19_1
196.CC2;19_1
196.CC9;19_1
196.CCA;19_1
196.CCB;19_1
196.CD;19_1
196.D0;19_1
196.DA1;19_1
196.DA2;19_1
196.DA3;19_1
196.DA4;19_1
196.DAA;19_1
196.DAB1;19_1
196.DAB2;19_1
196.DAB9;19_1
196.DABZ;19_1
196.DAC0;19_1
196.DACZ;19_1
196.DAD;19_1
196.DB0;19_1
196.DBA0;19_1
196.DBAZ;19_1
196.DBB;19_1
196.DC0;19_1
196.DCA0;19_1
196.DCAZ;19_1
196.DCB;19_1
196.DD0;19_1
196.DDA0;19_1
196.DDAA;19_1
196.DDAB;19_1
196.DDAC;19_1
196.DDB;19_1
196.DDC;19_1
196.DDD;19_1
196.DE11;19_1
196.DE12;19_1
196.DE21;19_1
196.DE22;19_1
196.DE2Z;19_1
196.DEZ;19_1
196.DF11;19_1
196.DF120;19_1
196.DF12A;19_1
196.DF12B;19_1
196.DF13;19_1
196.DF1A;19_1
196.DF1B;19_1
196.DF1C;19_1
196.DF21;19_1
196.DF22;19_1
196.DF23;19_1
196.DF30;19_1
196.DF3Z;19_1
196.DF4;19_1
196.E0;19_1
196.EA0;19_1
196.EAZ;19_1
196.EB;19_1
196.F1;19_1
196.F2;19_1
196.F3;19_1
196.F4;19_1
196.F5;19_1
196.F6;19_1
196.FZ;19_1
196.G1;19_1
196.G20;19_1
196.G2Z;19_1
196.G3;19_1
196.G40;19_1
196.G4Z;19_1
196.G5;19_1
196.G61;19_1
196.G62;19_1
196.G6A;19_1
196.G6B;19_1
196.H11;19_1
196.H12;19_1
196.H1Z;19_1
196.H2;19_1
197.11;19_1
197.12;19_1
197.1Z;19_1
197.2;19_1
197.3;19_1
197.41;19_1
197.42;19_1
197.4Z;19_1
197.51;19_1
197.52;19_1
197.531;19_1
197.532;19_1
197.5330;19_1
197.533A;19_1
197.533B;19_1
197.534;19_1
197.535;19_1
197.53Z;19_1
197.54;19_1
197.61;19_1
197.62;19_1
197.630;19_1
197.63Z;19_1
197.6Z;19_1
197.7;19_1
198.1;19_1
198.2;19_1
198.31;19_1
198.32;19_1
198.33;19_1
198.34;19_1
198.3A;19_1
198.3B;19_1
198.410;19_1
198.41A;19_1
198.41B;19_1
198.41C;19_1
198.421;19_1
198.422;19_1
198.42A0;19_1
198.42AZ;19_1
198.42B;19_1
198.42C;19_1
198.42D;19_1
198.51;19_1
198.520;19_1
198.52Z;19_1
198.53;19_1
198.5Z;19_1
198.61;19_1
198.62;19_1
198.6Z;19_1
198.71;19_1
198.72;19_1
198.7Z;19_1
198.8;19_1
198.A0;19_1
198.AZ;19_1
198.B;19_1
199.11;19_1
199.12;19_1
199.1Z;19_1
199.21;19_1
199.22;19_1
199.2Z;19_1
199.31;19_1
199.32;19_1
199.3Z;19_1
199.4;19_1
199.5;19_1
200.11;19_1
200.12;19_1
200.1A;19_1
200.1B;19_1
200.2;19_1
200.30;19_1
200.3Z;19_1
200.4;19_1
200.51;19_1
200.52;19_1
200.5A;19_1
200.5B;19_1
200.5C;19_1
200.5D;19_1
200.61;19_1
200.62;19_1
200.6A;19_1
200.6B;19_1
200.6C;19_1
201.1;19_1
201.2;19_1
201.3;19_1
201.4;19_1
201.5;19_1
202.110;19_1
202.11Z;19_1
202.12;19_1
202.2;19_1
202.30;19_1
202.3Z;19_1
202.4;19_1
203.11;19_1
203.12;19_1
203.1A0;19_1
203.1AZ;19_1
203.1B;19_1
203.21;19_1
203.220;19_1
203.22Z;19_1
203.2A;19_1
203.2B;19_1
203.2C0;19_1
203.2CZ;19_1
203.2D;19_1
203.31;19_1
203.32;19_1
203.3A0;19_1
203.3AA;19_1
203.3AB;19_1
203.3B;19_1
203.410;19_1
203.41A;19_1
203.41B;19_1
203.41C;19_1
203.4210;19_1
203.421Z;19_1
203.422;19_1
203.423;19_1
203.42Z;19_1
203.4Z;19_1
203.51;19_1
203.52;19_1
203.60;19_1
203.6Z;19_1
203.71;19_1
203.72;19_1
203.73;19_1
203.7Z;19_1
203.81;19_1
203.820;19_1
203.82Z;19_1
203.83;19_1
203.8A;19_1
203.8B;19_1
203.8C;19_1
203.9;19_1
203.A0;19_1
203.AZ;19_1
203.B;19_1
204.1;19_1
204.21;19_1
204.22;19_1
204.2Z;19_1
204.31;19_1
204.32;19_1
204.3A1;19_1
204.3A2;19_1
204.3A3;19_1
204.3A4;19_1
204.3B;19_1
204.41;19_1
204.42;19_1
204.4A;19_1
204.4B;19_1
204.51;19_1
204.52;19_1
204.5Z;19_1
204.61;19_1
204.62;19_1
204.6Z;19_1
204.7;19_1
204.81;19_1
204.82;19_1
204.8A0;19_1
204.8AA;19_1
204.8AB;19_1
204.8B;19_1
204.91;19_1
204.92;19_1
204.9Z;19_1
204.A0;19_1
204.AZ;19_1
204.B0;19_1
204.BZ;19_1
204.C0;19_1
204.CA;19_1
204.CB;19_1
204.D;19_1
204.E;19_1
204.F;19_1
204.G;19_1
204.H;19_1
205.1;19_1
205.21;19_1
205.22;19_1
205.2Z;19_1
205.3;19_1
205.A1;19_1
205.A21;19_1
205.A22;19_1
205.A2Z;19_1
205.A30;19_1
205.A3A;19_1
205.A3B;19_1
205.A4;19_1
205.A51;19_1
205.A52;19_1
205.A61;19_1
205.A62;19_1
205.A7;19_1
205.A80;19_1
205.A8Z;19_1
205.B10;19_1
205.B1A11;19_1
205.B1A12;19_1
205.B1A1A;19_1
205.B1A1B;19_1
205.B1A21;19_1
205.B1A22;19_1
205.B1AA;19_1
205.B1AB1;19_1
205.B1AB2;19_1
205.B1AB3;19_1
205.B1AB4;19_1
205.B1B11;19_1
205.B1B12;19_1
205.B1B21;19_1
205.B1B22;19_1
205.B1B2A;19_1
205.B1B2B;19_1
205.B1BA;19_1
205.B1BB;19_1
205.B1C;19_1
205.B2;19_1
205.B30;19_1
205.B3A1;19_1
205.B3A2;19_1
205.B3A3;19_1
205.B3A4;19_1
205.B3B1;19_1
205.B3B2;19_1
205.B3B3;19_1
205.B3B4;19_1
205.B3BA;19_1
205.B3BB;19_1
205.B3C11;19_1
205.B3C12;19_1
205.B3C1A;19_1
205.B3C1B;19_1
205.B3C21;19_1
205.B3C22;19_1
205.B3C31;19_1
205.B3C32;19_1
205.B3C41;19_1
205.B3C42;19_1
205.B40;19_1
205.B4Z;19_1
205.C11;19_1
205.C12;19_1
205.C1A;19_1
205.C1B;19_1
205.C1C;19_1
205.C1D;19_1
205.C2;19_1
205.CA1;19_1
205.CA2;19_1
205.CA30;19_1
205.CA3Z;19_1
205.CA4;19_1
205.CAA;19_1
205.CAB;19_1
205.CB10;19_1
205.CB1Z;19_1
205.CB2;19_1
205.CB3;19_1
205.CB4;19_1
205.CB50;19_1
205.CB5A;19_1
205.CB5B;19_1
205.CB6;19_1
205.CB7;19_1
205.CB8;19_1
205.CC;19_1
205.D;19_1
205.E10;19_1
205.E1Z;19_1
205.E2;19_1
205.F1;19_1
205.F2;19_1
205.F3;19_1
205.F4;19_1
205.F5;19_1
205.F6;19_1
205.G1;19_1
205.G2;19_1
205.G30;19_1
205.G3Z;19_1
205.G4;19_1
205.G5;19_1
205.G6;19_1
206.11;19_1
206.12;19_1
206.1A0;19_1
206.1AZ;19_1
206.1B;19_1
206.20;19_1
206.2Z;19_1
206.31;19_1
206.32;19_1
206.33;19_1
206.3Z;19_1
206.41;19_1
206.42;19_1
206.4Z;19_1
206.51;19_1
206.521;19_1
206.522;19_1
206.52A;19_1
206.52B;19_1
206.53;19_1
206.5Z;19_1
206.6110;19_1
206.611Z;19_1
206.61210;19_1
206.6121Z;19_1
206.6122;19_1
206.62;19_1
206.63;19_1
206.71;19_1
206.72;19_1
206.731;19_1
206.732;19_1
206.7330;19_1
206.733Z;19_1
206.74;19_1
206.75;19_1
206.A10;19_1
206.A1A;19_1
206.A1B;19_1
206.A2;19_1
206.A31;19_1
206.A32;19_1
206.A3A;19_1
206.A3B;19_1
206.A41;19_1
206.A42;19_1
206.AA0;19_1
206.AAA;19_1
206.AAB;19_1
206.AB1;19_1
206.AB2;19_1
206.AB3;19_1
206.AB4;19_1
206.B10;19_1
206.B1A0;19_1
206.B1AA;19_1
206.B1AB;19_1
206.B1B1;19_1
206.B1B2;19_1
206.B1B3;19_1
206.B1B4;19_1
206.B1C;19_1
206.B2;19_1
206.B30;19_1
206.B3A;19_1
206.B3B;19_1
206.B4;19_1
206.B51;19_1
206.B52;19_1
206.B5A1;19_1
206.B5A2;19_1
206.B5B1;19_1
206.B5B2;19_1
206.B61;19_1
206.B62;19_1
206.C1;19_1
206.C20;19_1
206.C2A;19_1
206.C2B;19_1
206.C9;19_1
206.CA;19_1
206.CB;19_1
206.CC;19_1
206.D;19_1
207.1;19_1
207.2;19_1
207.3;19_1
207.41;19_1
207.42;19_1
207.4Z;19_1
208.1;19_1
208.2;19_1
208.31;19_1
208.3210;19_1
208.321Z;19_1
208.322;19_1
208.323;19_1
208.32Z;19_1
208.3Z;19_1
208.40;19_1
208.4A;19_1
208.4B0;19_1
208.4BZ;19_1
208.4C0;19_1
208.4CZ;19_1
208.4D;19_1
208.51;19_1
208.52;19_1
208.5Z;19_1
208.6;19_1
208.A0;19_1
208.AA1;19_1
208.AA2;19_1
208.AA31;19_1
208.AA32;19_1
208.AA41;19_1
208.AA42;19_1
208.AA9;19_1
208.AAA0;19_1
208.AAAZ;19_1
208.AAB;19_1
208.AB;19_1
208.B1;19_1
208.B210;19_1
208.B21Z;19_1
208.B220;19_1
208.B22A0;19_1
208.B22AZ;19_1
208.B22B;19_1
208.B3;19_1
208.B410;19_1
208.B41Z;19_1
208.B42;19_1
208.B4Z;19_1
208.B50;19_1
208.B5Z;19_1
208.B61;19_1
208.B62;19_1
208.B6Z;19_1
208.B71;19_1
208.B72;19_1
208.B7Z;19_1
208.B81;19_1
208.B82;19_1
208.B8Z;19_1
208.BA0;19_1
208.BAZ;19_1
208.BB0;19_1
208.BBZ;19_1
208.BC;19_1
208.C10;19_1
208.C1A;19_1
208.C1B;19_1
208.C1C;19_1
208.C21;19_1
208.C22;19_1
208.C2Z;19_1
208.C3;19_1
208.C4;19_1
208.CA0;19_1
208.CAZ;19_1
208.CB;19_1
208.D1;19_1
208.D21;19_1
208.D22;19_1
208.D2Z;19_1
208.DA0;19_1
208.DAZ;19_1
208.DB;19_1
208.DC;19_1
208.DD;19_1
208.E1;19_1
208.E20;19_1
208.E2Z;19_1
208.E3;19_1
208.E40;19_1
208.E4Z;19_1
208.E5;19_1
208.E61;19_1
208.E62;19_1
208.E6Z;19_1
208.EA0;19_1
208.EAZ;19_1
208.EB;19_1
208.F11;19_1
208.F12;19_1
208.F1Z;19_1
208.F2;19_1
208.FA1;19_1
208.FA21;19_1
208.FA22;19_1
208.FA2Z;19_1
208.FAA0;19_1
208.FAAZ;19_1
208.FAB;19_1
208.FB0;19_1
208.FBZ;19_1
208.FC1;19_1
208.FC2;19_1
208.FC31;19_1
208.FC32;19_1
208.FC3Z;19_1
208.FC4;19_1
208.FD;19_1
208.G11;19_1
208.G12;19_1
208.G1Z;19_1
208.G2;19_1
208.GA;19_1
208.GB;19_1
208.H;19_1
209.1;19_1
209.21;19_1
209.22;19_1
209.2Z;19_1
209.310;19_1
209.31Z;19_1
209.32;19_1
209.33;19_1
209.3A0;19_1
209.3AA0;19_1
209.3AAZ;19_1
209.3AB;19_1
209.3AC;19_1
209.3AD;19_1
209.3B0;19_1
209.3BZ;19_1
209.3C;19_1
209.410;19_1
209.41Z;19_1
209.42;19_1
209.4A0;19_1
209.4AA1;19_1
209.4AA2;19_1
209.4AA3;19_1
209.4AA4;19_1
209.4AB;19_1
209.4AC;19_1
209.4AD;19_1
209.4B11;19_1
209.4B12;19_1
209.4B13;19_1
209.4B1Z;19_1
209.4B21;19_1
