regine;a_lake_km2
191.F;0.0296
151.EC;2.3208
151.ED0;0.0257
171.2C;2.3686
171.2D2;0.0002
171.2D1;0.0001
170.83Z;2.3907
131.1C4;0.2739
131.1C30;1.9494
131.1C5;0.1054
131.1C1;0.1500
131.1C3A;0.0015
131.1C6;0.7089
131.1C2;0.1789
093.1C;2.5619
093.1D;0.4106
021.LB;3.4009
021.LC;1.5067
021.LA;3.6948
012.GD;3.3019
012.GE;0.1745
012.GC;0.6018
137.7E;3.0956
137.7D;2.0504
137.7F;0.0966
026.P2;0.1151
026.P3;0.2049
026.P4;2.0180
026.P1;1.0041
026.4BCB;2.9220
059.3B;2.9947
195.1B;2.3137
072.J2;1.6122
072.J11;0.5348
072.J9;0.1434
072.J12;0.6261
072.H1;0.3356
069.8A20;1.2565
069.8A1;1.0236
244.2C;3.1549
103.BF;0.8732
103.BE;3.4550
103.BD;0.0035
148.BD;3.7017
082.A1;1.0706
082.510;0.1325
082.A2;1.1175
082.42;0.1465
012.S;2.4672
012.T;1.4447
012.R12;0.0004
012.R2;0.1466
026.DG;4.2624
026.DF;0.0473
038.5B;2.2854
038.5C;0.4859
086.21B12;0.2860
086.21B11;1.0106
086.21B20;0.8701
086.21B1A;0.0001
162.7C;2.4014
156.CAAA;0.5507
156.CAAB;2.1346
310.4B;2.1582
310.4C;1.0492
144.3B;2.6329
144.3C;0.6781
144.3A;0.0017
168.4B;2.1975
168.4A;0.0001
168.4C;0.5012
072.CBB;2.2109
122.C4B;2.1572
122.C4A;0.0021
012.G1B;2.2090
012.G1A;0.0004
012.G1C;0.5827
128.C2B;2.1972
128.C2C;0.2454
310.1A;2.1776
310.1B;0.8076
223.FC;2.7015
223.FD;0.6225
021.H31;0.5589
021.J12;0.1614
021.J31;0.0721
021.J2;0.4145
021.J41;0.2122
021.H41;0.5832
021.J110;0.0308
021.H42;0.2359
021.H32;0.1474
021.J1A;0.8756
021.J11Z;0.1577
111.4B;2.3285
019.2C;2.6507
019.2D;0.2349
022.E2DB;2.4315
022.F82C;0.7635
170.6B;2.3283
015.MAB;2.5627
022.G4;3.4107
022.G3;1.2821
022.G2;0.0729
022.H21;0.4429
022.G1;0.2810
171.BB;2.1141
171.BA;0.0764
016.K3A;0.6861
016.K3B2;1.4101
016.K3B10;0.5875
016.K3B1A2;0.3151
016.K3B1A10;0.2189
016.K3B1B;0.0363
016.K3B1AZ;0.5273
028.6B;2.2358
165.7E;2.1329
165.7D;0.0000
019.D3B;2.1595
019.D3A6;0.0462
067.6C;2.1677
067.6B;2.3217
016.CF3;1.1653
016.CF4;1.2361
016.CF1;0.0001
016.CG;0.3276
016.CF2;0.0001
026.4BE;2.7886
209.3AC;2.1840
209.3AB;2.0433
038.C;2.1440
038.D;4.2387
012.NB;2.2790
012.NA;0.3679
002.CE0;0.2999
002.CF0;2.0088
002.CFZ;0.4781
002.CG;0.3041
311.N2Z;3.9705
128.G3B;2.1173
212.H2E;2.2607
212.H2D;3.2931
019.DA6B;2.3301
148.BB;2.8566
148.BA;0.0000
148.BC;0.0000
082.4B;2.2155
082.4A;0.0116
012.L2D;2.1756
012.L2E;0.0002
247.4F;3.1331
160.AD;2.3058
112.3BB;1.2982
112.3BC;1.3908
022.2B0;2.3160
107.6B;2.0923
012.JDB;1.9772
012.JDC;0.2071
065.2B;2.6543
065.2A;0.1462
310.4D;3.3611
243.1B;2.5415
243.1A;0.2427
002.JD3CB;2.0837
012.LC2;1.0126
012.LC1;1.0674
012.LC41;0.0001
012.LC3;1.1920
015.C3B;2.7443
019.2B;2.1729
055.2C;2.2695
234.AC1B;2.3578
234.AC1A;0.7838
143.7B;3.0994
143.7C;1.1092
157.1B5B;2.1630
095.F;2.0656
022.C2;2.0104
022.C1;0.6225
022.C4;0.6315
022.C3;0.5492
022.B222;0.0000
022.B12;0.2502
015.MG;2.2776
015.MH0;0.0101
231.7AB;2.1226
194.D;2.0686
194.E0;0.0741
194.C;0.0829
160.71A;0.0440
160.71B;2.0292
160.AB;2.0492
160.AA;0.0000
085.F1;1.2745
085.F2;0.8509
085.F41;0.0005
085.F32;0.0009
085.F31;0.0118
085.F3A;0.0003
126.6D;2.0487
022.EB12;0.6034
022.EB11;0.2979
022.EB21;0.1406
022.EB2A;0.3560
022.EB22;0.5471
022.EA8;0.0005
022.EA7;0.0009
022.EB1Z;0.4685
016.G5A1B;2.7537
016.G5A1A;0.3311
095.D;2.0430
313.1H;2.8581
313.1J;1.2617
002.FD;2.3337
123.4B3;1.1851
123.4C;0.6099
123.4B41;0.6871
123.4B42;0.1144
123.4B4Z;0.3019
151.FCB;2.0387
012.LBBB21;0.3925
012.LBBB22;1.5388
012.LBBB1;0.9148
012.LBBB2Z;2.4137
012.LBBC;0.1001
012.LBBA;0.1498
001.L;2.2133
006.E1;1.5736
006.E2;0.5374
006.E4;0.0005
006.D4;0.0125
006.E3;0.0004
234.42AB;2.1788
234.42AA;0.0000
212.GJ22;1.1276
212.GJ21;0.6922
212.GJ1;0.8240
212.GH4;0.1561
212.GH3;0.1197
016.G5C2C;2.4617
212.HB;3.3398
212.HC0;0.5563
026.HEB;2.3389
026.HEC;0.5234
139.BB6;0.9554
139.BB5;0.5509
023.2B;2.1216
051.1B60;0.5057
051.1B3;0.2821
051.1B1;0.4717
051.1B2;0.1507
051.1B5;0.3318
051.1B40;0.3926
313.3D;2.6278
313.3E;1.4583
104.B3AB;2.0382
037.BH;2.0532
037.BG;2.2563
157.42B;2.0148
157.42A;0.0008
157.42C;0.0138
234.A2B;2.1304
083.D4;1.7888
083.D3;1.1733
212.EA0;0.8503
212.E22;0.1354
212.E21;0.6799
212.E1;4.3576
212.F10;1.5219
212.F2;1.8701
002.R4B;2.0081
168.2B;1.9923
168.2A;0.0006
002.DFBCB;1.9927
002.DFBCC;1.0953
162.2B;2.0630
162.2C;0.5380
012.HD;3.1157
002.Q4B;2.1269
002.Q4A;0.0726
049.BB51;0.0819
049.BB1;0.1523
049.BB3;0.4852
049.BB6;0.2649
049.BB52;0.0821
049.BB4;0.3441
049.BB2;0.9404
049.BB5A;0.1338
194.3G;1.9892
194.3F;0.0000
234.GE50;1.3796
234.GE6;0.7789
234.GE4;0.8105
234.GE7;0.0093
234.GE8;0.0200
234.GE3;0.7009
308.5AAB;2.2608
308.5AAA;0.0042
026.DC;2.0135
026.DB;0.0003
016.BECEB;3.9934
002.DHM3;1.0061
002.DHM4;1.0462
002.DHG2B;2.5067
028.DC;0.2525
028.DB;1.8216
028.DA;0.3692
151.BAC;2.0080
001.1M;2.2646
012.EDC12;0.4629
012.EDC11;0.5924
012.EDC9;0.0608
012.EDC2;0.8543
012.EDCA;0.0861
012.EDD20;1.5406
313.22B;1.9648
313.22C;0.6137
053.61B;1.9547
053.61A;0.0070
012.J82;0.9930
012.J72;2.5262
012.J9;0.1570
012.J81;0.0005
012.JA2;0.0361
012.J71;0.0003
171.2D4;0.8867
171.2D3;1.1416
012.CDB2C;2.2435
022.FB;4.0772
022.FA3;0.1199
022.FC;1.2676
022.FA4;0.0155
090.2A;2.0362
140.5B;1.2599
140.5A;1.8271
186.51B;1.9673
163.4B;2.5463
163.4C;0.9362
083.EAB;2.0174
088.C2AB;2.0040
172.AB;2.0338
172.AC;0.0008
037.BBC;2.0621
037.BBB;0.3391
037.BC3;0.8147
037.BBA;0.0003
037.BB12;0.2854
002.DC1C;1.9888
100.BB;2.2595
100.BA;2.2248
175.2B;2.1946
175.2C;0.1985
138.D2B;2.1180
138.D2C;0.4394
212.GDAC;2.3860
212.GDAD;0.0000
212.GDAB;1.3536
012.EGA;0.2582
012.EGB0;2.1884
012.EGBA;0.1125
012.EGC;0.2691
188.23B;2.0889
195.6C;1.9331
012.EDAC;2.7472
012.EDAD;0.8902
151.J7;2.0812
151.J8;0.7597
151.J52;0.0000
151.J62;0.0002
151.K1;0.1667
051.3BB;1.9266
051.3BA;0.0000
196.AB1B;2.1417
205.G1;1.3208
205.G2;0.6002
205.G30;0.0863
205.G4;0.5341
073.CBD;2.0610
247.AB;2.8678
247.AA;0.2165
308.4A;1.8978
308.4B;1.4375
012.LBC;1.9132
035.1B;1.9131
035.1A;0.1195
086.62B;1.9123
086.62A;0.0000
026.HG;1.9731
026.HF;0.0008
012.L1B;2.3549
002.Q1B;2.1680
002.Q1C;0.4235
019.DE6B;2.8341
002.DFK3;0.5700
002.DFK4;1.8841
015.R6AZ;1.9807
012.JF;2.8495
012.JE;0.0775
016.ADD;2.2204
164.J1;1.0858
164.J2;0.9622
229.4BB;2.1143
229.4BA;1.4173
169.4B;2.0151
169.4A;0.0000
246.4;2.2640
002.DHA6;0.2322
002.DHA7;1.0197
002.DHA8;0.7531
002.DHA5;0.2379
007.D;2.0922
007.C5;0.3270
007.C6;0.8199
018.3B1B;2.5136
018.3B1A;0.0001
204.G;1.9501
204.F;0.0000
139.ACA;4.7642
195.52A;0.0506
195.52B;2.8820
195.52C;0.1586
030.4CB;2.6274
030.4CA;1.3299
016.J6BZ;1.3398
016.J6B0;1.8708
016.J6C;3.9080
021.B72;1.2444
021.B82;0.6024
021.B83;0.5627
021.B84;0.0003
021.B81;0.3595
021.B8Z;0.2389
021.B71;0.2130
022.H1B;2.0010
308.2CAD;2.3263
308.2CAE;0.0972
119.8B;1.9600
002.DCBB;1.8627
002.DCBC;0.0984
086.6D;1.8633
086.6E1;0.0002
104.11B;1.8627
104.11A;0.0574
304.3A;1.9064
127.AF1;0.2843
127.AF4;0.7338
127.AF3;1.1866
127.AF2;0.1338
074.CF;2.0186
074.CG2;0.0000
074.CG11;0.0000
228.BB;2.4806
228.BA;0.4257
016.M7B;3.2455
016.M7A;0.0884
164.3CB;1.9571
036.A1B4;1.2938
036.A1B3;0.9132
120.4B;2.0895
120.4A4;0.3341
307.6B6B;2.1601
121.G8;1.1352
121.G7;0.7857
052.7AB;2.5253
067.2EB;1.8772
138.5B3D;2.2074
122.1B;2.0747
122.1C;1.9185
244.ABB;4.0580
244.ABC2;0.0783
244.ABC1;0.0039
307.3A;1.9267
234.GG3;0.6359
234.GG50;2.0700
234.GG6;1.5676
234.GG4;1.1595
234.GG1;0.2644
234.GG2;0.4679
303.2G12;0.3902
303.2G11;0.1153
303.2G2;1.4299
022.D2;0.1505
022.D4;0.3419
022.D6;0.7235
022.C6;0.3313
022.D1;0.2449
022.D5;0.4942
022.C5;0.1148
022.D3;0.3255
015.ME;0.8126
015.MF;1.0528
015.MD;0.0147
023.AF;1.8300
016.CD2C;2.1014
016.CD2D;0.5183
018.7B;1.8252
018.7C;0.8138
018.7A0;0.6755
307.A;1.8258
307.B;2.8931
035.BD2;0.8498
035.BD4;0.0096
022.E2CB;1.8606
113.41C;1.9165
113.41B;0.0001
212.H2C0;2.2401
212.H2CA;1.0801
025.3DC;1.8188
025.3DB;0.2862
212.AJ;2.0864
167.D1B;1.8143
167.D1A;0.0622
135.31Z;2.9285
006.BC;1.8105
006.BD1;0.0579
002.DHDB;2.6295
244.ABC4;0.9492
244.ABC3;1.0670
016.EAC1B;1.9591
307.4B;2.1704
307.4C;0.4521
125.4E1B;1.8047
036.BCB;1.7972
036.BCA;0.2214
037.BF;0.4289
094.1C;2.3098
094.1B0;0.1099
019.CF;7.5156
151.CBABC;1.7947
163.CA2B;1.7942
019.F22C;2.0766
161.1F1;0.9360
161.1F22;0.4662
161.1F21;0.4237
032.G;2.1987
002.JB3;1.0825
002.JB4;0.7096
002.JB1;0.0008
002.JB2;0.0001
223.DB;2.8464
223.DC;0.2203
234.B3B;1.7823
017.F2AB;1.7786
062.FBD;2.1919
116.AB;2.6207
116.AA;0.6669
116.AC;1.0216
196.G6B;2.0408
196.G6A;0.1185
244.ADB;2.5471
173.6BC;1.7554
173.6BB;0.0262
016.BA4;1.3141
016.BA30;0.8004
013.3B;1.7646
020.F1D;1.8710
025.AB0;1.9877
025.AC1;0.2078
025.ABZ;2.4718
025.AC2;0.2478
114.1B;1.8107
114.1C;0.0602
114.1A;0.0000
101.8B;1.7902
101.8A;0.0238
030.4B;1.8396
030.4C1;0.8088
030.4C21;0.8454
030.4A;1.0850
101.2B;1.7519
101.2A;1.0518
101.2C;0.2199
166.1B;1.7536
166.1A;0.0006
229.4C4;0.7346
229.4C3;1.5282
229.4C6;0.1673
174.5CB;2.0424
075.4AB;1.7504
307.6D2B;2.6755
016.G5C1B;1.9416
002.DABB;2.2809
002.DABC;1.2311
001.1J;2.4510
234.GBE1D;4.4417
234.GBE1C;1.2595
015.R6C;2.3974
015.R6B;0.0032
165.5B;1.9325
165.5A;0.4435
167.6D;1.7942
167.6C;0.0008
161.1F2A;1.7389
021.F5B;1.8578
021.F5A;0.1442
186.62B;2.1939
048.DD;1.7361
193.5B;1.8379
134.31B;1.7352
019.DH;2.1637
208.C1B;1.9236
189.F;1.9363
189.G;0.0941
055.7A;1.4220
055.7B;3.3488
015.F4B;1.7214
015.F4C;0.5042
015.F4A4;0.0000
015.F4A3;0.0002
062.H41;0.7421
062.H42;0.1243
062.H3;0.9211
062.H4A;0.0006
072.B2;0.6562
072.B110;0.8155
072.B12;0.2182
072.C1;0.0464
072.C20;0.0108
205.CC;1.7541
205.CB8;0.3650
205.CB7;0.8833
027.E3;0.7324
027.E4;1.0450
313.2C;2.5013
012.EDCD;1.7375
012.EDCE;1.7597
012.EDCC;0.0943
019.DD2B;1.7469
019.DD2A;0.0051
019.C6B;1.7489
179.4B;1.7115
179.4C;0.3740
310.5B;1.8456
022.E2B2;0.2826
022.E2B1;0.3020
052.4D;1.8537
015.4K2B;2.1622
308.2CBB;2.1576
308.2CBA;0.0939
002.CH;2.1315
178.43C;1.7055
178.43D;0.0001
229.A2C;2.0470
024.B3B;1.7576
234.ABA3B;1.6966
067.3BC4;0.4965
067.3BC1;0.6753
067.3BC3;0.3272
067.3BC2;0.2398
026.BCB;2.4942
012.CEC1B;1.9097
012.CEC1A;0.0008
022.3B;1.6729
022.3A;0.0196
072.ED;2.8006
003.E;2.1068
308.4E2B;1.7096
139.BC4B;2.6382
144.F4;0.6766
144.F3;1.1603
139.EBB;1.8052
072.D3C;0.3918
072.D3B;1.3183
072.D3D;0.1579
072.D3A;0.0099
006.D21;0.3758
006.D22;0.7131
006.D1;0.9170
006.D3;0.0084
006.C6;0.0004
006.D2A;0.0010
194.B;1.6762
194.A;0.3506
016.BEC60;0.6123
016.BEC5;1.7379
002.DC7D;1.7448
002.DJBB;1.6803
212.FBB;1.8614
074.CB12A0;0.0000
074.CB40;0.0000
074.CB3;0.0000
064.C50;0.7275
064.C9;0.2860
064.C60;0.6936
212.EB3B;1.7758
212.EB3C;0.4243
233.BB;2.0137
233.BA;0.0002
224.JB;1.7895
224.JA;0.0084
195.4B;2.0998
195.4A3;0.0005
195.4A4;0.0000
195.4C;0.4275
053.5B;1.6655
039.1B;1.7128
039.1A;0.0002
205.F4;0.7858
205.F3;0.8774
205.F1;0.0001
206.52B;1.7335
123.B7ABB;1.7920
228.4B;2.2103
050.ACB;2.8824
015.P0;1.9261
019.DF4Z;5.3262
012.BD21;0.3417
012.BD22;0.3370
012.BD1;0.9697
012.BC22;0.0000
012.BC12;0.0002
012.BD2Z;1.2554
156.CCC;1.6557
171.D;1.7735
171.E;0.0923
045.4AB;1.7869
164.D4C;1.6780
164.D4B;0.0006
168.8B;1.6483
168.8A;0.0039
168.8C;0.9882
038.4B;1.7357
002.JD3AC;1.6482
002.JD3AB3;0.0002
002.JD3AB4;0.0001
206.CB;2.3373
206.CC;0.7739
141.B6;0.0003
212.L4B;1.6649
234.GBAB;2.1615
234.GBAC;1.9096
234.GBAA;1.0022
002.EB1B;2.0805
016.BEC3;1.0145
016.BEC4;0.7742
016.BEC1;0.0228
016.BEC2;1.1068
031.1B;1.9890
142.3AC;1.6925
142.3AB;1.7813
308.2CAAB;1.6341
308.2CAAA;0.0299
020.1BZ;1.7737
016.G5B2A2B;3.6899
016.G5B2A2A;0.0055
085.5B;1.6290
012.CFC4;0.9222
012.CFC3;0.8377
082.4C;1.6257
307.53B;1.8503
310.2AB;1.6250
310.2AA;0.0003
128.B5B;1.9742
137.7C4;0.9300
137.7C3;0.6596
164.3D;2.8005
084.7D;1.8583
084.7C;1.1169
084.7E;1.3655
234.GBG1C;0.2901
234.GBG1B;1.8917
234.GBBC;3.4805
234.GBBD;3.8000
109.BABB;1.6187
015.Q42;1.0542
015.Q32;0.6351
015.Q5;0.4597
015.Q6;0.7787
016.BEBAB;1.8284
037.BE;1.8403
213.93B;1.6133
213.93A;0.0012
212.G4E;2.6191
212.G4D;0.3219
012.EC4AB;1.9206
244.AD2B;2.0176
244.AD2C;2.3875
111.4D0;1.6080
111.4E;0.0000
044.4;3.3953
173.B1B;1.6066
173.B1A3;0.0000
042.E2B;1.7656
042.E2A;0.0076
246.51B;1.8650
246.51A;0.0003
072.JC;1.8863
222.7D;2.3998
222.7E;1.7341
173.BC;1.9699
173.BB;0.4631
127.BB2B;1.8730
127.BB2C;1.0169
212.HD2B;1.9871
212.HD2C;1.2382
212.HD2A;0.1358
156.AF;2.9747
191.4B;1.8727
191.4A;0.0000
191.4C;0.2242
035.G;2.1851
035.F;1.5890
213.BAB;1.5893
213.BAA;0.0303
016.M3;0.8860
016.M4;0.7942
016.M6;0.1536
016.M5;2.5820
035.CH;1.7615
186.52B;1.5869
186.52A;0.2729
212.L712;0.7268
212.L81;0.4082
212.L711;0.4351
212.L5;0.7423
212.L82;0.0065
212.L71A;2.0691
212.L72;0.0074
212.L62;3.1453
314.1A4;1.9730
313.EB;1.5994
062.BD;1.8281
209.C2B;1.5798
234.GFB;1.5680
234.GFC;4.0493
234.GFA;1.6114
002.DFBBC;1.6375
234.GBG1D;1.6407
212.F4;2.6876
212.F3;0.9085
212.F1A;0.0065
016.L2AB;2.7832
016.L2AA;0.3890
242.B22;0.6549
242.B21;0.0873
242.B1;1.4690
242.B9;0.0180
212.5B;1.5968
196.CCB;1.7643
085.4D;2.3016
085.4C;0.5209
244.AB2B;1.6011
074.C1E;1.8178
002.DDCD;0.1578
002.DDCC;1.8130
002.DDCB;0.0000
082.EB;1.7392
082.EA;0.7745
002.DHGBBB;1.8285
002.DHGBBA;1.4415
021.GF;2.0306
042.F20;0.5084
042.F1;1.0595
037.BC4;0.8111
037.BD2;0.0001
037.C1A1B;0.0331
246.FB;3.2210
014.F;2.0439
234.GBCD22Z;2.6561
225.A6B;2.2204
225.A6A;1.4701
019.AB1B;3.2569
189.2B;1.6440
189.2A;1.0763
021.BC;1.9716
021.BD;0.5626
002.FE0;3.1529
166.4E;1.5605
022.EEB;1.6946
138.6E4;1.4077
138.6E3;0.2064
026.L4;0.6513
026.L3;0.3530
026.L2;0.4213
026.L1;0.8360
159.3B;2.0021
159.3A;0.4472
024.1A3;0.1202
024.1B;1.4206
024.1A4;0.2022
024.1A20;0.1271
024.1A1;0.0843
024.1A2Z;0.5091
149.5B;1.5512
149.5A;0.0044
212.GFAB;1.7213
212.FDB;1.5552
212.FDA;0.4100
213.6C;2.2953
213.6B;1.2219
213.6D;2.1910
002.MAC;2.4086
002.MAB;1.2652
012.AE2;0.9403
012.AE1;0.7603
012.AE4;0.0073
012.ADZ;0.6796
012.AD4;0.8727
012.AE3;0.0155
084.C2;1.0004
084.C12;0.1342
084.C11;0.5268
084.C1A;0.3429
006.D2B;1.6346
003.B1B;1.8501
003.B1C;0.2344
083.CE;2.5372
016.K32;0.5637
016.K31;0.1886
016.K4;1.3483
151.J4;0.6225
151.J3;0.9884
148.E;3.2759
148.D;1.1083
144.A2Z;1.5668
021.GG;2.8784
224.GB;2.3446
007.AB;1.5358
074.CH;1.6446
212.GE5;1.6395
212.GG11;0.3953
212.GG2;0.1693
212.GE6;0.7904
212.GF0;0.5823
212.GFA0;0.4228
212.GEZ;0.5472
212.GG12;0.0127
212.GG1Z;0.2655
145.2D;1.8501
145.2C;0.2383
012.CK5;1.9493
012.CK6;0.6542
020.BBD;1.6189
020.BBC;0.3850
020.BBE;1.3929
247.5D;1.5597
175.4B;1.7168
175.4C;2.2680
021.B6B0;0.4299
021.B6C;1.1428
313.D3;0.4495
313.D4;0.8445
313.D1;0.1172
002.DHAC3;0.6661
002.DHAC4;0.8971
002.DHAC5;0.0008
002.DHAC6;0.0015
012.R1B;2.4889
012.R1A;1.0030
212.EBA;0.3858
212.EBB;1.7310
012.LA4;0.6446
012.LA3;0.8882
012.LA6;0.1928
012.LA51;0.0026
022.F6;0.1617
022.F820;0.2780
022.F7;0.6703
022.F81;0.1207
022.F830;0.2179
022.F5;0.4452
022.F9;0.0857
022.F82A;0.0002
022.F8A;0.0005
171.2E3;0.5924
171.2E4;0.9256
171.2E1;0.0000
002.2C;1.6004
125.4F4;0.8368
125.4F3;0.6927
125.4F5;0.0000
016.N3A;3.0570
016.N3B;2.5647
185.611Z;1.7637
002.CBB5;0.0998
002.CBB6;0.0523
002.CBC;1.5686
145.23B;1.5463
145.23A;0.0002
111.3B;1.5094
026.J3;0.6030
026.J9;0.4694
026.J4;0.4721
026.JZ;1.9226
123.EAB;1.6126
123.EAA;0.2168
002.DB2B;1.8720
247.4B;3.7019
247.4C;0.4307
247.4A6;0.0000
002.DD5BD2;1.2046
002.DD5BD1;0.3734
002.DD5BD4;0.0002
002.DD5BD3;0.0013
021.A320;0.1111
021.A40;0.9487
021.A310;0.5102
021.A222;0.0004
021.A4Z;0.6232
021.A122;0.0004
021.HEB;1.6103
021.HEA;0.0004
099.B2F;2.0124
191.EB;1.6360
191.EC;0.0298
191.EA;0.1067
002.G6D2;0.5799
002.G6D1;0.9205
002.G6D4;0.0001
002.G6D3;0.0001
031.AC;1.7536
012.EDAAAB;1.6586
246.CD3;1.1874
246.CD4;0.8628
246.CE;3.1170
246.CD1;0.0097
246.CD2;0.0955
002.DDFB;1.5053
002.DDFC;0.6648
026.EB2;1.0887
026.EB10;1.1172
222.3B;1.7826
222.3C;0.7919
133.3B2B;1.7326
133.3B2A;0.5911
002.F2B;1.5412
002.F2C;0.0150
085.5A4B;1.6411
181.4D;1.4843
212.AF4;0.6051
212.AF3;1.5234
151.CD2;0.9224
151.CD1;0.9211
151.CC;0.0039
012.CG3;0.1209
012.CG5;0.4243
012.CG6;1.4149
012.CG4;0.3545
012.CG8;0.1145
152.2D2C;0.7463
152.2D2D;0.7755
012.GF;1.9597
020.BB2D;1.4894
020.BB2E;0.1233
002.G6D6;0.8468
002.G6D5;0.8915
002.G6D8;0.0645
002.G6D7;0.1799
022.EH;1.9105
224.DC0;2.3935
021.M2B;1.6591
041.AA1C;1.5295
041.AA1A;0.4595
041.AA1B;1.5039
019.DDEB;1.5067
041.AC3A3;0.0761
174.4BC;1.2945
174.4BD;1.4376
156.AE;1.5778
098.6AB;1.4589
098.6AA;0.0273
135.1AB;2.1159
244.DF;1.4480
244.DG;0.2545
212.H2CB;1.8468
015.Q7;1.9380
015.Q81;0.3956
015.Q82;1.1755
015.Q8Z;2.1258
002.DFB6B;1.6187
027.G7;0.7585
027.G8;0.9405
027.G6;0.6168
012.AD3;0.6261
017.DAZ;2.3133
017.DB0;1.7727
084.A1B;1.4530
223.H3;1.1260
223.H4;0.8896
103.1BB;1.4517
124.2C;1.4947
124.2D;0.2164
124.2B;1.6724
015.MC;1.4862
124.ACB;1.4770
124.ACC;0.0005
191.AB;1.5350
191.AA;0.1866
012.LBBE;1.5309
138.5B3B;1.4443
138.5B3C;0.0017
212.B8B;1.4825
035.AE;2.0137
129.B0;1.5184
129.C;0.0256
129.BA;0.0022
085.J;1.4867
085.H;1.1409
031.2C;1.6766
031.2B;0.0019
198.42C;1.4402
198.42B;0.1196
012.LBBG;1.4897
027.7CB;1.5648
002.DE3DB;1.4368
082.BB;1.4752
082.BC;0.1267
002.DHHB;1.7185
194.82B;1.4675
194.82A;0.0000
209.4AA3;0.5784
209.4AA4;0.8537
209.4AB;0.1683
209.4AA1;0.0004
209.4A0;0.5234
209.4AA2;0.0009
212.FAB0;3.2228
196.DDC;1.7553
196.DDD;2.0511
196.DDB;0.4508
026.DE;1.8981
234.GBDAE;1.4681
176.13B;1.4541
176.13A;0.0000
212.B1D;1.4234
212.B1C;0.3706
016.L2AD;1.4845
002.QAD4;1.3414
002.QAD3;0.9507
164.B4B1;0.3710
164.B4B42;0.0599
164.B4B2;0.2082
164.B4B41;0.4566
164.B4B3;0.3192
164.B4C;0.1465
157.52B;1.5164
157.52A;0.0586
027.A21;0.5325
027.A1;2.5709
246.F1B;3.7670
081.9B;1.4405
081.9A;0.0000
021.HBC;2.1031
019.F2BB;1.5985
121.E8B;1.4487
094.6B;1.4411
094.6A;0.0001
170.5DC;1.4895
171.7AB;1.4286
171.7AA;0.0245
171.7AC;0.0286
002.P4B;1.4098
020.BBAB;1.8314
037.DB;1.4513
037.DC;0.1191
306.7;1.4833
086.8B;2.3286
086.8A3;0.0000
144.D4C;1.5754
247.1B;1.9798
247.1A;0.4715
015.MHZ;3.3332
002.DF1E;1.8671
109.2B;1.6377
196.AC51;0.6297
196.AC6;0.6811
196.AC52;0.2057
196.AC5Z;0.6593
196.AC4;0.0004
196.AC3;0.2837
067.3D1;0.7746
067.3D2;0.6612
067.3D9;0.2715
067.3DA;0.0645
067.3C2;0.0486
067.3C10;0.0810
148.2A0;2.4035
148.22110;0.1352
148.21;0.7379
012.EBB;1.3990
012.EBC;0.9400
018.1B;1.3325
018.1C;0.3344
035.CG;1.3945
135.1D;0.5648
135.1C;1.1844
135.1B;0.9525
080.22D;1.4202
027.3CCB;1.4803
027.3CCA;0.4311
012.JCD;3.5900
012.JCC;0.0033
212.GE21B;2.2830
159.21B;1.5777
159.21C;0.3526
159.21A;0.0001
173.AD;1.4040
173.AC;0.1800
225.BZ;3.6393
234.GBDAAB;2.3392
234.GBDAAA;1.3109
234.GBDAAC;3.0313
021.E3B;2.6919
002.DFD;2.3739
019.F2F;1.4784
139.CF;1.5525
174.5DB;1.4190
139.BDB2;0.3694
139.BDA;0.2464
139.BDB1;1.1705
139.BDB4;0.1552
139.BDB3;0.0002
027.1G;1.6918
099.B2G;1.4669
170.D;2.4546
229.AABAB;1.5906
166.2B;1.4172
166.2C;0.5626
166.2A;1.3758
223.H80;0.7127
223.H7;0.7329
212.KAB;1.4574
012.CFBG4;0.9933
012.CFBG3;0.7822
012.CFBG5;0.3795
012.CFBG6;2.1782
035.EC;1.4948
170.82Z;1.5752
133.3BB;1.3826
133.3BC;0.5043
133.3BA;0.0066
139.FAZ;1.7626
084.2B;1.3851
084.2A;0.0001
117.1B;2.4528
117.1C;1.2161
048.F3;1.0232
048.F4;0.5852
048.F10;0.4084
048.F2;0.3116
177.4Z;3.3913
027.D6C;1.3620
027.D6B;0.7849
018.3D;3.0953
018.3E10;0.0075
018.3C;1.5990
012.LBBD;2.6177
313.3BB;1.5301
085.5G;1.3604
085.5F;0.5042
045.4D;1.6539
015.JD4;0.4271
015.JD3;1.3078
015.JD122;0.0750
015.JD222;0.0281
015.JD121;0.0001
242.2AZ;3.6080
075.K;1.4031
085.G2B;1.5915
069.7D;1.8588
069.7C;0.0811
218.2BZ;2.6674
047.2BB2;0.5503
047.2BB110;0.3849
047.2BB12;0.4770
047.2BB11A;0.0005
016.G5C2B2B;1.4504
016.G5C2B2A;0.1401
212.G11;0.9442
212.FA11;0.8282
139.C1B;1.8623
139.C1A;0.7684
139.C1C;0.9846
313.2B;1.3483
313.2A;1.3911
240.2Z;1.7236
097.7B;1.3460
097.7C;0.4806
097.7A;0.0025
086.2B;1.3656
086.2A;0.1630
111.5BB;1.3471
161.40;2.0732
139.CD;4.6217
215.6;4.1996
194.EB;1.5710
028.3D;1.5286
137.2BZ;3.7773
022.1AB;1.3431
212.FAAAB;1.3428
148.2AB;1.3425
148.2AA;0.4799
012.CEB0;1.9625
