regine;a_lake_km2
130.1B;0.1433
002.R61;0.3755
218.5;2.1993
137.1G;0.1856
216.9;0.3389
087.DC;0.1428
238.4BZ;0.2574
225.11;0.3677
157.7Z;0.1427
012.EF5B;0.1426
193.4;0.7959
313.3B0;0.1425
035.3B;0.2121
212.AAAA0;0.2017
143.741Z;0.1422
016.BA62Z;0.3105
234.F50;0.2767
002.DHBA4;0.2860
212.HF1C;0.1420
027.7CC;0.3047
061.4C4;0.1070
061.4C30;0.0350
092.5Z;0.1419
036.G1E;0.3502
023.A123Z;0.1419
232.3;1.2367
042.9C;0.4448
055.B4;0.1887
055.B3;0.0664
201.3;0.3034
111.5A1;0.1756
030.2C1;0.3266
052.8D;0.1416
233.111;0.5846
104.C714B;0.1603
234.GE2;0.1415
234.CC0;0.2621
016.CD3A;0.3213
094.51C;0.2034
015.4E1B;0.2251
012.GBA0;0.2729
073.CD21AZ;0.2630
311.D0;0.3120
181.431;0.1404
112.42Z;0.2807
092.6Z;0.1402
002.CEA6B;0.1401
086.6E8;0.0542
086.6E7;0.0864
024.42D;0.1772
024.42C;0.0417
170.72;0.2674
037.31;0.2072
108.410;0.2523
212.AC;0.5734
042.D2B;0.1861
134.D20;0.0672
023.B12B;0.2046
179.9Z;0.2423
155.BAZ;0.4785
001.1A4C;0.1396
086.33;0.1396
096.33A;0.1777
143.95Z;0.1394
086.6B0;0.1377
086.6C21;0.0007
086.6C110;0.0009
012.P1D5;0.2442
120.2D;0.1393
117.41;0.2547
041.31Z;0.2167
016.AC42;0.1679
016.AC32;0.0596
022.226;0.2102
311.CAZ;0.1599
080.4A;0.3305
229.A3;0.3888
103.2D0;0.2745
012.CC40;0.1391
071.ABA21B;0.1390
067.3AC4;0.5648
062.BB22;0.1747
019.DDB1A;0.1388
002.DHAC1;0.1722
088.C22;0.1496
241.30;0.4084
205.3;0.5275
109.5A3;0.1386
076.F1AAB;0.2652
229.B1A;0.1150
084.CC;0.3272
002.DD2D0;0.2672
123.EAC;0.2586
217.41;0.4152
044.2B;0.1379
087.CC;0.2492
012.CD2B;0.4852
042.80;0.2347
058.2;0.3206
122.BAC;0.1376
122.A42Z;0.1850
025.12;0.1921
210.63;0.1373
127.BA3;0.3166
212.6A0;0.4927
211.72;0.2914
222.52;0.1782
108.22Z;0.1770
185.64Z;0.1881
234.GC52;0.2049
211.1A;0.1367
078.2A1C;0.2086
212.AAA0;0.3183
047.3E;0.6334
072.DA32;0.1839
052.5E;0.2242
154.3;0.2701
022.1B5AB;0.3712
025.G8Z;0.3033
302.2;0.5560
087.A3C;0.1540
060.5A2;0.0300
060.5A1;0.1062
209.21;0.2817
099.B2B1C5;0.0763
099.B2B1C60;0.0598
016.BECC;0.6861
193.6Z;0.2202
074.BAB;0.2585
143.73;0.2892
196.AC7B1Z;0.1358
024.D4Z;0.2790
069.31Z;0.1716
109.A0;0.2080
234.F11Z;0.5296
031.622;0.1356
128.E1Z;0.4541
035.B1A;0.3174
075.E1B;0.1354
019.DB2AB;0.1334
019.DB2AC;0.0922
050.BC3;0.5164
136.14Z;0.1352
031.12Z;0.3554
012.P1A2Z;0.2963
156.GB0;0.2359
208.C4;0.1348
122.H;0.3720
234.GCA0;0.1348
096.33C;0.1348
016.G52A2AC;0.2972
122.BB1Z;0.2946
120.112Z;0.1347
229.41;0.2420
244.43;0.2181
067.3AC30;0.2780
242.1;0.3328
151.DBB;0.3217
021.22B;0.1342
052.1A;0.3509
210.7;0.3575
002.DHCD;0.4880
050.4C1B;0.3901
026.E41;0.4416
151.AAA;0.3249
132.1C3;0.2062
173.31B;0.1864
083.42A;0.1696
187.4Z;0.4946
001.K11C;0.3180
023.B11C;0.1332
022.B22Z;0.2177
313.11;0.3987
086.72B;0.1330
086.72A;0.0000
234.JAZ;0.4849
116.62;0.3912
002.DG2Z;0.1667
153.1Z;0.4186
021.E5B0;0.2240
025.AC8;0.3412
025.AC7;0.1595
146.310;0.1327
012.CC7AZ;0.3838
130.40;0.5956
234.J10;0.1324
103.A2C3;0.1344
103.A2C4;0.1034
103.A2C1;0.0001
103.A2C2;0.0001
047.2B1;0.1182
047.2B2;0.0139
012.CD2A3Z;0.3899
001.K42;0.1602
313.3ABZ;0.1920
002.JDBZ;0.3697
156.GCB;0.1814
196.FZ;0.6565
067.3A0;0.3964
024.170;0.1683
212.22;0.1532
015.F4D;0.1312
015.JCA3;0.1163
015.JCA4;0.0584
063.BA1A;0.1798
234.CA0;0.3836
012.CA4;0.3314
016.CA32;0.0523
016.CA4;0.0789
023.B22;0.1812
002.DDEC;0.2584
212.K1;0.3780
073.DA;0.3411
212.410;0.3944
177.92;0.3151
046.420;0.2611
179.82;0.1428
123.A722Z;0.3030
136.51Z;0.3346
139.E4AZ;0.3016
065.72;0.2177
111.42Z;0.1304
185.114Z;0.1304
060.6BDD;0.1577
179.32Z;0.1952
143.64Z;0.1302
241.3Z;0.3922
020.3Z;0.4618
311.DB1AZ;0.2762
072.H2B;0.1950
042.94;0.2455
114.13;0.2794
145.30;0.4865
022.EEC;0.1759
121.CAZ;0.3878
027.BE;0.1836
079.D4;0.0920
079.D3;0.0686
079.D2Z;0.0892
035.4AAC4;0.2614
035.4AAC3;0.2367
206.1A0;0.3603
179.84Z;0.1661
094.413;0.1288
097.62Z;0.3115
070.CB;0.2070
109.5C0;0.1286
024.E7AB;0.4410
026.EA1A;0.1434
212.EAK;0.3372
149.11;0.4355
180.41;0.4442
070.E4Z;0.2505
127.E2Z;0.1279
064.BAB;0.2217
213.920;0.7705
022.AA4;0.2426
022.AA3;0.0334
023.22Z;0.3251
076.D4;0.3487
228.21;0.1846
116.21;0.2175
174.32C;0.1946
018.5112;0.1276
156.CAA1;0.4367
084.111;0.1275
012.EDA21;0.1754
080.1G;0.2273
092.2;0.3789
153.11Z;0.2185
012.CDB2B;0.1603
024.B2AZ;0.2421
017.DBZ;0.5411
212.G4CZ;0.5921
223.DD;0.5811
025.3A6;0.0756
025.3A5;0.0513
025.3A3;0.0313
025.3A4;0.0000
311.DB1B;0.2950
022.1B1C;0.1269
030.2C2B;0.1269
026.HE0;0.2924
042.711Z;0.2215
313.3AC;0.1266
208.B6Z;0.2880
002.L5;0.1264
110.160;0.1714
067.2A5;0.1011
067.2A6;0.0693
059.31;0.1841
086.721;0.1261
079.BA1C;0.1259
016.BEE1Z;0.2780
074.CB214;0.0329
074.CB114;0.0528
074.CB1150;0.0236
074.CB215;0.0164
109.5B3B;0.2743
002.K30;0.1258
177.11;0.2001
223.D0;0.3521
033.AC121;0.0304
033.AC22;0.0392
033.AC112;0.0915
033.AC12A;0.0005
033.AC212;0.0379
033.AC1A;0.0006
033.AC122;0.0079
229.B2;0.3067
185.940;0.1255
246.H;0.3081
226.4Z;0.2764
159.53Z;0.1252
002.CBB2;0.0730
002.CBB1;0.0666
246.10;0.2741
049.32;0.2275
234.A1;0.4573
026.D4C;0.1678
190.1Z;0.1636
238.4AZ;0.2698
019.D3A1;0.1769
094.5Z;0.2092
138.111Z;0.4348
086.42;0.1242
025.DB;0.2241
034.6;0.2353
019.C522;0.1758
212.ABB4;0.4165
016.BEE44Z;0.1702
311.GC31;0.1546
033.14;0.2597
061.41;0.1236
097.4Z;0.7524
123.22Z;0.3638
027.7BC;0.2794
199.3Z;0.2237
112.BD2Z;0.4806
156.4Z;0.1679
068.10;0.3127
012.CE1;0.2640
225.B2Z;0.3799
070.5B2B;0.1226
220.51;0.6878
012.CDB4;0.1226
002.M51;0.2148
097.8;0.2139
214.2;0.5666
094.12Z;0.1569
025.AC6;0.2335
140.61;0.1455
171.7B;0.4500
021.A2Z;0.4445
180.612;0.1223
138.6A0;0.4287
222.2B;0.6774
016.BC1C32;0.0386
016.BC1C4;0.1317
016.BC1D;0.0313
016.BC1C31;0.0940
019.CBB;0.3091
017.FC2D;0.1217
070.2AC;0.2532
002.DCC6;0.1216
139.CA;0.1547
197.61;0.2854
303.51;0.2049
031.AAAB;0.4247
137.41;0.3823
169.7;0.1590
002.MDC;0.4970
214.1;1.1293
056.22;0.2987
246.CA1;0.7250
178.63Z;0.1853
012.J5;0.3110
161.31Z;0.1207
025.32B0;0.1207
025.32BA;0.0497
237.6;0.3793
067.4Z;0.2297
209.4D;0.2027
042.622;0.1727
060.6BG;0.1206
212.HA;0.1536
130.1D;0.1205
145.230;0.1205
124.G;0.2777
314.1B2;0.1169
314.1B1;0.0044
121.B11;0.3271
164.G4;0.0395
210.2;0.2561
177.53;0.1203
075.CD12;0.0496
075.CD11;0.0888
075.CD1A;0.0002
072.CBA2B;0.1202
019.DDEA;0.1202
185.23Z;0.1200
185.230;0.0195
099.B2CA1;0.0651
099.B2CA2;0.0876
227.3;0.4424
196.G1;0.2231
196.G3;0.1197
041.212;0.2299
207.3;0.3645
230.8;0.3879
071.AC12B;0.1587
062.FBC;0.5532
002.DHAAZ;0.3517
234.H30;0.2746
021.1B;0.4817
027.7BA;0.1610
133.3B2C;0.3453
002.DG10;0.2352
211.8A0;0.1488
156.CABA;0.1565
226.1;1.0760
015.H5B;0.4168
050.D4;0.2082
156.5Z;0.3577
233.2;0.5613
234.J30;0.3697
061.5C;0.1190
197.42;0.3699
075.AA;0.2004
156.HB1;0.1187
024.2B;0.1187
139.C2;0.5596
234.HAZ;0.2304
307.41;0.1186
075.D0;0.1982
116.1;0.2161
033.AC11AB;0.1544
073.DB3;0.1781
073.DB4;0.1901
159.712B;0.2182
170.820;0.1347
127.3Z;0.1396
012.CDA1B;0.3415
185.93;0.1183
084.5C;0.2618
089.5Z;0.3141
109.CD3;0.0675
109.CD4;0.0506
151.AA0;0.1181
024.D3;0.0695
234.GD3Z;0.5031
016.BE5A7;0.0297
016.BE5A8;0.3395
208.FA21;0.1179
121.F1;0.2745
143.6AZ;0.1544
017.G422;0.1590
311.J4AAZ;0.3095
046.320;0.1176
132.2AA3;0.0940
132.2AA4;0.0233
132.2AAA;0.0689
052.6C;0.7318
092.51Z;0.1173
150.2;0.1834
021.23Z;0.1856
016.H41B;0.1417
080.1B31;0.1172
112.D3Z;0.1767
012.J6Z;0.5687
064.BC4;0.1941
097.2A;0.1171
088.31Z;0.1474
010.21;0.2340
164.32;0.2388
069.4C22;0.0844
069.4C21;0.0325
069.4C1;0.1195
206.B1AB;0.5440
308.2CAA0;0.2229
042.F3;0.0962
042.F4;0.0988
234.AAB;0.2639
173.B1A2;0.0742
173.B1A1;0.1094
099.B2D21;0.0523
099.B2D1;0.1367
098.72Z;0.3518
023.1;0.2733
111.C2B;0.1736
042.F2C;0.1873
121.1A2;0.1164
302.82;0.2264
179.1Z;0.1722
098.5AZ;0.1815
085.5CC;0.2049
198.6Z;0.1263
163.32;0.1160
180.42;0.1823
212.GBA;0.1626
023.B110;0.5151
119.43;0.3805
123.CB7Z;0.1157
122.A15;0.1156
019.CB11;0.1876
111.5BA;0.1156
078.5CAB;0.1117
078.5CAA;0.0038
128.F0;0.1563
104.13;0.1321
062.BB1AZ;0.1795
135.12;0.1154
140.84Z;0.1332
121.C5;0.1152
218.3;0.4327
009.AZ;0.2696
247.52;0.5481
156.GCC;0.3016
067.3AC3A;0.2166
223.H2;0.0544
223.H1;0.0606
179.81;0.2364
246.52;0.1741
012.JCE;0.1149
076.CB4;0.1141
076.CB3;0.1778
124.C6A1C;0.1852
136.A0;0.3515
002.P6;0.2671
002.DD1A6;0.1144
015.J1C;1.0297
076.CB1;0.0000
076.CB2;0.0001
168.62;0.4867
084.C1B2B;0.1140
107.61Z;0.1344
015.ABZ;0.3976
162.8;0.1549
191.DZ;0.4347
015.CAC;0.3881
212.EB4;0.2008
150.40;0.1517
015.B3Z;0.1755
206.AB4;0.3429
016.BF12;0.0651
016.BF213;0.0431
016.BF113;0.0000
101.31Z;0.2566
084.3;0.2852
064.C6B;0.4001
074.D1Z;0.4068
031.32B;0.2167
228.DZ;0.3111
213.52;0.2762
020.BF;0.2478
018.61Z;0.2340
204.51;0.1641
144.61B;0.3097
036.B3B;0.1132
036.B3C;0.0001
051.1A3;0.1543
051.1A4;0.1788
223.CZ;0.2388
125.42;0.1132
108.30;0.1132
015.EA;0.2151
143.830;0.3024
021.EA1Z;0.2705
012.EDD4;0.1235
012.CCA1;0.2331
133.3B3;0.1501
133.3B4;0.0470
060.1B;0.1352
060.1C;0.0314
024.16;0.1128
157.53Z;0.1127
086.8C;0.1127
104.B3F;0.1467
146.3B;0.1645
086.61A0;0.2816
154.510;0.7652
006.2BZ;0.2853
243.11;0.3031
227.1;0.2566
211.2;0.2933
140.220;0.1125
103.D21;0.1239
045.31Z;0.4994
098.5C;0.1123
115.21Z;0.1123
035.E2A;0.1635
002.DD4B;0.1822
025.32FB;0.1572
042.G;0.2497
030.BB3;0.0688
030.BB4;0.0432
226.21;0.2673
206.6110;0.3615
064.3;0.1116
225.3Z;0.5979
212.GGA;0.1989
244.21;0.1776
132.22Z;0.2421
026.1A;0.1114
076.G1B;0.1956
243.42;0.3699
121.AA4;0.1113
002.GCC;0.4754
079.720;0.1112
140.52;0.2142
209.3AA0;0.2529
179.85;0.3027
124.C6A1A;0.1110
054.3;0.3909
035.AB;0.2887
185.32Z;0.1109
035.4AD7;0.1489
035.4AD8;0.0606
006.2CC;0.1493
094.1BA;0.0010
227.4;0.3592
073.CA10;0.1108
081.2;0.3309
020.BAB3Z;0.2932
151.HZ;0.3320
033.13;0.3619
012.CFC2A0;0.1104
026.E1B;0.2306
030.2A4;0.0347
030.2A32;0.0916
030.2A9;0.0058
052.5AAA;0.1103
128.C43C;0.1814
024.AC;0.4282
128.C1C;0.1100
184.1Z;0.1999
025.AC5;0.0714
002.DJ6A;0.2820
196.B1Z;0.3838
237.71;0.1098
041.22Z;0.2364
140.860;0.1981
002.DGBZ;0.2226
047.2BB1A;0.1965
021.K5Z;0.2658
150.1;0.2489
064.CBA;0.2729
059.1;0.2613
192.3;0.2286
198.5Z;0.1765
134.C2C;0.3932
020.426A2Z;0.1091
052.52B7;0.0589
052.52B8;0.0501
052.52B6;0.0306
052.52B5;0.0140
015.GA0;0.2857
244.B0;0.1090
031.4C;0.1784
111.31Z;0.2426
094.21B;0.2682
023.220;0.3570
152.2D22B;0.1089
077.4Z;0.1708
047.2C6;0.1459
047.2C5;0.0588
022.EA6B;0.2914
153.32Z;0.1937
144.22Z;0.3012
035.C3;0.1709
151.BAB4B;0.1910
185.12Z;0.1352
035.E2B;0.1567
015.H5F;0.1248
016.EAAA1;0.0839
075.CC1A;0.1084
094.51B;0.1650
117.230;0.8164
238.52;0.2488
024.24;0.1640
046.3D;0.2418
030.2C2C;0.3969
196.DD0;0.1471
197.51;0.2069
124.AAAZ;0.2105
002.HC11;0.5797
002.ME0;0.2693
131.9D;0.1079
205.2Z;0.2020
208.C2Z;0.4084
195.531;0.1964
085.610;0.2441
114.14;0.3525
174.4FA0;0.1626
163.E7;0.2956
156.HB2A;0.0956
156.HA;0.0118
200.12;0.1074
229.4B0;0.1074
204.C0;0.4239
230.33;0.6002
024.210;0.1073
227.2Z;0.7756
099.B2B1B;0.1072
035.22;0.1189
109.F2Z;0.1071
126.6BZ;0.1273
015.MJ;0.1849
051.1B6A0;0.1069
012.CB7B;0.3052
138.22Z;0.1499
228.22;0.2753
023.A1A0;0.1067
036.HA;0.3746
185.74;0.1656
196.CD;0.1488
138.511Z;0.2083
024.61;0.4658
120.1Z;0.2576
060.3;0.2380
128.40;0.1962
315.0;0.2171
181.411Z;0.1064
136.140;0.2355
017.22A;0.1062
085.2;0.1996
025.3C4A;0.3015
311.AA0;0.2079
029.12;0.2039
311.J4AA0;0.5588
012.CJA;0.4049
002.P2;0.2661
228.31;0.5996
170.9;0.8682
125.2Z;0.1055
083.4D;0.1533
075.G;0.0005
097.230;0.1980
015.B2;0.1853
060.51;0.1555
017.FB2B;0.1052
002.DHHC;0.1476
016.BEA1;0.1050
213.B21;0.1480
136.110;0.3671
122.AA6;0.2680
122.AA5;0.0914
112.D111;0.1595
121.G6;0.2169
012.CCB30;0.1540
211.81;0.3563
122.C40;0.1683
001.E3C;0.1506
234.GC40;0.2439
035.AAA1;0.0001
035.AAA2;0.0001
035.AA0;0.0021
118.13Z;0.3081
008.A12;0.1362
195.61;0.1203
075.BBB;0.2153
074.BA0;0.5624
190.2A;0.1449
064.2;0.2914
075.40;0.1555
002.JGZ;0.4221
102.4Z;0.2579
156.B0;0.2618
109.BA10;0.1041
213.21;0.4359
089.1Z;0.1581
020.F1C;0.2682
239.AZ;0.4514
220.92;0.3033
308.33;0.1037
247.6C;0.4387
012.CCAD;0.4123
066.1;0.1833
050.AA1Z;0.2217
154.1;0.1036
030.2A1;0.3428
155.41;0.1034
024.E2;0.1367
024.E1;0.0041
024.D9;0.0149
086.7E0;0.3064
156.AB3;0.4297
121.E2B;0.4177
072.5Z;0.1497
075.CB;0.1028
035.EB;0.1829
056.32;0.2474
234.K32;0.2061
302.42;0.3109
062.E1Z;0.4453
234.8Z;0.2951
112.D112;0.1026
024.D1A;0.1303
229.B1D;0.2941
012.EF40;0.2397
234.HA0;0.3674
177.74;0.2906
164.12;0.1984
087.12Z;0.1022
071.AC2;0.0632
071.AC11;0.0389
136.22;0.3839
139.A20;0.3419
143.83Z;0.1021
121.2Z;0.1770
062.BA0;0.3453
073.CBA4;0.2403
089.622Z;0.1299
140.840;0.1019
142.52Z;0.1022
064.AB0;0.1019
164.E3;0.0364
164.E4;0.0819
024.41Z;0.3174
024.ADB;0.3538
096.2120;0.1015
012.CB7AZ;0.1465
025.31;0.1627
087.B1BE;0.2661
212.M1;0.2464
021.H3Z;0.3331
075.1Z;0.1716
190.4;0.3589
041.AC3A1;0.1224
203.41B;0.1012
185.720;0.2572
174.3D4;0.1804
026.P6;0.3394
002.M4Z;0.3980
093.3A3B;0.1011
015.D22;0.2096
240.BAZ;0.1011
026.D3AC;0.1130
020.311Z;0.1010
035.CA1B;0.2441
135.D23;0.1754
074.2A5B;0.1872
104.4;0.2838
050.4A0;0.2125
019.DB2AA;0.3206
206.AB3;0.1022
002.DHGB0;0.2707
037.BBD;0.2578
017.G2;0.1007
179.90;0.4349
203.83;0.3471
002.L40;0.1006
104.B3AA4;0.0000
234.GE10;0.3499
146.4;0.1419
082.111Z;0.3704
026.H2B;0.1004
064.BC6;0.1342
084.7B2;0.1887
109.B3;0.1242
071.AC1B;0.1967
019.CA6Z;0.2942
018.72;0.1845
167.21;0.2752
226.2Z;0.2921
046.3B1Z;0.3184
067.10;0.6561
203.72;0.1497
086.61B2B;0.1454
193.32;0.1384
117.1A;0.0997
246.CA4;0.1202
139.B4Z;0.1623
237.4Z;0.5426
234.GC2Z;0.3502
027.4;0.6633
228.A11;0.1368
117.3A;0.2175
035.EA2B;0.1304
159.812BB;0.1230
036.BD1;0.2193
016.BC1C3B;0.0992
156.FD;0.1374
234.GC5Z;0.3653
127.B4B;0.1658
072.21Z;0.1743
164.D2A3;0.2023
002.DFC0;0.1423
128.AA52;0.1264
028.21Z;0.0987
075.320;0.0987
079.BA1B;0.0987
016.BG54B;0.2316
161.22;0.2526
026.EA1B;0.0985
086.61B4C;0.0986
086.61B4B;0.0925
016.5;0.2201
208.F11;0.0984
229.6Z;0.1251
206.733Z;0.2328
177.120;0.2105
103.A321;0.1178
217.4BC;0.1271
068.3;0.1659
231.9Z;0.2885
193.53;0.1649
073.D0;0.0980
212.62;0.0979
074.5A;0.1550
036.32;0.2245
206.4Z;0.4222
233.5Z;0.1291
123.4A0;0.1841
121.EDZ;0.2497
166.BB20;0.0644
166.BB1;0.0333
166.BA;0.0000
002.CAB2;0.1576
121.G5;0.1037
012.CFC2B;0.2299
052.31Z;0.1273
015.GAAZ;0.3311
161.F2AZ;0.1575
037.111;0.1237
057.2Z;0.5013
121.CC0;0.1121
151.J2;0.1993
234.KAZ;0.0973
002.MC0;0.1294
196.AB1A;0.1639
012.CFBA;0.3262
022.224Z;0.1845
178.31Z;0.1194
118.110;0.0968
122.G4Z;0.1591
196.A2;0.1526
012.BB4B1A;0.2194
139.A2C;0.1294
002.K20;0.0966
178.550;0.1609
112.B0;0.3890
012.CDA11;0.1888
196.DA4;0.0965
016.BC1AB1A4;0.1542
022.EA10;0.1760
142.31Z;0.2962
234.GA2;0.2283
134.6;0.0964
155.BB;0.2503
239.2Z;0.2610
179.61;0.1947
084.D4;0.0962
133.32;0.2227
032.4A21;0.0003
032.4A11;0.0005
063.A1C;0.2225
137.22Z;0.0960
140.820;0.1393
167.630;0.1348
087.4Z;0.0958
242.41;0.0958
155.21Z;0.2637
121.B12;0.1589
109.G1Z;0.2122
178.441;0.0956
234.HDZ;0.2122
032.41;0.0956
105.2Z;0.1792
233.112Z;0.4680
018.323;0.1853
143.120;0.1144
139.E52;0.0001
123.CC;0.1855
098.50;0.0953
070.2AB;0.2312
121.B22;0.2473
137.32;0.0951
233.1Z;0.4210
151.H1A;0.0950
094.4F;0.2574
123.B5B;0.1512
086.2D;0.1383
132.21;0.1341
119.4Z;0.5008
074.1D;0.1382
162.120;0.0947
206.32;0.0946
001.B1E;0.1391
060.6BDB;0.1189
117.424;0.3815
129.4Z;0.2155
231.82;0.6160
234.KA0;0.3837
223.H8A0;0.0944
234.31Z;0.4914
135.D4Z;0.2481
220.8B7Z;0.0942
016.BDAA;0.3093
098.6A4;0.1152
061.4C3B;0.0940
024.31Z;0.2924
185.24;0.1217
234.GA4Z;0.3342
125.4E1A;0.2127
035.B1B;0.3227
037.32;0.3418
122.B3;0.1261
212.K41;0.1164
193.11;0.1225
212.4EZ;0.8829
016.EAAA4;0.1899
016.EAAA3;0.1179
016.EAAA9;0.0084
225.31;0.1120
117.12A;0.2153
061.11;0.1336
016.H1B;0.2945
112.420;0.1361
156.FA;0.3683
211.71;0.2481
068.8;0.2446
111.22;0.1320
020.2Z;0.6988
086.410;0.0928
242.C;0.4066
016.BECF1;0.0054
240.C0;0.3430
209.D4;0.3760
185.97;0.1993
101.1A;0.2115
138.13Z;0.1348
220.4;0.3215
089.42A;0.1764
121.BB21;0.1383
225.B30;0.1117
029.22Z;0.0924
311.E82;0.1044
002.CEA5;0.1023
002.CEA60;0.0215
002.JEB;0.1331
196.C12;0.0922
222.51;0.1751
097.610;0.0922
035.4B31;0.0567
035.4B41;0.0354
220.52;0.0921
212.6B0;0.0921
203.1B;0.1959
124.A11;0.0920
208.GA;0.3212
035.CF4;0.3953
013.B0;0.2244
159.212;0.1655
017.32;0.2007
012.LG1;0.0316
062.1;0.1647
033.FA;0.0918
164.D2A4;0.0321
164.D2A2;0.0395
209.D3;0.0812
002.P40;0.1755
081.10;0.4840
036.E3BB;0.0916
159.43;0.2061
012.DC1;0.0915
050.C2;0.0914
024.B1B10;0.2583
071.2Z;0.2957
134.A;0.0913
117.122;0.1699
042.4C;0.4276
212.AA1AZ;0.2285
016.H313;0.0911
052.21A4;0.1104
123.D5Z;0.1717
078.5A;0.1480
185.2Z;0.2004
029.220;0.2733
037.AA0;0.1613
164.B4B4A2B;0.0909
053.A;0.1523
001.FC1A;0.0907
091.31;0.3523
025.L3Z;0.1909
200.52;0.1152
022.1AC;0.0906
075.ABC;0.0905
306.5;0.1182
180.110;0.2343
070.6B;0.0905
048.E0;0.5759
243.12;0.2157
042.310;0.1095
225.AAZ;0.3080
017.G1;0.2087
135.41;0.1169
087.E5;0.1287
052.5AB;0.0900
016.BED4A2;0.2616
070.3Z;0.1164
124.F111;0.1293
213.AC11;0.2118
019.CA1B;0.1064
077.23;0.1467
143.54;0.1224
122.BCZ;0.2074
026.FA1B;0.1472
065.10;0.1664
025.M2;0.0606
025.M1;0.0221
159.51;0.2087
174.3C1C;0.0895
033.AC11B;0.1718
185.21Z;0.0894
052.52AC;0.0895
184.120;0.0893
234.34;0.0892
027.62;0.0892
115.2110;0.3637
058.3;0.1576
137.521Z;0.2847
002.DDG11;0.0890
195.7;0.2176
055.1;0.0889
016.BG5B;0.1507
143.61;0.1522
234.J5;0.3479
123.4AZ;0.2601
026.LA1B;0.3414
074.B1B8;0.0775
074.B1B7;0.0113
112.A0;0.1663
137.33;0.0887
026.4A0;0.1308
078.4C;0.0885
078.4B4;0.0000
196.DF13;0.0576
196.DF23;0.0414
024.B13B;0.1456
305.1;0.0884
169.41Z;0.1278
051.1B6AA;0.0883
178.20;0.2762
002.DGDA;0.1773
229.AD;0.8594
234.F30;0.2471
002.DF1D;0.1946
233.32;0.2256
212.ABCA;0.1695
186.120;0.2252
161.BC;0.3220
036.BBB12;0.0264
036.BBB22;0.0618
024.5A2Z;0.1869
137.53Z;0.0876
186.3Z;0.1846
016.EAB;0.3791
178.55Z;0.1406
082.112;0.2142
200.51;0.3079
019.DDB12;0.0152
237.A3;0.0874
134.55;0.1268
210.61;0.2454
012.EDAAAA110;0.0873
128.G10;0.0873
091.12;0.1937
161.32Z;0.4659
026.E4B;0.1488
166.6C;0.2110
021.1210;0.1353
149.50;0.2235
012.GBB;0.2305
132.2AB;0.0870
144.42;0.1063
015.B6;0.0869
020.312Z;0.0869
076.DZ;0.1639
079.12Z;0.1957
110.320;0.0868
109.FA2Z;0.1819
021.GB11A1;0.1523
123.D3;0.1162
061.E;0.1367
186.54;0.0866
302.53;0.2187
186.630;0.1508
144.610;0.1357
240.A12;0.0864
141.3;0.1481
155.1Z;0.1810
055.52;0.2295
021.E5E;0.1317
064.BC5;0.0524
019.CA60;0.0861
122.B40;0.0860
061.2A0;0.1584
231.71;0.1786
016.ECZ;0.3269
012.HAZ;0.3355
243.AA0;0.0858
119.2B;0.1244
071.AB0;0.1281
071.ABA11;0.0014
071.ABA211;0.0015
136.32;0.3210
080.11A2;0.0856
202.110;0.2630
208.B82;0.1530
042.9B;0.2169
048.32;0.1446
073.CD21B;0.1573
118.11Z;0.0854
064.C4B6B;0.1317
059.32;0.1524
085.51;0.0853
035.C22B;0.0853
073.A2;0.3673
097.41;0.1177
170.3A;0.1100
067.3G;0.0288
206.A42;0.3417
122.DCZ;0.1451
224.2B;0.3134
213.51;0.2068
052.53;0.0849
222.61;0.1738
042.11Z;0.1427
117.32;0.2116
053.63Z;0.1882
016.G5B2A2C;0.5437
067.40;0.2203
002.Q212;0.0845
001.B4;0.0497
001.B3;0.0348
159.8121Z;0.1612
012.CFB11C;0.3874
012.LBBF;0.3139
089.41;0.1166
012.CDCA21;0.2538
012.EDAAAA13;0.0318
015.B4;0.1016
159.71A;0.0842
062.CA11C;0.0842
024.620;0.4582
051.3D6;0.0606
051.3D5;0.0534
134.54;0.0840
128.AA4Z;0.0839
083.B6;0.0839
002.H6Z;0.0838
060.40;0.1630
016.BA7Z;0.2705
138.4;0.1821
012.F5C;0.2853
018.51Z;0.1153
022.1C4;0.0837
012.P1BZ;0.1488
002.JC6;0.1936
012.EBA2Z;0.0837
035.31;0.0836
018.5121Z;0.1665
079.C5B;0.0817
079.C5A;0.0018
018.7AZ;0.1775
002.DFAA4;0.0363
002.DFAA3;0.0472
108.110;0.0834
102.5Z;0.1681
212.FE;0.2211
132.B0;0.0833
018.630;0.3358
194.810;0.1476
185.320;0.2061
072.2G122;0.1912
028.1Z;0.1168
238.4C;0.0830
205.D;0.2563
067.31B;0.1151
196.A40;0.2822
163.E3Z;0.1456
021.GB11A4;0.0828
216.1;0.6518
022.AA1B;0.2399
308.73;0.1094
001.FC1C;0.1002
198.7Z;0.0824
064.C4B32;0.2602
087.5Z;0.0824
227.51;0.1236
226.42;0.0696
311.BAB;0.2948
236.21;0.1103
139.EE3;0.0268
139.EE4;0.0555
015.JAAZ;0.1153
015.JB8C;0.0822
075.C0;0.0821
121.EC0;0.1130
080.1B2B0;0.0817
080.1B2C;0.0003
080.1B2A;0.0001
193.54;0.0996
012.CDB3Z;0.1946
031.AB21B;0.0819
024.43;0.0819
308.8Z;0.2218
178.72;0.1620
