regine;c_wood_mg/l_tot-p;c_upland_mg/l_tot-p;c_lake_kg/km2_tot-p;c_urban_kg/km2_tot-p;c_city_kg/km2_tot-p;c_wood_mg/l_tot-n;c_upland_mg/l_tot-n;c_lake_kg/km2_tot-n;c_urban_kg/km2_tot-n;c_city_kg/km2_tot-n
002.DC4AZ;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC4B0;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC4BZ;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC4C;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC510;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC51Z;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC52;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC53;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC5A0;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC5AZ;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC5B;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC5C;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC61;0.006;0.006;15;50;100;0.35;0.25;500;350;700
002.DC62;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC63;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DC71;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC72;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC73;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC74;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC75;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7A0;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC7AZ;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC7B0;0.006;0.006;15;50;100;0.35;0.25;400;350;700
002.DC7BA0;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7BAA;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7BAB;0.005;0.005;15;50;100;0.3;0.2;400;350;700
002.DC7BB1;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7BB2;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7BB3;0.005;0.005;15;50;100;0.3;0.25;400;350;700
002.DC7BB4;0.005;0.005;15;50;100;0.3;0.2;400;350;700
002.DC7C;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DC7D;0.006;0.005;15;50;100;0.35;0.25;400;350;700
002.DCA0;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DCAZ;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCB0;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCBA;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCBB;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCBC;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCC1;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCC2;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DCC3;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCC4;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCC5;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCC6;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCD11;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCD12;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCD1A;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCD1B;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCD2;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DCE;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD11;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD12;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A1;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A2;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A3;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A4;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A5;0.005;0.005;15;50;100;0.35;0.25;400;350;700
002.DD1A6;0.005;0.005;15;50;100;0.3;0.25;400;350;700
002.DD1B;0.005;0.005;15;50;100;0.3;0.25;400;350;700
002.DD1C;0.005;0.005;15;50;100;0.3;0.2;400;350;700
002.DD20;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2A1;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DD2A2;0.005;0.005;15;50;100;0.35;0.25;500;350;700
002.DD2A30;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2A3Z;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2A4;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2B;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2C;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2D0;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD2DZ;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD2E;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD3;0.005;0.005;15;50;100;0.3;0.25;400;350;700
002.DD41;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD42;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD4A0;0.005;0.005;15;50;100;0.3;0.25;500;350;700
002.DD4AZ;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD4B;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD4C;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DD51;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD52;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A3;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A5;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5A6;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5B0;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BA1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BA2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BA3;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BA4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BB;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BC;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BD1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BD2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BD3;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BD4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BE1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BE2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BE3;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BE4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5BF;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5C;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5D;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD5E;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD61;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD62;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD6A;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DD6B;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DDA0;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DDAA0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDAAA;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDAAB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDAB0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDABZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDAC;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDB0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDBZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDC0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA10;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA1A;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA1B;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA2;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA3;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCA4;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCAA0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCAAA;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCAAB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCAB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCAC;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCC;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCD;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCE;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDCF;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDD0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDDZ;0.005;0.004;15;50;100;0.25;0.2;500;350;700
002.DDE1;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE20;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE2A;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE2B;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE2C;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE2D;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE3;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDE4;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDEA;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDEB;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDEC;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDF0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDFA;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDFB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDFC;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDG11;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DDG12;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDG1Z;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDG2;0.006;0.004;15;50;100;0.25;0.2;500;350;700
002.DDGZ;0.006;0.004;15;50;100;0.25;0.15;500;350;700
002.DDH;0.006;0.004;15;50;100;0.25;0.15;500;350;700
002.DE1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE310;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE31Z;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE32;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE33;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE34;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3A1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3A2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3A3;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3A4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3AA;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3AB;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3B0;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3BA;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3BB;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3C0;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3D1;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3D2;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3D9;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3DA;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3DB;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3E;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE3F;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE4;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE51;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DE52;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE5Z;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE6;0.006;0.005;15;50;100;0.25;0.2;500;350;700
002.DE7;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE81;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE82;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE8A;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DE8B;0.006;0.005;15;50;100;0.25;0.2;500;350;700
002.DEA0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DEAA;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DEAB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DEB0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DEBZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DEC;0.005;0.005;15;50;100;0.3;0.2;500;350;700
002.DF10;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1A1;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1A2;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1A3;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1A4;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1AA0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1AAZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1AB;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1AC;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1B0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1BZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1C0;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1CZ;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1D;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF1E;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF2;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF30;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF3A0;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3AZ;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3B0;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3BZ;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3C0;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3CZ;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3D;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF3E;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DF3F;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DF4;0.005;0.005;15;50;100;0.25;0.2;500;350;700
002.DF5;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF61;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF62;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF6A0;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF6AA;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF6AB;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF6B;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF6C;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DF71;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF72;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF73;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF7Z;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF81;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF82;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF831;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF832;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DF83Z;0.006;0.005;10;50;100;0.25;0.2;100;350;700
002.DFA0;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DFAA1;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAA2;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAA3;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAA4;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAAA;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAAB;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAB;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAC;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFAD;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB1;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFB20;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB2A;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB2B;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB31;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFB32;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFB3Z;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFB41;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB42;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB4A;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB4B;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB5;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB61;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB62;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB6A;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB6B;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB6C;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFB7;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFB8;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFBA1;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFBA2;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFBA3;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBA4;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBA5;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBA6;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBAZ;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBB0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBBA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBBB;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBBC;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBC0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBCA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBCB;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBCC;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBCD;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBD;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFBE;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF1;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF2;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF3;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF4;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF5;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFBF6;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFC0;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFCA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFCB1;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DFCB2;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DFCC;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DFD;0.006;0.004;10;50;100;0.25;0.2;100;350;700
002.DFE1;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DFE2;0.005;0.004;10;50;100;0.3;0.2;100;350;700
002.DFE3;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFE4;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFE5;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFE6;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFF;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFG;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFH;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DFJ;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DFK1;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DFK2;0.005;0.003;10;50;100;0.25;0.15;100;350;700
002.DFK3;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DFK4;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DG10;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DG1Z;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DG21;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DG22;0.005;0.005;10;50;100;0.25;0.2;100;350;700
002.DG2Z;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DG3;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DG4;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGA1;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGA20;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGA2Z;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGA3;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGA4;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGAA;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGAB;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGB0;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGBZ;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGC0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGCA0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGCAA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGCAB;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGCB;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGD0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDB1;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDB2;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDB3;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDB4;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDBZ;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC1;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC2;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC3;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC4;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC5;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGDC6;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGE0;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGEA;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGEB;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DGF1;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF2;0.006;0.004;10;50;100;0.25;0.15;100;350;700
002.DGF3;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF4;0.006;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF51;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF52;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF5A;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF5B;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF6;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF7;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGF8;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGG10;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGG1Z;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGG21;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGG22;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGG2Z;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGG3;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGG4;0.005;0.003;10;50;100;0.3;0.15;100;350;700
002.DGH;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DGJ;0.005;0.004;10;50;100;0.3;0.15;100;350;700
002.DH0;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHA1;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHA2;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHA31;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHA32;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHA41;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHA42;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHA5;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHA6;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHA7;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHA8;0.005;0.005;10;50;100;0.25;0.15;100;350;700
002.DHAA0;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHAAZ;0.004;0.003;10;50;100;0.25;0.15;100;350;700
002.DHAB10;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHAB1Z;0.005;0.003;10;50;100;0.25;0.15;100;350;700
002.DHAB2;0.005;0.004;10;50;100;0.25;0.15;100;350;700
002.DHAB3;0.004;0.003;10;50;100;0.25;0.15;100;350;700
002.DHAB4;0.005;0.004;10;50;100;0.25;0.15;100;350;700
