regine;regine_ned;a_reg_km2;q_sp_m3/s/km2;runoff_mm/yr;q_reg_m3/s;vassom;komnr;fylke;ospar_region
185.93;185.920;13.8700;0.060000;1892.1600;0.832200;185;1860;18;Lofoten-Barents Sea
185.940;185.93;30.2100;0.057000;1797.5520;1.721970;185;1860;18;Lofoten-Barents Sea
185.94Z;185.940;1.3200;0.044000;1387.5840;0.058080;185;1860;18;Lofoten-Barents Sea
185.950;185.940;19.0800;0.052000;1639.8720;0.992160;185;1860;18;Lofoten-Barents Sea
185.95Z;185.950;5.0400;0.044000;1387.5840;0.221760;185;1860;18;Lofoten-Barents Sea
185.96;185.950;36.1600;0.041000;1292.9760;1.482560;185;1860;18;Lofoten-Barents Sea
185.97;185.96;116.1300;0.012000;378.4320;1.393560;185;1860;18;Lofoten-Barents Sea
185.9Z;185.97;11.1000;0.058000;1829.0880;0.643800;185;1860;18;Lofoten-Barents Sea
186.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
186.1110;186.;116.6800;0.013000;409.9680;1.516840;186;1871;18;Lofoten-Barents Sea
186.111Z;186.1110;4.3100;0.035000;1103.7600;0.150850;186;1871;18;Lofoten-Barents Sea
186.1120;186.1110;86.3800;0.013000;409.9680;1.122940;186;1871;18;Lofoten-Barents Sea
186.112Z;186.1120;7.7400;0.035000;1103.7600;0.270900;186;1871;18;Lofoten-Barents Sea
186.11Z;186.1120;8.5200;0.035000;1103.7600;0.298200;186;1871;18;Lofoten-Barents Sea
186.120;186.1120;189.4400;0.010000;315.3600;1.894400;186;1871;18;Lofoten-Barents Sea
186.12Z;186.120;13.5200;0.032000;1009.1520;0.432640;186;1871;18;Lofoten-Barents Sea
186.1Z;186.120;17.9600;0.035000;1103.7600;0.628600;186;1871;18;Lofoten-Barents Sea
186.210;186.120;73.2000;0.015000;473.0400;1.098000;186;1871;18;Lofoten-Barents Sea
186.21Z;186.210;7.2200;0.034000;1072.2240;0.245480;186;1871;18;Lofoten-Barents Sea
186.220;186.210;42.8300;0.017000;536.1120;0.728110;186;1871;18;Lofoten-Barents Sea
186.22Z;186.220;15.7700;0.039000;1229.9040;0.615030;186;1871;18;Lofoten-Barents Sea
186.23;186.220;23.0000;0.031000;977.6160;0.713000;186;1871;18;Lofoten-Barents Sea
186.2A;186.23;3.4800;0.031000;977.6160;0.107880;186;1871;18;Lofoten-Barents Sea
186.2B;186.2A;19.1200;0.036000;1135.2960;0.688320;186;1871;18;Lofoten-Barents Sea
186.2C;186.2B;27.9200;0.040000;1261.4400;1.116800;186;1871;18;Lofoten-Barents Sea
186.31;186.23;11.8600;0.038000;1198.3680;0.450680;186;1871;18;Lofoten-Barents Sea
186.320;186.31;20.9300;0.043000;1356.0480;0.899990;186;1871;18;Lofoten-Barents Sea
186.32Z;186.320;6.7900;0.049000;1545.2640;0.332710;186;1871;18;Lofoten-Barents Sea
186.331;186.320;4.3500;0.042000;1324.5120;0.182700;186;1871;18;Lofoten-Barents Sea
186.3320;186.331;18.6800;0.051000;1608.3360;0.952680;186;1871;18;Lofoten-Barents Sea
186.332Z;186.3320;3.2000;0.060000;1892.1600;0.192000;186;1871;18;Lofoten-Barents Sea
186.33Z;186.3320;7.2600;0.056000;1766.0160;0.406560;186;1871;18;Lofoten-Barents Sea
186.3Z;186.3320;15.1200;0.043000;1356.0480;0.650160;186;1871;18;Lofoten-Barents Sea
186.41;186.3320;61.7400;0.057000;1797.5520;3.519180;186;1871;18;Lofoten-Barents Sea
186.420;186.41;129.0200;0.020000;630.7200;2.580400;186;1871;18;Lofoten-Barents Sea
186.42Z;186.420;8.0500;0.039000;1229.9040;0.313950;186;1871;18;Lofoten-Barents Sea
186.510;186.420;48.3000;0.015000;473.0400;0.724500;186;1871;18;Lofoten-Barents Sea
186.51A;186.510;2.2300;0.031000;977.6160;0.069130;186;1871;18;Lofoten-Barents Sea
186.51B;186.51A;4.5300;0.031000;977.6160;0.140430;186;1871;18;Lofoten-Barents Sea
186.51C;186.51B;9.9800;0.041000;1292.9760;0.409180;186;1871;18;Lofoten-Barents Sea
186.520;186.510;11.8200;0.012000;378.4320;0.141840;186;1871;18;Lofoten-Barents Sea
186.52A;186.520;14.8800;0.034000;1072.2240;0.505920;186;1871;18;Lofoten-Barents Sea
186.52B;186.52A;3.9500;0.031000;977.6160;0.122450;186;1871;18;Lofoten-Barents Sea
186.52C;186.52B;2.6700;0.036000;1135.2960;0.096120;186;1871;18;Lofoten-Barents Sea
186.530;186.520;47.9900;0.013000;409.9680;0.623870;186;1871;18;Lofoten-Barents Sea
186.53A;186.530;13.1200;0.032000;1009.1520;0.419840;186;1871;18;Lofoten-Barents Sea
186.53B;186.53A;9.8800;0.031000;977.6160;0.306280;186;1871;18;Lofoten-Barents Sea
186.53C;186.53B;9.9100;0.033000;1040.6880;0.327030;186;1871;18;Lofoten-Barents Sea
186.54;186.530;14.1800;0.012000;378.4320;0.170160;186;1871;18;Lofoten-Barents Sea
186.610;186.54;48.5200;0.020000;630.7200;0.970400;186;1871;18;Lofoten-Barents Sea
186.61Z;186.610;16.8200;0.037000;1166.8320;0.622340;186;1871;18;Lofoten-Barents Sea
186.621;186.610;17.8500;0.027000;851.4720;0.481950;186;1871;18;Lofoten-Barents Sea
186.622;186.621;23.0800;0.027000;851.4720;0.623160;186;1871;18;Lofoten-Barents Sea
186.62A;186.622;0.8800;0.032000;1009.1520;0.028160;186;1871;18;Lofoten-Barents Sea
186.62B;186.62A;10.7200;0.038000;1198.3680;0.407360;186;1871;18;Lofoten-Barents Sea
186.630;186.622;30.6700;0.024000;756.8640;0.736080;186;1871;18;Lofoten-Barents Sea
186.63Z;186.630;14.7000;0.037000;1166.8320;0.543900;186;1871;18;Lofoten-Barents Sea
187.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
187.1;187.;154.6300;0.009000;283.8240;1.391670;187;1915;19;Lofoten-Barents Sea
187.2;187.1;91.4500;0.015000;473.0400;1.371750;187;1915;19;Lofoten-Barents Sea
187.31;187.2;43.2900;0.038000;1198.3680;1.645020;187;1915;19;Lofoten-Barents Sea
187.32;187.31;47.2400;0.026000;819.9360;1.228240;187;1915;19;Lofoten-Barents Sea
187.41;187.32;43.5900;0.032000;1009.1520;1.394880;187;1901;19;Lofoten-Barents Sea
187.42;187.41;83.8000;0.016000;504.5760;1.340800;187;1901;19;Lofoten-Barents Sea
187.4Z;187.42;24.9800;0.043000;1356.0480;1.074140;187;1901;19;Lofoten-Barents Sea
187.5;187.42;83.2300;0.013000;409.9680;1.081990;187;1915;19;Lofoten-Barents Sea
187.6;187.5;93.0100;0.010000;315.3600;0.930100;187;1901;19;Lofoten-Barents Sea
188.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
188.1;188.;58.4800;0.028000;883.0080;1.637440;188;1917;19;Lofoten-Barents Sea
188.21;188.1;19.9300;0.027000;851.4720;0.538110;188;1917;19;Lofoten-Barents Sea
188.220;188.21;13.0900;0.033000;1040.6880;0.431970;188;1917;19;Lofoten-Barents Sea
188.22A;188.220;1.2500;0.030000;946.0800;0.037500;188;1917;19;Lofoten-Barents Sea
188.22B;188.22A;9.6700;0.040000;1261.4400;0.386800;188;1917;19;Lofoten-Barents Sea
188.231;188.220;5.4400;0.028000;883.0080;0.152320;188;1917;19;Lofoten-Barents Sea
188.232;188.231;27.6400;0.024000;756.8640;0.663360;188;1917;19;Lofoten-Barents Sea
188.23A1;188.232;0.3900;0.028000;883.0080;0.010920;188;1917;19;Lofoten-Barents Sea
188.23A2;188.23A1;1.1200;0.036000;1135.2960;0.040320;188;1917;19;Lofoten-Barents Sea
188.23A3;188.23A2;0.7500;0.027000;851.4720;0.020250;188;1917;19;Lofoten-Barents Sea
188.23A4;188.23A3;2.7000;0.044000;1387.5840;0.118800;188;1917;19;Lofoten-Barents Sea
188.23B;188.23A4;9.8900;0.033000;1040.6880;0.326370;188;1917;19;Lofoten-Barents Sea
188.3;188.232;160.1600;0.013000;409.9680;2.082080;188;1917;19;Lofoten-Barents Sea
189.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
189.1;189.;92.8500;0.021000;662.2560;1.949850;189;1913;19;Lofoten-Barents Sea
189.21;189.1;9.7000;0.021000;662.2560;0.203700;189;1913;19;Lofoten-Barents Sea
189.22;189.21;22.5200;0.018000;567.6480;0.405360;189;1913;19;Lofoten-Barents Sea
189.2A;189.22;26.7700;0.023000;725.3280;0.615710;189;1913;19;Lofoten-Barents Sea
189.2B;189.2A;11.5600;0.036000;1135.2960;0.416160;189;1913;19;Lofoten-Barents Sea
189.2C;189.2B;19.5900;0.029000;914.5440;0.568110;189;1913;19;Lofoten-Barents Sea
189.2D;189.2C;28.3400;0.057000;1797.5520;1.615380;189;1913;19;Lofoten-Barents Sea
189.31;189.22;22.0600;0.023000;725.3280;0.507380;189;1913;19;Lofoten-Barents Sea
189.32;189.31;14.5300;0.028000;883.0080;0.406840;189;1913;19;Lofoten-Barents Sea
189.3Z;189.32;71.2500;0.042000;1324.5120;2.992500;189;1913;19;Lofoten-Barents Sea
189.4;189.32;18.2300;0.031000;977.6160;0.565130;189;1913;19;Lofoten-Barents Sea
189.51;189.4;21.6100;0.031000;977.6160;0.669910;189;1913;19;Lofoten-Barents Sea
189.52;189.51;15.1500;0.041000;1292.9760;0.621150;189;1913;19;Lofoten-Barents Sea
189.6;189.52;14.3300;0.042000;1324.5120;0.601860;189;1913;19;Lofoten-Barents Sea
189.A;189.6;0.2000;0.019000;599.1840;0.003800;189;1913;19;Lofoten-Barents Sea
189.B;189.A;28.4700;0.044000;1387.5840;1.252680;189;1913;19;Lofoten-Barents Sea
189.C1;189.B;0.2600;0.021000;662.2560;0.005460;189;1913;19;Lofoten-Barents Sea
189.C2;189.C1;3.5300;0.037000;1166.8320;0.130610;189;1913;19;Lofoten-Barents Sea
189.C3;189.C2;0.1800;0.021000;662.2560;0.003780;189;1913;19;Lofoten-Barents Sea
189.C4;189.C3;0.2000;0.022000;693.7920;0.004400;189;1913;19;Lofoten-Barents Sea
189.D;189.C4;61.4900;0.036000;1135.2960;2.213640;189;1913;19;Lofoten-Barents Sea
189.E;189.D;6.1500;0.028000;883.0080;0.172200;189;1913;19;Lofoten-Barents Sea
189.F;189.E;19.0400;0.031000;977.6160;0.590240;189;1913;19;Lofoten-Barents Sea
189.G;189.F;19.9600;0.054000;1702.9440;1.077840;189;1913;19;Lofoten-Barents Sea
190.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
190.11;190.;22.2300;0.041000;1292.9760;0.911430;190;1919;19;Lofoten-Barents Sea
190.12;190.11;9.8900;0.033000;1040.6880;0.326370;190;1919;19;Lofoten-Barents Sea
190.1Z;190.12;11.7400;0.056000;1766.0160;0.657440;190;1919;19;Lofoten-Barents Sea
190.210;190.12;8.5300;0.030000;946.0800;0.255900;190;1919;19;Lofoten-Barents Sea
190.21Z;190.210;8.0000;0.043000;1356.0480;0.344000;190;1919;19;Lofoten-Barents Sea
190.22;190.210;20.3500;0.056000;1766.0160;1.139600;190;1919;19;Lofoten-Barents Sea
190.230;190.22;8.0500;0.034000;1072.2240;0.273700;190;1919;19;Lofoten-Barents Sea
190.23Z;190.230;37.9100;0.045000;1419.1200;1.705950;190;1919;19;Lofoten-Barents Sea
190.24;190.230;4.6800;0.030000;946.0800;0.140400;190;1919;19;Lofoten-Barents Sea
190.2A;190.24;15.5100;0.050000;1576.8000;0.775500;190;1919;19;Lofoten-Barents Sea
190.2B;190.2A;7.1900;0.062000;1955.2320;0.445780;190;1919;19;Lofoten-Barents Sea
190.31;190.24;14.2600;0.033000;1040.6880;0.470580;190;1919;19;Lofoten-Barents Sea
190.32;190.31;19.7100;0.043000;1356.0480;0.847530;190;1919;19;Lofoten-Barents Sea
190.3A;190.32;50.1800;0.041000;1292.9760;2.057380;190;1919;19;Lofoten-Barents Sea
190.3B;190.3A;11.9200;0.037000;1166.8320;0.441040;190;1919;19;Lofoten-Barents Sea
190.3C;190.3B;17.3500;0.035000;1103.7600;0.607250;190;1919;19;Lofoten-Barents Sea
190.4;190.32;69.4600;0.043000;1356.0480;2.986780;190;1919;19;Lofoten-Barents Sea
190.50;190.4;42.3100;0.036000;1135.2960;1.523160;190;1919;19;Lofoten-Barents Sea
190.5Z;190.50;6.6800;0.051000;1608.3360;0.340680;190;1919;19;Lofoten-Barents Sea
190.610;190.50;8.6000;0.034000;1072.2240;0.292400;190;1920;19;Lofoten-Barents Sea
190.61Z;190.610;10.8800;0.047000;1482.1920;0.511360;190;1920;19;Lofoten-Barents Sea
190.62;190.610;21.2300;0.036000;1135.2960;0.764280;190;1920;19;Lofoten-Barents Sea
190.63;190.62;8.6700;0.026000;819.9360;0.225420;190;1920;19;Lofoten-Barents Sea
190.6Z;190.63;31.1300;0.045000;1419.1200;1.400850;190;1920;19;Lofoten-Barents Sea
190.70;190.63;6.7400;0.021000;662.2560;0.141540;190;1920;19;Lofoten-Barents Sea
190.7Z;190.70;141.5800;0.045000;1419.1200;6.371100;190;1920;19;Lofoten-Barents Sea
190.81;190.70;1.5600;0.021000;662.2560;0.032760;190;1920;19;Lofoten-Barents Sea
190.82;190.81;39.4900;0.037000;1166.8320;1.461130;190;1920;19;Lofoten-Barents Sea
190.83;190.82;22.0700;0.041000;1292.9760;0.904870;190;1923;19;Lofoten-Barents Sea
190.8Z;190.83;33.0700;0.046000;1450.6560;1.521220;190;1920;19;Lofoten-Barents Sea
191.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
191.10;191.;37.2500;0.031000;977.6160;1.154750;191;1923;19;Lofoten-Barents Sea
191.1Z;191.10;15.4400;0.063000;1986.7680;0.972720;191;1923;19;Lofoten-Barents Sea
191.210;191.10;12.6900;0.030000;946.0800;0.380700;191;1923;19;Lofoten-Barents Sea
191.21Z;191.210;12.5300;0.054000;1702.9440;0.676620;191;1923;19;Lofoten-Barents Sea
191.22;191.210;12.5400;0.027000;851.4720;0.338580;191;1923;19;Lofoten-Barents Sea
191.23;191.22;1.6400;0.020000;630.7200;0.032800;191;1923;19;Lofoten-Barents Sea
191.2A;191.23;44.0100;0.035000;1103.7600;1.540350;191;1923;19;Lofoten-Barents Sea
191.2B;191.2A;18.8900;0.050000;1576.8000;0.944500;191;1923;19;Lofoten-Barents Sea
191.2C;191.2B;6.1100;0.046000;1450.6560;0.281060;191;1923;19;Lofoten-Barents Sea
191.3;191.23;41.4300;0.025000;788.4000;1.035750;191;1923;19;Lofoten-Barents Sea
191.41;191.3;4.1000;0.023000;725.3280;0.094300;191;1923;19;Lofoten-Barents Sea
191.42;191.41;41.7800;0.038000;1198.3680;1.587640;191;1923;19;Lofoten-Barents Sea
191.4A;191.42;7.2300;0.027000;851.4720;0.195210;191;1923;19;Lofoten-Barents Sea
191.4B;191.4A;54.0300;0.040000;1261.4400;2.161200;191;1923;19;Lofoten-Barents Sea
191.4C;191.4B;25.9400;0.036000;1135.2960;0.933840;191;1923;19;Lofoten-Barents Sea
191.A1;191.42;4.3200;0.021000;662.2560;0.090720;191;1923;19;Lofoten-Barents Sea
191.A2;191.A1;0.4600;0.019000;599.1840;0.008740;191;1923;19;Lofoten-Barents Sea
191.A3;191.A2;2.0000;0.018000;567.6480;0.036000;191;1923;19;Lofoten-Barents Sea
191.A4;191.A3;7.3200;0.021000;662.2560;0.153720;191;1923;19;Lofoten-Barents Sea
191.A5;191.A4;11.5600;0.020000;630.7200;0.231200;191;1923;19;Lofoten-Barents Sea
191.A6;191.A5;4.3600;0.018000;567.6480;0.078480;191;1923;19;Lofoten-Barents Sea
191.A7;191.A6;0.6500;0.017000;536.1120;0.011050;191;1923;19;Lofoten-Barents Sea
191.A8;191.A7;0.5500;0.016000;504.5760;0.008800;191;1923;19;Lofoten-Barents Sea
191.AA;191.A8;69.5200;0.025000;788.4000;1.738000;191;1923;19;Lofoten-Barents Sea
191.AB;191.AA;14.6000;0.034000;1072.2240;0.496400;191;1923;19;Lofoten-Barents Sea
191.B0;191.A8;73.0600;0.024000;756.8640;1.753440;191;1923;19;Lofoten-Barents Sea
191.BZ;191.B0;48.9800;0.048000;1513.7280;2.351040;191;1922;19;Lofoten-Barents Sea
191.C;191.B0;82.9800;0.042000;1324.5120;3.485160;191;1922;19;Lofoten-Barents Sea
191.D0;191.C;60.6300;0.038000;1198.3680;2.303940;191;1922;19;Lofoten-Barents Sea
191.DZ;191.D0;53.4400;0.058000;1829.0880;3.099520;191;1922;19;Lofoten-Barents Sea
191.E0;191.D0;1.7500;0.025000;788.4000;0.043750;191;1922;19;Lofoten-Barents Sea
191.EA;191.E0;6.4900;0.047000;1482.1920;0.305030;191;1922;19;Lofoten-Barents Sea
191.EB;191.EA;25.2400;0.056000;1766.0160;1.413440;191;1922;19;Lofoten-Barents Sea
191.EC;191.EB;20.7800;0.062000;1955.2320;1.288360;191;1805;18;Lofoten-Barents Sea
191.F;191.E0;39.3100;0.053000;1671.4080;2.083430;191;1922;19;Lofoten-Barents Sea
191.G;191.F;13.2300;0.068000;2144.4480;0.899640;191;1805;18;Lofoten-Barents Sea
192.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
192.11;192.;15.9500;0.014000;441.5040;0.223300;192;1917;19;Lofoten-Barents Sea
192.12;192.11;58.4900;0.044000;1387.5840;2.573560;192;1917;19;Lofoten-Barents Sea
192.13;192.12;50.8800;0.022000;693.7920;1.119360;192;1917;19;Lofoten-Barents Sea
192.2;192.13;21.1000;0.045000;1419.1200;0.949500;192;1917;19;Lofoten-Barents Sea
192.3;192.2;46.2200;0.038000;1198.3680;1.756360;192;1917;19;Lofoten-Barents Sea
192.4;192.3;87.8700;0.025000;788.4000;2.196750;192;1917;19;Lofoten-Barents Sea
193.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
193.11;193.;24.0100;0.032000;1009.1520;0.768320;193;1926;19;Lofoten-Barents Sea
193.120;193.11;18.6200;0.034000;1072.2240;0.633080;193;1926;19;Lofoten-Barents Sea
193.12Z;193.120;8.3100;0.041000;1292.9760;0.340710;193;1926;19;Lofoten-Barents Sea
193.130;193.120;9.2200;0.032000;1009.1520;0.295040;193;1926;19;Lofoten-Barents Sea
193.13Z;193.130;13.4700;0.040000;1261.4400;0.538800;193;1926;19;Lofoten-Barents Sea
193.14;193.130;12.6600;0.026000;819.9360;0.329160;193;1926;19;Lofoten-Barents Sea
193.2;193.14;145.8500;0.027000;851.4720;3.937950;193;1926;19;Lofoten-Barents Sea
193.31;193.2;16.2600;0.028000;883.0080;0.455280;193;1926;19;Lofoten-Barents Sea
193.32;193.31;24.6400;0.029000;914.5440;0.714560;193;1926;19;Lofoten-Barents Sea
193.33;193.32;7.9100;0.022000;693.7920;0.174020;193;1926;19;Lofoten-Barents Sea
193.3Z;193.33;63.8900;0.036000;1135.2960;2.300040;193;1926;19;Lofoten-Barents Sea
193.4;193.33;75.5800;0.030000;946.0800;2.267400;193;1926;19;Lofoten-Barents Sea
193.51;193.4;13.4300;0.027000;851.4720;0.362610;193;1925;19;Lofoten-Barents Sea
193.52;193.51;5.7100;0.023000;725.3280;0.131330;193;1925;19;Lofoten-Barents Sea
193.53;193.52;40.2800;0.027000;851.4720;1.087560;193;1925;19;Lofoten-Barents Sea
193.54;193.53;26.2800;0.033000;1040.6880;0.867240;193;1931;19;Lofoten-Barents Sea
193.5A;193.54;0.3000;0.020000;630.7200;0.006000;193;1925;19;Lofoten-Barents Sea
193.5B;193.5A;15.1400;0.023000;725.3280;0.348220;193;1925;19;Lofoten-Barents Sea
193.5C;193.5B;95.4400;0.039000;1229.9040;3.722160;193;1925;19;Lofoten-Barents Sea
193.61;193.54;48.4200;0.053000;1671.4080;2.566260;193;1931;19;Lofoten-Barents Sea
193.62;193.61;11.8300;0.050000;1576.8000;0.591500;193;1931;19;Lofoten-Barents Sea
193.6Z;193.62;21.0900;0.055000;1734.4800;1.159950;193;1931;19;Lofoten-Barents Sea
193.7;193.62;88.7000;0.046000;1450.6560;4.080200;193;1931;19;Lofoten-Barents Sea
193.A0;193.7;67.9000;0.041000;1292.9760;2.783900;193;1925;19;Lofoten-Barents Sea
193.AZ;193.A0;42.2000;0.050000;1576.8000;2.110000;193;1925;19;Lofoten-Barents Sea
193.B;193.A0;0.9300;0.033000;1040.6880;0.030690;193;1925;19;Lofoten-Barents Sea
193.C;193.B;26.1600;0.037000;1166.8320;0.967920;193;1926;19;Lofoten-Barents Sea
193.D;193.C;26.7100;0.053000;1671.4080;1.415630;193;1926;19;Lofoten-Barents Sea
194.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
194.1;194.;261.1100;0.039000;1229.9040;10.183290;194;1931;19;Lofoten-Barents Sea
194.2;194.1;147.0300;0.060000;1892.1600;8.821800;194;1931;19;Lofoten-Barents Sea
194.31;194.2;38.5700;0.051000;1608.3360;1.967070;194;1931;19;Lofoten-Barents Sea
194.32;194.31;27.6800;0.050000;1576.8000;1.384000;194;1931;19;Lofoten-Barents Sea
194.33;194.32;38.8200;0.047000;1482.1920;1.824540;194;1931;19;Lofoten-Barents Sea
194.3A1;194.33;0.4600;0.045000;1419.1200;0.020700;194;1931;19;Lofoten-Barents Sea
194.3A2;194.3A1;0.2800;0.044000;1387.5840;0.012320;194;1931;19;Lofoten-Barents Sea
194.3A3;194.3A2;1.4500;0.041000;1292.9760;0.059450;194;1931;19;Lofoten-Barents Sea
194.3A4;194.3A3;1.1400;0.047000;1482.1920;0.053580;194;1931;19;Lofoten-Barents Sea
194.3B;194.3A4;4.4900;0.050000;1576.8000;0.224500;194;1931;19;Lofoten-Barents Sea
194.3C0;194.3B;41.7900;0.050000;1576.8000;2.089500;194;1931;19;Lofoten-Barents Sea
194.3CZ;194.3C0;33.4300;0.076000;2396.7360;2.540680;194;1931;19;Lofoten-Barents Sea
194.3D1;194.3C0;0.2600;0.043000;1356.0480;0.011180;194;1931;19;Lofoten-Barents Sea
194.3D2;194.3D1;1.3200;0.057000;1797.5520;0.075240;194;1931;19;Lofoten-Barents Sea
194.3D3;194.3D2;0.1100;0.046000;1450.6560;0.005060;194;1931;19;Lofoten-Barents Sea
194.3D4;194.3D3;0.1600;0.046000;1450.6560;0.007360;194;1931;19;Lofoten-Barents Sea
194.3D5;194.3D4;10.2400;0.066000;2081.3760;0.675840;194;1931;19;Lofoten-Barents Sea
194.3D6;194.3D5;6.5400;0.078000;2459.8080;0.510120;194;1931;19;Lofoten-Barents Sea
194.3E;194.3D6;24.3700;0.078000;2459.8080;1.900860;194;1931;19;Lofoten-Barents Sea
194.3F;194.3E;0.3900;0.064000;2018.3040;0.024960;194;1931;19;Lofoten-Barents Sea
194.3G;194.3F;11.2700;0.099000;3122.0640;1.115730;194;1931;19;Lofoten-Barents Sea
194.41;194.33;49.7800;0.044000;1387.5840;2.190320;194;1931;19;Lofoten-Barents Sea
194.42;194.41;37.5900;0.035000;1103.7600;1.315650;194;1931;19;Lofoten-Barents Sea
194.43;194.42;27.0400;0.029000;914.5440;0.784160;194;1931;19;Lofoten-Barents Sea
194.4A;194.43;3.7200;0.037000;1166.8320;0.137640;194;1931;19;Lofoten-Barents Sea
194.4B;194.4A;16.3600;0.040000;1261.4400;0.654400;194;1931;19;Lofoten-Barents Sea
194.4C;194.4B;53.7600;0.058000;1829.0880;3.118080;194;1931;19;Lofoten-Barents Sea
194.51;194.43;22.9000;0.027000;851.4720;0.618300;194;1931;19;Lofoten-Barents Sea
194.52;194.51;92.8200;0.024000;756.8640;2.227680;194;1927;19;Lofoten-Barents Sea
194.53;194.52;5.9900;0.025000;788.4000;0.149750;194;1927;19;Lofoten-Barents Sea
194.5A;194.53;21.4100;0.031000;977.6160;0.663710;194;1927;19;Lofoten-Barents Sea
194.5B;194.5A;9.0500;0.034000;1072.2240;0.307700;194;1927;19;Lofoten-Barents Sea
194.610;194.53;31.5700;0.029000;914.5440;0.915530;194;1927;19;Lofoten-Barents Sea
194.61Z;194.610;17.1000;0.038000;1198.3680;0.649800;194;1927;19;Lofoten-Barents Sea
194.62;194.610;8.4400;0.036000;1135.2960;0.303840;194;1927;19;Lofoten-Barents Sea
194.6A;194.62;29.6500;0.044000;1387.5840;1.304600;194;1927;19;Lofoten-Barents Sea
194.6B;194.6A;15.8800;0.053000;1671.4080;0.841640;194;1927;19;Lofoten-Barents Sea
194.6C;194.6B;21.7200;0.069000;2175.9840;1.498680;194;1927;19;Lofoten-Barents Sea
194.7;194.62;178.3300;0.026000;819.9360;4.636580;194;1927;19;Lofoten-Barents Sea
194.810;194.7;93.9800;0.021000;662.2560;1.973580;194;1927;19;Lofoten-Barents Sea
194.81A;194.810;9.0800;0.036000;1135.2960;0.326880;194;1927;19;Lofoten-Barents Sea
194.81B;194.81A;4.9200;0.037000;1166.8320;0.182040;194;1927;19;Lofoten-Barents Sea
194.820;194.810;4.9200;0.028000;883.0080;0.137760;194;1927;19;Lofoten-Barents Sea
194.82A;194.820;3.3000;0.034000;1072.2240;0.112200;194;1927;19;Lofoten-Barents Sea
194.82B;194.82A;7.0600;0.046000;1450.6560;0.324760;194;1927;19;Lofoten-Barents Sea
194.83;194.820;57.2000;0.022000;693.7920;1.258400;194;1927;19;Lofoten-Barents Sea
194.A;194.83;33.0300;0.032000;1009.1520;1.056960;194;1931;19;Lofoten-Barents Sea
194.B;194.A;7.9600;0.034000;1072.2240;0.270640;194;1931;19;Lofoten-Barents Sea
194.C;194.B;13.2500;0.032000;1009.1520;0.424000;194;1927;19;Lofoten-Barents Sea
194.D;194.C;20.4200;0.039000;1229.9040;0.796380;194;1931;19;Lofoten-Barents Sea
194.E0;194.D;11.7400;0.038000;1198.3680;0.446120;194;1927;19;Lofoten-Barents Sea
194.EA;194.E0;8.0400;0.048000;1513.7280;0.385920;194;1927;19;Lofoten-Barents Sea
194.EB;194.EA;12.7600;0.062000;1955.2320;0.791120;194;1927;19;Lofoten-Barents Sea
194.EC;194.EB;25.1900;0.078000;2459.8080;1.964820;194;1927;19;Lofoten-Barents Sea
194.F;194.E0;55.8400;0.065000;2049.8400;3.629600;194;1927;19;Lofoten-Barents Sea
194.G;194.F;17.0400;0.072000;2270.5920;1.226880;194;1929;19;Lofoten-Barents Sea
195.;161_209;0.0000;0.000000;0.0000;0.000000;0;0;0;0
195.11;195.;180.9100;0.014000;441.5040;2.532740;195;1927;19;Lofoten-Barents Sea
195.12;195.11;56.9800;0.022000;693.7920;1.253560;195;1927;19;Lofoten-Barents Sea
195.13;195.12;12.1800;0.046000;1450.6560;0.560280;195;1927;19;Lofoten-Barents Sea
195.1A;195.13;7.9500;0.053000;1671.4080;0.421350;195;1927;19;Lofoten-Barents Sea
195.1B;195.1A;13.5900;0.039000;1229.9040;0.530010;195;1927;19;Lofoten-Barents Sea
195.20;195.13;285.3900;0.014000;441.5040;3.995460;195;1928;19;Lofoten-Barents Sea
195.2Z;195.20;17.2300;0.059000;1860.6240;1.016570;195;1927;19;Lofoten-Barents Sea
195.3;195.20;282.3500;0.030000;946.0800;8.470500;195;1928;19;Lofoten-Barents Sea
195.41;195.3;67.6400;0.026000;819.9360;1.758640;195;1928;19;Lofoten-Barents Sea
195.42;195.41;77.6800;0.044000;1387.5840;3.417920;195;1928;19;Lofoten-Barents Sea
195.4A1;195.42;3.6900;0.061000;1923.6960;0.225090;195;1928;19;Lofoten-Barents Sea
195.4A2;195.4A1;1.1100;0.059000;1860.6240;0.065490;195;1928;19;Lofoten-Barents Sea
195.4A3;195.4A2;0.0600;0.042000;1324.5120;0.002520;195;1928;19;Lofoten-Barents Sea
195.4A4;195.4A3;0.0800;0.040000;1261.4400;0.003200;195;1928;19;Lofoten-Barents Sea
195.4B;195.4A4;15.0900;0.066000;2081.3760;0.995940;195;1928;19;Lofoten-Barents Sea
