station_id,station_code,station_name,latitude,longitude,altitude,name
3218,819-2-14,Bøvatnet,59.158,9.207,133.0,Sørlandet
3219,819-3-17,Store Børten,59.159,9.245,105.0,Sørlandet
3220,822-2-11,Børtevatn,59.413,9.355,195.0,Sørlandet
3221,826-1-7,Vesle Flottetjørn,59.981,8.525,1105.0,Sørlandet
3222,826-1-16,Svarttjørn,59.892,8.854,1135.0,Sørlandet
3223,826-1-17,HOH 1162,59.967,8.489,1162.0,Sørlandet
3224,826-1-18,Fikstjørn,59.853,8.616,928.0,Sørlandet
3225,826-1-20,Grysletjørn,59.972,8.59,1182.0,Sørlandet
3226,826-1-25,HOH 1335,60.156,8.032,1328.0,Sørlandet
3227,826-1-28,Storsteinvatnet,59.796,8.354,1076.0,Sørlandet
3228,826-1-30,Ormetjørn,59.904,8.51,1082.0,Sørlandet
3229,826-1-35,Langtjørn,60.025,8.401,1089.0,Sørlandet
3230,826-1-39,Torjustjørn,59.942,8.487,1152.0,Sørlandet
3231,826-2-6,Viktjørn,60.117,8.134,1354.0,Sørlandet
3232,826-2-24,Longetjørn,59.889,8.768,1016.0,Sørlandet
3234,827-1-23,Lysetjørn,59.791,8.448,1001.0,Sørlandet
3235,827-1-41,HOH 1102,59.815,8.455,1101.0,Sørlandet
3236,827-2-32,Sjausetvatnet,59.681,8.801,740.0,Sørlandet
3238,827-3-26,Sjåvatnet,59.802,8.86,896.0,Sørlandet
3239,828-1-22,Sandtjørni,59.77420543,8.38222965,1157.0,Sørlandet
3241,828-2-25,Grotvatni,59.741,8.363,1040.0,Sørlandet
3242,829-1-46,Stestøyltjørni,59.38,8.304,638.0,Sørlandet
3243,829-2-59,Bjørntjørn,59.305,8.259,965.0,Sørlandet
3244,829-4-6,Kviteseidvatnet,59.34974087,8.58064562,72.0,Sørlandet
3246,831-1-26,Snotjørnane,59.138,7.762,844.0,Sørlandet
3247,831-2-3,Øvre Selbuvatn,58.979,7.965,708.0,Sørlandet
3249,831-2-29,Tussetjørn,59.164,7.857,671.0,Sørlandet
3250,831-2-60,Kråkestøltjørn,59.003,7.992,657.0,Sørlandet
3252,831-3-32,Sandvatnet,59.224,8.246,675.0,Sørlandet
3253,831-4-8,Fyresvatn,59.09555816,8.15346035,280.0,Sørlandet
3254,833-1-21,Grunntjørn,59.559,8.266,926.0,Sørlandet
3255,833-2-16,Kambetjørn,59.37,7.768,760.0,Sørlandet
3256,833-2-30,Kjønnesviksvatnet,59.344,7.673,812.0,Sørlandet
3257,833-3-3,Åmlivatn,59.388,8.019,477.0,Sørlandet
3259,834-1-6,HOH 1387,59.986,7.388,1385.0,Sørlandet
3260,834-2-2,Midtre Supsavatn,59.626,7.687,1087.0,Sørlandet
3261,834-2-5,Vonevatn,59.839,7.699,1177.0,Sørlandet
3262,834-2-8,Fetveittjørn,59.629,7.879,644.0,Sørlandet
3263,834-2-10,Straumstøltjørn,59.734,7.692,1049.0,Sørlandet
3264,834-2-12,Torstjørni,60.037,7.983,1220.0,Sørlandet
3265,834-2-18,Såtetjørn,59.93,8.11,1315.0,Sørlandet
3266,834-2-26,Vikvatnet,59.612,8.211,711.0,Sørlandet
3267,834-2-28,HOH 1367,59.96952133,7.7877613,1364.0,Sørlandet
3270,834-3-14,Lognvikvatn,59.679,8.13,697.0,Sørlandet
3271,834-4-5,Totak,59.775,7.716,687.0,Sørlandet
3272,834-4-7,Holmavatnet,59.683,7.167,1058.0,Vestlandet
3273,901-1-55,Stavvatn,58.714,8.974,164.0,Sørlandet
3274,901-2-49,Mjåvatnet,58.75565461,9.0325793,121.0,Sørlandet
3275,901-3-8,Dalsvatnet,58.762,9.148,4.0,Sørlandet
3277,912-2-4,Simonstadvatnet,58.774,8.976,155.0,Sørlandet
3278,912-2-14,Midtvatnet,58.686,8.741,210.0,Sørlandet
3279,912-2-18,Ljøstadvann,58.75162218,8.89803943,178.0,Sørlandet
3280,912-2-27,Ljøsvannet,58.757,8.901,178.0,Sørlandet
3281,912-2-30,HOH 170,58.738,8.941,176.0,Sørlandet
3282,914-1-14,Vålandstjern,58.613,8.755,137.0,Sørlandet
3283,914-1-31,HOH 146,58.64,8.773,,Sørlandet
3285,919-2-19,Ålevatnet,58.673,8.354,171.0,Sørlandet
3286,928-1-17,Krokevatn,58.43008227,8.23269745,,Sørlandet
3288,929-1-1,Eiklitjørn,58.792,8.418,242.0,Sørlandet
3289,929-1-5,Berlitjørnane,58.85909191,8.61660207,226.0,Sørlandet
3290,929-1-20,Imetjern,58.749,8.497,,Sørlandet
3291,929-1-22,Øytjørn,58.888,8.127,685.0,Sørlandet
3292,929-2-8,Øvre Skålvatn,58.792,8.659,206.0,Sørlandet
3293,929-2-25,Stemmevatn,58.929,8.578,463.0,Sørlandet
3294,929-2-26,Lauvlivatn,58.802,8.299,489.0,Sørlandet
3296,937-2-1,Midtvatnet,58.47021101,7.65249264,389.0,Sørlandet
3298,938-1-9,Longeraktjørn,58.766,7.95,619.0,Sørlandet
3299,938-1-23,Kvivotni,58.929,7.183,856.0,Sørlandet
3300,938-1-27,Fånetjørn,58.777,7.864,675.0,Sørlandet
3301,938-1-28,Hovotni,59.042,7.717,769.0,Sørlandet
3302,938-1-29,Beritstjørni,58.743,7.921,596.0,Sørlandet
3303,938-2-10,Skjevlevatni,58.885,7.991,655.0,Sørlandet
3304,938-2-15,Flåvatnet,58.949,7.295,1000.0,Sørlandet
3305,938-3-24,Sandsvatnet,58.81,7.943,589.0,Sørlandet
3307,940-1-4,Urdevotni,59.052,7.33,865.0,Sørlandet
3308,940-1-6,HOH 1220,59.219,7.206,1222.0,Sørlandet
3309,940-1-10,HOH 1114,59.1215536,7.36963382,1114.0,Sørlandet
3310,940-1-11,HOH 1285,59.233,7.173,1284.0,Sørlandet
3311,940-1-13,HOH 1238,59.199,7.108,1237.0,Sørlandet
3312,940-1-24,HOH 1050,59.331729,7.64702721,1027.0,Sørlandet
3313,940-2-33,Hovdevatnet,59.113,7.429,763.0,Sørlandet
3314,940-2-51,Langevatn,59.062,7.735,791.0,Sørlandet
3315,940-2-52,Øvre Krokvatnet,59.201,7.375,1174.0,Sørlandet
3317,941-1-3,HOH 1110,59.625,7.14,1108.0,Sørlandet
3318,941-1-8,HOH 1168,59.512,6.99,1172.0,Sørlandet
3319,941-1-15,HOH 1040,59.293,6.99,1041.0,Sørlandet
3320,941-1-18,HOH 1260,59.216,6.907,1240.0,Sørlandet
3321,941-1-30,HOH 1221,59.212,6.879,1220.0,Sørlandet
3322,941-2-2,HOH 1238,59.456,7.596,1233.0,Sørlandet
3323,941-2-17,Reinevasstjørni,59.407,7.203,1187.0,Sørlandet
3324,941-2-32,HOH 1080,59.338,6.861,1081.0,Sørlandet
3325,941-2-34,Den lange tjørni,59.655,7.231,1075.0,Sørlandet
3326,941-3-5,Reinevatn,59.426,7.2,1175.0,Sørlandet
3327,941-3-12,Breivevatnet,59.571,7.278,759.0,Sørlandet
3328,941-3-13,Ormsavatnet,59.521,7.116,868.0,Sørlandet
3329,941-3-18,Urdevatnet,59.581,7.024,1077.0,Sørlandet
3330,941-4-2,Store Urevatn,59.44941434,7.12159258,1175.0,Sørlandet
3331,1001-1-55,Skeivatnet,58.223,7.857,211.0,Sørlandet
3333,1002-1-62,Vråvatn,58.086,7.406,175.0,Sørlandet
3334,1003-1-16,HOH 130,58.214,6.763,121.0,Sørlandet
3335,1003-1-18,HOH 14,58.096,6.87,50.0,Sørlandet
3336,1003-2-2,Brastadvatnet,58.10006073,6.6805792,3.0,Sørlandet
3337,1004-1-2,Engelsvatnet,58.22486843,6.66499638,106.0,Sørlandet
3338,1004-1-21,Skultjørnan,58.537,6.633,516.0,Sørlandet
3340,1004-2-6,Djupvatnet,58.503,6.714,434.0,Sørlandet
3341,1017-1-14,Gyvatnet,58.291,7.714,258.0,Sørlandet
3342,1017-1-31,Gardvatnet,58.319,7.599,304.0,Sørlandet
3343,1021-1-27,Grunnevatnet,58.246,7.6,,Sørlandet
3344,1021-1-61,Kringlevatnet,58.19,7.668,215.0,Sørlandet
3345,1026-1-6,HOH 737,58.663,7.188,737.0,Sørlandet
3346,1026-1-10,HOH 875,58.829,7.201,,Sørlandet
3347,1026-2-10,Kjosevatn,58.754,7.654,612.0,Sørlandet
3348,1026-2-20,Storevatn,58.766,7.437,804.0,Sørlandet
3352,1026-3-3,Langevatn,58.81769698,7.36889014,684.0,Sørlandet
3353,1026-3-18,Storevatnet,58.74,7.222,860.0,Sørlandet
3354,1026-3-19,Ljoslandsvatnet,58.771,7.353,500.0,Sørlandet
3355,1029-1-26,Vassåkervatnet,58.073,7.396,,Sørlandet
3356,1032-2-4,Jovatnet,58.1667468,7.1301914,167.0,Sørlandet
3357,1032-2-13,Hagevatnet,58.19840868,7.08428579,256.0,Sørlandet
3358,1034-1-4,Grantjørni,58.586,7.122,542.0,Sørlandet
3360,1034-2-22,Bjønnvatn,58.57444362,7.24608068,654.0,Sørlandet
3362,1037-1-13,Husbrytjørn,58.44,6.978,301.0,Sørlandet
3363,1037-2-14,Hellartjern,58.726,7.04,674.0,Sørlandet
3365,1046-1-8,Småtjørnan,58.64698988,6.806222,570.0,Sørlandet
3366,1046-1-11,HOH 573,58.782,6.719,573.0,Sørlandet
3367,1046-1-12,HOH 760,58.80729385,6.63884705,,Sørlandet
3368,1046-1-15,HOH 1041,58.93675216,6.62866895,1041.0,Sørlandet
3369,1046-1-20,Litle Svartevatnet,58.65823697,6.4896436,509.0,Sørlandet
3370,1046-1-24,HOH 944,58.965,6.667,,Sørlandet
3372,1046-1-30,HOH 739,58.787,6.55,738.0,Sørlandet
3373,1046-1-33,HOH 850,58.856,6.588,845.0,Sørlandet
3374,1046-2-9,HOH 860,58.94833006,7.11692374,856.0,Sørlandet
3375,1046-2-12,Indre Skeidsvatn,58.784,6.658,691.0,Sørlandet
3376,1046-2-15,Krokevatn,58.819,6.894,787.0,Sørlandet
3377,1046-2-17,Åsmundsvatnet,58.621,6.818,566.0,Sørlandet
3378,1046-2-21,Falketjørnene,58.939,7.048,865.0,Sørlandet
3379,1046-2-23,Vassfellet,58.9951114,6.8037156,921.0,Sørlandet
3380,1046-2-24,Flåvatnet,58.584,6.805,554.0,Sørlandet
3381,1046-2-30,Avedalsvatnet,58.631,6.766,255.0,Sørlandet
3382,1046-3-9,Guddilsvatnet,58.8,6.913,721.0,Sørlandet
3383,1046-3-15,Storavatnet,58.84,6.962,811.0,Sørlandet
3384,1046-3-17,Degjevatnet,58.956,6.716,826.0,Sørlandet
3385,1046-3-20,Bjørnestadvatnet,58.66,6.602,353.0,Sørlandet
3386,1046-3-21,Langavatn,58.82516203,6.67138025,725.0,Sørlandet
3387,1101-3-8,Revsvatnet,58.46953026,6.11431211,164.0,Vestlandet
3388,1102-1-35,Auratjørna,58.86,6.05,400.0,Vestlandet
3389,1102-2-14,Skjelbreidtjørna,58.831,5.869,106.0,Vestlandet
3390,1111-1-1,Øygardstjørna,58.424,6.413,345.0,Vestlandet
3391,1112-1-10,Saurtjørni,58.51,6.31,286.0,Vestlandet
3392,1112-2-7,Glessjor,58.54054753,6.36627258,204.0,Vestlandet
3393,1112-4-1,Lundevatnet,58.402,6.607,49.0,Sørlandet
3394,1114-1-7,Hellevatnet,58.623,6.128,310.0,Vestlandet
3395,1114-1-8,HOH 710,58.733,6.461,704.0,Vestlandet
3396,1114-1-21,Holatjørni,58.677,6.471,612.0,Vestlandet
3397,1114-1-33,HOH 690,58.693,6.457,686.0,Vestlandet
3398,1114-2-4,HOH 712,58.723,6.596,,Vestlandet
3399,1114-2-25,Butjørnane,58.616,5.91,219.0,Vestlandet
3401,1114-3-4,Hofreistævatnet,58.68,6.17,166.0,Vestlandet
3402,1114-3-10,Indra Vinjavatnet,58.74989238,6.22397809,192.0,Vestlandet
3403,1119-1-25,Lauvåsvatnet,58.51525305,5.84261134,,Vestlandet
3404,1120-3-1,Horpestadvatnet,58.737,5.568,4.0,Vestlandet
3405,1121-2-17,Snorestadtjørnane,58.69415092,5.84164106,,Vestlandet
3406,1122-1-2,HOH 850,58.844,6.559,851.0,Vestlandet
3407,1122-1-3,HOH 770,58.813,6.333,771.0,Vestlandet
3408,1122-1-4,Kalvedalsvatnet,58.807,6.337,700.0,Vestlandet
3409,1122-1-12,Langatjørn,58.91323187,6.53841297,910.0,Vestlandet
3410,1122-1-16,Kringlelitjørna,58.716,5.927,220.0,Vestlandet
3412,1122-2-2,HOH 941,58.897,6.546,944.0,Vestlandet
3413,1122-2-18,Øvre Bergsvatnet,58.802,5.948,342.0,Vestlandet
3415,1129-1-15,Reinstjørn,59.131,6.851,954.0,Vestlandet
3416,1129-1-23,HOH 1102,59.124,6.759,1100.0,Vestlandet
3417,1129-1-28,Kleggadalsvatn,59.16,6.682,864.0,Vestlandet
3418,1129-1-32,Oalandstjørna,58.904,6.183,325.0,Vestlandet
3419,1129-1-36,HOH 1061,59.17357856,6.8131895,1061.0,Vestlandet
3420,1129-2-3,Søre Erevikvatnet,58.926,6.065,,Vestlandet
3422,1129-2-11,Troppevatnet,59.005,6.178,510.0,Vestlandet
3423,1129-2-12,HOH 1029,59.155,6.719,1029.0,Vestlandet
3424,1129-2-15,Vongsatjørnane,59.076,6.407,767.0,Vestlandet
3425,1129-2-28,Rundatjørna,59.063,6.374,548.0,Vestlandet
3426,1129-2-53,Svartavatnet,58.973,6.415,777.0,Vestlandet
3427,1129-3-15,Haukalivatnet,58.918,6.164,51.0,Vestlandet
3428,1130-3-14,Vostervatnet,59.096,5.977,54.0,Vestlandet
3429,1133-1-18,HOH 920,59.17810763,6.52375562,906.0,Vestlandet
3430,1133-1-24,Eikelivatnet,59.255,6.338,282.0,Vestlandet
3431,1133-1-30,HOH 1080,59.312,6.735,1062.0,Vestlandet
3432,1133-2-1,Heimra Svartavatnet,59.34,6.537,458.0,Vestlandet
3434,1133-2-23,HOH 1111,59.222,6.815,1112.0,Vestlandet
3435,1133-2-29,Brokavatnet,59.075,6.237,644.0,Vestlandet
3436,1133-2-603,Ø.Tysdalsvatn,59.169,6.356,64.0,Vestlandet
3437,1134-1-27,HOH 1250,59.558,6.917,1251.0,Vestlandet
3438,1134-2-8,Leirdålsvatna,59.495,6.959,1132.0,Vestlandet
3439,1134-2-24,Heimsvatnet,59.446,6.301,375.0,Vestlandet
3441,1135-1-19,Breiborgvatnet,59.724,6.566,665.0,Vestlandet
3442,1135-2-10,Løyndardalsvatnet,59.752,6.365,780.0,Vestlandet
3443,1135-2-13,Søre Dyrskardsvatnet,59.827,6.599,1154.0,Vestlandet
3444,1135-3-3,Førstadvatnet,59.706,6.562,617.0,Vestlandet
3445,1146-1-5,Bongsatjørna,59.421,5.438,25.0,Vestlandet
3446,1146-1-26,Lauvskardvatnet,59.36,5.726,301.0,Vestlandet
3447,1146-2-6,Ådnavatnet,59.36324898,5.43438775,51.0,Vestlandet
3448,1146-2-19,Nordre Vadvatnet,59.316,5.444,26.0,Vestlandet
3449,1146-2-22,Gåsavatnet,59.379,5.577,21.0,Vestlandet
3450,1149-1-6,Steinsvatnet,59.304,5.358,26.0,Vestlandet
3451,1149-2-26,Heiavatnet,59.272,5.228,25.0,Vestlandet
3452,1154-3-9,Gjerdesdalsvatnet,59.50483565,5.77354225,28.0,Vestlandet
3453,1154-3-16,Fjellgardsvatnet,59.5648292,6.02989187,157.0,Vestlandet
3454,1201-1-36,Storavatnet,60.232,5.3,16.0,Vestlandet
3455,1201-1-45,Stemmevatnet,60.443,5.444,154.0,Vestlandet
3456,1211-1-11,Vierdalsvatnet (Skålnesv.),59.814,6.295,830.0,Vestlandet
3457,1211-1-26,HOH 914,59.82912787,6.49152186,911.0,Vestlandet
3458,1216-2-12,Krossvikevatnet,59.54,5.428,37.0,Vestlandet
3459,1216-2-13,Mannavatnet,59.545,5.372,30.0,Vestlandet
3461,1216-3-11,Storavatnet,59.604,5.346,12.0,Vestlandet
3462,1219-1-2,Grindavatnet,59.787,5.191,,Vestlandet
3463,1219-1-22,Stemmevatnet,59.68178266,5.19680791,,Vestlandet
3464,1219-1-29,Eriksvatnet,59.662,5.167,32.0,Vestlandet
3465,1223-1-40,Øvre Vermedalsvatn,59.97748149,5.55817097,70.0,Vestlandet
3466,1223-2-37,Skartveitvatnet,59.976,5.597,125.0,Vestlandet
3467,1224-1-31,Hammarsvatnet,60.127,6.197,549.0,Vestlandet
3468,1224-2-14,HOH 1051,59.945,6.181,1051.0,Vestlandet
3469,1224-2-25,Mannsvatnet,59.922,5.94,566.0,Vestlandet
3471,1224-2-30,Insta Bukkaspelvatnet,60.15,6.393,1064.0,Vestlandet
3472,1224-2-39,Tveitedalsvatnet,60.076,6.215,936.0,Vestlandet
3474,1228-1-12,HOH 1367,60.02861249,6.82272231,1366.0,Vestlandet
3475,1228-1-13,HOH 1263,59.97885626,7.06228357,1261.0,Vestlandet
3476,1228-1-21,Litlavatn,59.885,6.849,928.0,Vestlandet
3477,1228-1-42,HOH 1166,59.999,6.488,1166.0,Vestlandet
3478,1228-2-9,HOH 1110,59.84,6.631,1107.0,Vestlandet
3479,1228-3-4,Kaldevatn,59.794,7.013,1205.0,Vestlandet
3482,1231-1-7,HOH 1342,60.103,7.465,1340.0,Vestlandet
3483,1231-1-9,HOH 1274,60.06104674,7.32619302,1269.0,Vestlandet
3484,1231-1-14,HOH 1253,60.263,6.965,1250.0,Vestlandet
3485,1231-2-2,Kjølo,60.252,6.871,1172.0,Vestlandet
3486,1231-2-7,HOH 1343,60.19130169,7.16521219,1343.0,Vestlandet
3487,1231-2-24,Trollavatnet,60.32773772,6.91611079,1280.0,Vestlandet
3488,1231-3-20,Litlosvatnet,60.08384584,7.14314134,1170.0,Vestlandet
3489,1232-1-3,HOH 1200,60.459,7.626,1197.0,Vestlandet
3490,1232-1-4,HOH 1324,60.127,7.36,1332.0,Vestlandet
3491,1232-1-37,HOH 1360,60.478,7.524,1356.0,Vestlandet
3492,1232-2-1,Inste Olavsbuvatni,60.426,7.639,1175.0,Vestlandet
3493,1232-3-18,Nordvatnet,60.23343788,7.38752075,1256.0,Vestlandet
3494,1233-1-10,HOH 1240,60.599,7.29,1237.0,Vestlandet
3495,1233-2-15,HOH 1232,60.652,7.379,1234.0,Vestlandet
3496,1233-2-27,Kvannjolvatnet,60.653,6.997,1087.0,Vestlandet
3497,1233-2-31,HOH 1410,60.659,7.451,1408.0,Vestlandet
3498,1234-3-2,Granvinsvatnet,60.556,6.72,23.0,Vestlandet
3499,1235-1-8,HOH 1241,60.549,6.342,1243.0,Vestlandet
3500,1235-1-30,HOH 1056,60.735,6.368,1047.0,Vestlandet
3502,1235-2-38,Grønlivatnet,60.555,6.594,530.0,Vestlandet
3503,1235-3-14,Storavatnet,60.496,6.387,963.0,Vestlandet
3504,1238-2-23,Øyjordsvatnet,60.264,6.123,73.0,Vestlandet
3505,1238-2-42,Djupebottvatnet,60.494,6.354,990.0,Vestlandet
3506,1238-3-15,Myklavatnet,60.412,6.076,814.0,Vestlandet
3507,1241-1-18,Svinasteinstjørna,60.133,5.767,64.0,Vestlandet
3508,1241-2-41,Skjelbreidvatnet,60.246,5.784,48.0,Vestlandet
3509,1242-2-3,Fiskevatnet,60.424,5.823,178.0,Vestlandet
3510,1246-1-15,Kvernavatnet,60.436,5.003,10.0,Vestlandet
3512,1252-2-8,HOH 1019,61.011,6.04,1019.0,Vestlandet
3513,1252-2-21,Nedre Sørdalsvatnet,60.956,6.097,758.0,Vestlandet
3514,1256-3-13,Storavatnet,60.57495434,5.10697757,10.0,Vestlandet
3515,1260-2-20,Færevatnet,60.69897765,4.97240159,19.0,Vestlandet
3516,1260-2-28,Kvalheimsvatnet,60.685,4.948,6.0,Vestlandet
3517,1263-2-33,Hundvensvatnet,60.667,5.243,21.0,Vestlandet
3518,1263-2-36,Sandvikavatnet,60.614,5.354,10.0,Vestlandet
3519,1266-1-24,HOH 800,60.923,5.799,,Vestlandet
3520,1266-2-6,Nordrevotni,60.924,5.704,664.0,Vestlandet
3521,1266-2-10,Svadfjellvatni,60.979,5.793,768.0,Vestlandet
3523,1266-2-35,Klefjellvatni,60.753,5.467,417.0,Vestlandet
3524,1401-1-8,Urdavatnet,61.651,5.014,16.0,Vestlandet
3525,1401-1-27,HOH 530,61.662,5.302,526.0,Vestlandet
3526,1411-1-10,Maletjørna,60.927,5.09,32.0,Vestlandet
3527,1412-1-9,Gardavatnet,61.029,4.695,34.0,Vestlandet
3528,1412-1-19,Krokevatnet,61.064,4.783,20.0,Vestlandet
3529,1412-2-7,Engevikvatnet,61.159,4.966,38.0,Vestlandet
3530,1413-1-33,Gåsevatnet,61.172,5.324,167.0,Vestlandet
3531,1416-1-3,Tirskardvatnet,61.196,5.844,,Vestlandet
3532,1416-1-21,Dyttingane,61.101,5.926,696.0,Vestlandet
3534,1416-2-28,HOH 729,60.997,5.655,729.0,Vestlandet
3535,1417-1-29,HOH 1171,60.938,6.538,1170.0,Vestlandet
3536,1420-1-1,Kollsetervatnet,61.274,6.958,829.0,Vestlandet
3537,1420-2-12,Storavatnet,61.259,6.945,826.0,Vestlandet
3538,1420-3-20,Dalavatnet,61.325,6.951,395.0,Vestlandet
3539,1421-1-11,HOH 1036,60.886,6.912,1035.0,Vestlandet
3541,1421-1-26,Øvre Leitevatnet,60.93705862,7.39741512,1374.0,Vestlandet
3542,1421-2-15,Øv.Sleipåvotni,60.86,7.596,1506.0,Vestlandet
3543,1421-2-31,Sleipåvotni,60.851,7.568,1401.0,Vestlandet
3545,1421-3-24,HOH 1455,60.699,7.399,1454.0,Vestlandet
3546,1421-3-26,Norddalsvatnet,60.958,7.434,1435.0,Vestlandet
3547,1421-3-30,Hednedalsvatnet,60.732,7.379,1260.0,Vestlandet
3548,1422-1-2,HOH 1539,60.975,7.78,1540.0,Vestlandet
3549,1422-1-4,Fossavotni,60.98,7.478,1315.0,Vestlandet
3550,1422-2-19,Langetjørnane,61.153,7.869,1251.0,Vestlandet
3551,1422-2-25,Æråkstjørni,61.046,7.926,1256.0,Vestlandet
3552,1422-3-18,Starsjøen,60.972,8.017,1350.0,Vestlandet
3553,1424-1-12,Fjellvatnet,61.148,7.62,1196.0,Vestlandet
3554,1424-1-14,Reinsgravtjørni,61.13,7.794,1346.0,Vestlandet
3555,1424-2-11,HOH 1430,61.405,7.658,,Vestlandet
3556,1424-2-30,Hyttedalsvatnet,61.426,7.632,1311.0,Vestlandet
3557,1426-1-6,HOH 1335,61.449,7.671,1335.0,Vestlandet
3558,1426-1-22,HOH 1475,61.703,7.434,,Vestlandet
3559,1426-1-23,Røykjedalsvatnet,61.604,7.16,1121.0,Vestlandet
3560,1426-2-13,HOH 1488,61.437,8.283,1487.0,Vestlandet
3561,1426-2-22,Nedre Mjølkedalstjørn,61.456,8.229,1420.0,Vestlandet
3562,1426-3-19,Åsetvatnet,61.563,7.571,838.0,Vestlandet
3563,1428-1-18,Tobbedalsvatnet,61.423,5.464,675.0,Vestlandet
3564,1428-2-32,Sætrevatnet,61.328,4.955,14.0,Vestlandet
3565,1428-3-7,Hærlandsvatnet,61.357,4.934,21.0,Vestlandet
3566,1429-2-10,Botnatjørna,61.296,5.335,41.0,Vestlandet
3567,1430-1-13,Jakobsvatnet,61.289,5.934,877.0,Vestlandet
3568,1430-1-65,HOH 520,61.359,5.872,517.0,Vestlandet
3569,1431-2-5,Gjesdalsvatnet,61.469,6.227,764.0,Vestlandet
3570,1431-2-26,HOH 1308,61.544,6.662,1306.0,Vestlandet
3571,1431-2-35,Håheimsvatnet,61.591,6.508,200.0,Vestlandet
3573,1431-4-6,Jølstravatnet,61.496,6.132,207.0,Vestlandet
3574,1432-1-7,Nordvatnet,61.572,6.123,893.0,Vestlandet
3575,1432-1-25,Nes-Isvatnet,61.43608119,6.31869928,984.0,Vestlandet
3577,1432-3-15,Gjerlands-Isvatnet,61.452,6.301,937.0,Vestlandet
3578,1433-1-37,Svartevatnet,61.55227748,5.69460907,460.0,Vestlandet
3579,1433-3-23,Trodalsvatnet,61.545,5.975,416.0,Vestlandet
3580,1438-2-23,L. Snønykevatnet,61.781,5.557,852.0,Vestlandet
3581,1438-2-59,Sørdalsvatnet,61.702,5.03,220.0,Vestlandet
3582,1438-3-1,Handklevatnet,61.678,5.267,502.0,Vestlandet
3583,1441-3-29,Dalsbøvatnet,62.155,5.188,47.0,Vestlandet
