station_id,station_code,station_name,sample_date,As_µg/l,Cd_µg/l,Cr_µg/l,Cu_µg/l,Ni_µg/l,Pb_µg/l,Zn_µg/l,TOC_mg C/l,pH_
3723,1805-1-14,Søsterbekkvatnan,1995-10-25,,0.03,,0.6,0.4,0.14,2.0,1.5,6.41
3724,1805-3-4,Storvatnet,1995-11-02,,,,0.4,0.4,,,1.0,7.14
3725,1811-1-22,HOH 674,1995-10-02,,,,0.2,0.1,0.18,0.8,0.36,6.13
3726,1811-3-6,Myrmarkvatnet,1995-10-02,,,,,0.2,0.12,0.8,1.8,6.35
3727,1812-1-12,Gjerdevatnet,1995-10-02,,,1.0,1.1,2.0,0.25,2.1,3.5,7.7
3728,1813-2-5,Tilremsvatnet,1995-10-02,,0.02,0.2,1.2,1.6,0.18,1.6,7.0,7.88
3729,1820-1-20,Helknavatnet,1995-10-02,,,,,,0.18,0.9,0.33,5.8
3730,1824-1-3,HOH 864,1995-10-02,,0.02,,0.4,0.4,0.56,1.0,0.89,5.93
3731,1824-1-6,HOH 821,1995-10-02,,,,,,0.37,0.7,0.28,5.71
3732,1824-1-17,Kottjørna,1995-10-02,,,,0.9,0.3,0.12,4.5,1.7,7.33
3733,1824-2-25,HOH 444,1995-10-02,0.138,,,,,0.07,,0.93,6.05
3734,1825-1-5,Sørtjørna,1995-10-02,,,,,0.2,0.08,0.4,0.95,7.5
3735,1825-1-9,Sivtjønna,1995-10-02,,,,0.2,0.2,0.12,1.0,3.5,6.82
3736,1825-2-23,Litle Holmvatnet,1995-10-02,,,,0.3,0.2,0.04,0.3,2.1,7.27
3737,1825-4-4,Store Majavatnet,1995-10-02,,0.03,,0.3,0.3,0.05,1.1,2.2,7.06
3738,1826-1-8,HOH 785,1995-10-02,0.203,,,0.4,0.5,0.06,,0.73,7.47
3739,1826-1-10,HOH 822,1995-10-02,,,,0.2,,0.03,,0.43,6.75
3740,1826-3-24,Fisklausvatnet,1995-10-02,,,,0.6,0.8,0.06,,0.55,7.44
3741,1826-4-3,Unkervatnet,1995-10-02,,,,0.6,0.7,0.06,0.8,1.6,7.46
3742,1826-5-1,Røssvatnet,1995-11-15,,,,0.5,0.7,0.18,3.1,0.64,7.12
3743,1833-1-13,HOH 752,1995-10-02,0.129,,,0.4,0.4,0.11,1.1,0.33,6.68
3744,1833-1-15,Steinbekktjørna,1995-10-02,,0.12,4.0,1.7,1.6,14.75,31.1,8.7,6.41
3745,1833-1-16,HOH 695,1995-10-02,,,,,,0.2,0.9,0.2,5.96
3746,1833-1-19,HOH 1034,1995-10-02,,,,0.3,0.1,0.08,1.0,0.29,6.05
3747,1833-3-1,Store Blerekvatnet,1995-10-02,,,,,0.2,0.04,0.3,0.93,6.96
3748,1836-1-21,HOH 662,1995-10-02,0.127,,,,,0.25,0.8,0.2,5.82
3749,1836-2-14,Storvatnet,1995-10-02,,,0.1,0.5,0.7,0.06,0.5,3.3,6.83
3750,1836-3-2,Gjervalvatnet,1995-10-02,,,,0.4,0.1,0.05,0.7,0.21,6.31
3751,1837-3-3,Spilderdalsvatnet,1995-10-02,,,0.1,,0.2,,0.4,5.8,6.77
3752,1840-1-1,HOH 757,1995-10-02,,,,0.2,0.6,0.04,0.7,0.24,6.2
3753,1840-1-4,HOH 725,1995-10-02,,,,0.2,0.1,0.03,,0.86,7.14
3754,1840-3-7,Solvågvatnet,1995-10-02,,,,0.9,3.2,,2.8,0.2,6.8
3755,1840-3-9,Store Rosna,1995-10-02,,,,0.2,0.2,0.04,,0.71,7.39
3756,1841-1-18,HOH 938,1995-10-02,,,,0.3,0.2,0.04,0.8,0.2,6.82
3757,1842-2-6,HOH 162,1995-10-25,0.184,,,0.3,0.3,0.08,0.8,2.8,7.02
3758,1842-2-7,Storoksvatnet,1995-10-25,,0.03,,0.4,0.2,0.22,0.8,1.0,7.35
3759,1842-3-14,HOH 472,1995-10-25,,,,,0.1,0.1,0.4,1.2,7.35
3760,1845-2-2,Hurrejavrrazat,1995-10-02,,,,0.3,0.1,,,0.2,6.96
3761,1845-2-21,HOH 903,1995-10-02,,0.03,,0.2,0.3,1.43,2.9,0.2,5.99
3762,1848-2-4,Synstelvvatn,1995-10-25,,,,0.4,,0.14,0.6,0.23,5.68
3763,1848-2-10,HOH 281,1995-10-25,,,,0.2,,0.11,0.9,1.0,5.41
3764,1848-2-15,Breiddalsvatnan,1995-10-25,,0.02,,0.4,0.3,0.14,0.7,0.61,6.58
3765,1849-2-3,Lilandsvatn,1995-10-25,,,,0.3,,0.15,2.8,4.4,6.57
3766,1849-2-18,HOH 760,1995-10-02,,,,,0.1,0.04,0.8,0.2,6.12
3767,1849-3-18,Sandnesvatnet,1995-10-25,,,0.1,0.3,0.2,0.08,1.0,2.1,6.89
3768,1850-2-12,HOH 880,1995-10-02,,0.03,0.2,0.6,0.3,0.21,2.4,0.2,7.18
3769,1850-2-19,Storvatnet,1995-10-02,,0.03,,0.3,0.3,0.03,3.2,0.49,6.52
3770,1850-3-11,Hievstenjavri,1995-10-02,,,,,,0.05,,0.42,6.41
3771,1853-3-13,Lavangsvatn,1995-10-02,,0.04,,0.6,1.0,0.12,1.7,3.3,7.9
3772,1854-2-16,Stopålvatnet,1995-09-27,,,,0.3,1.3,0.05,0.9,2.4,8.06
3773,1866-1-2,Ulvøyvatn,1995-09-25,,0.16,,0.4,0.2,0.22,1.3,7.4,7.33
3774,1866-1-11,Austpollvatnan,1995-09-21,,,,,0.2,0.03,0.8,0.32,6.79
3775,1870-2-1,Langvatnet,1995-09-21,,,,,,0.03,,1.0,6.69
3776,1870-2-20,Kjerringnesdalsvatn,1995-09-21,,,0.4,0.5,0.7,0.08,0.9,2.1,6.77
3777,1871-2-24,Rundvatn,1995-09-21,,,,0.2,,,,0.38,6.4
3778,1871-3-22,Storvatnet,1995-10-25,0.17,,0.2,0.3,0.2,0.13,1.0,5.8,6.8
3779,1901-2-5,Botnvatn,1995-09-28,,0.04,,0.5,0.7,0.09,1.0,1.9,7.39
3780,1902-2-11,Storvatnet,1995-11-04,,,,,,0.04,,1.4,6.57
3781,1917-1-15,Juliusvatnet,1995-09-18,,,,0.3,0.2,,,0.41,7.27
3782,1917-3-4,Skipsvatnet,1995-09-18,,,0.2,0.3,0.5,0.07,0.9,2.9,6.42
3783,1922-1-14,HOH 504,1995-09-15,,,,0.4,0.5,0.08,0.7,1.1,7.28
3784,1922-2-10,Dalbergvatnet,1995-09-15,,,,0.3,0.4,,0.5,0.76,7.18
3785,1924-1-2,Tømmertjørnet,1995-09-18,,,0.3,0.7,0.6,0.05,0.4,9.5,7.18
3786,1924-1-4,HOH 1044,1995-09-28,,,,,0.4,,,0.43,7.55
3787,1924-1-7,Fiskvatn,1995-09-28,,0.07,0.1,0.6,0.9,0.09,2.4,8.4,7.39
3788,1924-1-12,HOH 770,1995-09-28,,,,0.4,0.7,,,1.1,7.56
3789,1924-2-4,Sætervatnet,1995-09-21,,,,,0.2,,,0.2,7.79
3790,1924-2-6,Fonnskardvatnet,1995-09-21,,,0.5,1.4,0.6,0.07,0.6,0.2,7.67
3791,1926-1-10,Femvatnan,1995-09-28,,,0.3,0.4,1.0,0.08,0.6,0.2,6.91
3792,1927-3-1,Kapervatnet,1995-09-28,,0.02,,0.5,0.2,0.12,0.8,0.74,6.2
3793,1927-3-2,Storvatnet,1995-10-12,,,,,0.8,0.04,,1.2,7.94
3794,1931-4-1,Finnfjordvatnet,1995-09-28,,0.03,,0.4,0.8,0.07,0.6,1.9,7.63
3795,1933-3-3,Sagelvvatnet,1995-09-28,,0.02,,,0.8,0.09,1.2,1.6,7.91
3796,1936-1-1,HOH 11,1995-10-01,,,0.2,1.1,0.2,0.39,1.4,7.7,5.78
3797,1938-1-8,Kalddalsvatnet,1995-10-01,0.306,,1.0,1.8,1.1,0.09,0.7,0.2,7.22
3798,1939-1-3,HOH 1045,1995-09-28,,,,,0.3,0.04,0.4,0.29,6.19
3799,1939-1-9,Mallajavrrit,1995-09-28,,,0.2,0.8,1.0,0.15,1.0,1.3,7.31
3800,1939-1-13,HOH 905,1995-09-28,,,,,,,0.4,0.24,6.34
3801,1940-2-2,Vuoddojavrit,1995-09-28,0.152,,,0.3,,0.03,,0.83,7.2
3802,1940-3-6,Goddejavri,1995-09-28,,0.12,,0.4,0.9,0.05,1.3,0.45,7.54
3803,1942-2-1,Doaresjavri,1995-09-28,,0.08,0.1,0.6,0.5,0.19,2.2,1.1,7.48
3804,1942-2-8,Gahkkorjavri,1995-09-28,,,,1.1,0.3,0.03,0.4,1.7,7.31
3805,1943-1-11,HOH 551,1995-09-29,,,,0.4,0.2,,,0.75,7.37
3806,1943-2-12,Madenjånnejavri,1995-09-29,,,,0.3,0.2,0.03,0.4,1.5,6.84
3807,2003-3-2,Oardujavri,1995-09-20,,,,,,0.04,,0.93,6.82
3808,2004-1-8,Låtrevatnet,1995-09-30,,,,,0.4,,,1.6,6.97
3809,2011-1-6,Amasjavri,1995-09-19,,,,0.5,0.3,0.03,,2.6,7.7
3810,2011-1-9,Njargajavri,1995-09-18,,,0.2,,0.3,0.11,1.4,9.2,7.17
3811,2011-1-12,HOH 407,1995-09-18,,,,,0.1,0.09,,3.4,6.75
3812,2011-1-16,HOH 537,1995-09-19,0.148,,0.1,0.4,0.6,0.07,0.3,5.3,7.63
3813,2011-1-34,HOH 366,1995-09-20,,,0.2,0.3,0.4,0.15,0.5,7.2,7.3
3814,2011-1-41,Madiijavrit,1995-09-18,,,0.2,,0.5,0.09,1.5,10.9,7.23
3815,2011-1-51,HOH 376,1995-09-20,0.108,,0.4,0.4,0.4,0.05,0.4,9.5,7.36
3816,2011-1-58,HOH 370,1995-09-18,,,0.8,0.5,0.6,0.19,1.4,10.1,5.6
3817,2011-1-66,HOH 381,1995-09-19,,,,0.7,0.5,0.03,,5.6,7.63
3818,2011-1-67,HOH 358,1995-09-18,,,0.4,0.5,0.3,0.06,0.4,11.3,6.62
3819,2011-2-4,Cuorvoncåkkavuoljavri,1995-09-19,,,,,0.1,0.04,,1.9,7.44
3820,2011-2-5,Gakkesjavri,1995-09-19,,,0.2,0.4,0.3,0.07,0.5,5.2,6.67
3821,2011-2-12,Cuolbmajavri,1995-09-19,,,,0.6,0.2,,,1.5,7.59
3822,2011-2-13,HOH 385,1995-09-18,,,0.4,0.3,0.3,0.05,0.4,4.0,6.66
3823,2011-2-14,HOH 446,1995-09-18,0.132,,0.3,0.3,0.2,0.16,0.8,6.1,6.3
3824,2011-2-15,HOH 356,1995-09-18,,,0.4,0.3,0.6,0.16,0.6,8.0,7.39
3825,2011-2-18,HOH 424,1995-09-18,,,,,,0.18,0.5,2.8,6.79
3826,2011-2-20,Vuovdevuonjaljavri,1995-09-18,,,,0.3,0.3,,,1.9,7.59
3827,2011-2-31,Vuovdeluobbal,1995-09-19,,,0.3,0.3,0.3,0.06,0.3,6.6,7.43
3828,2011-2-43,HOH 376,1995-09-18,,,0.1,,0.1,0.03,,4.3,6.95
3829,2011-2-44,Rebmesluobbalat,1995-09-19,,,0.1,0.6,0.2,0.06,1.4,4.3,7.02
3830,2011-3-5,Saiva,1995-09-19,,,0.3,0.6,0.9,0.18,1.3,4.8,7.63
3831,2011-3-11,Mollejusgåbejavri,1995-09-19,,,,,,,,1.2,6.98
3832,2011-3-13,Jårgajavri,1995-09-19,,,0.1,0.4,0.5,0.05,0.6,3.6,7.74
3833,2011-1-10,HOH 390,1995-09-18,,,0.2,0.3,0.6,0.15,0.3,3.6,7.16
3834,2012-1-26,HOH 542,1995-09-29,,,,,0.1,0.03,,0.48,6.34
3835,2012-1-33,HOH 745,1995-09-29,,,,0.4,0.2,0.03,,0.37,6.25
3836,2012-1-38,Tørrelvvatna,1995-09-29,,,,,0.1,,,0.4,6.54
3837,2012-1-53,HOH 230,1995-09-29,,,,,0.1,,,9.0,7.04
3838,2012-1-54,HOH 459,1995-09-29,,,0.2,0.4,0.2,0.05,0.4,5.1,6.7
3839,2012-1-56,HOH 392,1995-09-29,0.124,,0.2,1.3,0.3,0.08,,3.6,7.14
3840,2012-1-62,HOH 359,1995-09-29,,,0.1,0.3,0.4,0.09,2.3,3.0,7.06
3841,2012-2-1,HOH 479,1995-09-29,,,,0.4,0.2,0.04,,2.6,6.93
3842,2012-2-26,Ninnasjuhanajavri,1995-09-29,,,0.2,,0.3,,,2.4,7.15
3843,2012-2-42,HOH 719,1995-09-29,0.163,,,,,0.09,,0.45,7.15
3844,2012-2-46,Øvre Sørelvvatnet,1995-09-29,,,,0.3,0.4,,,1.9,7.2
3845,2014-1-59,HOH 665,1995-09-30,,,,0.3,0.1,0.27,0.4,0.2,6.74
3846,2014-2-29,Ternevatnet,1995-09-30,,,,,,,,0.5,6.89
3847,2015-2-10,Langkeilvatn,1995-09-30,,,,0.4,0.4,0.08,1.0,1.6,7.08
3848,2017-1-3,HOH 610,1995-09-30,,,0.2,0.5,0.3,0.15,1.5,0.31,5.87
3849,2017-1-55,HOH 243,1995-09-30,0.158,,,,,0.08,,0.54,6.26
3850,2017-2-45,Gukkesluobbal,1995-09-30,,,0.3,0.9,0.5,0.06,,2.0,6.77
3851,2018-1-36,HOH 165,1995-09-30,,,,,0.1,,0.5,0.74,6.73
3852,2018-1-39,HOH 370,1995-09-30,,,,,,0.06,,0.38,5.88
3853,2018-1-46,HOH 497,1995-09-30,,,,2.0,0.4,0.06,1.2,0.51,6.3
3854,2018-1-49,HOH 340,1995-09-30,,,,,0.3,0.05,0.3,0.34,5.52
3855,2018-1-72,HOH 128,1995-09-30,,,,0.3,0.2,0.09,1.3,0.76,5.97
3856,2018-2-22,Lamvatnet,1995-09-30,,0.02,,0.3,0.2,0.05,0.5,0.58,5.87
3857,2018-2-37,Jiegnajavrit,1995-09-30,0.104,0.27,,,,0.09,0.4,0.29,6.18
3858,2018-3-6,Måkkejavri,1995-09-30,,,,0.2,0.2,0.04,0.5,0.49,5.83
3859,2020-1-5,HOH 582,1995-09-21,,,0.2,0.2,0.2,0.15,1.0,0.4,6.87
3860,2020-1-20,Ucca Lakcajavrit,1995-09-21,,0.03,0.2,0.5,0.6,0.29,3.0,4.7,7.12
3861,2020-1-50,Rambijærvi,1995-09-21,0.249,,,0.5,0.6,0.05,0.6,3.2,8.14
3862,2020-1-70,HOH 316,1995-09-21,,0.04,0.6,0.5,1.3,0.14,2.2,10.7,7.31
3863,2020-1-71,Raktoailuobbalat,1995-09-29,0.143,,,,0.1,,,2.9,6.99
3864,2020-2-11,Båldnejavri,1995-09-29,,,0.2,0.3,0.2,0.06,0.6,2.1,6.69
3865,2020-2-32,Coalbmejavri,1995-09-29,,,0.3,1.6,0.8,,,2.5,7.51
3866,2020-2-41,Luomujavrit,1995-09-30,0.259,,,,,0.04,,0.36,6.65
3867,2020-2-47,Ravdujavri,1995-09-21,,0.15,0.2,0.2,0.7,0.21,3.6,2.5,7.81
3868,2020-3-1,Læktujavri,1995-09-29,,,,,0.3,,,2.4,7.21
3869,2021-1-2,HOH 450,1995-09-19,,0.03,,,0.5,,0.4,3.1,7.29
3870,2021-1-17,Hannoailaddut Nord,1995-09-18,,0.04,1.7,2.2,3.2,0.21,4.1,9.8,5.28
3871,2021-1-24,HOH 310,1995-09-19,,,0.3,0.4,0.4,,0.5,9.0,7.13
3872,2021-1-35,HOH 415,1995-09-29,,,0.1,0.3,0.2,0.06,0.4,7.0,7.4
3873,2021-1-64,HOH 382,1995-09-19,,,0.1,,0.2,0.04,0.3,4.8,7.02
3874,2021-1-65,HOH 361,1995-09-21,,,0.3,,1.0,0.12,1.4,3.7,6.98
3875,2021-2-8,Iddjavarjavri,1995-09-19,,,0.1,0.4,0.4,0.03,0.4,5.0,7.39
3876,2021-2-21,Dåggejåkjavrit,1995-09-19,,,0.1,,0.5,0.09,0.4,4.2,7.21
3877,2021-2-40,Nieidaidjavrit,1995-09-19,,,,,0.3,0.04,,4.8,6.51
3878,2021-3-12,Mailejavri,1995-09-19,,,,,0.2,,,3.7,7.04
3879,2021-4-2,Iddjajavr,1995-09-21,,,,,,,,3.2,7.32
3883,2022-1-23,Liinajavri,1995-09-21,,,0.1,0.2,0.3,0.07,0.9,1.1,7.26
3884,2022-1-25,HOH 417,1995-09-21,0.101,,,0.2,,0.05,,1.3,7.09
3885,2022-1-28,HOH 425,1995-09-21,,,,0.3,0.4,0.08,0.9,1.2,6.69
3886,2022-1-43,HOH 210,1995-09-21,,0.05,,,0.3,0.19,0.9,0.58,6.55
3887,2022-1-69,HOH 223,1995-09-21,,0.04,0.1,0.3,0.4,0.11,2.4,2.3,6.75
3888,2022-2-6,HOH 306,1995-09-21,,0.08,0.1,0.3,0.4,0.17,2.6,0.61,6.31
3889,2023-1-18,Nerdalsvatnet,1995-09-21,,,,0.4,0.2,0.17,0.8,1.7,7.22
3891,2023-2-2,Holmevatnet,1995-09-21,0.62,0.11,,0.3,0.2,0.07,,2.3,7.22
3892,2023-2-19,HOH 257,1995-09-21,,,,,,,,1.0,6.77
3893,2023-2-23,Middagsvatna,1995-09-21,,,,,0.1,0.06,,1.1,7.09
3894,2025-1-1,Gistuladdut,1995-09-21,0.117,,,0.6,0.5,0.1,0.7,1.9,7.29
3895,2025-1-11,HOH 368,1995-09-21,,,,,,,,0.96,6.6
3896,2025-1-15,HOH 185,1995-09-21,,,,,,,,2.1,6.34
3897,2025-1-47,Hannujavrit,1995-09-21,0.299,0.02,0.1,0.5,0.5,0.37,15.7,7.2,6.93
3898,2025-1-52,HOH 299,1995-09-21,,0.04,,,1.0,0.09,2.8,0.83,6.75
3899,2025-2-9,Sammutjavri,1995-09-21,,0.04,0.2,0.3,0.5,0.11,1.8,2.5,6.79
3900,2025-3-9,Nissujavri,1995-09-21,,,,0.5,0.6,0.08,0.9,0.97,7.08
3901,2027-1-4,HOH 329,1995-09-18,,0.08,,0.4,0.6,0.24,0.8,1.7,6.36
3902,2027-2-25,Suolojavri,1995-09-18,0.115,0.05,,0.6,0.3,0.1,0.5,2.4,6.8
3903,2027-2-33,HOH 272,1995-09-18,,0.02,,0.3,0.5,0.04,,2.1,6.86
3904,2027-3-3,Diergejavri,1995-09-18,,,,0.2,0.1,,,2.4,6.93
3905,2027-3-7,Cuoggujavri,1995-09-18,,0.02,0.1,0.7,0.5,0.04,0.4,2.9,7.22
3906,2028-2-17,Prestelvvatnet,1995-09-21,0.331,0.04,,1.1,0.3,0.19,0.9,0.47,6.76
3907,2030-1-14,HOH 228,1995-09-18,,,,0.3,0.6,0.06,0.9,1.2,6.65
3908,2030-1-21,HOH 126,1995-09-22,,0.05,,0.9,0.8,0.28,1.1,2.3,6.43
3909,2030-1-68,HOH 328,1995-09-18,0.115,0.06,,0.4,0.3,0.08,0.7,1.3,5.87
3910,2030-2-24,Urdtjernet,1995-09-18,,0.06,,0.9,1.3,0.1,0.7,1.7,6.87
3911,2030-2-28,Indre Torvfjellvatna,1995-09-18,,,,1.5,3.1,0.08,0.8,2.1,6.52
3912,2030-2-35,Lynnevatn,1995-09-18,,0.07,,0.8,0.6,0.22,3.3,2.5,6.65
3913,2030-2-38,HOH 205,1995-09-18,0.11,0.03,,0.3,0.3,0.13,0.3,1.5,6.54
3914,2030-3-4,Moalkegalsajavri,1995-09-18,,,,0.4,0.4,0.04,,1.7,6.7
3917,1640-3-7,Midtre Muggsjøen,1995-09-20,,,,,0.2,0.07,1.0,1.4,5.94
3918,1711-3-1,Skurdalsvatnet,1995-09-20,,,,0.3,0.2,0.06,0.7,1.4,6.81
15705,830-26,Måvatn,1995-10-19,,0.03,,,0.6,0.23,5.4,2.4,5.1
15712,904-12,Snøløsvatn,1995-10-19,,,,,,,,3.7,6.24
15860,2030-623,St. Sametti,1995-09-18,,,,,,,,2.3,6.68
16132,432-603,Arasjøen,1995-09-20,,,,,,,,6.2,5.78
17809,418-601,Nøklevatn,1995-10-20,,,,,,,,6.4,4.98
17854,529-601,Skjelbreida,1995-10-20,,,,,,,,6.3,6.68
17854,529-601,Skjelbreida,1995-11-13,0.196,,,0.6,0.4,0.11,1.6,6.3,6.68
17867,536-603,Kvitingen,1995-09-21,,,,,,,,5.5,6.4
17876,540-608,Vangen,1995-09-21,,,,0.4,0.3,0.09,1.4,3.3,6.53
17888,605-602,Øvre Kollsjø,1995-09-15,,,,,,,,8.6,5.41
17957,826-605,Sandvatn,1995-09-27,,,,,,,,6.4,5.92
17966,828-603,Pålbuvatnet,1995-10-19,,,,,,,,5.1,5.02
17988,831-15,Mjåvatn,1995-10-20,,,,,,,,3.0,5.74
18013,834-604,Vråsjåen,1995-09-21,,,,,,,,0.98,6.15
18042,914-15,Stokkebuvatnet,1995-10-19,,,,,,,,5.7,5.92
18073,929-605,Måvatn,1995-10-18,,0.13,,0.6,0.5,3.73,10.3,0.21,4.51
